transcript_id	gene_id	transcript_biotype	gene_name
ENSRNOT00000100455	ENSRNOG00000018019	protein_coding	Hspa12a
ENSRNOT00000081605	ENSRNOG00000046036	protein_coding	Itprip
ENSRNOT00000075570	ENSRNOG00000046036	protein_coding	Itprip
ENSRNOT00000025003	ENSRNOG00000018541	protein_coding	Or55b10
ENSRNOT00000020475	ENSRNOG00000015268	protein_coding	Plpp6
ENSRNOT00000044669	ENSRNOG00000069644	protein_coding	Vom2r4
ENSRNOT00000099894	ENSRNOG00000069644	protein_coding	Vom2r4
ENSRNOT00000113739	ENSRNOG00000069644	protein_coding	Vom2r4
ENSRNOT00000078039	ENSRNOG00000016372	protein_coding	Slc12a7
ENSRNOT00000022635	ENSRNOG00000016372	protein_coding	Slc12a7
ENSRNOT00000081339	ENSRNOG00000016372	protein_coding	Slc12a7
ENSRNOT00000112535	ENSRNOG00000016372	protein_coding	Slc12a7
ENSRNOT00000079582	ENSRNOG00000057858	protein_coding	AABR07006025.2
ENSRNOT00000023007	ENSRNOG00000017143	protein_coding	Or52h2
ENSRNOT00000115314	ENSRNOG00000063775	protein_coding	LOC102546375
ENSRNOT00000096479	ENSRNOG00000063775	protein_coding	LOC102546375
ENSRNOT00000073464	ENSRNOG00000049759	protein_coding	Nlrp2
ENSRNOT00000017708	ENSRNOG00000068327	protein_coding	Pdcd5
ENSRNOT00000074804	ENSRNOG00000068327	protein_coding	Pdcd5
ENSRNOT00000026862	ENSRNOG00000019812	protein_coding	Nr1h2
ENSRNOT00000017958	ENSRNOG00000013448	protein_coding	Mrgprd
ENSRNOT00000071075	ENSRNOG00000050486	protein_coding	Foxd4
ENSRNOT00000071859	ENSRNOG00000064747	protein_coding	Or5p72
ENSRNOT00000039186	ENSRNOG00000025940	protein_coding	Mettl9
ENSRNOT00000103491	ENSRNOG00000070257	protein_coding	LOC102556157
ENSRNOT00000117183	ENSRNOG00000020393	protein_coding	Rhog
ENSRNOT00000101823	ENSRNOG00000020393	protein_coding	Rhog
ENSRNOT00000027641	ENSRNOG00000020393	protein_coding	Rhog
ENSRNOT00000102194	ENSRNOG00000067076	protein_coding	Frat1
ENSRNOT00000048843	ENSRNOG00000014969	protein_coding	Lzts2
ENSRNOT00000032106	ENSRNOG00000010840	protein_coding	Adamtsl3
ENSRNOT00000099463	ENSRNOG00000068967	protein_coding	LOC120100105
ENSRNOT00000098257	ENSRNOG00000068967	protein_coding	LOC120100105
ENSRNOT00000066307	ENSRNOG00000042927	protein_coding	Sbk3
ENSRNOT00000107756	ENSRNOG00000067278	protein_coding	LOC108349532
ENSRNOT00000084336	ENSRNOG00000010308	protein_coding	Nr2f2
ENSRNOT00000100190	ENSRNOG00000010308	protein_coding	Nr2f2
ENSRNOT00000014152	ENSRNOG00000010308	protein_coding	Nr2f2
ENSRNOT00000099343	ENSRNOG00000066280	protein_coding	Vmn2r116l-ps25
ENSRNOT00000023262	ENSRNOG00000017277	protein_coding	Igsf6
ENSRNOT00000049732	ENSRNOG00000046395	protein_coding	LOC120100003
ENSRNOT00000119902	ENSRNOG00000013426	protein_coding	Mrgprf
ENSRNOT00000017948	ENSRNOG00000013426	protein_coding	Mrgprf
ENSRNOT00000024083	ENSRNOG00000017851	protein_coding	Etfb
ENSRNOT00000118657	ENSRNOG00000017851	protein_coding	Etfb
ENSRNOT00000063808	ENSRNOG00000042465	protein_coding	Zbtb32
ENSRNOT00000117015	ENSRNOG00000065285	protein_coding	LOC102548633
ENSRNOT00000020513	ENSRNOG00000015058	protein_coding	Gucy2e
ENSRNOT00000094359	ENSRNOG00000015058	protein_coding	Gucy2e
ENSRNOT00000015687	ENSRNOG00000011439	protein_coding	Grk5
ENSRNOT00000114259	ENSRNOG00000011439	protein_coding	Grk5
ENSRNOT00000096363	ENSRNOG00000011439	protein_coding	Grk5
ENSRNOT00000054890	ENSRNOG00000017635	protein_coding	Inpp5a
ENSRNOT00000058956	ENSRNOG00000038625	protein_coding	Sbk2
ENSRNOT00000102987	ENSRNOG00000065098	protein_coding	Hmgb1-ps4
ENSRNOT00000044565	ENSRNOG00000029394	protein_coding	Dusp8
ENSRNOT00000046685	ENSRNOG00000065322	protein_coding	Or51v8
ENSRNOT00000024056	ENSRNOG00000017884	protein_coding	Dnajb6-ps10
ENSRNOT00000028627	ENSRNOG00000021082	protein_coding	Kdelr1
ENSRNOT00000027339	ENSRNOG00000020197	protein_coding	LOC108348067
ENSRNOT00000048499	ENSRNOG00000069291	protein_coding	Or52ae8b
ENSRNOT00000022480	ENSRNOG00000016687	protein_coding	Ssc5d
ENSRNOT00000080429	ENSRNOG00000059984	protein_coding	Dll1
ENSRNOT00000113128	ENSRNOG00000059984	protein_coding	Dll1
ENSRNOT00000030162	ENSRNOG00000022729	protein_coding	Mrgprx2l
ENSRNOT00000105598	ENSRNOG00000020363	protein_coding	Med25
ENSRNOT00000117952	ENSRNOG00000020363	protein_coding	Med25
ENSRNOT00000027675	ENSRNOG00000020363	protein_coding	Med25
ENSRNOT00000117340	ENSRNOG00000066299	protein_coding	LOC103690914
ENSRNOT00000028322	ENSRNOG00000020871	protein_coding	Ltbp4
ENSRNOT00000113038	ENSRNOG00000020871	protein_coding	Ltbp4
ENSRNOT00000081796	ENSRNOG00000020871	protein_coding	Ltbp4
ENSRNOT00000041410	ENSRNOG00000033843	protein_coding	AABR07007121.1
ENSRNOT00000050333	ENSRNOG00000029978	protein_coding	Or52a20
ENSRNOT00000100460	ENSRNOG00000021151	protein_coding	Ppp1r14b
ENSRNOT00000051749	ENSRNOG00000021151	protein_coding	Ppp1r14b
ENSRNOT00000118313	ENSRNOG00000018310	protein_coding	Eno4
ENSRNOT00000065289	ENSRNOG00000018310	protein_coding	Eno4
ENSRNOT00000118341	ENSRNOG00000030404	protein_coding	Arrb1
ENSRNOT00000095649	ENSRNOG00000030404	protein_coding	Arrb1
ENSRNOT00000043554	ENSRNOG00000030404	protein_coding	Arrb1
ENSRNOT00000106239	ENSRNOG00000069636	protein_coding	Zfp748-ps3
ENSRNOT00000028635	ENSRNOG00000021093	protein_coding	Syngr4
ENSRNOT00000102352	ENSRNOG00000021093	protein_coding	Syngr4
ENSRNOT00000097027	ENSRNOG00000014004	protein_coding	Ncoa7
ENSRNOT00000098212	ENSRNOG00000014004	protein_coding	Ncoa7
ENSRNOT00000018849	ENSRNOG00000014004	protein_coding	Ncoa7
ENSRNOT00000097952	ENSRNOG00000014004	protein_coding	Ncoa7
ENSRNOT00000119710	ENSRNOG00000014004	protein_coding	Ncoa7
ENSRNOT00000073983	ENSRNOG00000047816	protein_coding	Ccs
ENSRNOT00000091787	ENSRNOG00000047816	protein_coding	Ccs
ENSRNOT00000024898	ENSRNOG00000018433	protein_coding	Hps6
ENSRNOT00000051398	ENSRNOG00000032984	protein_coding	AC107531.1
ENSRNOT00000090486	ENSRNOG00000058564	protein_coding	AABR07001592.2
ENSRNOT00000028405	ENSRNOG00000020925	protein_coding	Ccdc86
ENSRNOT00000019311	ENSRNOG00000014327	protein_coding	Csrp3
ENSRNOT00000092211	ENSRNOG00000014327	protein_coding	Csrp3
ENSRNOT00000012225	ENSRNOG00000046339	protein_coding	Vom2r30
ENSRNOT00000034624	ENSRNOG00000025163	protein_coding	Or51b4b
ENSRNOT00000107826	ENSRNOG00000066499	protein_coding	C1H10orf95
ENSRNOT00000110441	ENSRNOG00000070917	protein_coding	LOC102556098
ENSRNOT00000099419	ENSRNOG00000070917	protein_coding	LOC102556098
ENSRNOT00000083493	ENSRNOG00000055259	protein_coding	Phldb3
ENSRNOT00000066512	ENSRNOG00000043313	protein_coding	LOC687097
ENSRNOT00000046616	ENSRNOG00000069104	protein_coding	Or51b4
ENSRNOT00000089587	ENSRNOG00000012140	protein_coding	Cep89
ENSRNOT00000031236	ENSRNOG00000012140	protein_coding	Cep89
ENSRNOT00000103641	ENSRNOG00000012140	protein_coding	Cep89
ENSRNOT00000019978	ENSRNOG00000014828	protein_coding	Avpi1
ENSRNOT00000027836	ENSRNOG00000020497	protein_coding	Plekha1
ENSRNOT00000107296	ENSRNOG00000020497	protein_coding	Plekha1
ENSRNOT00000078244	ENSRNOG00000020497	protein_coding	Plekha1
ENSRNOT00000051589	ENSRNOG00000028982	protein_coding	Mrgprb3
ENSRNOT00000074412	ENSRNOG00000024630	protein_coding	Igsf23
ENSRNOT00000030108	ENSRNOG00000025154	protein_coding	LOC100359574
ENSRNOT00000097013	ENSRNOG00000014448	protein_coding	Bmal1
ENSRNOT00000095012	ENSRNOG00000014448	protein_coding	Bmal1
ENSRNOT00000046313	ENSRNOG00000014448	protein_coding	Bmal1
ENSRNOT00000114442	ENSRNOG00000014448	protein_coding	Bmal1
ENSRNOT00000042637	ENSRNOG00000071133	protein_coding	Or51b17
ENSRNOT00000019103	ENSRNOG00000014266	protein_coding	RGD1560730
ENSRNOT00000110984	ENSRNOG00000066060	protein_coding	Or5b124
ENSRNOT00000113957	ENSRNOG00000066060	protein_coding	Or5b124
ENSRNOT00000021286	ENSRNOG00000015753	protein_coding	Epn1
ENSRNOT00000119836	ENSRNOG00000015753	protein_coding	Epn1
ENSRNOT00000073153	ENSRNOG00000067461	protein_coding	Rps12l2
ENSRNOT00000103141	ENSRNOG00000067992	protein_coding	Vom2r1
ENSRNOT00000072186	ENSRNOG00000067992	protein_coding	Vom2r1
ENSRNOT00000067478	ENSRNOG00000043392	protein_coding	Or51k2
ENSRNOT00000042115	ENSRNOG00000028781	protein_coding	Abcc6
ENSRNOT00000056081	ENSRNOG00000037156	protein_coding	Mrgprb2
ENSRNOT00000091588	ENSRNOG00000054561	protein_coding	Isg20
ENSRNOT00000085570	ENSRNOG00000054561	protein_coding	Isg20
ENSRNOT00000106522	ENSRNOG00000054561	protein_coding	Isg20
ENSRNOT00000097136	ENSRNOG00000054561	protein_coding	Isg20
ENSRNOT00000023293	ENSRNOG00000017351	protein_coding	Or52e4
ENSRNOT00000119196	ENSRNOG00000070319	protein_coding	LOC100912683
ENSRNOT00000015109	ENSRNOG00000011306	protein_coding	Myod1
ENSRNOT00000118768	ENSRNOG00000063169	protein_coding	LOC102548076
ENSRNOT00000085555	ENSRNOG00000019491	protein_coding	Stard10
ENSRNOT00000120308	ENSRNOG00000019491	protein_coding	Stard10
ENSRNOT00000026428	ENSRNOG00000019491	protein_coding	Stard10
ENSRNOT00000099427	ENSRNOG00000019491	protein_coding	Stard10
ENSRNOT00000026575	ENSRNOG00000019626	protein_coding	Slc27a5
ENSRNOT00000048691	ENSRNOG00000031381	protein_coding	RGD1561333
ENSRNOT00000028725	ENSRNOG00000021153	protein_coding	Fkbp2
ENSRNOT00000111874	ENSRNOG00000021153	protein_coding	Fkbp2
ENSRNOT00000052078	ENSRNOG00000068216	protein_coding	Or51q1d
ENSRNOT00000031519	ENSRNOG00000023081	protein_coding	AABR07001348.1
ENSRNOT00000056024	ENSRNOG00000037137	protein_coding	Svip
ENSRNOT00000116315	ENSRNOG00000037137	protein_coding	Svip
ENSRNOT00000019278	ENSRNOG00000014380	protein_coding	LOC102555672
ENSRNOT00000044719	ENSRNOG00000031224	protein_coding	Or9i13
ENSRNOT00000050606	ENSRNOG00000065938	protein_coding	Or51q1
ENSRNOT00000023161	ENSRNOG00000017150	protein_coding	Med10
ENSRNOT00000020345	ENSRNOG00000015168	protein_coding	LOC365238
ENSRNOT00000011092	ENSRNOG00000022308	protein_coding	LOC120099997
ENSRNOT00000040131	ENSRNOG00000069196	protein_coding	Or51q1e
ENSRNOT00000027849	ENSRNOG00000020517	protein_coding	Prrg2
ENSRNOT00000082560	ENSRNOG00000020517	protein_coding	Prrg2
ENSRNOT00000097873	ENSRNOG00000062805	protein_coding	Or14c39
ENSRNOT00000042081	ENSRNOG00000062805	protein_coding	Or14c39
ENSRNOT00000098076	ENSRNOG00000015717	protein_coding	Ptpre
ENSRNOT00000102058	ENSRNOG00000015717	protein_coding	Ptpre
ENSRNOT00000021359	ENSRNOG00000015717	protein_coding	Ptpre
ENSRNOT00000101296	ENSRNOG00000015717	protein_coding	Ptpre
ENSRNOT00000110825	ENSRNOG00000015717	protein_coding	Ptpre
ENSRNOT00000021391	ENSRNOG00000015914	protein_coding	U2af2
ENSRNOT00000104398	ENSRNOG00000015914	protein_coding	U2af2
ENSRNOT00000025856	ENSRNOG00000019141	protein_coding	Ch25h
ENSRNOT00000074296	ENSRNOG00000049297	protein_coding	Ccdc179
ENSRNOT00000112584	ENSRNOG00000049297	protein_coding	Ccdc179
ENSRNOT00000022759	ENSRNOG00000016964	protein_coding	Or51i2
ENSRNOT00000026564	ENSRNOG00000019582	protein_coding	Mthfd1l
ENSRNOT00000026489	ENSRNOG00000019440	protein_coding	Kcnn4
ENSRNOT00000077952	ENSRNOG00000019440	protein_coding	Kcnn4
ENSRNOT00000107668	ENSRNOG00000019440	protein_coding	Kcnn4
ENSRNOT00000098055	ENSRNOG00000019440	protein_coding	Kcnn4
ENSRNOT00000091049	ENSRNOG00000053539	protein_coding	AABR07005886.1
ENSRNOT00000055013	ENSRNOG00000036711	protein_coding	Spn
ENSRNOT00000100623	ENSRNOG00000036711	protein_coding	Spn
ENSRNOT00000017862	ENSRNOG00000013149	protein_coding	Vps33b
ENSRNOT00000119979	ENSRNOG00000013149	protein_coding	Vps33b
ENSRNOT00000045446	ENSRNOG00000036588	protein_coding	AC121209.1
ENSRNOT00000022773	ENSRNOG00000016979	protein_coding	Or51a10
ENSRNOT00000026599	ENSRNOG00000019660	protein_coding	Spib
ENSRNOT00000103664	ENSRNOG00000019660	protein_coding	Spib
ENSRNOT00000102341	ENSRNOG00000019660	protein_coding	Spib
ENSRNOT00000119101	ENSRNOG00000018048	protein_coding	Dctn5
ENSRNOT00000098511	ENSRNOG00000018048	protein_coding	Dctn5
ENSRNOT00000024367	ENSRNOG00000018048	protein_coding	Dctn5
ENSRNOT00000113846	ENSRNOG00000018048	protein_coding	Dctn5
ENSRNOT00000013851	ENSRNOG00000010224	protein_coding	Rab30
ENSRNOT00000092066	ENSRNOG00000010224	protein_coding	Rab30
ENSRNOT00000114095	ENSRNOG00000010224	protein_coding	Rab30
ENSRNOT00000088966	ENSRNOG00000051496	protein_coding	RGD1563099
ENSRNOT00000072668	ENSRNOG00000048582	protein_coding	Or51a42
ENSRNOT00000099040	ENSRNOG00000029043	protein_coding	Zfp790
ENSRNOT00000035994	ENSRNOG00000029043	protein_coding	Zfp790
ENSRNOT00000023010	ENSRNOG00000017095	protein_coding	Dlat-ps1
ENSRNOT00000064438	ENSRNOG00000018421	protein_coding	Aen
ENSRNOT00000048370	ENSRNOG00000063080	protein_coding	Or5p5b
ENSRNOT00000026797	ENSRNOG00000019681	protein_coding	Pold1
ENSRNOT00000099672	ENSRNOG00000020202	protein_coding	Asrgl1
ENSRNOT00000027459	ENSRNOG00000020202	protein_coding	Asrgl1
ENSRNOT00000023712	ENSRNOG00000017613	protein_coding	Tent4a
ENSRNOT00000088772	ENSRNOG00000055519	protein_coding	Zfp790
ENSRNOT00000051241	ENSRNOG00000070260	protein_coding	Or5p5
ENSRNOT00000117673	ENSRNOG00000015997	protein_coding	Ccdc106
ENSRNOT00000105110	ENSRNOG00000015997	protein_coding	Ccdc106
ENSRNOT00000021613	ENSRNOG00000015997	protein_coding	Ccdc106
ENSRNOT00000100140	ENSRNOG00000015997	protein_coding	Ccdc106
ENSRNOT00000118562	ENSRNOG00000015997	protein_coding	Ccdc106
ENSRNOT00000021690	ENSRNOG00000015773	protein_coding	Il21r
ENSRNOT00000098669	ENSRNOG00000015773	protein_coding	Il21r
ENSRNOT00000096587	ENSRNOG00000015773	protein_coding	Il21r
ENSRNOT00000113765	ENSRNOG00000015773	protein_coding	Il21r
ENSRNOT00000092289	ENSRNOG00000062071	protein_coding	LOC102548890
ENSRNOT00000028158	ENSRNOG00000066969	protein_coding	Zfp790
ENSRNOT00000024170	ENSRNOG00000032990	protein_coding	Siglecl1
ENSRNOT00000083055	ENSRNOG00000014251	protein_coding	Capn5
ENSRNOT00000019370	ENSRNOG00000014251	protein_coding	Capn5
ENSRNOT00000042047	ENSRNOG00000046649	protein_coding	AABR07006049.1
ENSRNOT00000068147	ENSRNOG00000046649	protein_coding	AABR07006049.1
ENSRNOT00000023124	ENSRNOG00000017214	protein_coding	Or52h7
ENSRNOT00000102736	ENSRNOG00000025539	protein_coding	Vps13a
ENSRNOT00000098661	ENSRNOG00000025539	protein_coding	Vps13a
ENSRNOT00000112707	ENSRNOG00000025539	protein_coding	Vps13a
ENSRNOT00000014800	ENSRNOG00000025539	protein_coding	Vps13a
ENSRNOT00000076300	ENSRNOG00000012716	protein_coding	Chd2
ENSRNOT00000098073	ENSRNOG00000012716	protein_coding	Chd2
ENSRNOT00000090149	ENSRNOG00000012716	protein_coding	Chd2
ENSRNOT00000055829	ENSRNOG00000012716	protein_coding	Chd2
ENSRNOT00000072996	ENSRNOG00000047479	protein_coding	Or52ac1
ENSRNOT00000021471	ENSRNOG00000016011	protein_coding	Plekhg1
ENSRNOT00000094017	ENSRNOG00000020014	protein_coding	Myh14
ENSRNOT00000027132	ENSRNOG00000020014	protein_coding	Myh14
ENSRNOT00000091760	ENSRNOG00000020014	protein_coding	Myh14
ENSRNOT00000118760	ENSRNOG00000055082	protein_coding	Maz
ENSRNOT00000086019	ENSRNOG00000055082	protein_coding	Maz
ENSRNOT00000082940	ENSRNOG00000055082	protein_coding	Maz
ENSRNOT00000097290	ENSRNOG00000055082	protein_coding	Maz
ENSRNOT00000120283	ENSRNOG00000055082	protein_coding	Maz
ENSRNOT00000115030	ENSRNOG00000019129	protein_coding	Fcgbp
ENSRNOT00000057122	ENSRNOG00000019129	protein_coding	Fcgbp
ENSRNOT00000048817	ENSRNOG00000017960	protein_coding	Deaf1
ENSRNOT00000094110	ENSRNOG00000017960	protein_coding	Deaf1
ENSRNOT00000098192	ENSRNOG00000017960	protein_coding	Deaf1
ENSRNOT00000087232	ENSRNOG00000056062	protein_coding	LOC100912787
ENSRNOT00000102885	ENSRNOG00000070653	protein_coding	Or13a19
ENSRNOT00000114401	ENSRNOG00000046683	protein_coding	Lilrb3
ENSRNOT00000074352	ENSRNOG00000046683	protein_coding	Lilrb3
ENSRNOT00000084601	ENSRNOG00000052256	protein_coding	Dact3
ENSRNOT00000119615	ENSRNOG00000052256	protein_coding	Dact3
ENSRNOT00000073447	ENSRNOG00000049190	protein_coding	Or52n20
ENSRNOT00000083924	ENSRNOG00000057889	protein_coding	Or12j2
ENSRNOT00000080124	ENSRNOG00000011931	protein_coding	Smarca2
ENSRNOT00000016740	ENSRNOG00000011931	protein_coding	Smarca2
ENSRNOT00000095776	ENSRNOG00000011931	protein_coding	Smarca2
ENSRNOT00000110315	ENSRNOG00000011931	protein_coding	Smarca2
ENSRNOT00000097032	ENSRNOG00000011931	protein_coding	Smarca2
ENSRNOT00000116235	ENSRNOG00000011931	protein_coding	Smarca2
ENSRNOT00000114205	ENSRNOG00000011931	protein_coding	Smarca2
ENSRNOT00000118963	ENSRNOG00000037556	protein_coding	Zfp420
ENSRNOT00000032973	ENSRNOG00000037556	protein_coding	Zfp420
ENSRNOT00000072865	ENSRNOG00000063248	protein_coding	Or52n1b
ENSRNOT00000118298	ENSRNOG00000068492	protein_coding	Omp
ENSRNOT00000115477	ENSRNOG00000068138	protein_coding	Aldh3b2
ENSRNOT00000072602	ENSRNOG00000048219	protein_coding	Or52n4e
ENSRNOT00000016433	ENSRNOG00000012301	protein_coding	Cfap161
ENSRNOT00000105379	ENSRNOG00000012301	protein_coding	Cfap161
ENSRNOT00000093978	ENSRNOG00000070848	protein_coding	Zfp27
ENSRNOT00000090785	ENSRNOG00000059992	protein_coding	Siglecl1
ENSRNOT00000057120	ENSRNOG00000042899	protein_coding	Fcgbpl1
ENSRNOT00000106330	ENSRNOG00000013160	protein_coding	Sash1
ENSRNOT00000102278	ENSRNOG00000013160	protein_coding	Sash1
ENSRNOT00000107987	ENSRNOG00000013160	protein_coding	Sash1
ENSRNOT00000112617	ENSRNOG00000013160	protein_coding	Sash1
ENSRNOT00000098748	ENSRNOG00000013160	protein_coding	Sash1
ENSRNOT00000017688	ENSRNOG00000013160	protein_coding	Sash1
ENSRNOT00000095438	ENSRNOG00000013160	protein_coding	Sash1
ENSRNOT00000029416	ENSRNOG00000024077	protein_coding	Fbxo5
ENSRNOT00000027752	ENSRNOG00000020456	protein_coding	Nucb2
ENSRNOT00000107803	ENSRNOG00000020456	protein_coding	Nucb2
ENSRNOT00000088829	ENSRNOG00000019802	protein_coding	Zfp428
ENSRNOT00000026814	ENSRNOG00000019802	protein_coding	Zfp428
ENSRNOT00000072462	ENSRNOG00000063059	protein_coding	Or56b2k
ENSRNOT00000035770	ENSRNOG00000012806	protein_coding	Rbbp6
ENSRNOT00000102275	ENSRNOG00000012806	protein_coding	Rbbp6
ENSRNOT00000109264	ENSRNOG00000070914	protein_coding	Tmem238
ENSRNOT00000050562	ENSRNOG00000019497	protein_coding	Mrpl17
ENSRNOT00000102735	ENSRNOG00000019497	protein_coding	Mrpl17
ENSRNOT00000102127	ENSRNOG00000037331	protein_coding	Cd33
ENSRNOT00000047473	ENSRNOG00000037331	protein_coding	Cd33
ENSRNOT00000089100	ENSRNOG00000054403	protein_coding	Or52n4d
ENSRNOT00000074580	ENSRNOG00000020774	protein_coding	LOC103690114
ENSRNOT00000072556	ENSRNOG00000020774	protein_coding	LOC103690114
ENSRNOT00000110152	ENSRNOG00000020774	protein_coding	LOC103690114
ENSRNOT00000027246	ENSRNOG00000037897	protein_coding	Rps19
ENSRNOT00000113827	ENSRNOG00000037897	protein_coding	Rps19
ENSRNOT00000100988	ENSRNOG00000037897	protein_coding	Rps19
ENSRNOT00000096977	ENSRNOG00000015557	protein_coding	Umod
ENSRNOT00000021027	ENSRNOG00000015557	protein_coding	Umod
ENSRNOT00000075036	ENSRNOG00000070647	protein_coding	Or52n1
ENSRNOT00000066383	ENSRNOG00000042528	protein_coding	Tmem190
ENSRNOT00000106263	ENSRNOG00000042528	protein_coding	Tmem190
ENSRNOT00000086091	ENSRNOG00000016831	protein_coding	Serpinh1
ENSRNOT00000035962	ENSRNOG00000024280	protein_coding	Ccdc170
ENSRNOT00000093108	ENSRNOG00000024280	protein_coding	Ccdc170
ENSRNOT00000057988	ENSRNOG00000038101	protein_coding	Psg19
ENSRNOT00000057986	ENSRNOG00000038101	protein_coding	Psg19
ENSRNOT00000058060	ENSRNOG00000038101	protein_coding	Psg19
ENSRNOT00000090018	ENSRNOG00000070762	protein_coding	Or5p80-ps1
ENSRNOT00000080907	ENSRNOG00000056228	protein_coding	Atp10a
ENSRNOT00000099173	ENSRNOG00000070110	protein_coding	Klk1c8
ENSRNOT00000118282	ENSRNOG00000067051	protein_coding	Or2ag16
ENSRNOT00000039842	ENSRNOG00000028743	protein_coding	Gal3st3
ENSRNOT00000081313	ENSRNOG00000062923	protein_coding	LOC687082
ENSRNOT00000095910	ENSRNOG00000065617	protein_coding	Or5b105
ENSRNOT00000018990	ENSRNOG00000013925	protein_coding	Nox4
ENSRNOT00000102096	ENSRNOG00000013925	protein_coding	Nox4
ENSRNOT00000116153	ENSRNOG00000013925	protein_coding	Nox4
ENSRNOT00000108844	ENSRNOG00000028273	protein_coding	Tmem150b
ENSRNOT00000032439	ENSRNOG00000028273	protein_coding	Tmem150b
ENSRNOT00000087918	ENSRNOG00000055310	protein_coding	Or5p81
ENSRNOT00000074820	ENSRNOG00000023233	protein_coding	Zfp658
ENSRNOT00000041762	ENSRNOG00000034075	protein_coding	Ube2ql1
ENSRNOT00000115687	ENSRNOG00000070548	protein_coding	Or13n4b
ENSRNOT00000116372	ENSRNOG00000070548	protein_coding	Or13n4b
ENSRNOT00000081767	ENSRNOG00000014341	protein_coding	Btbd10
ENSRNOT00000067170	ENSRNOG00000014341	protein_coding	Btbd10
ENSRNOT00000099504	ENSRNOG00000014341	protein_coding	Btbd10
ENSRNOT00000096757	ENSRNOG00000014341	protein_coding	Btbd10
ENSRNOT00000116790	ENSRNOG00000020543	protein_coding	Nosip
ENSRNOT00000027882	ENSRNOG00000020543	protein_coding	Nosip
ENSRNOT00000119302	ENSRNOG00000020543	protein_coding	Nosip
ENSRNOT00000079189	ENSRNOG00000020543	protein_coding	Nosip
ENSRNOT00000100479	ENSRNOG00000020543	protein_coding	Nosip
ENSRNOT00000027616	ENSRNOG00000020298	protein_coding	Bag3
ENSRNOT00000024779	ENSRNOG00000018255	protein_coding	Clptm1
ENSRNOT00000091458	ENSRNOG00000060725	protein_coding	Or52n3
ENSRNOT00000054835	ENSRNOG00000021000	protein_coding	Naaladl1
ENSRNOT00000095018	ENSRNOG00000021000	protein_coding	Naaladl1
ENSRNOT00000021254	ENSRNOG00000015876	protein_coding	Or51af1
ENSRNOT00000021895	ENSRNOG00000016286	protein_coding	Iyd
ENSRNOT00000048478	ENSRNOG00000034061	protein_coding	Olr271-ps1
ENSRNOT00000024645	ENSRNOG00000033729	protein_coding	LOC102556967
ENSRNOT00000110832	ENSRNOG00000033729	protein_coding	LOC102556967
ENSRNOT00000090636	ENSRNOG00000017386	protein_coding	Il11
ENSRNOT00000023489	ENSRNOG00000017386	protein_coding	Il11
ENSRNOT00000078668	ENSRNOG00000020716	protein_coding	Axl
ENSRNOT00000028132	ENSRNOG00000020716	protein_coding	Axl
ENSRNOT00000028131	ENSRNOG00000020716	protein_coding	Axl
ENSRNOT00000093892	ENSRNOG00000066188	protein_coding	Or52n2e
ENSRNOT00000024800	ENSRNOG00000018402	protein_coding	Apoc2
ENSRNOT00000099655	ENSRNOG00000018402	protein_coding	Apoc2
ENSRNOT00000015352	ENSRNOG00000011488	protein_coding	Sergef
ENSRNOT00000111093	ENSRNOG00000011488	protein_coding	Sergef
ENSRNOT00000096517	ENSRNOG00000011488	protein_coding	Sergef
ENSRNOT00000097997	ENSRNOG00000011488	protein_coding	Sergef
