A	Coef.KO - WT	Coef.WT - KO	t.KO - WT	t.WT - KO	p.value.KO - WT	p.value.WT - KO	p.value.adj.KO - WT	p.value.adj.WT - KO	F	F.p.value
MYO1B	-1.5732859	-1.28266564	1.28266564	-0.8618331	0.8618331	0.4271391188	0.4271391188	0.93812055503	0.93812055503	0.7427562	0.4271391188
NACA	-1.5517387	-0.93578497	0.93578497	-0.5719322	0.5719322	0.5914675053	0.5914675053	0.97942924783	0.97942924783	0.3271065	0.5914675053
NACAD	-1.9811957	-0.29148971	0.29148971	-0.1701298	0.1701298	0.8714009665	0.8714009665	1	1	0.0289442	0.8714009665
NCAM1	2.6694946	0.77888179	-0.77888179	1.3651609	-1.3651609	0.2289065902	0.2289065902	0.92623449899	0.92623449899	1.8636643	0.2289065902
NCAM2	4.2337136	0.42427385	-0.42427385	0.7412121	-0.7412121	0.4910133698	0.4910133698	0.95481205133	0.95481205133	0.5493954	0.4910133698
NCL	0.470717	-0.5847289	0.5847289	-0.2392643	0.2392643	0.8201473406	0.8201473406	1	1	0.0572474	0.8201473406
NCSTN	2.8097575	0.18380681	-0.18380681	0.356596	-0.356596	0.7355637529	0.7355637529	1	1	0.1271607	0.7355637529
NECTIN1	-1.2392856	1.49861834	-1.49861834	0.8583236	-0.8583236	0.4289048357	0.4289048357	0.93812055503	0.93812055503	0.7367194	0.4289048357
NECTIN2	0.0643993	-0.77077818	0.77077818	-0.4218657	0.4218657	0.6901838193	0.6901838193	0.98856654381	0.98856654381	0.1779707	0.6901838193
NEFL	-2.5898752	-1.46410581	1.46410581	-1.0995055	1.0995055	0.3203465801	0.3203465801	0.92623449899	0.92623449899	1.2089124	0.3203465801
NEFM	0.106033	-3.72229576	3.72229576	-2.4429902	2.4429902	0.0570781912	0.0570781912	0.92623449899	0.92623449899	5.968201	0.0570781912
NFASC	-0.6387309	0.15720701	-0.15720701	0.0888585	-0.0888585	0.9325523715	0.9325523715	1	1	0.0078958	0.9325523715
NIPSNAP1	-1.7973939	0.93578497	-0.93578497	0.6228652	-0.6228652	0.55995913	0.55995913	0.97405083038	0.97405083038	0.3879611	0.55995913
NLGN2	-2.001126	1.5849625	-1.5849625	2.1573838	-2.1573838	0.0819562278	0.0819562278	0.92623449899	0.92623449899	4.6543047	0.0819562278
NME1-NME2	4.1555218	0.32660782	-0.32660782	0.6273029	-0.6273029	0.5572650035	0.5572650035	0.97405083038	0.97405083038	0.3935089	0.5572650035
NONO	-1.4264506	-0.65732854	0.65732854	-0.2714463	0.2714463	0.796611176	0.796611176	1	1	0.0736831	0.796611176
NOP56	-2.2743611	1.03849241	-1.03849241	0.6950327	-0.6950327	0.5171900439	0.5171900439	0.96266306829	0.96266306829	0.4830705	0.5171900439
NOTCH2	-2.5898752	1.46410581	-1.46410581	1.8605683	-1.8605683	0.1202808768	0.1202808768	0.92623449899	0.92623449899	3.4617145	0.1202808768
NPEPPS	2.5332621	0.09459766	-0.09459766	0.1386659	-0.1386659	0.8949825969	0.8949825969	1	1	0.0192282	0.8949825969
NPM1	2.0083713	0.02777613	-0.02777613	0.0430148	-0.0430148	0.9673105136	0.9673105136	1	1	0.0018503	0.9673105136
NPTN	1.6787106	-0.19178038	0.19178038	-0.269613	0.269613	0.7979457157	0.7979457157	1	1	0.0726912	0.7979457157
NRCAM	3.7835828	0.79688626	-0.79688626	1.2980584	-1.2980584	0.2494472717	0.2494472717	0.92623449899	0.92623449899	1.6849557	0.2494472717
NTRK2	-1.3152131	-0.87980343	0.87980343	-0.4884421	0.4884421	0.6453581968	0.6453581968	0.97942924783	0.97942924783	0.2385757	0.6453581968
NUCB1	-3.3219281	0	0	0	0	1	1	1	1	0	1
NUDC	0.3627783	-0.43549323	0.43549323	-0.1855168	0.1855168	0.8599215232	0.8599215232	1	1	0.0344165	0.8599215232
NUP43	-2.3497798	-1.94429667	1.94429667	-1.7049594	1.7049594	0.1473091405	0.1473091405	0.92623449899	0.92623449899	2.9068866	0.1473091405
NUP50	-0.6036554	0.22735795	-0.22735795	0.1315987	-0.1315987	0.9002971598	0.9002971598	1	1	0.0173182	0.9002971598
NUP54	-1.9885948	0	0	0	0	1	1	1	1	0	1
OLA1	-2.001126	-0.52832083	0.52832083	-0.3087267	0.3087267	0.769649019	0.769649019	1	1	0.0953122	0.769649019
OPA1	-1.8091255	-0.91232186	0.91232186	-0.6741238	0.6741238	0.5293503509	0.5293503509	0.96617026473	0.96617026473	0.4544429	0.5293503509
OSBPL8	-1.3022127	1.20747907	-1.20747907	0.6797047	-0.6797047	0.5260859581	0.5260859581	0.96617026473	0.96617026473	0.4619985	0.5260859581
P4HB	0.304981	1.81727281	-1.81727281	1.4550798	-1.4550798	0.2038497585	0.2038497585	0.92623449899	0.92623449899	2.1172572	0.2038497585
PA2G4	-2.9349401	0.77397603	-0.77397603	1.0238318	-1.0238318	0.3516506336	0.3516506336	0.92623449899	0.92623449899	1.0482315	0.3516506336
PABPC1	0.8096099	-1.29012157	1.29012157	-0.7888101	0.7888101	0.4650258482	0.4650258482	0.94908784217	0.94908784217	0.6222214	0.4650258482
PAFAH1B2	-3.3219281	0	0	0	0	1	1	1	1	0	1
PAICS	2.2096342	-0.46141562	0.46141562	-0.7273088	0.7273088	0.4987951928	0.4987951928	0.9560334062	0.9560334062	0.5289781	0.4987951928
PARK7	-0.7860691	5.07171792	-5.07171792	8.0546178	-8.0546178	0.0004185791	0.0004185791	0.05843363992	0.05843363992	64.876868	0.0004185791
PCBP1	2.4151135	-0.4904297	0.4904297	-1.0082788	1.0082788	0.3583918748	0.3583918748	0.93187776157	0.93187776157	1.0166261	0.3583918748
PCBP2	0.335793	-0.22799084	0.22799084	-0.0979886	0.0979886	0.9256473881	0.9256473881	1	1	0.0096018	0.9256473881
PCMT1	2.233157	0.13074824	-0.13074824	0.2099145	-0.2099145	0.8418003628	0.8418003628	1	1	0.0440641	0.8418003628
PDCD6	-1.4848668	-2.12617054	2.12617054	-1.4208542	1.4208542	0.2130656701	0.2130656701	0.92623449899	0.92623449899	2.0188266	0.2130656701
PDCD6IP	-0.6710538	2.46979698	-2.46979698	1.6701938	-1.6701938	0.1541374481	0.1541374481	0.92623449899	0.92623449899	2.7895474	0.1541374481
PDIA3	4.258042	0.41038806	-0.41038806	0.886444	-0.886444	0.4149128346	0.4149128346	0.93723015951	0.93723015951	0.785783	0.4149128346
PDIA6	1.2577112	0.77874235	-0.77874235	1.1873843	-1.1873843	0.2870225783	0.2870225783	0.92623449899	0.92623449899	1.4098815	0.2870225783
PEBP1	-1.6492325	3.3453912	-3.3453912	2.1970454	-2.1970454	0.0779005233	0.0779005233	0.92623449899	0.92623449899	4.8270083	0.0779005233
PFAS	2.6091954	-0.32144805	0.32144805	-0.8865733	0.8865733	0.4148493143	0.4148493143	0.93723015951	0.93723015951	0.7860123	0.4148493143
PFDN2	-0.9831677	3.62087912	-3.62087912	4.1597367	-4.1597367	0.0083128435	0.0083128435	0.44633575051	0.44633575051	17.3034093	0.0083128435
PFKM	-1.3850721	1.26911831	-1.26911831	0.9379353	-0.9379353	0.3902158899	0.3902158899	0.93187776157	0.93187776157	0.8797226	0.3902158899
PFKP	-2.0856193	-0.35933417	0.35933417	-0.2257346	0.2257346	0.8301080168	0.8301080168	1	1	0.0509561	0.8301080168
PFN1	3.7738701	0.18830732	-0.18830732	0.5175933	-0.5175933	0.6262363692	0.6262363692	0.97942924783	0.97942924783	0.2679029	0.6262363692
PFN2	2.3033723	0.39453331	-0.39453331	1.1488976	-1.1488976	0.3012249801	0.3012249801	0.92623449899	0.92623449899	1.3199657	0.3012249801
PGAM1	2.5021569	-0.01147783	0.01147783	-0.0300718	0.0300718	0.9771423595	0.9771423595	1	1	0.0009043	0.9771423595
PGD	-1.9319531	-2.77995	2.77995	-2.0340442	2.0340442	0.0960517165	0.0960517165	0.92623449899	0.92623449899	4.1373358	0.0960517165
PGK1	2.9737636	0.35971648	-0.35971648	0.5712781	-0.5712781	0.5918790737	0.5918790737	0.97942924783	0.97942924783	0.3263587	0.5918790737
PGLS	-1.4528749	-1.62482304	1.62482304	-1.0440085	1.0440085	0.3430626512	0.3430626512	0.92623449899	0.92623449899	1.0899538	0.3430626512
PGRMC1	-2.2652864	0	0	0	0	1	1	1	1	0	1
PGRMC2	-1.4364476	-2.71431932	2.71431932	-1.6960191	1.6960191	0.1490357963	0.1490357963	0.92623449899	0.92623449899	2.8764806	0.1490357963
PHB	1.1627453	1.19958943	-1.19958943	0.6186391	-0.6186391	0.5625325368	0.5625325368	0.97405083038	0.97405083038	0.3827144	0.5625325368
PHB2	0.6713309	1.00202058	-1.00202058	0.5638789	-0.5638789	0.5965466079	0.5965466079	0.97942924783	0.97942924783	0.3179594	0.5965466079
PHGDH	3.6804772	0.20598623	-0.20598623	0.5369836	-0.5369836	0.6136964854	0.6136964854	0.97942924783	0.97942924783	0.2883513	0.6136964854
PIN1	-1.8257148	2.99242664	-2.99242664	2.0854786	-2.0854786	0.0898873019	0.0898873019	0.92623449899	0.92623449899	4.3492208	0.0898873019
PIP	1.9132444	-0.66680616	0.66680616	-0.8995172	0.8995172	0.4085294756	0.4085294756	0.93723015951	0.93723015951	0.8091312	0.4085294756
PKM	4.0138803	0.23074103	-0.23074103	0.414269	-0.414269	0.6953956633	0.6953956633	0.98856654381	0.98856654381	0.1716188	0.6953956633
PLD3	-0.8397349	-0.07710852	0.07710852	-0.0461586	0.0461586	0.9649233395	0.9649233395	1	1	0.0021306	0.9649233395
PLXNA2	-0.3744243	1.79517609	-1.79517609	0.7180226	-0.7180226	0.5040405351	0.5040405351	0.9560334062	0.9560334062	0.5155564	0.5040405351
PLXNB2	0.9143219	-1.36464802	1.36464802	-0.8191085	0.8191085	0.449013842	0.449013842	0.93812055503	0.93812055503	0.6709387	0.449013842
PMPCA	-2.6139402	-1.41597584	1.41597584	-1.0972529	1.0972529	0.3212430579	0.3212430579	0.92623449899	0.92623449899	1.2039639	0.3212430579
PMPCB	0.8672159	-1.22407522	1.22407522	-0.7185451	0.7185451	0.5037443551	0.5037443551	0.9560334062	0.9560334062	0.5163071	0.5037443551
PPAT	-0.3820851	-1.40352233	1.40352233	-1.1765443	1.1765443	0.2909619241	0.2909619241	0.92623449899	0.92623449899	1.3842564	0.2909619241
PPIA	4.1680391	-0.19158089	0.19158089	-0.5743397	0.5743397	0.5899541964	0.5899541964	0.97942924783	0.97942924783	0.3298661	0.5899541964
PPIB	2.3276996	0.54672207	-0.54672207	1.0369613	-1.0369613	0.3460420702	0.3460420702	0.92623449899	0.92623449899	1.0752888	0.3460420702
PPM1A	-1.5888041	-3.4662479	3.4662479	-4.649771	4.649771	0.005204371	0.005204371	0.33024099533	0.33024099533	21.6203699	0.005204371
PPM1G	-2.2652864	0	0	0	0	1	1	1	1	0	1
PPME1	-0.2597839	0.06597979	-0.06597979	0.0337098	-0.0337098	0.9743783296	0.9743783296	1	1	0.0011363	0.9743783296
PPP1CA	-1.6732975	0.46530956	-0.46530956	0.299202	-0.299202	0.7765046541	0.7765046541	1	1	0.0895218	0.7765046541
PPP2CB	-2.1269406	-2.389975	2.389975	-2.1282412	2.1282412	0.0850780575	0.0850780575	0.92623449899	0.92623449899	4.5294105	0.0850780575
PPP2R1A	2.9299238	0.03265248	-0.03265248	0.0634294	-0.0634294	0.9518171338	0.9518171338	1	1	0.0040233	0.9518171338
PPP2R2A	-2.3497798	-1.94429667	1.94429667	-1.7049594	1.7049594	0.1473091405	0.1473091405	0.92623449899	0.92623449899	2.9068866	0.1473091405
PRAF2	-2.6139402	1.41597584	-1.41597584	1.0972529	-1.0972529	0.3212430579	0.3212430579	0.92623449899	0.92623449899	1.2039639	0.3212430579
PRDX1	4.5520968	-0.06095554	0.06095554	-0.1700294	0.1700294	0.8714760474	0.8714760474	1	1	0.02891	0.8714760474
PRDX2	4.129683	-0.10998965	0.10998965	-0.2653298	0.2653298	0.8010666894	0.8010666894	1	1	0.0703999	0.8010666894
PRDX3	2.6378072	0.45853303	-0.45853303	1.0339189	-1.0339189	0.3473350429	0.3473350429	0.92623449899	0.92623449899	1.0689882	0.3473350429
PRDX4	3.7473076	0.16605373	-0.16605373	0.3389721	-0.3389721	0.7480386592	0.7480386592	1	1	0.1149021	0.7480386592
PRDX5	0.6857203	0.94251093	-0.94251093	0.5501527	-0.5501527	0.6052633914	0.6052633914	0.97942924783	0.97942924783	0.302668	0.6052633914
PRDX6	1.6611695	1.42608189	-1.42608189	2.1024134	-2.1024134	0.0879494679	0.0879494679	0.92623449899	0.92623449899	4.420142	0.0879494679
PRKACA	-2.7244343	1.1949875	-1.1949875	1.0834842	-1.0834842	0.3267692643	0.3267692643	0.92623449899	0.92623449899	1.173938	0.3267692643
PRKCA	2.0592024	-0.55216127	0.55216127	-0.8986839	0.8986839	0.4089340558	0.4089340558	0.93723015951	0.93723015951	0.8076328	0.4089340558
PRKDC	-1.9319531	0.66666667	-0.66666667	0.3678474	-0.3678474	0.7276469652	0.7276469652	1	1	0.1353117	0.7276469652
PRXL2A	-0.3962332	2.68146471	-2.68146471	2.6755328	-2.6755328	0.0428311533	0.0428311533	0.92623449899	0.92623449899	7.1584757	0.0428311533
PSMA7	-0.4313277	1.26029424	-1.26029424	1.0566382	-1.0566382	0.3377768588	0.3377768588	0.92623449899	0.92623449899	1.1164843	0.3377768588
PSMB5	-1.6219827	1.00991578	-1.00991578	0.6767685	-0.6767685	0.5278017568	0.5278017568	0.96617026473	0.96617026473	0.4580156	0.5278017568
PSMB6	-1.2608744	-1.45544074	1.45544074	-0.837367	0.837367	0.4395646726	0.4395646726	0.93812055503	0.93812055503	0.7011835	0.4395646726
PSMC1	-2.0196312	2.60459373	-2.60459373	6.3625374	-6.3625374	0.0012782809	0.0012782809	0.11153000681	0.11153000681	40.481882	0.0012782809
PSMC3	-0.5070662	2.70151212	-2.70151212	1.7314814	-1.7314814	0.1423036161	0.1423036161	0.92623449899	0.92623449899	2.998028	0.1423036161
PSMC5	-1.6027365	-1.56681324	1.56681324	-1.0475163	1.0475163	0.341587659	0.341587659	0.92623449899	0.92623449899	1.0972904	0.341587659
PSMC6	-2.5294468	1.5849625	-1.5849625	1.8217966	-1.8217966	0.1265060298	0.1265060298	0.92623449899	0.92623449899	3.318943	0.1265060298
PSMD1	-1.7973939	0.93578497	-0.93578497	0.7064358	-0.7064358	0.5106387593	0.5106387593	0.95646068349	0.95646068349	0.4990515	0.5106387593
PSMD11	-1.8782984	0.77397603	-0.77397603	0.5984738	-0.5984738	0.5749146271	0.5749146271	0.97405083038	0.97405083038	0.3581709	0.5749146271
PSMD2	-2.5898752	1.46410581	-1.46410581	1.0995055	-1.0995055	0.3203465801	0.3203465801	0.92623449899	0.92623449899	1.2089124	0.3203465801
PSMD6	-2.1424588	1.30229687	-1.30229687	1.1318187	-1.1318187	0.3077219098	0.3077219098	0.92623449899	0.92623449899	1.2810136	0.3077219098
PSMD7	-2.2269522	0.64199981	-0.64199981	0.4397484	-0.4397484	0.6779914984	0.6779914984	0.98548706171	0.98548706171	0.1933786	0.6779914984
PSME1	1.63466	-0.11664749	0.11664749	-0.2565351	0.2565351	0.8074880629	0.8074880629	1	1	0.0658102	0.8074880629
PTBP1	-2.6873689	-1.26911831	1.26911831	-1.0888481	1.0888481	0.3246068071	0.3246068071	0.92623449899	0.92623449899	1.1855903	0.3246068071
PTGFRN	0.800753	1.07710852	-1.07710852	0.5030811	-0.5030811	0.6357157734	0.6357157734	0.97942924783	0.97942924783	0.2530906	0.6357157734
PTK7	0.996337	1.83511439	-1.83511439	1.1375377	-1.1375377	0.3055329175	0.3055329175	0.92623449899	0.92623449899	1.2939921	0.3055329175
PUF60	-1.9848668	-0.45950387	0.45950387	-0.2666621	0.2666621	0.8000954383	0.8000954383	1	1	0.0711087	0.8000954383
PVR	2.1315873	-0.19082498	0.19082498	-0.1744913	0.1744913	0.868143323	0.868143323	1	1	0.0304472	0.868143323
PYCR1	-2.1590481	1.26911831	-1.26911831	1.1256311	-1.1256311	0.3101055716	0.3101055716	0.92623449899	0.92623449899	1.2670454	0.3101055716
RAB14	2.2768297	0.45301556	-0.45301556	1.1759402	-1.1759402	0.2911828235	0.2911828235	0.92623449899	0.92623449899	1.3828355	0.2911828235
RAB27B	-2.4066192	0.77397603	-0.77397603	0.6039928	-0.6039928	0.5715089668	0.5715089668	0.97405083038	0.97405083038	0.3648073	0.5715089668
RAB2B	-0.3942623	1.15906877	-1.15906877	0.5418295	-0.5418295	0.610585393	0.610585393	0.97942924783	0.97942924783	0.2935792	0.610585393
RAB5C	2.3238186	-0.18911148	0.18911148	-0.2413326	0.2413326	0.8186279444	0.8186279444	1	1	0.0582414	0.8186279444
RAB7A	1.3257172	-0.28089034	0.28089034	-0.4401622	0.4401622	0.6777106128	0.6777106128	0.98548706171	0.98548706171	0.1937428	0.6777106128
RAC1	-1.5449651	0.9493323	-0.9493323	0.6099798	-0.6099798	0.5678288385	0.5678288385	0.97405083038	0.97405083038	0.3720754	0.5678288385
RACK1	-0.2478911	-0.18249593	0.18249593	-0.0928548	0.0928548	0.9295291494	0.9295291494	1	1	0.008622	0.9295291494
RALY	-2.2399526	2.16395103	-2.16395103	1.6444261	-1.6444261	0.1594004401	0.1594004401	0.92623449899	0.92623449899	2.704137	0.1594004401
RAN	-1.1177269	-1.35176081	1.35176081	-0.8755792	0.8755792	0.4202765615	0.4202765615	0.93723015951	0.93723015951	0.7666389	0.4202765615
RANBP1	-3.0577677	0.52832083	-0.52832083	0.9302101	-0.9302101	0.3938451858	0.3938451858	0.93187776157	0.93187776157	0.8652908	0.3938451858
RARS1	-0.9769219	0.70515907	-0.70515907	0.3940699	-0.3940699	0.7093453429	0.7093453429	1	1	0.1552911	0.7093453429
RBBP4	-1.2993099	-2.49728437	2.49728437	-1.4169747	1.4169747	0.2141348276	0.2141348276	0.92623449899	0.92623449899	2.0078173	0.2141348276
RBBP7	-2.3672747	-1.90930682	1.90930682	-1.1132227	1.1132227	0.3149338257	0.3149338257	0.92623449899	0.92623449899	1.2392648	0.3149338257
RBM14	-2.2028872	-0.69012978	0.69012978	-0.4611917	0.4611917	0.6635166651	0.6635166651	0.9833007054	0.9833007054	0.2126978	0.6635166651
RBM3	-2.0942077	0.90748867	-0.90748867	0.545142	-0.545142	0.6084640559	0.6084640559	0.97942924783	0.97942924783	0.2971798	0.6084640559
RBM39	-2.5577677	1.52832083	-1.52832083	1.1022042	-1.1022042	0.319275427	0.319275427	0.92623449899	0.92623449899	1.2148541	0.319275427
RBM4	-1.7973939	-3.04906831	3.04906831	-2.199216	2.199216	0.0776847791	0.0776847791	0.92623449899	0.92623449899	4.836551	0.0776847791
RBMX	-1.1862979	-2.72330833	2.72330833	-1.3502035	1.3502035	0.2333447589	0.2333447589	0.92623449899	0.92623449899	1.8230495	0.2333447589
RBP1	-0.9097389	0.83952503	-0.83952503	0.4889205	-0.4889205	0.6450418001	0.6450418001	0.97942924783	0.97942924783	0.2390433	0.6450418001
REEP5	-1.6862979	0	0	0	0	1	1	1	1	0	1
RET	2.4762817	1.12267422	-1.12267422	1.6117291	-1.6117291	0.1663348568	0.1663348568	0.92623449899	0.92623449899	2.5976705	0.1663348568
RHOA	-2.7936073	1.05664167	-1.05664167	1.0706184	-1.0706184	0.3320060324	0.3320060324	0.92623449899	0.92623449899	1.1462239	0.3320060324
RNPEP	0.0181577	2.00601999	-2.00601999	1.3753303	-1.3753303	0.2259341489	0.2259341489	0.92623449899	0.92623449899	1.8915336	0.2259341489
RPL10	-0.3307314	-1.26451637	1.26451637	-0.8870637	0.8870637	0.414608504	0.414608504	0.93723015951	0.93723015951	0.7868821	0.414608504
RPL10A	-1.0695579	2.39145697	-2.39145697	2.0628692	-2.0628692	0.0925444727	0.0925444727	0.92623449899	0.92623449899	4.2554292	0.0925444727
RPL11	-0.293666	1.82995758	-1.82995758	1.7441171	-1.7441171	0.139979155	0.139979155	0.92623449899	0.92623449899	3.0419444	0.139979155
RPL12	0.0965068	-2.05691988	2.05691988	-1.8216801	1.8216801	0.126525227	0.126525227	0.92623449899	0.92623449899	3.3185184	0.126525227
RPL13	2.015905	0.58615555	-0.58615555	1.6537954	-1.6537954	0.1574665055	0.1574665055	0.92623449899	0.92623449899	2.7350393	0.1574665055
RPL14	-0.1833728	1.20555712	-1.20555712	0.5590581	-0.5590581	0.5995994949	0.5995994949	0.97942924783	0.97942924783	0.3125459	0.5995994949
RPL15	-1.979381	-0.14685753	0.14685753	-0.0859649	0.0859649	0.9347421792	0.9347421792	1	1	0.00739	0.9347421792
RPL17	-2.0362205	2.57141517	-2.57141517	1.8170307	-1.8170307	0.1272935308	0.1272935308	0.92623449899	0.92623449899	3.3016007	0.1272935308
RPL18	1.3243428	-1.49224873	1.49224873	-0.8309065	0.8309065	0.4428908825	0.4428908825	0.93812055503	0.93812055503	0.6904056	0.4428908825
RPL18A	-2.1515335	2.34078927	-2.34078927	1.8875215	-1.8875215	0.1161382795	0.1161382795	0.92623449899	0.92623449899	3.5627373	0.1161382795
RPL19	-2.0602855	-2.5232852	2.5232852	-2.1330181	2.1330181	0.084557875	0.084557875	0.92623449899	0.92623449899	4.5497662	0.084557875
RPL21	-0.5922349	1.86450817	-1.86450817	0.8146355	-0.8146355	0.4513516569	0.4513516569	0.93812055503	0.93812055503	0.663631	0.4513516569
RPL23	1.2760074	1.87197628	-1.87197628	1.124911	-1.124911	0.3103840293	0.3103840293	0.92623449899	0.92623449899	1.2654247	0.3103840293
RPL23A	0.7742755	-1.60194302	1.60194302	-1.0465751	1.0465751	0.3419828878	0.3419828878	0.92623449899	0.92623449899	1.0953195	0.3419828878
RPL24	-0.0443397	0.40263095	-0.40263095	0.1939812	-0.1939812	0.8536229656	0.8536229656	1	1	0.0376287	0.8536229656
RPL27	0.5371495	1.29132532	-1.29132532	0.8199627	-0.8199627	0.4485684137	0.4485684137	0.93812055503	0.93812055503	0.6723388	0.4485684137
RPL27A	-2.4066192	0.77397603	-0.77397603	0.6039928	-0.6039928	0.5715089668	0.5715089668	0.97405083038	0.97405083038	0.3648073	0.5715089668
RPL28	-0.8369772	-0.02466686	0.02466686	-0.0153283	0.0153283	0.9883473888	0.9883473888	1	1	0.000235	0.9883473888
RPL3	-0.0749786	-2.30363084	2.30363084	-1.8176609	1.8176609	0.1271891214	0.1271891214	0.92623449899	0.92623449899	3.3038911	0.1271891214
RPL30	-0.6396574	1.37968801	-1.37968801	0.7265355	-0.7265355	0.4992305082	0.4992305082	0.9560334062	0.9560334062	0.5278539	0.4992305082
RPL31	0.2646005	-1.92614741	1.92614741	-1.5162935	1.5162935	0.188306857	0.188306857	0.92623449899	0.92623449899	2.2991461	0.188306857
RPL32	-0.9906434	0.28266564	-0.28266564	0.1772473	-0.1772473	0.8660863764	0.8660863764	1	1	0.0314166	0.8660863764
RPL35	-2.160964	-0.77397603	0.77397603	-0.7598467	0.7598467	0.48071847	0.48071847	0.95481205133	0.95481205133	0.577367	0.48071847
RPL36	-0.6198834	-0.18216278	0.18216278	-0.1010927	0.1010927	0.9233014605	0.9233014605	1	1	0.0102197	0.9233014605
RPL4	0.6800566	0.05830899	-0.05830899	0.0229809	-0.0229809	0.9825308678	0.9825308678	1	1	0.0005281	0.9825308678
RPL5	-1.1053934	1.82847561	-1.82847561	0.9834122	-0.9834122	0.3693909385	0.3693909385	0.93187776157	0.93187776157	0.9670995	0.3693909385
RPL6	2.1364551	0.50695974	-0.50695974	0.69234	-0.69234	0.5187454012	0.5187454012	0.96299013316	0.96299013316	0.4793347	0.5187454012
RPL7	0.0182593	3.54674831	-3.54674831	2.4092091	-2.4092091	0.0595445953	0.0595445953	0.92623449899	0.92623449899	5.8042887	0.0595445953
RPL7A	2.3749925	-0.79018719	0.79018719	-0.814184	0.814184	0.4515881182	0.4515881182	0.93812055503	0.93812055503	0.6628957	0.4515881182
RPL8	0.1328286	-1.17129313	1.17129313	-0.8326909	0.8326909	0.4419702904	0.4419702904	0.93812055503	0.93812055503	0.6933742	0.4419702904
RPLP0	0.408203	-0.41559194	0.41559194	-0.2169502	0.2169502	0.8365945184	0.8365945184	1	1	0.0470674	0.8365945184
RPLP2	2.2767306	-0.21408622	0.21408622	-0.4044298	0.4044298	0.7021742356	0.7021742356	0.99617401722	0.99617401722	0.1635634	0.7021742356
RPN1	0.6725219	-0.74662528	0.74662528	-0.543065	0.543065	0.6097936377	0.6097936377	0.97942924783	0.97942924783	0.2949196	0.6097936377
RPS10	-1.955316	0.1949875	-0.1949875	0.1120861	-0.1120861	0.9150003005	0.9150003005	1	1	0.0125633	0.9150003005
RPS11	0.4951668	0.63163932	-0.63163932	0.2612517	-0.2612517	0.8040420782	0.8040420782	1	1	0.0682525	0.8040420782
RPS12	3.9954799	0.24721935	-0.24721935	0.4395405	-0.4395405	0.6781325901	0.6781325901	0.98548706171	0.98548706171	0.1931959	0.6781325901
RPS13	-1.6053934	1.21845061	-1.21845061	0.8333429	-0.8333429	0.4416342654	0.4416342654	0.93812055503	0.93812055503	0.6944604	0.4416342654
RPS14	2.602343	0.42934216	-0.42934216	1.1153747	-1.1153747	0.3140918292	0.3140918292	0.92623449899	0.92623449899	1.2440608	0.3140918292
RPS15A	-1.3665669	1.79743914	-1.79743914	1.1230382	-1.1230382	0.3111091926	0.3111091926	0.92623449899	0.92623449899	1.2612148	0.3111091926
RPS16	2.2417028	0.81926783	-0.81926783	1.0627681	-1.0627681	0.3352361832	0.3352361832	0.92623449899	0.92623449899	1.1294761	0.3352361832
RPS17	0.7694193	0.67424003	-0.67424003	0.6402557	-0.6402557	0.549448793	0.549448793	0.97338897842	0.97338897842	0.4099274	0.549448793
RPS18	3.1320874	-0.16018849	0.16018849	-0.374001	0.374001	0.7233331786	0.7233331786	1	1	0.1398767	0.7233331786
RPS19	-0.1152678	0.70515907	-0.70515907	0.3333514	-0.3333514	0.7520357662	0.7520357662	1	1	0.1111231	0.7520357662
RPS2	1.1664342	-0.43741518	0.43741518	-0.1962052	0.1962052	0.8519700872	0.8519700872	1	1	0.0384965	0.8519700872
RPS20	0.1321426	-2.15528596	2.15528596	-1.8863473	1.8863473	0.1163156631	0.1163156631	0.92623449899	0.92623449899	3.5583062	0.1163156631
RPS21	-1.3246437	0.23199794	-0.23199794	0.1765232	-0.1765232	0.8666266761	0.8666266761	1	1	0.0311604	0.8666266761
RPS23	0.7641258	2.14251169	-2.14251169	1.5463039	-1.5463039	0.1811098649	0.1811098649	0.92623449899	0.92623449899	2.3910557	0.1811098649
RPS24	-2.2399526	-0.0506677	0.0506677	-0.0364902	0.0364902	0.9722660719	0.9722660719	1	1	0.0013315	0.9722660719
RPS25	0.1797123	1.78135408	-1.78135408	1.3106062	-1.3106062	0.2454816902	0.2454816902	0.92623449899	0.92623449899	1.7176886	0.2454816902
RPS26	-0.2224976	-0.13702287	0.13702287	-0.0696296	0.0696296	0.9471159338	0.9471159338	1	1	0.0048483	0.9471159338
RPS27	-0.8466366	-3.89394135	3.89394135	-6.0440863	6.0440863	0.0016203167	0.0016203167	0.12566455951	0.12566455951	36.530979	0.0016203167
RPS27A	2.5380623	-0.0030926	0.0030926	-0.0063661	0.0063661	0.9951603122	0.9951603122	1	1	4.05e-05	0.9951603122
RPS28	-1.9848668	1.12617054	-1.12617054	0.6125075	-0.6125075	0.5662796264	0.5662796264	0.97405083038	0.97405083038	0.3751654	0.5662796264
RPS29	-0.5534144	0.69250312	-0.69250312	0.3805868	-0.3805868	0.7187291439	0.7187291439	1	1	0.1448463	0.7187291439
RPS3	2.177651	-1.52132764	1.52132764	-0.7136779	0.7136779	0.5065076934	0.5065076934	0.95646068349	0.95646068349	0.5093362	0.5065076934
