chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chr22	16352976	16353725	750	16353315	137.18	15.99469	2.18256	11.75722	peak_662
chr22	16558558	16560156	1599	16559238	38.01	14.46717	4.33492	10.27642	peak_663
chr22	16560661	16561339	679	16561029	28.10	20.34982	8.25990	15.99856	peak_664
chr22	16563097	16564947	1851	16563993	21.49	11.18810	5.31703	7.11668	peak_665
chr22	16565556	16566237	682	16565556	21.49	5.34426	2.81079	1.71985	peak_666
chr22	16566856	16567935	1080	16567328	47.10	21.14286	5.34496	16.77306	peak_667
chr22	20338337	20338771	435	20338425	20.66	7.09102	3.60999	3.27881	peak_668
chr22	31081219	31081930	712	31081516	22.31	14.28585	6.65428	10.10187	peak_669
chr22	37905414	37905759	346	37905673	16.53	7.66459	4.38198	3.79152	peak_670
chr22	40498828	40499081	254	40498957	14.05	7.15268	4.29545	3.31311	peak_671
chr22	40636853	40637164	312	40636971	14.88	7.15268	4.53133	3.31311	peak_672
chr22	50807911	50808464	554	50808041	490.05	361.28421	13.27171	355.79886	peak_673
chr3	4978813	4979283	471	4979033	19.01	10.59664	5.26470	6.55017	peak_674
chr3	14948179	14948450	272	14948404	14.05	7.15268	4.29545	3.31311	peak_675
chr3	42515389	42515781	393	42515586	38.01	31.82601	11.13606	27.27458	peak_676
chr3	46976252	46976687	436	46976329	14.05	5.70554	3.51642	2.02763	peak_677
chr3	48595450	48595980	531	48595752	47.10	43.02882	13.73078	38.33741	peak_678
chr3	49021645	49021989	345	49021794	30.58	21.33969	8.36465	16.96485	peak_679
chr3	52154496	52154758	263	52154646	19.01	11.44792	5.71075	7.35984	peak_680
chr3	72338868	72339463	596	72339225	33.06	19.68479	6.81117	15.34606	peak_681
chr3	88058764	88059230	467	88059181	14.88	7.15268	4.53133	3.31311	peak_682
chr3	91241454	91242036	583	91241915	19.01	7.99138	4.00142	4.08833	peak_683
chr3	91278691	91278990	300	91278732	15.70	6.40009	3.90263	2.64413	peak_684
chr3	91283503	91284246	744	91283815	17.35	7.86457	4.28883	3.97969	peak_685
chr3	91545125	91545436	312	91545331	20.66	9.03327	4.48022	5.06816	peak_686
chr3	91549136	91551184	2049	91550654	100.82	67.46440	10.18204	62.58714	peak_687
chr3	91552745	91553249	505	91553056	51.24	18.43098	4.35305	14.12392	peak_688
chr3	93706277	93707329	1053	93706567	50.41	34.60874	9.27825	30.02085	peak_689
chr3	93707779	93708780	1002	93708157	42.15	19.83741	5.52349	15.49629	peak_690
chr3	93709151	93709933	783	93709735	32.23	18.75374	6.64589	14.43852	peak_691
chr3	93710193	93713532	3340	93712523	57.02	35.79768	8.28876	31.19436	peak_692
chr3	138078870	138079153	284	138078886	13.22	6.36991	4.05957	2.61564	peak_693
chr3	143971778	143972041	264	143971828	14.05	6.17368	3.76219	2.44766	peak_694
chr3	146161253	146161802	550	146161357	20.66	12.37422	6.18252	8.25241	peak_695
chr3	153160893	153161335	443	153161001	19.83	11.44792	5.94663	7.35984	peak_696
chr3	159763418	159764440	1023	159764271	33.06	25.97512	9.72077	21.51274	peak_697
chr3	159765302	159765789	488	159765491	21.49	9.46042	4.49726	5.47045	peak_698
chr3	168095392	168095970	579	168095784	19.83	11.44792	5.94663	7.35984	peak_699
chr3	170222080	170222341	262	170222330	14.88	6.17368	3.96878	2.44766	peak_700
chr3	170357183	170357437	255	170357316	38.84	31.82601	11.37195	27.27458	peak_701
chr3	179562697	179563619	923	179563010	26.44	18.32329	7.83370	14.02179	peak_702
chr3	183017868	183018377	510	183018122	24.79	11.80429	5.15838	7.70172	peak_703
chr3	184753187	184753749	563	184753276	18.18	10.54253	5.47487	6.49709	peak_704
chr3	190076874	190077136	263	190077084	19.01	9.42101	4.67504	5.43435	peak_705
chr3	194003369	194003820	452	194003549	19.83	11.44792	5.94663	7.35984	peak_706
chr3	195478577	195479324	748	195479231	25.62	12.62006	5.32366	8.49013	peak_707
chr3	195481277	195481786	510	195481466	17.35	9.21317	4.99559	5.23937	peak_708
chr3	195493942	195494740	799	195494089	23.14	9.01740	3.99292	5.05273	peak_709
chr3	195495032	195495328	297	195495186	14.88	5.82725	3.77631	2.14221	peak_710
chr3	195713493	195713772	280	195713562	20.66	7.16999	3.64365	3.32990	peak_711
chr3	195775603	195777231	1629	195776459	22.31	8.40735	3.88545	4.48051	peak_712
chr3	195784421	195784836	416	195784810	19.83	10.08017	5.20838	6.05812	peak_713
chr3	195944292	195944671	380	195944516	19.83	6.46191	3.47225	2.69478	peak_714
chr3	197437037	197438555	1519	197437380	38.01	21.16345	6.50237	16.79236	peak_715
chr3	197642894	197643193	300	197642940	14.05	6.59104	3.98641	2.81532	peak_716
chr3	198173268	198173768	501	198173441	23.14	7.60524	3.44844	3.73783	peak_717
chr4	1428577	1428958	382	1428581	16.53	5.94584	3.50559	2.24416	peak_718
chr4	1551774	1552242	469	1552177	15.70	7.96283	4.76722	4.06508	peak_719
chr4	2262149	2262429	281	2262251	25.62	17.28889	7.59782	13.01366	peak_720
chr4	48340939	48341354	416	48341095	23.97	14.30867	6.61335	10.12338	peak_721
chr4	49091407	49093740	2334	49092797	562.78	66.85745	2.29177	61.98331	peak_722
chr4	49094215	49095018	804	49094597	340.48	23.41359	1.81636	18.99969	peak_723
chr4	49096185	49096449	265	49096193	275.19	5.11191	1.30896	1.51746	peak_724
chr4	49096800	49099111	2312	49096833	556.99	39.88429	1.85997	35.22824	peak_725
chr4	49099387	49099723	337	49099694	335.52	8.01276	1.37917	4.10936	peak_726
chr4	49102541	49103427	887	49102850	575.17	31.07680	1.69462	26.53611	peak_727
chr4	49108958	49109245	288	49109035	331.38	5.78519	1.30347	2.10297	peak_728
chr4	49109502	49110609	1108	49109753	637.98	26.60268	1.58163	22.13118	peak_729
chr4	49116890	49121188	4299	49118955	879.29	36.71850	1.58610	32.10239	peak_730
chr4	49122690	49123930	1241	49123643	428.90	14.68316	1.49791	10.48497	peak_731
chr4	49126606	49127098	493	49126930	238.83	35.26016	2.52451	30.66348	peak_732
chr4	49129733	49130779	1047	49130464	261.14	25.37715	2.05780	20.92627	peak_733
chr4	49134441	49134918	478	49134750	209.08	28.27929	2.38725	23.78124	peak_734
chr4	49136454	49138001	1548	49137249	540.46	62.85548	2.26554	58.00725	peak_735
chr4	49138984	49139530	547	49139456	230.56	9.12990	1.52739	5.16038	peak_736
chr4	49139872	49140433	562	49139996	228.91	12.55827	1.67540	8.43191	peak_737
chr4	49144125	49145353	1229	49144760	928.87	60.81053	1.81261	55.97733	peak_738
chr4	49148955	49150569	1615	49149471	2058.55	389.13776	3.00149	383.58206	peak_739
chr4	49153219	49156043	2825	49154488	930.52	100.49245	2.20218	95.46457	peak_740
chr4	49323124	49323665	542	49323522	93.38	7.72861	1.85064	3.85230	peak_741
chr4	49513473	49513812	340	49513538	126.44	14.45279	2.15998	10.26328	peak_742
chr4	49633415	49635553	2139	49634353	488.40	42.68168	1.99755	37.99473	peak_743
chr4	49637122	49638123	1002	49637621	414.02	52.87016	2.35809	48.08921	peak_744
chr4	49639130	49640165	1036	49639442	493.36	10.23383	1.35441	6.20522	peak_745
chr4	49644647	49645048	402	49644679	267.75	8.61306	1.46061	4.67706	peak_746
chr4	49650789	49652214	1426	49651471	380.97	26.36706	1.82760	21.89940	peak_747
chr4	49709404	49710124	721	49710099	2547.78	25.23687	1.23968	20.78737	peak_748
chr4	49710420	49711731	1312	49711010	1755.27	61.40771	1.52719	56.57044	peak_749
chr4	57119045	57119569	525	57119461	44.63	39.20679	13.02313	34.56036	peak_750
chr4	189848625	189849286	662	189848903	36.36	8.25800	2.87396	4.33982	peak_751
chr4	190022325	190022622	298	190022510	88.42	10.22513	2.12915	6.19711	peak_752
chr4	190122723	190123072	350	190122854	326.43	145.59952	6.29667	140.47879	peak_753
chr4	190178237	190178554	318	190178395	622.28	11.58301	1.33464	7.49046	peak_754
chr4	190179227	190179865	639	190179567	1305.71	67.54946	1.68825	62.67131	peak_755
chr4	190181085	190181583	499	190181137	210.73	13.39774	1.74984	9.24137	peak_756
chr5	10060	11776	1717	10954	790.04	633.81689	15.75973	627.87225	peak_757
chr5	552598	553112	515	552895	16.53	5.94584	3.50559	2.24416	peak_758
chr5	1327161	1328911	1751	1328062	185.94	232.62930	37.38784	227.40965	peak_759
chr5	2146213	2146778	566	2146471	34.71	7.28108	2.74682	3.43477	peak_760
chr5	28239837	28240571	735	28240154	24.79	14.51252	6.44797	10.31929	peak_761
chr5	47064014	47064497	484	47064130	19.01	10.08017	5.00178	6.05812	peak_762
chr5	47308646	47308964	319	47308793	33.06	16.69543	5.63328	12.43746	peak_763
chr5	47330561	47331475	915	47330908	36.36	10.35042	3.39649	6.31787	peak_764
chr5	47359335	47359890	556	47359712	37.19	14.51051	4.45692	10.31859	peak_765
chr5	47430295	47431049	755	47430740	31.40	11.31445	4.05038	7.23819	peak_766
chr5	47451050	47451816	767	47451553	27.27	6.92549	2.95188	3.12695	peak_767
chr5	47463157	47463630	474	47463160	23.97	6.41011	3.12069	2.64920	peak_768
chr5	47468061	47468660	600	47468165	34.71	9.11789	3.21962	5.14869	peak_769
chr5	47476453	47476731	279	47476666	25.62	7.54460	3.32729	3.68175	peak_770
chr5	47500583	47500995	413	47500951	30.58	5.47216	2.42897	1.83303	peak_771
chr5	47507661	47508225	565	47507944	31.40	9.78085	3.57146	5.77516	peak_772
chr5	47536409	47536675	267	47536604	26.44	8.05623	3.40350	4.15007	peak_773
chr5	47553094	47553523	430	47553515	20.66	5.01111	2.77286	1.42386	peak_774
chr5	47604219	47605377	1159	47604951	36.36	9.23779	3.11345	5.26244	peak_775
chr5	47607877	47608396	520	47608273	28.10	9.36461	3.63719	5.38129	peak_776
chr5	47656158	47656839	682	47656708	29.75	11.07038	4.20842	7.00353	peak_777
chr5	47677830	47678324	495	47678098	22.31	6.99767	3.33039	3.19234	peak_778
chr5	47694858	47695110	253	47694959	37.19	5.10170	2.12155	1.50768	peak_779
chr5	47695600	47696195	596	47695821	42.15	12.52766	3.56579	8.40171	peak_780
chr5	47700407	47701294	888	47700927	24.79	10.31040	4.51102	6.27957	peak_781
chr5	47735121	47736040	920	47735385	35.54	11.00655	3.65350	6.94204	peak_782
chr5	47756366	47756747	382	47756461	19.83	5.28566	2.97622	1.67083	peak_783
chr5	47842912	47843167	256	47842940	20.66	5.83711	3.09427	2.14880	peak_784
chr5	47950948	47951322	375	47950959	28.10	7.02967	2.90975	3.22150	peak_785
chr5	48070946	48071281	336	48071118	38.84	6.75587	2.49004	2.96775	peak_786
chr5	48272728	48273071	344	48272905	29.75	16.67188	6.42758	12.41527	peak_787
chr5	48331771	48332509	739	48331944	27.27	7.53378	3.14123	3.67206	peak_788
chr5	48354130	48354831	702	48354510	29.75	5.77257	2.56252	2.09172	peak_789
chr5	48364091	48364439	349	48364138	54.54	10.84576	2.77711	6.79179	peak_790
chr5	48365213	48366315	1103	48365809	28.92	7.02967	2.99239	3.22150	peak_791
chr5	48410810	48411601	792	48411362	17.35	5.26629	3.05905	1.65591	peak_792
chr5	48478625	48479033	409	48478721	14.05	7.11036	4.27188	3.29445	peak_793
chr5	48494522	48494933	412	48494905	17.35	6.66645	3.69994	2.88431	peak_794
chr5	48512643	48513007	365	48512681	18.18	7.22757	3.80843	3.38286	peak_795
chr5	48590583	48590921	339	48590611	22.31	5.86828	2.91409	2.17390	peak_796
chr5	48717633	48718181	549	48717637	22.31	5.86828	2.91409	2.17390	peak_797
chr5	48720485	48720939	455	48720652	19.83	8.88078	4.59715	4.92174	peak_798
chr5	48732153	48732701	549	48732503	25.62	6.44960	2.95759	2.68676	peak_799
chr5	48776021	48776962	942	48776045	28.92	10.88986	4.27484	6.83310	peak_800
chr5	48786339	48786913	575	48786786	28.10	10.00051	3.84932	5.98453	peak_801
chr5	48804906	48805705	800	48805301	25.62	12.53294	5.28520	8.40677	peak_802
chr5	48818681	48819073	393	48818718	68.59	14.99801	3.02569	10.79227	peak_803
chr5	48860286	48860583	298	48860468	17.35	7.34258	4.02766	3.49160	peak_804
chr5	48982693	48983088	396	48983032	19.83	7.50427	3.93928	3.64508	peak_805
chr5	49026865	49027116	252	49026999	27.27	12.98271	5.10222	8.83957	peak_806
chr5	49048827	49049260	434	49048848	15.70	5.79388	3.58558	2.11079	peak_807
chr5	49149593	49150223	631	49149626	36.36	6.61607	2.49076	2.83688	peak_808
chr5	49226976	49227622	647	49227005	40.49	8.43960	2.76623	4.51156	peak_809
chr5	49243204	49243702	499	49243438	28.10	5.32932	2.42479	1.70657	peak_810
chr5	49317699	49318667	969	49317822	22.31	5.86828	2.91409	2.17390	peak_811
chr5	49368349	49369127	779	49368376	30.58	14.34508	5.26278	10.15851	peak_812
chr5	49403187	49403832	646	49403735	28.92	12.76925	4.98731	8.63124	peak_813
chr5	49409490	49409747	258	49409536	23.14	6.34190	2.99356	2.60538	peak_814
chr5	49419218	49419666	449	49419379	31.40	5.20724	2.31450	1.60621	peak_815
chr5	49446232	49446548	317	49446338	22.31	8.40735	3.88545	4.48051	peak_816
chr5	49477706	49477996	291	49477902	37.19	8.42507	2.85807	4.49787	peak_817
chr5	49492366	49492756	391	49492454	33.88	16.81004	5.81371	12.54815	peak_818
chr5	49500332	49500762	431	49500336	17.35	6.60524	3.67087	2.82637	peak_819
chr5	49506719	49507529	811	49506719	39.67	5.27274	2.14037	1.66196	peak_820
chr5	49538215	49539206	992	49538342	39.67	19.32295	5.80958	14.99612	peak_821
chr5	49547879	49548156	278	49548036	22.31	9.50343	4.34587	5.51233	peak_822
chr5	49557698	49558007	310	49557753	24.79	5.93100	2.86577	2.23249	peak_823
chr5	49601604	49602889	1286	49602057	2955.19	224.74554	1.92085	219.53880	peak_824
chr5	49609749	49618606	8858	49615523	147.92	83.63162	8.27361	78.66183	peak_825
chr5	49621679	49625144	3466	49622717	87.60	35.16862	5.21165	30.57288	peak_826
chr5	49625405	49627148	1744	49626903	152.88	120.61621	13.98940	115.54031	peak_827
chr5	49630765	49632180	1416	49630957	342.13	265.19580	14.29701	259.91287	peak_828
chr5	49632696	49633708	1013	49633538	42.15	19.83741	5.52349	15.49629	peak_829
chr5	49642242	49646465	4224	49646032	191.72	108.30702	8.37930	103.25996	peak_830
chr5	49657025	49661804	4780	49658674	2990.73	101.35281	1.52019	96.32232	peak_831
chr5	49666190	49667198	1009	49666226	1555.28	55.75612	1.53479	50.95442	peak_832
chr5	50133447	50134128	682	50134022	17.35	7.62091	4.16604	3.75170	peak_833
chr5	50137521	50138323	803	50137688	23.14	9.90707	4.35650	5.89485	peak_834
chr5	50143085	50143688	604	50143648	20.66	7.09102	3.60999	3.27881	peak_835
chr5	95961849	95962371	523	95962059	27.27	14.29954	5.65422	10.11479	peak_836
chr5	134005061	134005609	549	134005146	20.66	12.37422	6.18252	8.25241	peak_837
chr5	136020583	136021121	539	136020844	23.97	9.09299	4.16092	5.12407	peak_838
chr5	140107582	140108060	479	140107917	23.97	15.26952	7.12605	11.05065	peak_839
chr5	177494437	177495047	611	177494860	19.83	7.92762	4.13660	4.03824	peak_840
chr6	371509	371860	352	371600	34.71	8.18652	2.97572	4.27220	peak_841
chr6	1053660	1054124	465	1053781	35.54	21.58403	7.30701	17.20277	peak_842
chr6	30717412	30717694	283	30717601	38.84	28.97095	9.96016	24.46130	peak_843
chr6	30742650	30742944	295	30742706	12.40	5.58058	3.80271	1.93153	peak_844
chr6	31620099	31620813	715	31620305	19.01	7.99138	4.00142	4.08833	peak_845
chr6	43059505	43060226	722	43059783	47.10	42.87671	13.65545	38.18774	peak_846
chr6	43174375	43174755	381	43174528	24.79	15.26540	6.83226	11.05050	peak_847
chr6	44058912	44059256	345	44059187	17.35	8.72673	4.73547	4.78230	peak_848
chr6	52503942	52504595	654	52504346	28.92	20.43859	8.54135	16.08220	peak_849
chr6	58450595	58450984	390	58450778	178.50	32.13989	2.80471	27.58509	peak_850
chr6	58581335	58581645	311	58581519	135.53	16.54409	2.23818	12.29000	peak_851
chr6	58793359	58793706	348	58793537	311.55	45.47425	2.52058	40.75951	peak_852
chr6	58821568	58821825	258	58821606	22.31	6.33729	3.08405	2.60108	peak_853
chr6	59074281	59074563	283	59074453	33.06	14.53762	4.86512	10.34284	peak_854
chr6	59163071	59163434	364	59163278	321.47	98.02763	4.24300	93.00558	peak_855
chr6	59259344	59259829	486	59259604	142.14	39.27338	3.76685	34.62628	peak_856
chr6	59276107	59276498	392	59276298	100.82	40.92497	5.35897	36.25662	peak_857
chr6	59386075	59386425	351	59386258	101.65	27.57827	3.66596	23.09060	peak_858
chr6	59446823	59447332	510	59447202	24.79	8.23007	3.68456	4.31308	peak_859
chr6	59537780	59538062	283	59537929	111.56	23.45841	3.04226	19.04396	peak_860
chr6	59566177	59566472	296	59566429	251.22	56.19718	3.27564	51.39248	peak_861
chr6	59586825	59587164	340	59586971	153.71	35.25035	3.29170	30.65375	peak_862
chr6	59764473	59764941	469	59764694	322.29	47.26037	2.52574	42.52875	peak_863
chr6	60230270	60231146	877	60230348	27.27	5.64714	2.57010	1.97344	peak_864
chr6	116571347	116571750	404	116571499	32.23	22.45657	8.30737	18.06054	peak_865
chr6	157310669	157312526	1858	157310879	82.64	6.22711	1.77957	2.49838	peak_866
chr6	170376990	170377746	757	170377339	122.31	63.86648	7.25333	59.01194	peak_867
chr7	1272097	1273069	973	1272338	179.33	107.33079	9.01640	102.28553	peak_868
chr7	6081222	6081485	264	6081355	16.53	7.66459	4.38198	3.79152	peak_869
chr7	6104431	6104796	366	6104708	30.58	22.61245	9.01312	18.21170	peak_870
chr7	26176645	26176955	311	26176869	15.70	7.96283	4.76722	4.06508	peak_871
chr7	55887241	55887630	390	55887543	15.70	7.96283	4.76722	4.06508	peak_872
chr7	58037138	58037405	268	58037168	30.58	6.56618	2.72318	2.79342	peak_873
chr7	58319629	58320530	902	58320352	20.66	9.65886	4.77950	5.65763	peak_874
chr7	58408044	58408371	328	58408085	13.22	6.36991	4.05957	2.61564	peak_875
chr7	58497217	58497723	507	58497606	13.22	5.71900	3.69345	2.04045	peak_876
chr7	58732650	58733729	1080	58733314	17.35	9.65910	5.23898	5.65763	peak_877
chr7	58797675	58797981	307	58797854	69.42	19.90033	3.70617	15.55828	peak_878
chr7	58832503	58832953	451	58832695	28.92	18.94779	7.77103	14.62939	peak_879
chr7	58959287	58959735	449	58959408	19.83	8.88077	4.59715	4.92174	peak_880
chr7	59209271	59209683	413	59209504	14.05	5.70553	3.51642	2.02763	peak_881
chr7	59292477	59293260	784	59292510	62.81	12.09792	2.77418	7.98641	peak_882
chr7	59389288	59389572	285	59389556	19.01	5.77965	3.05451	2.09750	peak_883
chr7	59404664	59405249	586	59405247	15.70	5.31046	3.34031	1.69154	peak_884
chr7	59561879	59562180	302	59562174	14.88	7.05570	4.47443	3.24584	peak_885
chr7	59808376	59808660	285	59808577	24.79	13.09674	5.75534	8.95041	peak_886
chr7	59908261	59908821	561	59908330	19.01	5.28566	2.85816	1.67083	peak_887
chr7	59995736	59996017	282	59995762	64.46	10.70313	2.51765	6.65286	peak_888
chr7	60059108	60059442	335	60059376	17.35	5.26629	3.05905	1.65591	peak_889
chr7	60185452	60185777	326	60185501	18.18	9.13101	4.73304	5.16142	peak_890
chr7	60218038	60218787	750	60218569	19.01	10.80353	5.37167	6.75046	peak_891
chr7	60288556	60288945	390	60288867	16.53	7.60881	4.35229	3.73995	peak_892
chr7	60332360	60332877	518	60332361	22.31	5.86828	2.91409	2.17390	peak_893
chr7	60401057	60401336	280	60401267	29.75	10.00074	3.84378	5.98453	peak_894
chr7	60494378	60494821	444	60494504	18.18	9.18916	4.76269	5.21593	peak_895
chr7	76294423	76294764	342	76294537	79.33	88.04571	22.93023	83.05646	peak_896
chr7	100958220	100958731	512	100958250	67.76	8.18980	2.14889	4.27542	peak_897
chr7	101126318	101127053	736	101126652	43.80	37.95156	12.78725	33.31991	peak_898
chr7	118057531	118057835	305	118057627	20.66	10.92847	5.41498	6.86873	peak_899
chr7	149028498	149028806	309	149028576	21.49	11.79668	5.62158	7.69519	peak_900
chr7	156265285	156265945	661	156265477	18.18	10.54253	5.47487	6.49709	peak_901
chr7	158147687	158148652	966	158147863	57.85	13.31262	3.11175	9.16056	peak_902
chr7	158337324	158337992	669	158337551	23.14	9.90707	4.35650	5.89485	peak_903
chr7	159089085	159089348	264	159089296	14.88	6.12565	3.94189	2.40840	peak_904
chr8	629736	630954	1219	630725	28.92	18.84738	7.72045	14.53041	peak_905
chr8	669050	669573	524	669395	21.49	9.90159	4.70021	5.88983	peak_906
chr8	977976	978403	428	978032	15.70	7.96283	4.76722	4.06508	peak_907
chr8	1839114	1840161	1048	1839210	25.62	10.51570	4.43638	6.47501	peak_908
chr8	42896216	42896686	471	42896559	16.53	8.79877	5.00310	4.84419	peak_909
chr8	43237989	43238606	618	43237991	578.48	5.18951	1.20474	1.58988	peak_910
chr8	44213359	44213696	338	44213542	15.70	5.31046	3.34031	1.69154	peak_911
chr8	44860587	44860990	404	44860671	14.05	5.70554	3.51642	2.02763	peak_912
chr8	45526864	45527273	410	45527001	23.14	11.49423	5.04568	7.40424	peak_913
chr8	85714323	85715045	723	85714479	35.54	14.09659	4.56688	9.91877	peak_914
chr8	85716658	85716913	256	85716844	29.75	6.74536	2.83708	2.95772	peak_915
chr8	85735260	85735646	387	85735608	42.97	7.04633	2.44292	3.23760	peak_916
chr8	85736974	85737613	640	85737535	41.32	8.74413	2.78364	4.79773	peak_917
chr8	85773668	85774355	688	85774130	68.59	11.69220	2.57744	7.59595	peak_918
chr8	102238992	102239622	631	102239251	40.49	33.62212	11.53100	29.04905	peak_919
chr8	102653754	102654897	1144	102654682	21.49	11.72143	5.58349	7.62377	peak_920
chr8	102655404	102656032	629	102655638	31.40	21.29953	8.04588	16.92528	peak_921
chr8	102745293	102745630	338	102745415	27.27	14.81389	5.87837	10.61295	peak_922
chr8	103414858	103415376	519	103414957	28.92	12.67417	4.94979	8.54230	peak_923
chr8	124856800	124857112	313	124856875	37.19	9.78053	3.18232	5.77492	peak_924
chr8	130262919	130263210	292	130262993	16.53	8.79877	5.00310	4.84419	peak_925
chr8	133297705	133298055	351	133297911	26.44	16.31379	6.81468	12.06512	peak_926
chr8	134498768	134499040	273	134498964	15.70	7.96283	4.76722	4.06508	peak_927
chr8	138206305	138206888	584	138206347	26.44	9.52900	3.92067	5.53681	peak_928
chr8	138830919	138831206	288	138831029	17.35	9.65910	5.23898	5.65763	peak_929
chr8	141445526	141446179	654	141445782	19.01	10.01272	4.96789	5.99516	peak_930
chr8	141492285	141493116	832	141492368	66.94	23.75180	4.52921	19.32934	peak_931
chr8	141550157	141551468	1312	141550997	58.67	41.03654	9.94569	36.36659	peak_932
chr8	142081660	142083343	1684	142082928	35.54	24.38526	8.53710	19.95255	peak_933
chr8	142676691	142677088	398	142676742	14.05	7.15268	4.29545	3.31311	peak_934
chr8	142936937	142937275	339	142937094	17.35	8.44714	4.58858	4.51710	peak_935
chr8	143167071	143167323	253	143167108	13.22	5.42412	3.53149	1.79392	peak_936
chr8	143368357	143368646	290	143368432	14.05	7.15268	4.29545	3.31311	peak_937
chr8	143635635	143635956	322	143635718	18.18	7.28745	3.83614	3.43853	peak_938
chr8	143939741	143940615	875	143940441	28.10	20.43859	8.30547	16.08220	peak_939
chr8	143942038	143943134	1097	143942464	21.49	9.46042	4.49726	5.47045	peak_940
chr8	144103950	144104425	476	144104203	17.35	9.65910	5.23898	5.65763	peak_941
chr8	144557030	144557540	511	144557183	18.18	10.54253	5.47487	6.49709	peak_942
chr8	144634300	144634791	492	144634505	25.62	16.90787	7.39721	12.64394	peak_943
chr8	144767486	144768666	1181	144767902	799.95	1659.14685	228.62042	1649.65723	peak_944
chr8	144786697	144787681	985	144787382	33.88	25.20235	9.55972	20.75338	peak_945
chr9	5432997	5433296	300	5433057	18.18	10.54253	5.47487	6.49709	peak_946
chr9	24574659	24574919	261	24574782	37.19	23.53056	7.63757	19.11292	peak_947
chr9	37465515	37465944	430	37465693	27.27	12.00288	4.71185	7.89383	peak_948
chr9	43398885	43399333	449	43398941	17.35	7.76577	4.23886	3.88534	peak_949
chr9	43433147	43433617	471	43433338	18.18	7.22757	3.80843	3.38286	peak_950
chr9	43482197	43482455	259	43482276	24.79	11.55077	5.04530	7.45892	peak_951
chr9	43512061	43512443	383	43512182	28.10	11.68418	4.44234	7.58803	peak_952
chr9	43610883	43611182	300	43610994	19.01	8.01622	4.01272	4.11178	peak_953
chr9	43614504	43614895	392	43614763	19.83	7.11094	3.75993	3.29445	peak_954
chr9	43797779	43798082	304	43797998	17.35	8.49830	4.61531	4.56693	peak_955
chr9	44043628	44044299	672	44043703	19.01	6.77991	3.46865	2.99143	peak_956
chr9	44070094	44070405	312	44070307	15.70	6.85440	4.14709	3.06120	peak_957
chr9	44137213	44138022	810	44137897	23.97	9.44780	4.30944	5.45983	peak_958
chr9	44191139	44191660	522	44191554	19.83	5.28566	2.97622	1.67083	peak_959
chr9	44198221	44198487	267	44198423	22.31	8.40735	3.88545	4.48051	peak_960
chr9	44217555	44217829	275	44217709	17.35	7.62091	4.16604	3.75170	peak_961
chr9	44307892	44308153	262	44308046	19.83	8.38489	4.35473	4.46066	peak_962
chr9	44351278	44351623	346	44351478	17.35	6.60524	3.67087	2.82637	peak_963
chr9	44430035	44430396	362	44430135	27.27	8.74288	3.53389	4.79703	peak_964
chr9	44450794	44451287	494	44451157	16.53	5.94584	3.50559	2.24416	peak_965
chr9	44457647	44458310	664	44458116	17.35	9.08764	4.92792	5.12119	peak_966
chr9	44509170	44509472	303	44509342	14.88	5.78628	3.75378	2.10352	peak_967
chr9	44782924	44784201	1278	44784126	19.83	7.11094	3.75993	3.29445	peak_968
chr9	44790380	44790632	253	44790624	24.79	5.06283	2.57919	1.47055	peak_969
chr9	44802357	44802721	365	44802493	23.14	9.01740	3.99292	5.05273	peak_970
chr9	44812313	44812829	517	44812627	15.70	5.83181	3.60510	2.14614	peak_971
chr9	44847891	44848211	321	44847911	19.01	5.28566	2.85816	1.67083	peak_972
chr9	44893274	44893547	274	44893442	14.88	6.03825	3.89312	2.33105	peak_973
chr9	44970008	44970384	377	44970279	14.05	7.15268	4.29545	3.31311	peak_974
chr9	44984417	44985266	850	44985133	30.58	19.02681	7.25026	14.70699	peak_975
chr9	44989631	44990153	523	44989975	14.05	5.70554	3.51642	2.02763	peak_976
chr9	44993826	44994349	524	44994031	15.70	6.95080	4.19971	3.15014	peak_977
chr9	45058279	45058550	272	45058371	17.35	8.96478	4.86205	5.00217	peak_978
chr9	45077195	45077653	459	45077555	22.31	5.86828	2.91409	2.17390	peak_979
chr9	45183222	45183496	275	45183364	21.49	11.72143	5.58349	7.62377	peak_980
chr9	45353563	45353906	344	45353668	22.31	6.99767	3.33039	3.19234	peak_981
chr9	45359676	45360162	487	45360043	16.53	8.79877	5.00310	4.84419	peak_982
chr9	45366117	45366400	284	45366381	14.88	7.15268	4.53133	3.31311	peak_983
chr9	45376060	45376332	273	45376132	12.40	5.02085	3.47884	1.43307	peak_984
chr9	45376664	45376967	304	45376841	16.53	8.26371	4.70604	4.34530	peak_985
chr9	60567839	60568855	1017	60568373	33.88	22.62702	8.29763	18.22620	peak_986
chr9	60570138	60572010	1873	60571645	23.97	6.41011	3.12069	2.64920	peak_987
chr9	60573147	60574858	1712	60573567	46.28	18.38221	4.72782	14.07611	peak_988
chr9	60577380	60577687	308	60577395	17.35	5.26629	3.05905	1.65591	peak_989
chr9	60579138	60580644	1507	60579349	58.67	38.59687	9.11052	33.95838	peak_990
chr9	60581281	60581999	719	60581416	22.31	8.91497	4.09548	4.95426	peak_991
chr9	60583907	60584435	529	60584204	31.40	15.04686	5.35988	10.83975	peak_992
