pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
GO_REGULATION_OF_LYMPHOCYTE_MIGRATION	0.00125156445556946	0.0574801489705572	0.667487251349681	1.8829244298568	0	44	JAM2 CCL2 STK39 RIPOR2 PADI2 PTK2B WNT5A MSN CXCL12 ADAM10 RIPK3 C10orf99 ECM1
GO_REGULATION_OF_POTASSIUM_ION_TRANSPORT	0.00346020761245675	0.0808699950568463	0.535193177799073	1.62742959652876	2	68	STK39 PTK2B CAV1 ANK3 PTEN FLNA KCNIP1 NEDD4L NEDD4 DLG1 ANK2 ANO6 AKAP6 PRNP KCNE3 WNK1 ATP1B3 VIP KCNAB1 RGS4 OXSR1 NETO2 ADRA2A CAB39
GO_NEURAL_CREST_CELL_DIFFERENTIATION	0.00229885057471264	0.0713486167846603	0.524934187300848	1.60784277139681	1	72	SEMA3A SEMA3C KITLG JAG1 SEMA3B NRG1 RDH10 EFNB1 HIF1A SOX9 FAM172A MEF2C MAPK3 ACVR1 SNAI2 SEMA6D SOX11 SEMA3E NRP1 MAPK1 PDCD6 ZEB2
GO_SPLICEOSOMAL_SNRNP_ASSEMBLY	0.00442477876106195	0.0888213258048754	-0.546608987417965	-1.82296737261427	0	35	LSM4 SNRPF SNRPD2 SNRPD1 SNRPG PRMT5 SNRPC SNRPD3 SART3 SNRPB AAR2 PRPF3
GO_REGULATION_OF_GONADOTROPIN_SECRETION	0.0126126126126126	0.141008434402512	0.928266793864693	1.56594088789363	6	4	INHBA SMAD4
GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	0.00101729399796541	0.0574801489705572	0.478699321292915	1.6054949613318	0	260	DPYSL3 PLXNA4 PAK3 PTK2B NGF WNT5A TENM3 ARSB NTN1 MAP6 FZD4 ENC1 ANKRD1 CXCL12 KALRN EEF2K FGFR1 DLG5 ROR2 NIN FMR1 TMEM30A MAPK6 PLXNA2 ACTR2 VAMP7 MAP1B PAK1 STMN2 SHOX2 MAP2K1 BDNF TUBB2B NEDD4L TWF1 PLXNA3 MACF1 RAP1A PLAA DHX36 LPAR1 LRP8 CDKL5 DNM1L ARHGDIA ITGA6 TIAM1 COBL ITSN2 PLXND1 CAMK2B WASHC5 VLDLR PRKCI FZD1 RIMS2 TMEM106B L1CAM ATF1 NPTN RAB21 NDNF CFLAR PAFAH1B1 GOLGA4 KIDINS220 NRP1 NEFL NME1 OBSL1 ZEB2 ANKRD27 FEZ1
GO_FILOPODIUM_ASSEMBLY	0.00239808153477218	0.0713732590225441	0.559714732648343	1.64380645055686	1	55	DPYSL3 RIPOR2 GAP43 MYO10 DOCK11 FGD3 FMR1 VSTM5 FGD1 S1PR2 RALA TGFBR1 ITGA6 FNBP1L PALM RHOQ NRP1 ARHGAP44
GO_ERK1_AND_ERK2_CASCADE	0.0121951219512195	0.139032888586726	0.417314249217467	1.3868503692849	11	210	CAVIN3 CCL2 PTPN22 HAVCR2 TIMP3 SYK PTK2B PDGFC NOTCH1 NQO2 P2RY1 ACKR3 NPNT CD44 EPHA7 FGF2 F2R FLT4 PRKCA BMPER PTEN MAP2K1 CTSH SOX9 FGF10 F2RL1 NOX4 ITGAV RAP1A DLG1 PDGFA MAPK3 HMGCR RIPK2 PRXL2C ATP6AP1 APP CCN2 TNFRSF11A ZFP36L2 TIAM1 PTPRR ARRB1 MFHAS1 SPRED1 RANBP9 PKHD1 NPTN GPNMB CFLAR GAREM1 NRP1 SYNJ2BP DUSP10 MAPK1 BMP2 RAP1B MYC
GO_HETEROTYPIC_CELL_CELL_ADHESION	0.023543990086741	0.193228346456693	0.53158722836959	1.49188344309023	18	42	IL1RN VCAM1 CD44 PERP ITGB7 CD47 ITGB1 ITGAV NRCAM ITGA5
GO_REGULATION_OF_DEVELOPMENTAL_PIGMENTATION	0.038109756097561	0.245301879248301	0.703038764866582	1.51493303158096	24	11	SPNS2 KITLG ADAMTS9 BCL2
GO_NEGATIVE_CHEMOTAXIS	0.00124378109452736	0.0574801489705572	0.680232284937529	1.90086483086226	0	41	PLXNA4 SEMA3A WNT5A SEMA3C NTN1 FLRT2 LGR6 SEMA3B EPHA7 NRG1 UNC5C RYK PLXNA3 ITGAV PDGFA
GO_PHAGOCYTOSIS_RECOGNITION	0.0182926829268293	0.169877933405635	0.739073240474786	1.59258140618364	11	11	MEGF10 COLEC12 JMJD6
GO_GLYCOPROTEIN_METABOLIC_PROCESS	0.00101010101010101	0.0574801489705572	0.43523270137318	1.4706488684247	0	324	CHST15 GALNT18 CSGALNACT1 ST8SIA2 HS6ST2 VCAN ADAMTS9 SULF1 ARSB GALNT17 GALNT3 CHST7 ST6GAL1 AGA MGAT3 SOAT1 MAN2A1 GLCE POGLUT3 GALNT10 COL11A1 ST3GAL5 PLCB1 FUT9 NDST3 CANT1 ACAN MAGT1 EXT1 ABCA2 DSE UST C1GALT1 RNF139 MAN1C1 GFPT2 HIF1A FUT8 DPY19L4 IMPAD1 UBE2J1 B4GALT4 DPY19L1 TMTC3 CTNNB1 BCL2 GOLPH3 CSGALNACT2 XYLT1 GNPTAB ATP7A OGA GALNT7 SERP1 GALNT1 ASGR1 RAB1A GXYLT1 FKTN C1GALT1C1 FUT4 TUSC3 CHST11 TET2 XXYLT1 B4GALT6 ARFGEF1 DSEL ENTPD5 PGM3 MGAT4B NGLY1 RNF103 POGLUT1 GPC1 GCNT4 STT3A COG7 POMGNT2 NUS1 NDNF SEL1L EOGT GCNT3 GCNT1 BMP2 POMGNT1 MGAT1 XYLT2 ACER2 TRIP11 AATF AMFR EDEM3 ALG6 UGDH B3GALT1 MUC5B B3GNT3 HS3ST3B1 GFPT1 DERL2 MAN1A1 STT3B ST8SIA1 B4GALT5 B4GALT1 CHSY3 AGO2
GO_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	0.0173913043478261	0.167038203011997	0.54311173552056	1.51237229471385	13	40	TSPAN12 THRB MAN2A1 CDON SOX9 NECTIN3 PTPRM
GO_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE	0.038961038961039	0.247925296231616	0.473490735162646	1.40708521180411	32	60	WNT7B WNT5A NECTIN1 VIM CDON NECTIN3 CTNNB1 TGFBR1 DLG1 TBC1D32 SHROOM2 SLC7A11 SOX11 PAX6 NF2 CRYBG3 ZEB2 NHS PROX2 MED1 TGFBR2
GO_MULTI_ORGANISM_BEHAVIOR	0.024330900243309	0.195967970264325	0.512288206302406	1.4688501776826	19	47	KIRREL3 KALRN PTEN PTCHD1 PEX13 MECP2 GLS APP VPS13A PCM1 GCNT4 UBR3 DERL2 ATXN1 SHANK2
GO_MALE_SEX_DIFFERENTIATION	0.0235798499464094	0.193228346456693	0.435277681015894	1.41019796163685	21	124	SEMA3A INHBA WNT5A KITLG CCND1 LHFPL2 LGR4 ROR2 PRDX4 TBX3 SRD5A1 BRIP1 HMGCS1 RHOBTB3 ADGRG1 FLNA SOX9 ATRX PLEKHA1 NUPR1 FGF10 CTNNB1 BCL2 TGFBR1 SMAD5
GO_NEGATIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION	0.0494752623688156	0.276401931659791	0.664912922513665	1.48408826381321	32	13	CD109 EFNB2 CASK SNAI2 MED1 PTPRK EPPK1
GO_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.00229885057471264	0.0713486167846603	0.545492177747178	1.6708106960114	1	72	LOXL2 PDPN DAB2 NOTCH1 PHLDB2 JAG1 PTEN OLFM1 COL1A1 CTNNB1 TGFBR1 ACVR1 WWTR1 TIAM1 FOXA2 GREM1 USF3 TGFB2 MCRIP1 PPP2CA FOXA1 BMP2 HDAC2 TGFBR2 DAG1 CLASP2 ENG ZNF703 TRIM62 VASN CLASP1 TCF7L2 TGFB1 AXIN2
GO_LEUKOCYTE_HOMEOSTASIS	0.00346020761245675	0.0808699950568463	0.550331289557201	1.67346196789054	2	68	ANXA1 LMO1 SPNS2 KITLG DOCK11 RIPK3 P2RX7 HIF1A PIK3CB PMAIP1 TSC22D3 CASP3 MEF2C BCL2 PPP3CB NCKAP1L GPAM TNFAIP3 SLC7A11
GO_PROGESTERONE_METABOLIC_PROCESS	0.0194986072423398	0.175756041038391	-0.687301920289043	-1.68315460108134	6	10	ADM PPARGC1A EGR1
GO_RHO_PROTEIN_SIGNAL_TRANSDUCTION	0.00103412616339193	0.0574801489705572	0.474772513563146	1.56760144540878	0	174	PDPN RASGRF1 RIPOR2 NTN1 TIAM2 ABR ARHGAP42 OPHN1 FGD3 RHOB KALRN CDC42EP5 HEG1 ARHGEF10L F2R RHOU MET RHOBTB3 DLC1 COL3A1 ADGRG1 RHOJ ARHGAP5 TRIO ITGB1 ROCK2 FGD1 ARHGAP6 ARHGEF19 F2RL1 CDC42EP1 ARHGEF40 PREX2 CUL3 LPAR1 ARHGDIA TIAM1 ARRB1 CDC42EP2 ITSN2 ARHGEF12 NGEF RHOT1 TNFAIP1 FARP1 MYO9B RHOQ NRP1 SYNJ2BP RHOBTB1 KANK2 GNA13 CHUK
GO_RESPONSE_TO_LEPTIN	0.04	0.251048593350384	0.613802632871096	1.50795796542136	27	20	LEPR CCND1 PTEN PID1 SIRT1
GO_NEUROPEPTIDE_SIGNALING_PATHWAY	0.0135135135135135	0.146088820097631	0.542541494065451	1.54493206915505	10	46	GPR149 CPE
GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY	0.00149925037481259	0.0603141052424607	0.806640129785427	1.80042394906337	0	13	ADCY7 ADCY3 PRKAR2B ADCY9 ADCY6 PRKAR2A PRKACB
GO_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	0.0206825232678387	0.180301641560484	0.411037075053691	1.3571601020771	19	174	GPR149 SEMA3A INHBA WNT5A KITLG EREG CCND1 LHFPL2 FZD4 PRDX4 SRD5A1 NRIP1 BRIP1 RDH10 HMGCS1 RHOBTB3 ADGRG1 FLNA SOX9 ATRX PLEKHA1 NUPR1 PCYT1B CASP3 UBE3A BCL2 TGFBR1 FST PTPRN SDC1 ATM BRCA2 ARRB1 MGST1 SIRT1 SCX AR TGFB2 ARID4B GAS2
GO_NEGATIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	0.0346820809248555	0.231940545375783	-0.636809178615918	-1.59057095967672	11	11	FBLN1 KANK1 ITGB1BP1 CORO1C DMTN MELTF
GO_RESPONSE_TO_CALCIUM_ION	0.0332261521972133	0.227122499977608	0.42023211419804	1.35352379898396	30	117	S100A16 SPARC THBS1 PTK2B CAV1 WNT5A SYT13 CCND1 EEF2K P2RX7 SLC25A24 NEDD4 MEF2C APOBEC1 SDC1 CALM1 SYT7 CARF AHCYL1 MT-CYB TRPC1 PKD2 PDCD6 CACYBP CPNE4 PRKAA1 ADAM9
GO_INNER_EAR_MORPHOGENESIS	0.00229621125143513	0.0713486167846603	0.53370842381755	1.63587155534989	1	73	FOXG1 RIPOR2 WNT5A NTN1 PRRX1 ABR FZD6 FGFR1 COL11A1 ROR2 FZD2 SIX1 SOX9 EYA1 FGF10 GATA2
GO_REGULATION_OF_CELL_MORPHOGENESIS	0.00100300902708124	0.0574801489705572	0.463499401027697	1.57816266933281	0	424	SPARC ANXA1 PDPN CCL2 PLXNA4 SEMA3A PAK3 SDC2 PTK2B NGF WNT5A SEMA3C MAP2 MYO10 SH3KBP1 NTN1 ULK2 MAP6 P2RY1 HAS2 CARMIL1 MYH9 FMNL1 FZD4 MSN CD44 FGD3 SEMA3B ENPP2 CXCL12 RHOB ADAM10 KALRN CDC42EP5 EPHA7 EEF2K RTN4 PARVB NIN RAP2A PLXNA2 RASA1 ACTR2 VAMP7 MAP1B PTEN PTK2 LRRK2 UST RHOU PAK1 SHOX2 BRWD3 MAP2K1 RHOBTB3 DLC1 BDNF PALMD ATP10A RHOJ TUBB2B OLFM1 FLNA FGD1 NEDD4L NEDD4 RYK PLXNA3 MYO9A UBE3A CDC42EP1 MACF1 LARP4 DLG1 PLAA DHX36 SIPA1L1 XK NRCAM LPAR1 LRP8 FMNL2 CDKL5 DNM1L ARHGDIA PDZD8 MYH10 SEMA6D TIAM1 SYNE3 S100A13 CDC42EP2 ZMPSTE24 ITSN2 SEPTIN7 PLXND1 CAMK2B NGEF PALM RIMS2 L1CAM SPP1 RAB21 CDH2 ZMYM3 GAS2 PAFAH1B1 SEMA3E RHOQ GOLGA4 CFAP410 NRP1 NEFL GSK3B RHOBTB1 CRK ARHGAP44 OBSL1 ZEB2 FBLIM1 GNA13 ANKRD27
GO_POSITIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	0.00769230769230769	0.110715091360253	0.81544324673152	1.68580284064019	4	9	IGFBP3 IGFBP5 AR
GO_CYTOSOLIC_TRANSPORT	0.0444444444444444	0.26249498596069	0.406476092915812	1.32828473038803	41	137	DAB2 MAP2 MSN EEA1 RAB7B ACTR2 LRRK2 VPS54 MAP2K1 RHOBTB3 CLTC RAB9A HOOK1 MAPK3 VAMP3 SNX12 SPAG9 ANKFY1 KIF1C VPS13A DOP1A SYT7 SGSM2 AP1G1 GGA1 DNAJC13 RAB21 HEATR5A YKT6 MON2 VPS35 PIK3C3 DENND10 HOOK3 KIF1B MAPK1 VPS26B SNX1 ANKRD27 RAB6A SNF8 RILP KIF16B EVI5 GOSR1 EPS15 PIKFYVE SYBU GCC2 AKTIP VTI1A SNX6 TMEM87B CCDC91
GO_INOSITOL_LIPID_MEDIATED_SIGNALING	0.00311203319502075	0.0776934685564127	0.445283788999158	1.4666244489799	2	156	PDGFC NGF FLT1 PIK3R5 PIP4K2A PLCG2 DIPK2A FGFR1 PLCH1 PLCB1 ROR2 F2R PLCE1 FBXL2 PTEN PTK2 GSN GAB2 IRS1 RPS6KB1 NLRC3 PIK3CB PLCL1 PIK3R1 NEDD4 SOX9 PLEKHA1 UBE3A F2RL1 CAT PLCD1 PDGFA PREX2 MAPK3
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	0.016260162601626	0.159609756097561	0.392057409801077	1.3146771358684	15	269	CCL2 CCK SEMA3A HAVCR2 THBS1 PLAU PADI2 NOTCH1 WNT5A SEMA3C PHLDB2 BACE1 CD109 PPARG APPL2 ABR UBASH3B NDFIP1 MMP28 SEMA3B ADCY7 CCN3 FGF2 ETS1 PTEN C1QTNF1 C1QTNF12 NLRC3 PROS1 NT5E RYK PLXNA3 CASK PDGFA ABCD1 HMGCR TFPI NLRX1 SMPDL3B CNOT7 SNAI2 ANXA2 SEMA6D NPLOC4
GO_EMBRYO_IMPLANTATION	0.0186046511627907	0.171565900053891	-0.46637384072861	-1.57563494553474	3	38	FBLN1 DDR1 FKBP4 SOD1 CALR BSG IGFBP7 UBE2Q1 TRIM28 EMP2 LIF POLR1B SYDE1 ACVR1B ARID1A
GO_QUINONE_METABOLIC_PROCESS	0.0242214532871972	0.195846610763697	-0.491930080670065	-1.49242843385983	6	22	AKR1B1 COQ9 NDUFA9 AKR1A1 COQ4 COQ5
GO_SYNAPSE_ASSEMBLY	0.00106382978723404	0.0574801489705572	0.565692022338376	1.84383595654003	0	131	CDH1 LRRN1 GAP43 WNT5A NTN1 ADGRL3 ADD2 FLRT2 KIRREL3 NECTIN1 EPHA7 EEF2K DLG5 GPC6 NRG1 MAP1B SIX1 PTEN PTK2 VSTM5 BDNF BSN GPC4 EFNB2 RYK TPBG MEF2C MECP2 NRCAM APP IL1RAP PLXND1 FZD1 FBXO45 NPTN FARP1 ADGRL1 CDH2 VPS35
GO_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	0.00208986415882968	0.0704383019030397	0.479413287773057	1.57522379814015	1	142	PLXNA4 PAK3 NGF NTN1 MAP6 HAS2 CARMIL1 CXCL12 KALRN EEF2K NIN PLXNA2 ACTR2 VAMP7 MAP1B PAK1 SHOX2 MAP2K1 BDNF TUBB2B FLNA PLXNA3 MACF1 DHX36 LRP8 CDKL5 DNM1L ARHGDIA TIAM1 PLXND1 CAMK2B L1CAM RAB21 PAFAH1B1 GOLGA4 NRP1 NEFL CRK OBSL1 ZEB2 ANKRD27 PLXNA1 PLXNB1 LRP1
GO_GOLGI_ORGANIZATION	0.0160599571734475	0.159076225645369	0.443499259707221	1.43043616794008	14	114	ATL3 PI4K2B SYNE1 LRRK2 KIFC3 MAP2K1 TMED3 OPTN GOLPH3 DYNC2H1 ATP8B1 HOOK1 STX17 VMP1 MAPK3 YWHAZ RAB1A GOLGA5 ARFGEF1 NPLOC4 PDE4DIP TMED2 HACE1 COG7 RAB2A MAPK1 MYO18A OBSL1 CSNK1D CAMSAP2 TRIP11 GOLGB1 UBXN2B GOLPH3L USP6NL FHDC1 ARHGAP21 SEC16B USO1 CLASP2 TANGO2 CDC42 TMED5 GCC2 VTI1A CLASP1 VAMP4 PDCD10 GORASP1
GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	0.00100300902708124	0.0574801489705572	0.454095973097035	1.54159767240768	0	349	DPYSL3 PLXNA4 PAK3 RIPOR2 PTK2B NGF WNT5A TENM3 ARSB NTN1 MAP6 CARMIL1 DOCK11 FZD4 ENC1 ANKRD1 ENPP2 CXCL12 KCTD17 KALRN CDC42EP5 EEF2K FGFR1 DLG5 ROR2 NIN FMR1 TMEM30A MAPK6 PLXNA2 ACTR2 VAMP7 MAP1B PAK1 STMN2 SHOX2 P2RX7 MAP2K1 BDNF CCDC88A TUBB2B NAV3 NEDD4L TWF1 PLXNA3 F2RL1 CDC42EP1 MACF1 RALA TGFBR1 RAP1A PLAA DHX36 NCKAP1 ATP7A LPAR1 LRP8 CDKL5 DNM1L ARHGDIA ITGA6 TIAM1 FNBP1L COBL SEPTIN9 CDC42EP2 ITSN2 SEPTIN7 PLXND1 CAMK2B WASHC5 PALM VLDLR PRKCI FZD1 RIMS2 TMEM106B L1CAM ANLN ATF1 NPTN RAB21 NDNF CFLAR PAFAH1B1 RHOQ GOLGA4 KIDINS220 NRP1 NEFL NME1 OBSL1 ZEB2 RAB8B ANKRD27 FEZ1
GO_REGULATION_OF_OSSIFICATION	0.00103842159916926	0.0574801489705572	0.479830781264299	1.58424140965588	0	161	WNT7B IGFBP5 PTK2B NOTCH1 WNT5A CCN4 DDR2 JAG1 AREG NPNT ENPP1 SLC8A1 CSF1 TWIST2 FAM20C PTK2 TMEM64 ECM1 P2RX7 GPM6B HIF1A CEBPA SOX9 RUNX2 CDK6 S1PR1 MEF2C CTNNB1 BCL2 ANKH MAPK3 SMAD5 ANO6 ACVR1 RFLNB ATP6AP1 RBPJ ATP2B1 SNAI2 PBX1
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION	0.00101112234580384	0.0574801489705572	0.579345453296088	1.9528501151755	0	288	SPARC COL5A1 LOXL2 PDPN JAM2 SMOC2 CDH1 THBS1 ITGB4 CAV1 CSGALNACT1 FBN1 PLOD2 NOTCH1 COL4A2 VCAN PHLDB2 ADAMTS9 DDR2 SULF1 VCAM1 TIMP2 LOX HAS2 COL4A1 ADAMTSL4 COL12A1 FLRT2 CYP1B1 NPNT HAS3 CD44 MMP28 ANTXR1 ADAM10 CCDC80 COL4A3 COL4A4 COL11A1 COL6A2 COL16A1 COL4A5 COL5A3 PRDX4 FGF2 ADAM12 COL27A1 FOXF2 ETS1 ACAN ITGB7 TGFBI CAV2 PTK2 SH3PXD2B CD47 COL3A1 MYO1E GPM6B MMP15 ITGB1 SOX9 COL18A1 COL1A1 ITGAV TGFBR1 ADAMTS5 LAMA4 PDGFA ERO1A ATP7A MMP16 CAPN2 MEGF9 NID1 APP SH3PXD2A NTN4 CCN2 ANXA2 ITGA6 ADAM8 CREB3L1 ITGA5 P3H4 GREM1 ITGB6 TNC COL6A1 SPP1 SCX RB1 COL6A3 NDNF CFLAR TGFB2 GAS2 LAMC2 APBB2
GO_DIVALENT_INORGANIC_CATION_TRANSPORT	0.00601202404809619	0.101777160276217	0.395353934710922	1.34254726657516	5	355	CCL2 PTK2B CAV1 CACNA2D1 TRPM6 PANX1 SLC30A4 STAC CACHD1 MYLK UBASH3B PLCG2 CXCL12 SLC8A1 MYO5A PLCH1 ITPR2 PLCB1 FGF2 FMR1 F2R PLCE1 MAGT1 MMGT1 ATP2B4 CACNB2 AHNAK P2RX7 SLC41A2 LGALS3 TRPM7 PLCL1 MICU2 STIM2 TSPO NALCN KCNN4 CUL5 CASK CTNNB1 ITGAV BCL2 MCUR1 PLCD1 MCU ERO1A ATP7A ANK2 TSPAN13 ANO6 ATP2C1 ZDHHC17 IBTK PRKCB DNM1L TUSC3 ATP2B1 CCN2 CALM1 ANXA2 SLC30A7 PACSIN3 ANXA6 JPH1 PDE4D MRS2 ZMPSTE24 SLC39A8 AKAP6 CAMK2B CEMIP PRNP SLC30A9 NIPAL1 CACNA1I GRAMD2A KCNE3 DYSF SLC24A3 TRPC1 SLC30A1 PKD2 UBQLN1
GO_REGULATION_OF_T_CELL_MIGRATION	0.00263157894736842	0.074442590626422	0.611825257408379	1.63261342504186	1	32	STK39 RIPOR2 WNT5A CXCL12 ADAM10 RIPK3 C10orf99 ECM1 LRCH1 APP ADAM8 CD99L2 WNK1 CRK
GO_PROTEIN_TARGETING_TO_MITOCHONDRION	0.0357142857142857	0.236552920763447	-0.322859417659376	-1.3032681159364	3	82	TOMM7 NDUFA13 ATP5IF1 PMPCB FIS1 TOMM40L OXA1L TIMM50 DNAJC15 HAX1 BAP1 TIMM13 PINK1 BAG3 GRPEL1 GSK3A TIMM17A BID TOMM40 AIP ROMO1 SIRT4 HPS4 GRPEL2 TIMM10 HTRA2 DNAJC19 ABLIM3
GO_POSITIVE_REGULATION_OF_OSSIFICATION	0.0114285714285714	0.134997421351212	0.486680851404634	1.49602878666622	9	74	WNT7B WNT5A CCN4 DDR2 JAG1 NPNT SLC8A1 FAM20C P2RX7 GPM6B CEBPA RUNX2 MEF2C CTNNB1 SMAD5 ANO6 ACVR1 ATP6AP1 ATP2B1
GO_REGULATION_OF_VASCULATURE_DEVELOPMENT	0.00101729399796541	0.0574801489705572	0.483994193161082	1.62325326957899	0	260	SPARC ANXA1 SMOC2 XDH ADGRA2 THBS1 PTK2B NOTCH1 TSPAN12 COL4A2 WNT5A ADAMTS9 SULF1 ANGPTL4 FLT1 PDE3B PPARG CYP1B1 DDAH1 AMOT CCBE1 HTATIP2 ENPP2 RHOB ADAM10 COL4A3 SASH1 ANXA3 FGF2 ADAM12 ISM1 ETS1 PRKCA BMPER ECM1 VEGFC CTSH RHOJ FGF1 HIF1A ITGB1 ROCK2 EFNB2 GATA2 CTNNB1 RAP1A AGO1 C3AR1 CTH EPN2 MECP2 PRKCB PGK1 PLK2 CREB3L1 ITGA5 PTPRM PLXND1 GREM1 SPRED1 MTDH NIBAN2 SIRT1 TNFAIP3 GLUL CD34 GPNMB CFLAR TGFB2 NFATC3 SP1 SEMA3E ERAP1 FGFBP1 NRP1 SYNJ2BP PDCL3 VASH2 HSPB6
GO_EYE_MORPHOGENESIS	0.00321543408360129	0.0788262786383676	0.484599962388934	1.56084592281075	2	117	COL5A1 FBN1 TSPAN12 WNT5A TENM3 JAG1 THRB MAN2A1 NECTIN1 AQP5 EFEMP1 FOXF2 CDON HIF1A SOX9 AGTPBP1 NECTIN3 CTNNB1 BCL2 SHROOM2 RARB
GO_NEGATIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	0.0487012987012987	0.275823311228504	-0.480638460883492	-1.42301509476357	14	19	CELF4 SRSF9 RNPS1 SFSWAP U2AF2 SRSF7 HNRNPL RBM10 PTBP1 SRSF4
GO_FILOPODIUM	0.00110497237569061	0.0574801489705572	0.611774066953771	1.92286355175836	0	93	PDPN ADGRA2 RIPOR2 GAP43 MAP2 KITLG VCAM1 MYO10 IGF2BP1 TIAM2 IQGAP2 MSN ANTXR1 MYO5A ARL4C FMR1 UNC5C MYO6 ITGB1 TWF1 RAPH1 ITGAV MTM1
GO_I_BAND	0.00871459694989107	0.119975432903409	0.464843357591241	1.48316594505445	7	106	KRT8 ANK3 KRT19 SYNPO ANKRD1 SLC8A1 PARVB NEXN ATP2B4 FHOD3 PAK1 AHNAK2 FLNA DST PALLD CTNNB1 CFL2 MTM1 ANK2 PPP3CB PDLIM2 SORBS2 JPH1 FHL2
GO_EXTRACELLULAR_MATRIX	0.00100300902708124	0.0574801489705572	0.570451724300034	1.93708725264059	0	352	SPARC COL5A1 S100A4 LOXL2 ANXA1 SMOC2 SDC3 CTSC NCAM1 LRRN1 TIMP3 THBS1 SDC2 FBN1 COL4A2 WNT5A LGALS3BP VCAN CCN4 ADAMTS9 SULF1 TIMP2 NTN1 LOX ANGPTL2 COLEC12 COL4A1 ADAMTSL4 COL12A1 FLRT2 NPNT CCBE1 MMP28 NDP SEMA3B MATN2 CXCL12 CCDC80 COL4A3 COL4A4 COL11A1 EFEMP1 COL6A2 COL16A1 CCN3 COL4A5 COL5A3 GPC6 COL27A1 ITIH2 ACAN TGFBI P3H2 CDON ECM1 CTSH COL3A1 LGALS3 FGF1 MMP15 GPC4 DST ERBIN COL18A1 FGF10 COL1A1 CASK EDIL3 PCOLCE DLG1 ADAMTS5 LAMA4 NAV2 SCARA3 MMP16 MEGF9 NID1 SOD3 NTN4 CCN2 ANXA2 GLG1 ITGA6 ANXA6
GO_CYTOCHROME_COMPLEX	0.003690036900369	0.0835622346825271	-0.585573252534306	-1.87603780309084	0	25	COX8A COX6A1 COX4I1 COX6B1 UQCRC1 NDUFA4 BCS1L UQCRQ CYC1 UQCR10 COX5A
GO_TRANSCRIPTION_FACTOR_TFIID_COMPLEX	0.00398406374501992	0.0873774092544747	-0.611795128350408	-1.98162987861825	0	30	GTF2H4 ERCC1 TAF8 GTF2H3 ERCC3 TP53 GTF2H5 TBP TAF6 TAF10 TAF6L GTF2F1 TAF4B TAF3 ERCC2
GO_CELL_CELL_CONTACT_ZONE	0.00355450236966825	0.0826800835560747	0.544509135823581	1.61445434905758	2	59	JAM2 ANK3 GJC1 TMEM65 NECTIN1 SLC8A1 VCL AHNAK PAK1 ITGB1 RAP2C NECTIN3 RAP2B CTNNB1 DLG1 ANK2 TIAM1 AKAP6 CDH2 VAMP5 ACTN1
GO_MUSCLE_MYOSIN_COMPLEX	0.0453400503778338	0.265742595700904	-0.744972901560215	-1.5498263899821	17	6	MYL6B
GO_FILOPODIUM_MEMBRANE	0.0246020260492041	0.196069031639501	0.672511642282427	1.57862899786443	16	16	PDPN GAP43 MYO10 ANTXR1 ITGAV PALM NF2 DMD ITGA3
GO_TRANSCRIPTION_EXPORT_COMPLEX	0.0222841225626741	0.188083359479973	-0.670951493098214	-1.64311354205983	7	10	DDX39A THOC6 DDX39B SARNP
GO_U1_SNRNP	0.00334448160535117	0.0802675585284281	-0.701633385059946	-1.96255271400356	0	17	SNRPF SNRPD2 SNRPD1 PRPF40B SNRPG SNRPC SNRPD3 SNRPB LUC7L SNRPA
