Gene.ID	Sample.1	Sample.2	Sample.3	Sample.4	Sample.5	Sample.6	Sample.7	Sample.8	Sample.9	Sample.10
ENSG00000261196	0	0	0.68	0	0	0	0	0	1.17	0
ENSG00000162385	228.02	293.18	327.02	448.8	655.93	1073.9	522.16	528.12	578.97	196.07
ENSG00000234264	0.55	4.38	2.04	97.04	27.75	4.78	4.53	5.75	2.92	8.52
ENSG00000242391	0	2.19	0	0	2.52	0	0	0	0.58	0.9
ENSG00000223883	0.55	30.63	1.36	24.26	12.61	0	12.85	14.38	2.34	8.08
ENSG00000284808	1.09	15.32	0	0	0	0	0	1.15	0	1.79
ENSG00000237227	0.55	19.69	0	0	10.09	38.27	0	0.58	2.34	6.28
ENSG00000275350	0	17.5	0	24.26	20.18	0	0.76	8.05	2.34	4.94
ENSG00000116652	16.95	150.97	17.71	679.27	138.76	100.45	23.43	29.92	28.04	24.23
ENSG00000123080	0.55	15.32	2.04	80.87	2.52	0	1.51	4.03	5.84	6.28
ENSG00000285778	0.55	17.5	3.41	0	5.05	4.78	2.27	2.88	0.58	4.94
ENSG00000233407	0.55	0	0	0	0	0	0	0	0	0.45
ENSG00000225675	12.03	10.94	4.77	40.43	5.05	71.75	0	0.58	1.17	0.45
ENSG00000237622	0	0	0	0	2.52	0	0.76	0	0.58	0
ENSG00000162598	2.73	28.44	4.77	36.39	35.32	33.48	3.78	8.63	5.26	5.38
ENSG00000280317	0	6.56	0	0	2.52	0	0	0	0.58	0
ENSG00000162415	619.52	949.55	887.72	3444.88	2512.73	3948.81	632.49	656.42	560.28	579.24
ENSG00000162600	16.95	78.76	25.89	93	98.39	138.72	25.69	33.94	39.73	19.29
ENSG00000116704	86.94	199.1	105.6	307.29	297.69	203.3	114.11	131.74	108.67	43.97
ENSG00000227644	0	0	0	0	0	0	0	0	0	0
ENSG00000157193	772.08	1461.52	923.15	4568.91	3027.39	3389.14	395.97	552.29	439.34	518.66
ENSG00000116205	124.67	391.63	127.4	905.7	552.5	633.82	117.13	157.63	114.51	136.84
ENSG00000198841	13.12	0	12.94	8.09	55.5	16.74	11.33	17.83	22.2	3.59
ENSG00000116212	154.2	328.19	194.85	242.6	267.42	542.93	284.89	243.93	294.45	67.3
ENSG00000234204	0	0	2.73	0	0	33.48	0	0.58	1.75	0
ENSG00000233099	0	10.94	1.36	0	2.52	16.74	0.76	2.3	0.58	0.45
ENSG00000233994	1.64	8.75	3.41	0	5.05	0	0	0.58	0	0.45
ENSG00000233973	0	21.88	0	72.78	25.23	9.57	0.76	4.03	0	1.35
ENSG00000237552	0	6.56	0	0	0	0	0	0	0	3.59
ENSG00000132854	1.09	85.33	4.09	157.69	32.8	2.39	8.31	20.14	11.1	7.18
ENSG00000227556	0	0	0	0	0	0	0	0	0	0
ENSG00000162607	199.03	590.73	208.48	1694.14	794.69	1052.38	286.4	314.69	323.08	103.19
ENSG00000233602	0.55	4.38	0.68	0	0	0	0.76	3.45	0	0
ENSG00000233271	0	0	0	0	0	0	0	0	0	0
ENSG00000285954	0.55	26.25	1.36	52.56	7.57	0	3.78	1.73	0.58	0.9
ENSG00000233333	0	0	0	0	0	0	0	0.58	0	0
ENSG00000154027	61.79	326	89.25	323.46	297.69	322.89	49.87	70.19	52	48.91
ENSG00000234108	1.09	2.19	1.36	0	0	0	0.76	0	0.58	2.69
ENSG00000232676	0	24.07	2.73	0	12.61	0	1.51	6.33	1.75	4.04
ENSG00000225167	0	0	0.68	0	7.57	0	0.76	0	0	0
ENSG00000213579	0.55	8.75	0	44.48	0	0	0	0	0.58	0.45
ENSG00000137960	4.37	19.69	5.45	12.13	20.18	2.39	2.27	7.48	0.58	8.52
ENSG00000237852	0	0	0	0	5.05	0	0	0	0	1.79
ENSG00000116745	0	8.75	1.36	0	15.14	0	3.02	3.45	0	4.94
ENSG00000132855	1.64	15.32	0	0	10.09	0	0	0.58	2.34	0.9
ENSG00000285407	2.73	105.02	5.45	194.08	30.27	52.62	6.05	20.71	8.18	12.56
ENSG00000272855	0	0	0.68	0	15.14	121.98	0	0	0.58	0.9
ENSG00000270549	0.55	0	0	40.43	0	0	0	1.15	1.75	1.35
ENSG00000237163	0	0	0	0	0	0	0	1.73	0.58	0
ENSG00000229636	0	6.56	0	44.48	10.09	0	2.27	1.73	0	0
ENSG00000116675	1086.49	2281.98	1296.5	6970.62	3953.27	6486.48	566.75	725.45	641.48	812.1
ENSG00000162433	575.78	789.83	744.65	533.71	373.38	554.89	1197.73	1381.29	1310.43	209.08
ENSG00000213625	240.04	354.44	380.84	574.15	512.13	566.85	535.01	568.4	538.66	128.77
ENSG00000227207	1.64	8.75	0.68	0	2.52	0	0	1.15	0	1.79
ENSG00000227016	4.37	6.56	0	0	10.09	0	0.76	0.58	0.58	2.24
ENSG00000233664	0	0	1.36	0	2.52	0	1.51	2.88	0	1.35
ENSG00000158966	144.9	406.95	209.16	1031.04	610.52	1033.24	157.18	169.14	138.46	123.83
ENSG00000213703	3.28	19.69	3.41	0	5.05	0	0.76	0.58	3.51	2.24
ENSG00000203965	84.75	170.66	110.37	545.84	396.08	380.29	100.5	77.67	82.38	109.03
ENSG00000223479	0	8.75	0	44.48	2.52	0	0	2.3	2.34	2.69
ENSG00000233674	0	8.75	0.68	4.04	12.61	0	0	0.58	1.17	0
ENSG00000153898	1.64	91.89	8.18	177.9	47.93	14.35	5.29	13.23	5.84	9.42
ENSG00000117069	141.62	133.46	163.51	404.33	282.56	349.2	120.91	146.13	140.8	52.94
ENSG00000125703	40.46	109.4	53.82	56.61	111	234.39	57.43	55.23	61.34	40.83
ENSG00000285041	0.55	26.25	2.73	28.3	17.66	0	3.02	2.3	0.58	5.38
ENSG00000285808	2.73	35.01	3.41	16.17	15.14	4.78	2.27	8.63	0.58	0.45
ENSG00000229440	0	0	0	0	0	0	0	0	1.17	0
ENSG00000234144	0	0	0	0	2.52	0	0	0	0	0
ENSG00000213540	1.09	0	1.36	0	0	0	0	0	0	1.79
ENSG00000277670	0	0	0	0	0	0	0	0	0	0
ENSG00000227466	0.55	2.19	1.36	0	0	35.88	0	0	0	0
ENSG00000154007	0	2.19	0	0	0	0	0	0	0	0.9
ENSG00000230498	1.09	13.13	2.73	52.56	2.52	0	6.05	5.18	0.58	2.69
ENSG00000285782	0.55	0	0	0	0	0	0	0	1.17	0.45
ENSG00000162618	105.53	142.21	131.49	0	40.37	33.48	174.56	182.37	190.46	4.04
ENSG00000224493	0	2.19	0	0	0	0	3.02	0.58	0	0
ENSG00000131233	0.55	13.13	2.73	40.43	0	21.53	3.02	10.93	0	1.79
ENSG00000272371	0	4.38	2.73	0	2.52	7.18	0	0.58	1.17	3.14
ENSG00000287647	0	35.01	1.36	0	0	0	2.27	1.15	0	1.35
ENSG00000229225	0	0	0	0	0	0	0	0.58	0	0
ENSG00000230863	0	15.32	2.73	0	5.05	0	3.78	3.45	0	1.79
ENSG00000287224	1.64	28.44	0	52.56	22.71	0	3.02	1.15	0.58	2.69
ENSG00000225598	0	0	0	0	0	0	0	2.3	0	0
ENSG00000286455	0	0	0	109.17	5.05	0	0	1.15	0	0
ENSG00000225087	2.19	28.44	4.77	141.51	35.32	0	3.78	13.81	7.01	7.63
ENSG00000280378	4.92	37.19	17.03	8.09	25.23	11.96	5.29	10.36	5.84	12.56
ENSG00000188786	160.21	280.05	151.25	1253.42	529.79	413.78	124.68	220.91	169.43	89.73
ENSG00000230053	0	2.19	0	0	0	0	0	1.15	0	0
ENSG00000137941	966.19	2376.06	1206.57	6161.97	3489.07	5838.31	478.34	616.15	606.43	549.17
ENSG00000224326	0	0	0.68	0	0	0	0	1.15	0.58	0.9
ENSG00000286548	1.64	37.19	2.73	161.73	40.37	117.2	7.56	7.48	8.18	6.73
ENSG00000066135	689.51	1404.63	745.33	4750.86	2482.46	4501.31	457.93	654.69	556.19	497.58
ENSG00000230027	0	26.25	6.13	0	10.09	14.35	0.76	2.88	8.18	4.04
ENSG00000233061	7.66	37.19	9.54	24.26	83.25	2.39	3.78	14.38	0.58	8.52
ENSG00000272094	0.55	6.56	1.36	0	0	0	0	1.73	1.17	0.9
ENSG00000228853	0.55	13.13	1.36	16.17	12.61	4.78	0	2.3	0.58	2.69
ENSG00000215874	0	32.82	0	0	2.52	0	0	0.58	0.58	1.35
ENSG00000232453	1.64	48.13	2.73	101.08	30.27	0	3.02	5.18	1.17	1.79
ENSG00000260386	0	32.82	4.77	24.26	7.57	0	0	8.63	0	6.73
ENSG00000284895	0	0	0	0	0	0	0	0	0	0
ENSG00000117174	576.33	1172.71	551.85	7981.44	2618.69	2071.27	686.14	838.21	871.67	430.72
ENSG00000237413	0	19.69	0	93	22.71	0	2.27	5.75	1.17	2.24
ENSG00000184313	2.73	78.76	6.13	185.99	80.73	31.09	15.87	16.11	11.1	5.38
ENSG00000284645	3.28	35.01	0.68	36.39	0	0	0.76	7.48	6.43	1.35
ENSG00000225605	0.55	52.51	0.68	0	22.71	0	3.02	8.05	5.26	4.04
ENSG00000225446	2.19	0	0.68	0	0	7.18	0	2.3	1.17	5.38
ENSG00000288543	1.64	0	0	64.69	15.14	0	1.51	2.88	0.58	1.35
ENSG00000122420	8.2	32.82	19.76	222.38	234.62	325.28	2.27	12.08	8.76	5.83
ENSG00000284240	0	56.89	11.58	4.04	35.32	7.18	1.51	15.53	2.92	12.56
ENSG00000236290	0.55	4.38	0.68	64.69	0	0	4.53	0	3.51	1.35
ENSG00000143013	330.81	601.67	443.52	1690.09	1289.16	2458.74	393.7	462.54	364.56	284.91
ENSG00000226084	15.31	21.88	14.31	4.04	22.71	21.53	21.16	24.16	16.36	12.56
ENSG00000134748	513.99	829.21	516.42	3990.72	1985.46	2286.53	550.88	577.6	553.85	380.47
ENSG00000142892	149.28	255.98	170.32	602.45	456.63	1181.53	189.67	180.64	195.72	118.45
ENSG00000219102	2.73	41.57	2.73	32.35	27.75	23.92	7.56	8.05	5.84	4.49
ENSG00000184005	165.13	306.31	284.1	832.92	373.38	452.04	331.74	353.23	369.82	123.38
ENSG00000230953	2.19	0	1.36	0	0	0	0.76	2.88	2.34	0
ENSG00000287743	13.12	30.63	11.58	190.03	27.75	23.92	9.82	5.75	9.35	21.54
ENSG00000229332	0	0	0	20.22	0	0	0	0.58	0	1.79
ENSG00000227937	0	17.5	0	0	0	0	0	0	0	0.45
ENSG00000229752	0.55	13.13	0.68	8.09	0	0	1.51	1.73	0.58	1.79
ENSG00000237505	1.64	78.76	8.18	117.26	58.02	66.97	11.33	25.89	7.59	26.02
ENSG00000285462	2.19	39.38	4.77	0	42.89	0	0	4.6	2.34	4.04
ENSG00000233216	0	19.69	0	0	5.05	0	0	2.3	0.58	0.45
ENSG00000197273	0	0	0	0	5.05	0	0	0	0	0
ENSG00000226804	0	0	0.68	0	7.57	0	2.27	4.6	1.75	1.79
ENSG00000285325	0	8.75	0	0	2.52	0	3.02	0.58	1.75	0
ENSG00000230728	1.09	10.94	0	16.17	27.75	0	6.05	4.6	1.75	1.35
ENSG00000232846	0	0	0	0	0	0	0	3.45	0	0.45
ENSG00000230787	2.73	13.13	2.73	0	0	0	3.02	2.88	0.58	0.9
ENSG00000116641	901.67	1540.28	1066.22	6816.98	3388.15	4967.7	809.32	1109.75	1010.72	633.08
ENSG00000223920	0	8.75	0.68	72.78	5.05	0	0	1.15	0	1.35
ENSG00000237453	0	0	0	0	0	0	0.76	0	1.17	0.45
ENSG00000172260	763.88	1831.27	795.07	7083.83	2916.39	2951.44	490.43	497.06	431.16	723.26
ENSG00000285473	0	4.38	0	0	7.57	0	0	0.58	0	0.45
ENSG00000237959	0.55	0	2.04	0	0	26.31	0.76	1.15	0.58	1.35
ENSG00000231364	0	10.94	0	0	5.05	0	2.27	1.15	0	0.45
ENSG00000234578	0	0	0	0	0	0	0	0	0	0
ENSG00000117480	71.63	91.89	81.07	493.28	385.99	1105	57.43	77.09	60.76	76.27
ENSG00000137944	236.76	87.52	294.32	1055.3	655.93	1236.54	309.07	307.21	326	141.78
ENSG00000229505	3.83	41.57	9.54	48.52	111	19.13	21.91	19.56	9.93	22.43
ENSG00000228187	0	4.38	4.09	44.48	35.32	9.57	1.51	4.03	2.92	4.04
ENSG00000285201	0	0	0	0	10.09	0	0	0	0	0
ENSG00000182183	11.48	37.19	21.12	24.26	65.59	193.73	13.6	22.44	16.36	21.98
ENSG00000236407	0	0	0	52.56	2.52	43.05	0	0.58	1.75	0.9
ENSG00000271949	0	0	0	0	0	0	0	0	0	0
ENSG00000227062	0	0	0	0	0	11.96	0	0.58	0	0
ENSG00000067334	1067.9	2253.54	1034.2	11345.46	4104.64	4723.74	974.81	1135.64	1223.38	708.9
ENSG00000235011	0	0	0	0	0	0	0	0	0.58	0
ENSG00000235673	0	8.75	0	0	7.57	0	2.27	4.03	0	0
ENSG00000226938	0	2.19	0	0	0	0	0	1.73	0	0.9
ENSG00000213559	1.09	6.56	0	0	12.61	0	1.51	2.3	0.58	1.79
ENSG00000287587	1.64	19.69	0.68	0	0	0	0	4.03	0	4.04
ENSG00000142949	1221.55	3439.38	1426.63	3400.4	2179.72	3494.37	1685.89	2504.28	1834.48	492.19
ENSG00000116133	3305.94	6340.54	4127.27	21304.07	11158.46	14503.68	1642.81	1905.39	1552.88	1354.54
ENSG00000232882	1.64	6.56	3.41	0	7.57	0	0.76	5.18	7.59	1.35
ENSG00000171502	4.37	89.7	14.99	149.6	47.93	19.13	28.72	33.37	25.71	9.42
ENSG00000162399	6.56	124.71	4.09	117.26	15.14	0	0.76	16.68	2.92	13.01
ENSG00000116157	76.01	74.39	98.79	105.13	95.87	129.16	71.79	79.39	71.28	20.19
ENSG00000143036	17.5	21.88	25.21	101.08	47.93	14.35	15.87	32.22	30.38	19.29
ENSG00000232672	0	8.75	0	0	15.14	0	0.76	3.45	1.75	2.24
ENSG00000230817	0	17.5	3.41	32.35	2.52	9.57	4.53	4.03	2.34	7.63
ENSG00000065243	261.37	905.79	255.48	885.48	676.12	1145.66	309.82	403.28	328.92	131.91
ENSG00000226759	2.73	13.13	2.04	36.39	7.57	0	6.05	4.6	0.58	1.35
ENSG00000226960	0	0	0	0	0	0	0	0.58	0	0.45
ENSG00000234080	2.73	15.32	2.04	0	10.09	11.96	1.51	5.18	5.84	4.04
ENSG00000237899	0	0	2.04	4.04	10.09	2.39	1.51	6.33	0.58	3.59
ENSG00000223905	0	17.5	0	12.13	0	0	0	1.73	0	0.45
ENSG00000227290	0.55	6.56	0	16.17	15.14	66.97	0	4.6	0.58	1.79
ENSG00000229486	0	10.94	2.04	0	5.05	141.11	1.51	3.45	0	0.45
ENSG00000282898	0	2.19	0	0	0	0	0	0.58	0	0
ENSG00000285409	0	0	0	0	0	0	0	0	0	1.35
ENSG00000231090	2.73	4.38	2.04	40.43	30.27	7.18	1.51	6.33	4.67	3.59
ENSG00000117528	277.23	789.83	277.29	1346.41	880.47	1504.42	348.36	372.22	335.35	203.25
ENSG00000271723	0	8.75	0	20.22	10.09	0	2.27	2.3	0.58	2.69
ENSG00000172339	48.12	109.4	74.94	206.21	227.05	291.8	56.67	50.05	42.06	40.83
ENSG00000036549	387.68	557.91	436.03	2547.27	996.52	1679.02	357.43	494.18	435.25	249.91
ENSG00000287724	0.55	4.38	0	0	0	0	0	1.15	0	0.9
ENSG00000058799	164.59	185.97	260.25	739.92	449.06	803.63	203.27	207.68	205.06	126.08
ENSG00000225191	1.09	4.38	0.68	0	2.52	0	1.51	1.73	0	3.59
ENSG00000287870	1.64	63.45	10.22	68.74	131.19	28.7	3.78	14.38	7.01	17.95
ENSG00000235563	0	19.69	0	0	0	0	0	0	0	2.69
ENSG00000232048	1.09	65.64	10.22	44.48	30.27	0	7.56	14.38	3.51	10.32
ENSG00000232857	0	0	0.68	0	0	0	0	0	0	0
ENSG00000273637	0	0	0	0	0	0	0	0	0	0
ENSG00000203985	2.73	19.69	1.36	32.35	2.52	4.78	1.51	7.48	5.84	4.49
ENSG00000228838	0	0	0	0	0	0	0	1.73	0	0
ENSG00000283761	2.19	30.63	2.73	0	20.18	9.57	3.02	3.45	1.17	1.79
ENSG00000189433	0	0	0	0	0	0	0.76	1.15	0	0
ENSG00000230759	0	2.19	0	0	0	0	0	0	0	2.24
ENSG00000231866	0	2.19	0	0	0	0	0	0	0	0
ENSG00000179178	1.09	15.32	4.09	4.04	0	0	16.62	20.71	12.27	0.45
ENSG00000142700	6.01	15.32	11.58	0	30.27	0	3.02	0	1.75	1.35
ENSG00000285525	1.09	8.75	0.68	129.39	40.37	45.44	0	1.15	0	3.14
ENSG00000236098	1.09	10.94	0	52.56	2.52	7.18	0	1.73	0	0
ENSG00000233514	6.56	10.94	10.22	12.13	10.09	19.13	6.8	3.45	6.43	2.24
ENSG00000127124	190.83	426.64	201.66	1766.92	663.5	696	222.92	284.2	196.89	93.32
ENSG00000266993	4.37	15.32	4.77	0	22.71	2.39	2.27	4.03	5.84	1.35
ENSG00000223675	0.55	4.38	0	0	7.57	0	0	4.6	0	0.9
ENSG00000162604	188.65	315.06	285.46	873.35	736.67	1138.48	217.63	214.01	258.81	130.56
ENSG00000229316	0	13.13	2.04	16.17	0	0	0.76	2.88	2.34	0.45
ENSG00000116171	196.3	746.07	212.56	1152.34	580.25	1217.41	217.63	283.05	245.96	165.56
ENSG00000287406	0.55	4.38	0	0	15.14	2.39	0	7.48	0.58	0
ENSG00000225767	0.55	8.75	0.68	24.26	17.66	0	0	4.6	5.26	2.69
ENSG00000234099	0	17.5	0	0	10.09	7.18	3.02	6.33	0.58	1.35
ENSG00000137936	43.74	111.58	35.43	76.82	153.89	342.02	92.19	105.28	84.71	24.23
ENSG00000235308	0	0	0	0	0	2.39	3.02	1.15	0	0
ENSG00000232752	0	0	0	0	0	0	0	0	0	0
ENSG00000235829	2.73	4.38	0	0	2.52	0	0	0	0	0.45
ENSG00000143032	8.75	21.88	8.18	141.51	32.8	21.53	3.78	5.18	0.58	3.59
ENSG00000226745	0	8.75	1.36	0	12.61	98.06	0.76	5.18	1.75	0.9
ENSG00000178028	491.03	947.36	557.98	2518.97	1773.55	2556.8	501.01	584.5	556.19	347.27
ENSG00000280040	0.55	0	0	0	0	0	0	0	0.58	0.9
ENSG00000168710	640.3	1056.76	720.81	3072.9	1935.01	2489.83	659.69	931.41	751.9	344.58
ENSG00000117519	1117.11	1039.25	1432.08	2551.31	2583.37	4106.67	1849.11	2005.49	2036.62	555.01
ENSG00000270507	1.09	0	0	0	0	0	0	1.15	0	0
ENSG00000238037	0	15.32	2.04	0	2.52	9.57	0	3.45	0	0.45
ENSG00000215869	0	32.82	3.41	0	40.37	7.18	6.8	1.73	1.75	7.18
ENSG00000134215	169.51	455.08	226.19	1099.77	618.09	758.19	174.56	171.44	89.39	170.5
ENSG00000227935	4.92	6.56	0	0	5.05	4.78	1.51	4.6	1.17	1.35
ENSG00000228502	14.22	24.07	12.26	80.87	50.46	28.7	24.18	27.04	19.86	3.59
ENSG00000236268	0	13.13	0	68.74	27.75	2.39	3.02	9.78	5.26	5.83
ENSG00000271277	0	0	0	0	0	0	0	0	0	0
ENSG00000236888	1.64	2.19	0	0	7.57	0	0	1.73	0	0.45
ENSG00000279778	0	2.19	0	0	5.05	0	0	1.15	0	0.45
ENSG00000230955	0	0	0	0	0	0	0	0	0	0
ENSG00000230828	2.19	19.69	0	64.69	2.52	0	0	2.3	2.34	1.79
ENSG00000188641	25.15	111.58	31.34	0	27.75	95.67	20.4	20.14	11.1	19.74
ENSG00000152078	22.97	54.7	27.93	84.91	116.05	179.38	42.32	56.95	42.06	26.92
ENSG00000237279	0	4.38	0	0	0	0	0.76	0	0	0.9
ENSG00000233359	1.64	48.13	0	16.17	27.75	0	2.27	6.33	0.58	4.94
ENSG00000237954	1.09	0	0	0	12.61	0	0.76	1.73	0	0.9
ENSG00000185668	212.7	164.09	281.37	452.85	380.95	1133.7	164.73	123.69	126.78	103.19
ENSG00000171492	236.76	326	309.99	1508.15	749.28	1590.53	207.81	223.22	171.18	173.19
ENSG00000233129	0.55	4.38	0	0	0	0	0	1.73	0	0.45
ENSG00000170989	22.97	48.13	27.93	12.13	55.5	4.78	74.06	96.07	47.32	9.87
ENSG00000258634	86.94	150.97	87.21	493.28	383.47	298.97	77.83	79.97	65.43	61.02
ENSG00000233557	0	0	0	0	0	0	0	0	0.58	0
ENSG00000237897	4.92	43.76	2.73	4.04	20.18	2.39	2.27	8.63	1.75	5.38
ENSG00000116299	80.38	299.74	109.69	772.27	330.49	401.82	60.45	94.35	70.69	85.25
ENSG00000137962	51.4	251.61	81.07	101.08	176.6	198.52	163.22	236.45	153.65	18.84
ENSG00000227832	0.55	2.19	0	0	0	50.23	0	0.58	1.17	0.9
ENSG00000286692	0	0	0	0	0	0	0	0	0	0
ENSG00000260464	17.5	24.07	25.89	56.61	47.93	7.18	6.8	14.96	11.68	6.28
ENSG00000237435	0	35.01	1.36	0	17.66	11.96	4.53	8.05	0	1.79
ENSG00000231996	0	0	0	0	0	0	0	0	0	0.45
ENSG00000273204	1.64	0	16.35	0	12.61	0	0	2.3	1.17	5.38
ENSG00000079739	360.34	774.52	481.67	416.46	307.78	353.98	969.52	986.06	1034.09	173.64
ENSG00000117154	65.62	122.52	87.21	113.21	103.44	153.07	60.45	62.71	37.39	47.56
ENSG00000162377	225.83	641.05	286.14	1318.11	1170.59	1303.51	274.31	309.51	241.29	228.37
ENSG00000224613	0	19.69	1.36	28.3	12.61	0	3.78	6.33	0	3.14
ENSG00000215871	0	10.94	0.68	0	0	0	0	1.73	0	0.45
ENSG00000287372	0	8.75	0	56.61	7.57	0	0.76	6.33	1.17	8.97
ENSG00000232542	0	0	0	0	0	0	1.51	0	0	0
ENSG00000116774	44.29	177.22	48.37	44.48	35.32	7.18	141.31	154.18	164.17	8.52
ENSG00000287756	0	45.95	2.04	0	15.14	4.78	0.76	1.73	0.58	2.69
ENSG00000284652	0.55	13.13	0	0	30.27	0	0	1.73	1.75	4.49
ENSG00000023909	62.34	83.14	75.62	388.16	151.37	468.79	73.3	92.62	62.51	26.02
ENSG00000069702	4.37	61.26	11.58	214.29	63.07	9.57	30.98	55.23	34.47	14.36
ENSG00000232185	0	0	0	0	2.52	0	0	1.15	0	0.9
ENSG00000230489	2.73	4.38	0.68	0	0	0	0	0.58	0	0
ENSG00000228399	0	0	0.68	0	2.52	0	2.27	3.45	4.67	0.45
ENSG00000236776	0	2.19	0	12.13	0	4.78	0	2.88	0.58	1.79
ENSG00000224685	0.55	2.19	0	24.26	2.52	0	0.76	3.45	0	1.35
ENSG00000287076	0.55	65.64	0	0	12.61	7.18	0	8.05	0.58	2.69
ENSG00000237480	1.64	96.27	6.81	93	138.76	31.09	10.58	24.74	7.59	16.15
ENSG00000271252	0	4.38	0.68	0	0	9.57	1.51	4.6	1.17	1.35
ENSG00000230427	0	6.56	2.04	16.17	7.57	2.39	3.02	4.03	2.92	3.59
ENSG00000235794	0	0	0	0	0	0	0	0	0	0
ENSG00000286758	2.19	0	1.36	24.26	12.61	2.39	0	0	1.17	1.35
ENSG00000237337	1.64	13.13	4.09	28.3	15.14	7.18	4.53	5.75	1.17	4.94
ENSG00000233983	0	0	0	0	0	0	0	0	0	0
ENSG00000198198	165.68	614.8	194.85	1136.16	736.67	1131.31	190.43	305.48	185.78	109.03
ENSG00000225183	0	0	0	0	0	0	0	0	0	0
ENSG00000230402	0	4.38	0	0	0	0	0	0	0.58	0
ENSG00000116793	317.14	645.43	390.38	1265.55	905.69	1387.23	357.43	436.08	395.52	232.86
ENSG00000238122	0	0	0	0	0	0	0	0	0	0
ENSG00000260879	0	0	0	0	0	0	0	0	0	0
ENSG00000283354	0	2.19	1.36	0	0	4.78	0	0	0	0
ENSG00000232918	0	2.19	0	0	0	47.84	1.51	0	0	0
ENSG00000236360	0.55	0	0	0	2.52	0	0	0	0	0
ENSG00000183298	0.55	0	2.04	0	17.66	7.18	6.8	4.6	2.34	3.59
ENSG00000234332	0.55	35.01	0	36.39	12.61	0	2.27	7.48	0.58	4.04
ENSG00000117525	49.21	67.82	53.14	40.43	15.14	14.35	97.48	121.96	155.99	2.24
ENSG00000225079	0	2.19	0	0	0	0	0	0	0	0.45
ENSG00000226483	0	0	0	0	0	0	0	1.15	0	1.79
ENSG00000224238	0	10.94	0.68	28.3	27.75	0	0.76	2.88	0	2.24
ENSG00000229537	2.19	13.13	1.36	84.91	0	4.78	0	4.6	0	1.79
ENSG00000162699	0	6.56	2.73	24.26	25.23	0	1.51	2.3	0.58	0.9
ENSG00000162692	3.28	15.32	4.77	36.39	25.23	19.13	0.76	13.23	4.67	5.83
ENSG00000203914	6.01	26.25	4.77	12.13	55.5	66.97	22.67	20.71	16.36	7.18
ENSG00000270457	4.92	2.19	4.77	68.74	2.52	0	6.05	3.45	2.34	2.69
ENSG00000203858	0.55	6.56	0	72.78	0	9.57	0.76	1.73	0.58	4.04
ENSG00000231987	0	2.19	0	24.26	0	0	0	0.58	0	0.9
ENSG00000228057	13.12	52.51	24.53	117.26	25.23	26.31	20.4	25.31	34.47	12.11
ENSG00000261593	0	2.19	0	0	0	0	0	1.15	0	0
ENSG00000224445	0	4.38	0	0	2.52	9.57	0	0.58	5.26	2.24
ENSG00000229842	0	13.13	0	0	0	0	1.51	0.58	0	0
ENSG00000270631	0	0	0	0	0	0	0	1.15	0	1.79
ENSG00000229201	0	4.38	0	0	0	0	0	0.58	0	0
ENSG00000181656	102.8	102.83	147.16	206.21	136.23	155.46	24.94	24.74	21.03	25.13
ENSG00000122481	32.26	56.89	49.05	169.82	103.44	260.7	45.34	52.93	49.66	30.06
ENSG00000198162	1911.06	3761	1591.5	53795.9	11806.82	7959.81	2129.46	2576.19	2638.38	1376.52
ENSG00000238198	4.92	19.69	15.67	48.52	58.02	21.53	7.56	10.93	9.35	5.38
ENSG00000171517	2.73	59.07	13.63	343.68	88.3	86.1	4.53	18.98	2.34	6.73
ENSG00000228852	11.48	21.88	4.09	0	17.66	47.84	1.51	14.96	9.93	2.69
ENSG00000203864	0	0	0	0	0	0	0	0.58	0	0
ENSG00000233482	0	0	0.68	0	0	0	0	0	0	0.45
ENSG00000230250	0.55	15.32	0.68	0	12.61	0	0	0	0.58	0.9
ENSG00000232878	0	2.19	0.68	0	10.09	0	0	0.58	2.34	2.24
ENSG00000143079	557.19	1697.81	716.72	4613.39	1771.02	1777.08	570.53	688.06	569.62	328.43
ENSG00000232450	7.11	8.75	8.18	28.3	27.75	64.58	3.78	10.93	8.18	4.94
ENSG00000223575	3.83	122.52	14.31	93	75.68	14.35	25.69	17.83	20.45	17.5
ENSG00000230768	0	32.82	0.68	52.56	0	0	0	0	0	0
ENSG00000235202	0	0	0	0	7.57	0	0	0	0.58	1.79
ENSG00000272715	1.09	0	0.68	0	0	0	1.51	2.3	0	0
ENSG00000235038	2.73	13.13	2.73	0	10.09	0	1.51	4.03	0	3.59
ENSG00000143093	1000.64	1527.15	1046.46	6675.46	3567.28	5252.32	694.46	926.23	754.24	752.87
ENSG00000226415	32.26	67.82	29.3	4.04	25.23	90.89	29.47	40.85	40.9	17.95
ENSG00000085491	255.35	332.56	314.76	942.09	499.52	973.45	433	433.78	469.14	133.7
ENSG00000173947	12.58	61.26	30.66	56.61	17.66	16.74	68.77	60.41	67.77	8.97
ENSG00000230434	4.37	13.13	0	0	2.52	0	0	1.15	1.17	0.45
ENSG00000230718	0	0	0	0	12.61	0	0	0	1.75	1.35
ENSG00000134198	492.67	796.4	603.62	2616.01	1680.2	3468.06	417.88	499.36	507.69	226.58
ENSG00000235595	0	0	0	0	5.05	0	0.76	0.58	0	0
ENSG00000226053	7.11	32.82	19.08	0	98.39	7.18	10.58	14.38	10.52	8.97
ENSG00000226128	0.55	15.32	0	0	0	0	0.76	1.73	0	5.83
