Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm
PARD6G	60.3884	-0.734726	0.317983	-2.31058	0.0208561	0.033219	86	97	35	40	72.32	78.72	43.61	46.9
PARG	56.4124	-0.172885	0.325297	-0.531468	0.595095	0.658149	68	77	38	50	57.18	62.49	47.35	58.63
PARK2	52.9829	3.78213	0.452468	8.35889	6.33113e-17	2.75922e-16	6	11	77	87	5.05	8.93	95.95	102.01
PARK7	780.347	0.17961	0.0955951	1.87886	0.0602636	0.0884175	845	928	650	723	710.56	753.14	809.97	847.73
PARL	142.547	-0.300347	0.209583	-1.43307	0.151838	0.203013	182	199	112	99	153.04	161.5	139.56	116.08
PARM1	245.648	4.32749	0.237673	18.2078	4.47936e-74	6.70605e-73	29	27	375	400	24.39	21.91	467.29	469.01
PARN	207.955	-0.957934	0.177087	-5.40938	6.32431e-08	1.75746e-07	332	333	109	125	279.18	270.25	135.83	146.56
PARP1	1319.65	-1.10328	0.0812901	-13.5721	5.86339e-42	5.13113e-41	2069	2295	663	725	1739.81	1862.55	826.17	850.07
PARP10	283.014	-0.654168	0.15058	-4.34433	1.39699e-05	3.21929e-05	419	419	175	189	352.34	340.05	218.07	221.61
PARP11	28.3298	-0.178451	0.452898	-0.394021	0.693566	0.74544	32	41	21	23	26.91	33.27	26.17	26.97
PARP12	115.217	-2.68541	0.281005	-9.55646	1.21853e-21	6.35183e-21	247	236	25	26	207.7	191.53	31.15	30.49
PARP14	161.956	-1.18046	0.203947	-5.78808	7.11968e-09	2.10788e-08	283	261	78	86	237.97	211.82	97.2	100.84
PARP15	1.22066	-0.0247955	1.75776	-0.0141064	0.988745	NA	1	2	1	1	0.84	1.62	1.25	1.17
PARP16	85.5648	-0.999678	0.277489	-3.60259	0.000315061	0.000640341	144	132	52	42	121.09	107.13	64.8	49.25
PARP2	151.229	-0.278057	0.202378	-1.37395	0.169458	0.223961	208	193	114	112	174.91	156.63	142.06	131.32
PARP3	145.873	-0.199924	0.20457	-0.977292	0.328424	0.399151	179	199	104	121	150.52	161.5	129.59	141.87
PARP4	165.087	-2.26712	0.228109	-9.93878	2.82274e-23	1.54726e-22	321	342	36	58	269.93	277.56	44.86	68.01
PARP6	338.135	0.863567	0.13866	6.22795	4.72571e-10	1.50158e-09	272	309	344	379	228.72	250.77	428.66	444.38
PARP8	49.4228	0.0139203	0.344902	0.0403603	0.967806	0.97447	59	60	44	38	49.61	48.69	54.83	44.56
PARP9	67.8962	-0.652426	0.304363	-2.14358	0.0320664	0.0495323	97	104	49	38	81.57	84.4	61.06	44.56
PARS2	55.2678	-0.893447	0.339184	-2.63411	0.00843582	0.0143969	94	80	28	36	79.04	64.93	34.89	42.21
PART1	80.2551	4.17311	0.396961	10.5126	7.55538e-26	4.45752e-25	9	11	123	129	7.57	8.93	153.27	151.25
PARVA	221.255	-0.467751	0.175803	-2.66065	0.00779898	0.0133725	282	341	136	172	237.13	276.74	169.47	201.67
PARVB	217.92	-1.01976	0.185301	-5.50326	3.7284e-08	1.05056e-07	334	374	96	143	280.86	303.53	119.63	167.67
PARVG	37.0549	-0.0660394	0.399652	-0.165243	0.868753	0.893816	39	53	28	32	32.79	43.01	34.89	37.52
PASD1	28.6232	-5.26056	0.967971	-5.43462	5.49123e-08	1.53227e-07	58	78	1	1	48.77	63.3	1.25	1.17
PASK	161.068	-1.23245	0.205838	-5.98745	2.13161e-09	6.51022e-09	251	297	78	81	211.07	241.04	97.2	94.97
PATE3	1.3109	0.933074	1.73243	0.538592	0.590168	NA	1	1	1	2	0.84	0.81	1.25	2.35
PATE4	1.52112	0.455392	1.64047	0.277599	0.78132	NA	2	1	1	2	1.68	0.81	1.25	2.35
PATL1	244.304	-1.271	0.167517	-7.58729	3.26653e-14	1.2802e-13	410	427	109	128	344.77	346.54	135.83	150.08
PATL2	3.38352	-0.273908	1.21017	-0.226339	0.820938	0.854847	5	4	3	2	4.2	3.25	3.74	2.35
PATZ1	421.455	-0.215735	0.129996	-1.65955	0.0970059	0.135872	546	551	284	363	459.13	447.17	353.89	425.62
PAWR	63.2921	-3.66348	0.450431	-8.13328	4.17841e-16	1.75814e-15	131	154	6	9	110.16	124.98	7.48	10.55
PAX1	1.3109	0.933074	1.73243	0.538592	0.590168	NA	1	1	1	2	0.84	0.81	1.25	2.35
PAX2	15.5663	4.90653	1.02502	4.78678	1.69482e-06	4.23789e-06	1	1	27	23	0.84	0.81	33.64	26.97
PAX3	26.4024	-0.9223	0.482874	-1.91002	0.0561303	0.08288	37	47	16	14	31.11	38.14	19.94	16.42
PAX5	3.57204	-1.44117	1.25386	-1.14938	0.250398	0.315555	5	8	1	2	4.2	6.49	1.25	2.35
PAX6	223.334	3.33898	0.213314	15.6529	3.17439e-55	3.52965e-54	37	60	316	358	31.11	48.69	393.77	419.76
PAX7	15.0357	4.34572	0.924744	4.69937	2.60963e-06	6.42828e-06	1	2	19	29	0.84	1.62	23.68	34
PAX8	25.1838	-1.18848	0.526421	-2.25766	0.0239666	0.0377756	38	47	18	7	31.95	38.14	22.43	8.21
PAX9	18.433	-3.37484	0.775884	-4.34967	1.36341e-05	3.14643e-05	35	47	4	1	29.43	38.14	4.98	1.17
PAXIP1	185.768	-0.147608	0.181134	-0.814908	0.415125	0.487829	230	243	137	155	193.41	197.21	170.72	181.74
PBK	65.8037	-6.44854	0.917752	-7.02645	2.11851e-12	7.639e-12	148	168	1	1	124.45	136.34	1.25	1.17
PBLD	21.6416	1.17058	0.527088	2.22084	0.026362	0.0412768	17	15	20	30	14.3	12.17	24.92	35.18
PBOV1	1.51379	0.464384	1.64212	0.282795	0.777334	NA	1	2	1	2	0.84	1.62	1.25	2.35
PBRM1	225.879	-0.620893	0.169376	-3.66576	0.000246601	0.000506954	333	330	133	162	280.02	267.82	165.73	189.95
PBX1	401.159	0.992475	0.130596	7.59961	2.97034e-14	1.16594e-13	341	308	427	457	286.75	249.96	532.09	535.84
PBX2	242.711	-0.666246	0.165718	-4.02037	5.81078e-05	0.000126827	369	352	139	172	310.29	285.67	173.21	201.67
PBX3	93.1075	-0.499649	0.26549	-1.88199	0.0598379	0.0878371	143	121	53	75	120.25	98.2	66.04	87.94
PBX4	19.4876	-1.13163	0.563351	-2.00875	0.0445635	0.067042	32	33	11	9	26.91	26.78	13.71	10.55
PBXIP1	716.247	1.06946	0.102443	10.4396	1.63566e-25	9.53466e-25	516	604	786	820	433.9	490.19	979.44	961.46
PC	784.609	1.39615	0.101911	13.6997	1.01991e-42	9.06093e-42	550	495	886	998	462.49	401.73	1104.05	1170.17
PCA3	1.73508	0.131116	1.57496	0.0832509	0.933652	NA	1	3	2	1	0.84	2.43	2.49	1.17
PCBD1	192.074	0.127291	0.180375	0.705704	0.480372	0.550278	203	242	162	170	170.7	196.4	201.87	199.33
PCBD2	28.4156	-0.682013	0.45788	-1.4895	0.136356	0.184734	39	46	18	18	32.79	37.33	22.43	21.11
PCBP1	2085.71	-0.504395	0.06659	-7.57464	3.60136e-14	1.40828e-13	2853	3073	1406	1448	2399.08	2493.95	1752.02	1697.8
PCBP2	1902.7	-0.890689	0.0686667	-12.9712	1.78214e-38	1.44165e-37	2931	3055	1090	1116	2464.67	2479.34	1358.25	1308.53
PCBP3	175.587	3.16546	0.233393	13.5628	6.65498e-42	5.82095e-41	32	53	245	279	26.91	43.01	305.3	327.13
PCBP4	846.01	2.08024	0.0974078	21.356	3.42712e-101	7.11625e-100	393	390	1089	1177	330.47	316.51	1357.01	1380.05
PCCA	113.135	0.159328	0.230725	0.690552	0.489847	0.559135	124	135	89	109	104.27	109.56	110.9	127.8
PCCB	281.675	-0.561642	0.153304	-3.66359	0.000248701	0.000511091	416	397	172	205	349.81	322.19	214.33	240.37
PCDH1	582.86	2.50225	0.11863	21.0929	9.23806e-99	1.85035e-97	209	214	803	837	175.75	173.68	1000.62	981.4
PCDH10	310.561	3.39694	0.181152	18.7518	1.87009e-78	2.97755e-77	65	65	428	513	54.66	52.75	533.33	601.5
PCDH11X	9.25635	2.86921	0.910894	3.14989	0.00163334	0.00306838	2	3	17	10	1.68	2.43	21.18	11.73
PCDH11Y	4.97562	3.18002	1.24087	2.56274	0.010385	0.0174804	1	1	9	6	0.84	0.81	11.21	7.04
PCDH12	16.2396	1.00376	0.596266	1.68342	0.0922941	0.129926	11	15	18	18	9.25	12.17	22.43	21.11
PCDH15	14.7704	3.11432	0.748258	4.16209	3.15343e-05	7.03766e-05	4	3	23	21	3.36	2.43	28.66	24.62
PCDH17	161.501	6.06966	0.455411	13.3279	1.59403e-40	1.35311e-39	6	5	258	269	5.05	4.06	321.49	315.41
PCDH18	30.1314	0.472463	0.435418	1.08508	0.277886	0.345262	30	31	29	29	25.23	25.16	36.14	34
PCDH19	80.6005	3.90546	0.377694	10.3403	4.63181e-25	2.66371e-24	13	11	112	139	10.93	8.93	139.56	162.98
PCDH20	32.0102	5.45812	0.838633	6.50835	7.59812e-11	2.52733e-10	2	1	49	55	1.68	0.81	61.06	64.49
PCDH7	291.558	1.47413	0.154475	9.54286	1.38947e-21	7.21931e-21	200	173	342	368	168.18	140.4	426.17	431.49
PCDH8	176.99	4.71507	0.312018	15.1115	1.35935e-51	1.4214e-50	16	15	238	329	13.45	12.17	296.57	385.76
PCDH9	370.211	5.55025	0.262592	21.1364	3.67984e-99	7.40441e-98	18	19	588	612	15.14	15.42	732.71	717.58
PCDHA1	21.4581	4.48944	0.807027	5.56294	2.65264e-08	7.55328e-08	2	2	38	30	1.68	1.62	47.35	35.18
PCDHA10	21.7883	3.72314	0.690293	5.39356	6.90755e-08	1.91529e-07	4	3	38	29	3.36	2.43	47.35	34
PCDHA11	29.6426	1.20481	0.47636	2.52919	0.0114326	0.0190971	24	19	44	24	20.18	15.42	54.83	28.14
PCDHA12	14.7563	2.12393	0.665646	3.19078	0.0014189	0.00268044	6	7	19	21	5.05	5.68	23.68	24.62
PCDHA13	10.5658	2.16104	0.789333	2.7378	0.00618514	0.0107759	5	4	11	18	4.2	3.25	13.71	21.11
PCDHA2	9.11121	1.90125	0.820556	2.31702	0.0205026	0.0327124	4	5	12	12	3.36	4.06	14.95	14.07
PCDHA3	18.2803	4.25418	0.827725	5.1396	2.75321e-07	7.31049e-07	1	3	25	33	0.84	2.43	31.15	38.69
PCDHA4	13.6793	2.78467	0.747946	3.72309	0.0001968	0.000408646	5	3	16	24	4.2	2.43	19.94	28.14
PCDHA5	20.9807	3.88648	0.725477	5.35714	8.45493e-08	2.32999e-07	4	2	37	28	3.36	1.62	46.11	32.83
PCDHA6	32.469	2.74886	0.487538	5.63825	1.71787e-08	4.94615e-08	9	11	43	51	7.57	8.93	53.58	59.8
PCDHA7	12.0118	1.37205	0.704603	1.94726	0.051503	0.0766538	6	10	12	17	5.05	8.12	14.95	19.93
PCDHA8	8.48787	2.45196	0.89496	2.73975	0.00614867	0.0107166	2	4	12	12	1.68	3.25	14.95	14.07
PCDHA9	10.602	3.81615	0.977617	3.90352	9.48044e-05	0.000202611	1	2	17	16	0.84	1.62	21.18	18.76
PCDHAC1	7.56465	1.56506	0.88222	1.774	0.0760634	0.109117	3	6	8	11	2.52	4.87	9.97	12.9
PCDHAC2	106.248	5.22014	0.446137	11.7007	1.26333e-31	8.65537e-31	7	6	148	196	5.89	4.87	184.42	229.81
PCDHB1	1.3293	0.949875	1.72791	0.549726	0.582507	NA	1	1	2	1	0.84	0.81	2.49	1.17
PCDHB10	22.5085	2.401	0.558697	4.29749	1.72741e-05	3.94649e-05	8	9	29	34	6.73	7.3	36.14	39.87
PCDHB11	9.16437	2.85995	0.90329	3.16615	0.00154471	0.00290841	2	3	12	15	1.68	2.43	14.95	17.59
PCDHB12	12.9724	1.18141	0.665523	1.77516	0.0758713	0.108895	9	10	14	16	7.57	8.12	17.45	18.76
PCDHB13	11.4251	-0.436739	0.70556	-0.618996	0.535919	0.605216	13	19	8	8	10.93	15.42	9.97	9.38
PCDHB14	37.0002	1.87893	0.425898	4.4117	1.02562e-05	2.39174e-05	19	19	39	58	15.98	15.42	48.6	68.01
PCDHB15	36.8788	1.64189	0.419389	3.91497	9.04149e-05	0.000193679	24	19	39	54	20.18	15.42	48.6	63.32
PCDHB16	23.6445	0.951035	0.512273	1.8565	0.0633825	0.0926295	14	25	21	31	11.77	20.29	26.17	36.35
PCDHB17	3.27058	1.42085	1.27181	1.11719	0.263912	0.330592	3	1	5	3	2.52	0.81	6.23	3.52
PCDHB18	10.1136	3.00658	0.889099	3.3816	0.000720649	0.00140729	4	1	15	15	3.36	0.81	18.69	17.59
PCDHB19P	4.09851	1.8548	1.1958	1.5511	0.120877	0.166007	1	3	3	8	0.84	2.43	3.74	9.38
PCDHB2	31.2816	-0.901489	0.442143	-2.03891	0.041459	0.0626995	45	54	17	19	37.84	43.82	21.18	22.28
PCDHB3	11.2821	0.669094	0.70691	0.946505	0.343891	0.415101	8	13	12	11	6.73	10.55	14.95	12.9
PCDHB4	33.9966	2.90117	0.494181	5.87067	4.34028e-09	1.30268e-08	10	9	57	42	8.41	7.3	71.03	49.25
PCDHB5	39.1911	-0.0739413	0.397399	-0.186063	0.852395	0.880601	57	40	34	29	47.93	32.46	42.37	34
PCDHB6	18.4207	2.92411	0.657815	4.44519	8.78141e-06	2.06512e-05	4	6	29	25	3.36	4.87	36.14	29.31
PCDHB7	15.3579	1.52012	0.631696	2.40641	0.01611	0.0261679	7	12	17	21	5.89	9.74	21.18	24.62
PCDHB8	6.40407	-0.437897	0.924373	-0.473723	0.635697	0.695687	8	10	3	6	6.73	8.12	3.74	7.04
PCDHB9	10.1126	1.91096	0.813035	2.3504	0.018753	0.0301679	3	7	8	19	2.52	5.68	9.97	22.28
PCDHGA1	11.0233	1.4479	0.739946	1.95677	0.0503747	0.0750955	9	5	11	16	7.57	4.06	13.71	18.76
PCDHGA10	15.879	2.11895	0.649371	3.26308	0.00110209	0.00211059	9	5	20	23	7.57	4.06	24.92	26.97
PCDHGA11	22.4596	1.58027	0.523258	3.02006	0.00252723	0.00462386	12	15	26	30	10.09	12.17	32.4	35.18
PCDHGA12	42.4891	1.5887	0.387345	4.1015	4.10484e-05	9.07096e-05	28	23	47	59	23.55	18.67	58.57	69.18
PCDHGA2	26.5561	1.57702	0.481557	3.27483	0.00105724	0.00202913	15	17	33	33	12.61	13.8	41.12	38.69
PCDHGA3	17.7922	3.02736	0.685125	4.4187	9.92952e-06	2.3205e-05	6	3	21	32	5.05	2.43	26.17	37.52
PCDHGA4	27.5635	2.38972	0.508312	4.70128	2.58542e-06	6.3731e-06	12	9	35	42	10.09	7.3	43.61	49.25
PCDHGA5	21.6322	3.03778	0.634286	4.78929	1.67376e-06	4.18642e-06	2	9	34	30	1.68	7.3	42.37	35.18
PCDHGA6	28.845	2.31283	0.498969	4.63521	3.56573e-06	8.68587e-06	14	9	34	46	11.77	7.3	42.37	53.94
PCDHGA7	21.0411	0.931589	0.539517	1.72671	0.0842198	0.119721	12	23	20	26	10.09	18.67	24.92	30.49
PCDHGA8	3.45939	-0.84894	1.22939	-0.690537	0.489856	0.559135	5	6	1	3	4.2	4.87	1.25	3.52
PCDHGA9	40.244	4.00881	0.539502	7.43057	1.08128e-13	4.14329e-13	4	7	57	69	3.36	5.68	71.03	80.9
PCDHGB1	23.9162	1.43513	0.501977	2.85896	0.00425032	0.00756657	15	16	28	30	12.61	12.99	34.89	35.18
PCDHGB2	34.3139	3.00744	0.499356	6.02264	1.71599e-09	5.27393e-09	6	12	55	46	5.05	9.74	68.54	53.94
PCDHGB3	8.12348	0.986351	0.823143	1.19828	0.23081	0.293782	6	7	9	9	5.05	5.68	11.21	10.55
PCDHGB4	17.109	0.0968662	0.601623	0.161008	0.872087	0.896572	17	23	20	9	14.3	18.67	24.92	10.55
PCDHGB5	28.0373	1.19473	0.467188	2.55728	0.0105495	0.0177368	23	18	27	38	19.34	14.61	33.64	44.56
PCDHGB6	21.6528	2.7728	0.596633	4.64741	3.36128e-06	8.20722e-06	7	6	27	36	5.89	4.87	33.64	42.21
PCDHGB7	80.4275	1.70822	0.28367	6.02184	1.72447e-09	5.29812e-09	42	49	101	103	35.32	39.77	125.86	120.77
PCDHGB8P	3.07904	0.507698	1.26575	0.401105	0.688343	0.740734	4	2	4	2	3.36	1.62	4.98	2.35
PCDHGC3	647.5	1.96031	0.109314	17.9329	6.53255e-72	9.48843e-71	304	337	807	900	255.63	273.5	1005.6	1055.26
PCDHGC4	126.864	5.8494	0.483751	12.0918	1.16761e-33	8.40661e-33	5	5	219	193	4.2	4.06	272.9	226.3
PCDHGC5	133.926	4.80308	0.356661	13.4668	2.45261e-41	2.11467e-40	9	13	214	214	7.57	10.55	266.67	250.92
PCDP1	10.0692	4.2636	1.08664	3.92367	8.72094e-05	0.00018704	1	1	15	17	0.84	0.81	18.69	19.93
PCF11	266.366	-0.454255	0.157674	-2.88098	0.00396445	0.00708714	392	353	179	193	329.63	286.48	223.05	226.3
PCGF1	63.7918	0.140509	0.304013	0.46218	0.643952	0.70253	72	75	49	62	60.54	60.87	61.06	72.7
PCGF2	137.739	-0.783817	0.224244	-3.49537	0.000473404	0.000945408	191	232	69	99	160.61	188.28	85.98	116.08
PCGF3	482.929	0.28238	0.117781	2.39749	0.0165078	0.0267695	496	560	417	461	417.08	454.48	519.62	540.53
PCGF5	197.827	0.678728	0.176138	3.85338	0.000116499	0.00024708	187	181	199	204	157.25	146.89	247.97	239.19
PCGF6	24.8918	-2.01678	0.545535	-3.69687	0.000218271	0.000450935	46	51	10	6	38.68	41.39	12.46	7.04
PCID2	183.569	-1.05975	0.188806	-5.6129	1.9896e-08	5.71e-08	299	302	92	105	251.43	245.09	114.64	123.11
PCIF1	429.483	0.578778	0.125085	4.62706	3.70884e-06	9.01571e-06	417	417	390	463	350.65	338.42	485.98	542.87
PCK1	54.7558	-3.2386	0.444172	-7.29132	3.06927e-13	1.15195e-12	122	118	10	7	102.59	95.77	12.46	8.21
PCK2	319.086	-2.85501	0.176171	-16.2059	4.57958e-59	5.46993e-58	673	685	60	68	565.92	555.92	74.77	79.73
PCLO	499.043	5.16752	0.206198	25.061	1.32523e-138	4.05803e-137	26	39	778	830	21.86	31.65	969.47	973.19
PCM1	466.965	-0.131864	0.125977	-1.04673	0.295224	0.363866	542	642	334	405	455.77	521.03	416.2	474.87
PCMT1	494.861	0.843691	0.117386	7.1873	6.60875e-13	2.44739e-12	438	419	495	558	368.31	340.05	616.82	654.26
PCMTD1	93.5792	0.626127	0.251244	2.49211	0.0126988	0.02104	88	90	93	95	74	73.04	115.89	111.39
PCMTD2	267.111	0.626616	0.157584	3.97638	6.99724e-05	0.000151722	227	282	259	278	190.88	228.86	322.74	325.96
PCNA	241.635	-2.9736	0.20554	-14.4673	1.95065e-47	1.8899e-46	524	514	44	46	440.63	417.15	54.83	53.94
PCNAP1	1.83667	-0.891115	1.56925	-0.567861	0.570129	NA	2	4	1	1	1.68	3.25	1.25	1.17
PCNP	280.667	0.236084	0.14926	1.58169	0.113719	0.157013	313	311	235	268	263.2	252.4	292.83	314.23
PCNT	622.156	-0.102236	0.105036	-0.973342	0.330383	0.40117	790	769	488	505	664.31	624.1	608.1	592.12
PCNX	326.413	0.388501	0.139889	2.77721	0.00548273	0.00962482	321	364	293	320	269.93	295.41	365.11	375.21
PCNXL2	341.356	2.80861	0.15726	17.8597	2.42954e-71	3.48844e-70	105	101	483	506	88.29	81.97	601.87	593.29
PCNXL3	790.041	-0.755522	0.0968208	-7.8033	6.03076e-15	2.42752e-14	1197	1205	489	483	1006.55	977.94	609.34	566.33
PCOLCE	547.225	-3.65426	0.157878	-23.1461	1.59317e-118	3.95946e-117	1202	1254	61	72	1010.76	1017.71	76.01	84.42
PCOLCE2	49.3176	-3.61111	0.502497	-7.18633	6.65578e-13	2.46376e-12	116	105	6	6	97.54	85.21	7.48	7.04
PCOTH	1.22799	-0.0342266	1.75579	-0.0194936	0.984447	NA	2	1	1	1	1.68	0.81	1.25	1.17
PCP2	67.644	3.99038	0.419011	9.52333	1.67723e-21	8.69386e-21	6	13	103	108	5.05	10.55	128.35	126.63
PCP4	134.587	4.50991	0.333779	13.5117	1.33487e-41	1.15834e-40	11	16	194	234	9.25	12.99	241.74	274.37
PCP4L1	97.0583	6.69316	0.700408	9.55609	1.22291e-21	6.37089e-21	2	2	164	154	1.68	1.62	204.36	180.57
PCSK1	167.011	1.59597	0.201317	7.92764	2.23346e-15	9.14971e-15	88	113	198	218	74	91.71	246.73	255.61
PCSK1N	2053.48	4.53043	0.0951722	47.6025	0	0	202	210	3062	3461	169.86	170.43	3815.57	4058.08
PCSK2	280.371	3.71071	0.200074	18.5467	8.67444e-77	1.3517e-75	42	54	398	466	35.32	43.82	495.95	546.39
PCSK4	72.9458	-0.396694	0.290094	-1.36747	0.171478	0.226376	91	110	55	49	76.52	89.27	68.54	57.45
PCSK5	19.4593	0.688931	0.543643	1.26725	0.205066	0.265483	16	20	17	23	13.45	16.23	21.18	26.97
PCSK6	446.753	1.30575	0.125787	10.3806	3.03784e-25	1.75682e-24	307	316	481	574	258.16	256.46	599.38	673.02
PCSK7	248.415	-0.144255	0.158705	-0.908951	0.363376	0.434638	301	331	183	208	253.11	268.63	228.04	243.88
PCSK9	294.913	-1.40778	0.155076	-9.07805	1.10534e-19	5.39182e-19	526	511	130	137	442.31	414.71	161.99	160.63
PCTP	67.8095	-1.75236	0.33401	-5.24643	1.55076e-07	4.19189e-07	108	146	29	22	90.82	118.49	36.14	25.8
PCYOX1	321.997	-0.314872	0.141375	-2.22721	0.0259334	0.0406383	408	457	232	243	343.09	370.89	289.1	284.92
PCYOX1L	147.574	0.605374	0.205226	2.9498	0.00317985	0.00574658	151	132	140	155	126.98	107.13	174.45	181.74
PCYT1A	86.6011	-0.30667	0.262816	-1.16686	0.243267	0.307607	111	121	65	63	93.34	98.2	81	73.87
PCYT1B	106.485	1.84557	0.25033	7.37254	1.67406e-13	6.35367e-13	51	61	135	141	42.89	49.51	168.22	165.32
PCYT2	544.975	0.418251	0.110544	3.78358	0.000154591	0.000323922	538	592	503	529	452.4	480.45	626.79	620.26
PDAP1	522.441	-0.704541	0.115136	-6.1192	9.40456e-10	2.94192e-09	748	821	312	346	628.99	666.3	388.78	405.69
PDC	1.52112	0.455392	1.64047	0.277599	0.78132	NA	2	1	1	2	1.68	0.81	1.25	2.35
PDCD1	8.72442	-1.57008	0.868735	-1.80732	0.0707122	0.10215	12	20	5	2	10.09	16.23	6.23	2.35
PDCD10	61.2477	-1.17502	0.325598	-3.6088	0.000307619	0.00062595	94	112	32	30	79.04	90.9	39.88	35.18
PDCD11	449.454	-1.61756	0.131665	-12.2854	1.0857e-34	8.00069e-34	791	852	164	202	665.15	691.46	204.36	236.85
PDCD1LG2	3.8909	-1.06955	1.17388	-0.911119	0.362233	0.433527	6	7	2	2	5.05	5.68	2.49	2.35
PDCD2	179.579	-1.86289	0.204441	-9.11211	8.07972e-20	3.96218e-19	322	361	61	67	270.77	292.98	76.01	78.56
PDCD2L	56.0773	-0.757488	0.330871	-2.28938	0.0220574	0.0349706	80	91	31	38	67.27	73.85	38.63	44.56
PDCD4	172.232	-0.565936	0.190071	-2.9775	0.00290611	0.00527689	246	252	107	123	206.86	204.52	133.33	144.22
PDCD5	137.924	-0.689876	0.220931	-3.12259	0.0017927	0.00334483	208	204	98	76	174.91	165.56	122.12	89.11
PDCD6	491.303	-0.764892	0.118555	-6.45178	1.10546e-10	3.6391e-10	745	753	280	323	626.47	611.11	348.91	378.72
PDCD6IP	464.366	-0.660591	0.123664	-5.34183	9.20139e-08	2.52854e-07	639	740	282	314	537.33	600.56	351.4	368.17
PDCD7	210.479	-0.411572	0.18271	-2.2526	0.0242843	0.0382283	304	277	164	134	255.63	224.8	204.36	157.12
PDCL	113.661	-0.321633	0.232476	-1.38351	0.166509	0.220412	142	164	86	81	119.41	133.1	107.16	94.97
PDCL2	1.3293	0.949875	1.72791	0.549726	0.582507	NA	1	1	2	1	0.84	0.81	2.49	1.17
PDCL3	39.5934	-0.610521	0.396463	-1.53992	0.12358	0.169256	61	55	20	32	51.29	44.64	24.92	37.52
PDDC1	585.668	0.593367	0.107985	5.49492	3.90889e-08	1.10001e-07	560	570	587	578	470.9	462.59	731.46	677.71
PDE10A	48.6199	1.47695	0.360312	4.09908	4.14802e-05	9.16523e-05	30	32	51	68	25.23	25.97	63.55	79.73
PDE11A	14.8973	-0.902909	0.643769	-1.40254	0.160756	0.213505	29	18	9	8	24.39	14.61	11.21	9.38
PDE12	130.283	-0.213417	0.215905	-0.988476	0.32292	0.393989	164	175	91	109	137.91	142.02	113.4	127.8
PDE1A	106.955	3.06064	0.284745	10.7487	6.00956e-27	3.63725e-26	28	27	161	155	23.55	21.91	200.62	181.74
PDE1B	354.461	4.85228	0.224314	21.6316	9.05745e-104	1.93101e-102	28	29	543	592	23.55	23.54	676.63	694.13
PDE1C	82.3137	2.12548	0.28912	7.35153	1.95957e-13	7.41962e-13	35	39	107	115	29.43	31.65	133.33	134.84
PDE2A	629.694	2.69289	0.116881	23.0396	1.86934e-117	4.57454e-116	202	206	872	934	169.86	167.18	1086.6	1095.13
PDE3A	89.3042	-1.20941	0.269951	-4.48012	7.45997e-06	1.76453e-05	152	150	45	44	127.82	121.74	56.07	51.59
PDE3B	109.237	-0.796874	0.238347	-3.34333	0.000827785	0.00160596	163	173	64	68	137.07	140.4	79.75	79.73
PDE4A	475.299	2.08462	0.126889	16.4287	1.19223e-60	1.45979e-59	208	231	596	679	174.91	187.47	742.68	796.14
PDE4B	294.068	1.86579	0.156512	11.9211	9.1919e-33	6.49019e-32	157	149	390	373	132.02	120.92	485.98	437.35
PDE4C	29.5856	0.640204	0.447682	1.43004	0.152705	0.204048	24	32	25	35	20.18	25.97	31.15	41.04
PDE4D	112.101	0.0878356	0.230596	0.380906	0.703273	0.754647	132	131	97	94	111	106.32	120.87	110.22
PDE4DIP	929.944	2.83513	0.10187	27.8309	1.83336e-170	7.39499e-169	280	273	1270	1433	235.45	221.56	1582.55	1680.22
PDE5A	54.1491	-0.388264	0.342673	-1.13305	0.257195	0.323263	71	78	29	49	59.7	63.3	36.14	57.45
PDE6A	2.94066	1.22568	1.31102	0.934908	0.349836	0.421003	3	1	3	4	2.52	0.81	3.74	4.69
PDE6B	77.7781	2.19564	0.308765	7.11104	1.15172e-12	4.20913e-12	40	27	95	117	33.64	21.91	118.38	137.18
PDE6C	1.73508	0.131116	1.57496	0.0832509	0.933652	NA	1	3	2	1	0.84	2.43	2.49	1.17
PDE6D	108.743	0.737414	0.237676	3.1026	0.00191826	0.0035628	106	91	111	114	89.14	73.85	138.32	133.67
PDE6G	3.65826	-0.0431878	1.16917	-0.0369387	0.970534	0.97677	5	4	2	4	4.2	3.25	2.49	4.69
PDE6H	1.3109	0.933074	1.73243	0.538592	0.590168	NA	1	1	1	2	0.84	0.81	1.25	2.35
PDE7A	122.411	-1.51472	0.239587	-6.32221	2.57854e-10	8.30604e-10	204	236	47	58	171.54	191.53	58.57	68.01
PDE7B	51.1994	0.834542	0.341105	2.44658	0.0144218	0.0236094	42	47	48	61	35.32	38.14	59.81	71.52
PDE8A	188.312	-0.195036	0.180793	-1.07878	0.280687	0.348427	237	250	134	157	199.29	202.89	166.98	184.09
PDE8B	168.025	1.88648	0.201947	9.34148	9.49956e-21	4.81037e-20	79	94	215	223	66.43	76.29	267.91	261.47
PDE9A	65.5137	0.117629	0.301248	0.390472	0.696187	0.748166	81	71	52	61	68.11	57.62	64.8	71.52
PDF	53.3148	-1.4219	0.379934	-3.74248	0.00018221	0.000379518	110	78	16	32	92.5	63.3	19.94	37.52
