Gene	UHR_1	UHR_2	brain_1	brain_2
ARMC8	124	169	223	217
ARMC9	79	86	44	55
ARMCX1	57	72	153	172
ARMCX2	195	218	173	243
ARMCX3	244	245	352	382
ARMCX4	20	14	78	73
ARMCX5	71	99	58	79
ARMCX6	59	58	27	34
ARMS2	2	1	1	1
ARNT	316	326	154	194
ARNT2	244	253	1980	2315
ARNTL	34	32	100	100
ARNTL2	38	27	7	17
ARPC1A	837	865	422	450
ARPC1B	1999	2040	122	125
ARPC2	985	1065	402	433
ARPC3	220	242	77	99
ARPC4	853	871	637	665
ARPC5	616	612	197	235
ARPC5L	396	361	288	325
ARPM1	7	9	6	8
ARPP19	548	567	808	803
ARPP21	24	21	512	519
ARR3	1	5	2	1
ARRB1	175	200	378	387
ARRB2	281	269	362	416
ARRDC1	350	409	123	130
ARRDC2	244	222	277	298
ARRDC3	343	385	134	149
ARRDC4	76	110	63	88
ARRDC5	1	2	2	2
ARSA	256	260	229	251
ARSB	215	213	56	83
ARSD	141	155	63	56
ARSE	76	68	7	9
ARSF	1	2	7	8
ARSG	66	79	58	57
ARSI	43	26	22	25
ARSJ	39	51	19	28
ARSK	43	45	18	31
ART3	8	10	20	24
ART4	4	6	1	1
ART5	9	7	2	1
ARTN	12	20	12	18
ARV1	83	118	79	98
ARVCF	298	291	771	874
ARX	4	2	94	88
AS3MT	28	35	39	42
ASAH1	514	499	371	374
ASAH2B	2	3	1	2
ASAM	196	216	35	43
ASAP1	382	442	182	244
ASAP1IT1	1	1	2	1
ASAP2	255	295	273	249
ASAP3	188	215	137	163
ASB1	453	443	477	467
ASB11	4	3	1	1
ASB12	1	2	1	2
ASB13	245	272	296	317
ASB14	3	8	8	6
ASB16	45	43	38	45
ASB18	2	1	2	2
ASB2	23	19	29	38
ASB3	8	9	13	10
ASB4	3	7	5	6
ASB5	3	1	2	2
ASB6	359	343	349	405
ASB7	107	141	62	67
ASB8	107	115	132	147
ASB9	48	53	3	1
ASCC1	128	129	80	84
ASCC2	452	489	127	161
ASCC3	306	351	71	71
ASCL1	5	9	67	89
ASCL2	21	25	3	6
ASCL3	1	1	2	1
ASF1A	86	130	49	59
ASF1B	563	555	2	5
ASFMR1	3	3	1	4
ASGR1	517	487	77	91
ASGR2	284	336	4	8
ASH1L	420	406	683	786
ASH2L	402	386	229	263
ASIP	3	2	2	1
ASL	275	310	109	97
ASNA1	589	596	545	618
ASNS	309	340	239	253
ASNSD1	143	152	130	138
ASPA	3	4	44	47
ASPDH	8	13	190	160
ASPG	6	6	3	4
ASPH	1023	1043	460	470
ASPHD1	136	150	742	820
ASPHD2	37	50	259	260
ASPM	383	453	5	3
ASPN	1	1	1	2
ASPRV1	13	11	45	41
ASPSCR1	394	413	146	176
ASRGL1	168	178	343	373
ASS1	936	1003	151	141
ASTE1	30	27	18	15
ASTL	2	1	3	6
ASTN1	20	18	844	916
ASTN2	50	61	434	483
ASXL1	1287	1402	448	424
ASXL2	285	307	77	91
ASXL3	17	20	17	21
ASZ1	2	1	1	1
ATAD1	206	199	153	143
ATAD2	497	533	19	31
ATAD2B	85	93	22	45
ATAD3A	448	461	91	112
ATAD3B	304	294	71	93
ATAD3C	13	19	6	12
ATAD5	98	114	10	9
ATCAY	30	28	1296	1408
ATE1	66	90	77	65
ATF1	132	136	24	36
ATF2	156	159	154	163
ATF3	117	138	76	108
ATF4	1210	1256	564	600
ATF5	468	485	119	139
ATF6	228	211	62	62
ATF6B	583	644	376	351
ATF7	253	298	271	285
ATF7IP	219	216	146	147
ATF7IP2	29	38	13	13
ATG10	52	46	18	20
ATG12	136	176	116	134
ATG16L1	220	231	194	206
ATG16L2	193	214	110	101
ATG2A	480	556	471	488
ATG2B	173	223	349	380
ATG3	144	175	107	97
ATG4A	49	35	18	17
ATG4B	643	645	552	666
ATG4C	35	44	35	33
ATG4D	192	182	144	210
ATG5	136	138	82	84
ATG7	100	111	88	114
ATG9A	1144	1184	1036	1169
ATG9B	50	61	24	17
ATHL1	796	810	70	93
ATIC	898	902	188	191
ATL1	21	19	316	387
ATL2	227	268	111	128
ATL3	175	197	40	34
ATM	351	333	153	158
ATMIN	311	233	273	294
ATN1	2693	2874	4282	4502
ATOH7	4	2	20	10
ATOH8	134	123	72	84
ATOX1	230	281	119	138
ATP10A	76	85	116	117
ATP10B	34	28	94	97
ATP10D	42	53	25	35
ATP11A	895	944	515	614
ATP11B	255	276	90	109
ATP11C	108	107	24	19
ATP12A	3	1	1	3
ATP13A1	1001	964	386	440
ATP13A2	782	742	1733	1921
ATP13A3	392	387	120	155
ATP13A4	3	1	44	49
ATP13A5	1	1	1	5
ATP1A1	6650	6909	5503	6027
ATP1A2	61	71	4474	4860
ATP1A3	122	118	8409	9396
ATP1A4	3	3	14	13
ATP1B1	501	481	2871	3149
ATP1B2	45	49	3664	3947
ATP1B3	901	908	252	298
ATP2A1	68	74	11	13
ATP2A2	2660	2750	3381	3755
ATP2A3	778	818	432	480
ATP2B1	294	310	829	869
ATP2B2	19	17	3983	4410
ATP2B3	4	2	703	902
ATP2B4	984	1006	802	919
ATP2C1	316	384	308	349
ATP2C2	24	23	16	28
ATP4A	5	4	35	26
ATP4B	1	1	3	2
ATP5A1	2255	2215	1776	1954
ATP5B	5509	5878	2920	3228
ATP5C1	421	468	187	203
ATP5D	1200	1286	1153	1232
ATP5E	786	835	276	318
ATP5EP2	208	191	96	86
ATP5F1	455	482	166	184
ATP5G1	292	309	188	209
ATP5G2	1363	1441	666	682
ATP5G3	1294	1376	561	634
ATP5H	230	246	185	194
ATP5I	270	313	225	281
ATP5J	228	243	173	190
ATP5J2	569	533	284	262
ATP5L	571	657	247	301
ATP5L2	3	1	2	1
ATP5O	630	686	328	339
ATP5S	30	29	29	39
ATP5SL	327	352	191	227
ATP6AP1	1351	1418	1837	2082
ATP6AP1L	20	22	21	28
ATP6AP2	335	381	417	494
ATP6V0A1	557	616	2433	2700
ATP6V0A2	161	172	71	47
ATP6V0A4	10	13	4	3
ATP6V0B	800	782	719	817
ATP6V0C	1614	1584	3606	4049
ATP6V0D1	597	626	1147	1262
ATP6V0D2	6	8	1	1
ATP6V0E1	394	386	110	97
ATP6V0E2	382	367	2959	3189
ATP6V1A	316	349	769	794
ATP6V1B1	30	31	9	6
ATP6V1B2	463	563	1341	1464
ATP6V1C1	318	309	588	617
ATP6V1C2	57	44	13	16
ATP6V1D	185	215	287	266
ATP6V1E1	372	351	867	992
ATP6V1E2	30	25	9	13
ATP6V1F	654	687	677	709
ATP6V1G1	391	409	184	188
ATP6V1G2	8	17	1548	1655
ATP6V1H	227	231	490	507
ATP7A	118	117	12	17
ATP7B	204	217	119	125
ATP8A1	22	29	536	650
ATP8A2	9	13	220	240
ATP8B1	70	91	12	20
ATP8B2	630	620	438	455
ATP8B3	94	91	2	3
ATP8B4	5	4	10	7
ATP8B5P	20	19	11	12
ATP9A	585	599	2537	2725
ATP9B	91	97	146	191
ATPAF1	347	316	453	464
ATPAF2	111	121	63	77
ATPBD4	33	31	8	8
ATPIF1	625	625	461	546
ATR	151	184	81	76
ATRIP	145	149	36	56
ATRN	674	759	684	707
ATRNL1	50	66	405	391
ATRX	374	382	358	403
ATXN1	247	241	505	575
ATXN10	547	554	463	550
ATXN1L	482	549	258	282
ATXN2	369	444	344	376
ATXN2L	2800	3020	1253	1319
ATXN3	70	83	58	58
ATXN3L	2	3	1	1
ATXN7	209	219	113	102
ATXN7L1	56	76	59	56
ATXN7L2	87	90	90	88
ATXN7L3	625	740	1171	1288
ATXN7L3B	720	798	1185	1213
ATXN8OS	1	1	2	1
AUH	68	58	71	74
AUP1	948	1061	317	358
AURKA	391	418	5	3
AURKAIP1	750	786	511	617
AURKAPS1	16	20	4	1
AURKB	480	474	3	3
AURKC	39	36	11	11
AUTS2	264	285	292	351
AVEN	68	79	27	30
AVIL	12	15	36	37
AVL9	148	141	78	88
AVP	1	2	8	3
AVPI1	344	331	176	185
AVPR1A	6	4	3	7
AVPR1B	2	1	2	1
AVPR2	5	3	10	17
AWAT1	1	3	1	1
AXIN1	689	725	256	305
AXIN2	198	207	107	135
AXL	1006	1003	218	247
AZGP1	170	214	43	50
AZI1	390	375	115	134
AZI2	142	143	109	104
AZIN1	575	623	418	496
AZU1	8	8	3	2
B2M	2310	2518	811	894
B3GALNT1	55	54	109	104
B3GALNT2	175	212	60	69
B3GALT1	7	13	8	13
B3GALT2	4	1	84	98
B3GALT4	20	24	47	55
B3GALT5	5	3	5	2
B3GALT6	391	385	190	227
B3GALTL	66	76	45	47
B3GAT1	92	103	2602	2889
B3GAT2	2	1	33	50
B3GAT3	434	466	449	460
B3GNT1	515	483	1965	2246
B3GNT2	160	142	31	48
B3GNT3	38	48	1	1
B3GNT4	5	11	41	33
B3GNT5	30	21	11	9
B3GNT6	3	4	2	1
B3GNT7	57	52	63	56
B3GNT8	11	9	7	5
B3GNT9	194	191	81	83
B3GNTL1	46	52	22	24
B4GALNT1	96	102	409	468
B4GALNT2	1	2	1	1
B4GALNT3	98	81	35	38
B4GALNT4	659	621	1032	1150
B4GALT1	958	1005	64	87
B4GALT2	829	841	391	458
B4GALT3	407	410	157	173
B4GALT4	127	137	37	46
B4GALT5	617	643	404	416
B4GALT6	35	31	178	213
B4GALT7	252	241	149	141
B9D1	99	89	51	51
B9D2	42	35	25	31
BAALC	39	35	1281	1322
BAAT	21	14	8	4
BACE1	438	507	1007	1094
BACE2	724	733	39	44
BACH1	233	249	48	38
BACH2	54	46	79	71
BAD	206	213	307	314
BAG1	433	475	322	355
BAG2	127	116	18	20
BAG3	472	540	557	679
BAG4	68	78	78	71
BAG5	251	265	238	231
BAGE	1	2	1	1
BAHCC1	672	721	812	913
BAHD1	415	461	266	306
BAI1	70	66	990	1182
BAI2	325	298	1730	1949
BAI3	5	7	296	298
BAIAP2	270	295	1022	1103
BAIAP2L1	273	308	8	10
BAIAP2L2	116	106	62	64
BAIAP3	135	123	833	1017
BAK1	117	127	21	34
BAMBI	857	865	52	73
BANF1	375	342	148	142
BANK1	3	2	6	8
BANP	142	155	85	101
BAP1	930	946	1127	1208
BARD1	90	93	6	7
BARHL1	2	1	181	218
BARHL2	1	3	161	202
BARX1	78	70	1	1
BARX2	16	14	8	7
BASE	1	2	1	1
BASP1	932	859	2068	2325
BAT1	1911	2068	646	704
BAT2	4708	4904	2607	2866
BAT2L1	3120	3276	3426	3939
BAT2L2	1761	1959	613	689
BAT3	2790	2807	1190	1380
BAT4	256	264	116	112
BAT5	238	264	297	344
BATF	19	17	3	2
BATF2	27	16	11	6
BATF3	24	23	25	31
BAX	406	417	85	77
BAZ1A	293	281	27	26
BAZ1B	968	1059	416	524
BAZ2A	1251	1434	587	735
BAZ2B	108	91	168	201
BBC3	182	192	97	107
BBOX1	1	1	25	33
BBS1	201	218	364	401
BBS10	59	56	58	72
BBS12	26	18	22	24
BBS2	180	201	263	318
BBS4	117	115	83	70
BBS5	25	26	42	41
BBS7	63	69	95	111
BBS9	39	69	42	59
BBX	341	375	230	207
BCAM	1031	1021	213	242
BCAN	196	196	1335	1428
BCAP29	165	196	199	241
BCAP31	1059	1065	545	582
BCAR1	1006	1051	1191	1291
BCAR3	202	175	79	94
BCAS1	69	64	1187	1280
BCAS2	140	165	84	91
BCAS3	569	543	254	281
BCAS4	87	65	68	83
BCAT1	759	823	96	109
BCAT2	376	386	140	166
BCCIP	269	307	111	108
BCDIN3D	23	27	13	14
BCHE	75	84	19	19
BCKDHA	487	494	338	357
BCKDHB	65	81	58	62
BCKDK	759	783	223	272
BCL10	68	59	24	22
BCL11A	76	93	253	296
BCL11B	334	361	57	80
BCL2	116	91	88	103
BCL2A1	22	39	4	2
BCL2L1	1024	1043	800	884
BCL2L10	1	1	3	3
BCL2L11	268	301	38	33
BCL2L12	268	286	21	21
BCL2L13	322	323	272	295
BCL2L14	4	4	1	1
BCL2L15	3	2	6	5
BCL2L2	486	558	1609	1660
BCL3	235	246	54	61
BCL6	181	172	969	1008
BCL6B	14	12	13	19
BCL7A	291	281	430	425
BCL7B	354	360	323	364
BCL7C	265	268	89	100
BCL8	4	9	2	1
BCL9	410	420	261	291
BCL9L	1465	1538	714	779
BCLAF1	469	516	296	312
BCMO1	4	1	7	8
BCO2	11	7	13	23
BCOR	845	903	123	146
BCORL1	232	237	157	173
BCORL2	10	12	3	2
BCR	584	624	739	831
BCS1L	254	247	93	104
BDH1	184	166	321	380
BDH2	37	43	43	41
BDKRB1	15	13	5	4
BDKRB2	29	24	33	40
BDNF	34	35	44	54
BDNFOS	1	2	22	24
BDP1	210	209	159	201
BEAN	27	30	38	43
BECN1	237	251	153	176
BEGAIN	179	178	524	667
BEND3	183	188	32	29
BEND4	61	70	15	12
BEND5	22	32	51	56
BEND6	15	17	234	246
BEND7	31	47	24	29
BEST1	26	25	147	182
BEST2	2	2	1	3
BEST3	9	3	27	28
BEST4	5	8	19	16
BET1	56	67	17	35
BET1L	601	611	312	319
BET3L	1	2	1	1
BEX1	136	140	882	931
BEX2	34	44	490	574
BEX4	187	201	668	778
BEX5	9	7	166	169
BFAR	389	441	96	119
BFSP1	29	33	17	24
BFSP2	2	4	1	1
BGLAP	21	24	30	30
BGN	1048	1114	516	555
BHLHA15	30	26	3	6
BHLHA9	1	1	7	4
BHLHB9	22	24	181	154
BHLHE22	2	2	247	311
BHLHE23	8	11	1	2
BHLHE40	1538	1666	556	656
BHLHE41	106	125	561	613
BHMT	8	10	5	4
BHMT2	25	21	12	10
BICC1	40	50	13	14
BICD1	124	142	110	114
BICD2	630	627	514	542
BID	223	237	182	239
BIK	21	10	1	1
BIN1	254	238	1883	2096
BIN2	50	67	11	9
BIN3	181	192	57	61
BIRC2	197	211	84	88
BIRC3	45	55	11	16
BIRC5	253	284	3	1
BIRC6	627	674	343	395
BIRC7	89	57	4	3
BIVM	150	159	72	67
BLCAP	399	451	844	967
BLK	57	58	2	1
BLM	121	133	19	22
BLMH	473	458	126	136
BLNK	21	20	6	8
BLOC1S1	249	215	259	245
BLOC1S2	78	80	126	151
BLOC1S3	86	127	106	79
BLVRA	197	266	104	123
BLVRB	810	766	182	212
BLZF1	54	45	28	30
BMF	176	187	30	19
BMI1	162	214	177	244
BMP1	487	490	180	189
BMP2	123	104	19	26
BMP2K	136	115	39	53
BMP3	1	1	4	3
BMP4	221	222	39	48
BMP5	23	17	3	2
BMP6	121	111	41	37
BMP7	294	300	208	254
BMP8A	29	37	74	102
BMP8B	23	29	26	30
BMPER	19	22	76	84
BMPR1A	50	36	19	21
BMPR1B	8	5	66	76
BMPR2	209	215	393	411
BMS1	369	380	127	141
BMS1P4	12	12	6	5
BMX	4	4	1	3
BNC1	8	10	2	2
BNC2	116	129	6	7
BNIP1	56	72	33	37
BNIP2	194	198	42	47
BNIP3	416	426	164	200
BNIP3L	772	790	430	461
BNIPL	15	12	6	8
BOC	34	33	86	97
BOD1	360	342	142	171
BOD1L	470	490	408	436
BOD1P	7	6	6	4
BOK	271	303	651	691
BOKAS	5	3	2	3
BOLA1	80	84	53	85
BOLA3	84	88	27	33
BOLL	2	1	1	1
BOP1	164	150	51	56
BPGM	83	75	91	82
BPHL	107	117	52	62
BPI	3	3	3	1
BPIL1	425	471	2	1
BPNT1	105	128	53	53
BPTF	740	779	396	436
BRAF	39	61	47	48
BRAP	150	158	99	110
BRCA1	254	285	13	21
BRCA2	82	83	4	4
BRCC3	75	82	34	55
BRD1	387	405	365	387
BRD2	1854	1864	1216	1362
BRD3	503	537	344	379
BRD4	1409	1468	853	915
BRD7	129	146	51	52
BRD7P3	4	3	2	2
BRD8	459	506	309	284
BRD9	386	424	197	223
BRE	158	155	104	107
BREA2	4	5	2	4
BRF1	370	349	497	506
BRF2	130	117	94	108
BRI3	391	323	138	139
BRI3BP	109	98	51	76
BRIP1	103	112	1	3
BRIX1	192	198	34	35
BRMS1	303	263	71	106
BRMS1L	54	58	76	75
BRP44	224	263	215	267
BRP44L	119	113	236	275
BRPF1	413	422	181	228
BRPF3	488	484	430	487
BRSK1	98	98	1882	1997
BRSK2	86	80	1256	1392
BRWD1	288	308	314	316
BRWD3	161	159	50	41
BSCL2	599	589	1825	1961
BSDC1	421	494	546	604
BSG	6279	6446	2808	3267
BSN	69	63	3854	4291
BSND	5	6	2	3
BSPH1	1	1	2	1
BSPRY	49	50	69	81
BST1	11	13	9	8
BST2	774	943	98	92
BTAF1	453	506	126	148
BTBD1	338	372	297	350
BTBD10	89	121	194	187
BTBD11	91	101	112	160
BTBD12	182	167	212	239
BTBD16	3	3	7	5
BTBD17	1	4	35	35
BTBD18	2	1	3	6
BTBD19	46	44	9	11
BTBD2	1284	1244	1824	1979
BTBD3	370	375	980	1021
BTBD6	252	272	412	424
BTBD7	173	204	101	112
BTBD8	4	4	6	5
BTBD9	123	126	468	549
BTC	1	5	3	1
BTD	103	134	63	46
BTF3	1233	1263	288	266
BTF3L1	2	2	2	1
BTF3L4	55	67	47	41
BTG1	538	561	373	410
BTG2	304	300	266	275
BTG3	165	171	28	37
BTK	46	69	4	9
BTLA	2	1	1	2
BTN1A1	2	1	2	2
BTN2A1	227	256	213	272
BTN2A2	217	228	61	53
BTN2A3	24	21	4	3
BTN3A1	178	193	56	71
BTN3A2	210	247	30	33
BTN3A3	65	62	39	47
BTNL2	1	1	2	2
BTNL3	1	1	1	2
BTNL8	1	1	1	2
BTNL9	21	24	36	78
BTRC	174	181	320	351
BUB1	389	500	2	2
BUB1B	367	364	4	4
BUB3	713	803	202	220
BUD13	173	198	57	74
BUD31	233	301	126	129
BVES	47	45	43	40
BYSL	401	405	65	87
BZRAP1	72	73	1073	1197
BZW1	282	338	62	77
BZW2	443	499	45	66
C10orf10	251	280	406	447
C10orf105	2	5	45	55
C10orf107	4	4	6	2
C10orf108	11	8	8	6
C10orf11	18	26	6	8
C10orf110	22	15	22	35
C10orf111	2	3	5	3
C10orf114	39	34	38	45
C10orf116	15	16	128	155
C10orf118	36	30	48	57
C10orf119	402	441	114	116
C10orf12	42	47	17	19
C10orf125	63	74	11	8
C10orf128	10	5	6	4
C10orf129	1	2	1	2
C10orf137	122	109	63	73
C10orf140	15	11	34	24
C10orf18	413	477	140	162
C10orf2	343	390	58	69
C10orf25	26	23	10	11
C10orf26	308	321	268	306
C10orf28	100	112	31	47
C10orf32	30	38	47	53
C10orf35	48	40	186	208
C10orf46	259	252	161	170
C10orf47	98	123	13	17
C10orf54	50	61	322	351
C10orf55	5	4	1	1
C10orf57	82	98	49	54
C10orf58	186	233	280	284
C10orf62	2	2	3	5
C10orf67	2	1	2	2
C10orf68	1	2	2	1
C10orf71	11	18	1	1
C10orf72	55	52	112	134
C10orf76	149	146	135	143
C10orf78	25	19	9	8
C10orf79	1	5	5	6
C10orf81	6	6	1	1
C10orf82	5	6	4	3
C10orf84	56	71	63	64
C10orf88	34	42	28	34
C10orf90	19	22	55	56
C10orf91	2	8	1	2
C10orf93	1	2	9	6
C10orf95	45	45	36	36
C10orf96	5	3	1	1
C11orf1	70	60	22	20
C11orf10	347	370	83	124
C11orf16	1	3	1	1
C11orf17	108	120	70	88
C11orf2	1098	1050	1294	1441
C11orf20	2	1	8	20
C11orf21	3	3	3	7
C11orf24	596	616	132	167
C11orf30	239	249	99	123
C11orf31	507	499	200	229
C11orf34	1	2	2	1
C11orf35	101	91	63	76
C11orf36	1	2	1	1
C11orf41	108	135	916	979
C11orf42	2	2	13	13
C11orf45	10	13	7	5
C11orf46	79	61	65	67
C11orf48	271	309	84	69
C11orf49	156	194	352	410
C11orf51	55	57	30	28
C11orf52	11	16	19	14
C11orf54	61	56	28	44
C11orf57	202	199	125	145
C11orf58	376	404	258	287
C11orf59	509	551	359	414
C11orf61	63	48	32	30
C11orf63	17	16	19	16
C11orf65	3	2	1	2
C11orf66	18	19	17	20
C11orf67	80	92	27	31
C11orf68	578	546	710	778
C11orf70	1	2	4	3
C11orf71	37	49	36	46
C11orf73	89	94	34	34
C11orf74	24	18	16	28
C11orf75	59	54	18	26
C11orf80	111	109	64	79
C11orf82	92	68	4	3
C11orf83	285	276	96	95
C11orf84	554	582	194	174
C11orf85	2	1	3	1
C11orf86	54	57	1	1
C11orf87	3	1	291	323
C11orf88	1	2	1	3
C11orf9	344	378	1829	1912
C11orf90	1	1	2	7
C11orf91	2	4	3	3
C11orf93	16	26	6	8
C11orf94	1	2	2	2
C11orf95	286	303	284	325
C12orf10	353	348	270	310
C12orf11	220	263	34	28
C12orf12	1	2	1	1
C12orf23	209	229	66	68
C12orf24	153	171	99	89
C12orf26	13	10	8	6
C12orf29	65	62	53	80
C12orf32	265	240	38	35
C12orf34	80	78	416	444
C12orf35	223	206	50	61
C12orf36	1	2	1	1
C12orf39	1	2	3	8
C12orf4	74	57	65	56
C12orf40	1	2	1	1
C12orf41	180	199	61	77
C12orf42	2	2	2	2
C12orf43	96	84	87	100
C12orf44	422	423	216	245
C12orf45	56	47	12	13
C12orf47	132	174	81	97
C12orf48	63	54	3	5
C12orf49	161	161	136	156
C12orf5	68	78	52	54
C12orf51	638	650	2163	2396
C12orf52	274	291	189	212
C12orf53	80	82	921	1088
C12orf54	1	1	3	1
C12orf56	2	2	2	3
C12orf57	804	835	578	664
C12orf59	3	7	1	4
C12orf60	11	6	1	2
C12orf61	8	3	1	2
C12orf62	149	154	148	156
C12orf63	1	1	1	2
C12orf64	3	5	9	10
C12orf65	90	90	54	67
C12orf66	31	44	27	18
C12orf67	3	4	1	3
C12orf68	12	4	323	420
C12orf69	1	3	1	1
C12orf70	3	2	2	1
C12orf71	2	3	2	1
C12orf72	4	5	8	9
C12orf73	52	70	26	43
C12orf75	220	206	18	24
C12orf76	53	64	194	206
C13orf1	58	66	144	161
C13orf15	16	18	447	493
C13orf16	4	4	19	12
C13orf18	11	9	20	23
C13orf23	378	396	141	160
C13orf26	1	1	1	2
C13orf27	59	48	11	13
C13orf29	58	64	3	9
C13orf30	1	2	1	1
C13orf31	17	15	62	69
C13orf33	3	4	8	5
C13orf34	67	79	5	6
C13orf36	1	2	51	37
C13orf37	106	85	62	65
C13orf38	5	6	2	3
C13orf39	1	1	6	6
C14orf1	231	263	135	148
C14orf101	57	68	44	49
C14orf102	88	98	66	96
C14orf104	150	145	48	56
C14orf106	97	109	6	13
C14orf109	79	82	32	33
C14orf115	73	65	1	1
C14orf118	91	89	45	49
C14orf119	275	351	85	70
C14orf126	43	52	33	43
C14orf128	18	25	30	32
C14orf129	51	69	53	70
C14orf132	149	185	1983	2172
C14orf135	213	215	86	74
C14orf138	41	41	45	46
C14orf139	47	50	28	30
C14orf142	41	49	18	19
C14orf143	20	22	6	9
C14orf145	58	50	10	10
C14orf147	280	317	96	82
C14orf148	5	3	1	2
C14orf149	69	95	28	22
C14orf153	90	88	67	63
C14orf156	230	234	81	86
C14orf159	196	196	405	444
C14orf162	1	1	34	38
C14orf166	486	471	110	127
C14orf167	63	69	46	51
C14orf169	148	136	80	124
C14orf174	3	7	6	5
C14orf176	10	6	2	3
C14orf178	1	2	2	3
C14orf179	54	45	39	53
C14orf180	1	3	2	8
C14orf181	51	44	4	6
C14orf182	6	4	1	1
C14orf183	2	1	1	2
C14orf19	21	13	9	15
C14orf2	371	411	361	427
C14orf21	192	193	122	101
C14orf23	1	1	10	7
C14orf28	12	19	6	12
C14orf33	13	15	3	1
C14orf34	16	29	1	1
C14orf37	12	8	60	68
C14orf38	1	1	7	15
C14orf39	5	7	1	1
C14orf4	1054	1064	838	912
C14orf43	547	522	326	400
C14orf45	14	15	22	21
C14orf49	34	26	22	39
C14orf50	2	1	1	2
C14orf64	7	5	1	2
C14orf68	4	9	3	1
C14orf70	1	1	3	2
C14orf73	59	80	1	4
C14orf79	73	67	47	43
C14orf80	251	259	72	102
C14orf86	1	1	7	5
C14orf93	100	111	23	29
C15orf17	384	402	458	480
C15orf2	2	1	2	2
C15orf21	1	3	1	1
C15orf23	192	189	29	41
C15orf24	350	369	203	244
C15orf26	14	22	2	4
C15orf27	11	15	218	231
C15orf28	7	10	5	4
C15orf29	29	30	35	29
C15orf33	4	4	3	6
C15orf34	6	7	2	1
C15orf37	55	35	36	41
C15orf38	115	94	142	144
C15orf39	814	827	54	69
C15orf40	48	49	20	20
C15orf41	55	55	20	25
C15orf42	379	397	1	2
C15orf44	272	283	58	77
C15orf48	1	3	2	1
C15orf5	1	2	1	1
C15orf51	4	5	3	4
C15orf52	154	166	112	132
C15orf54	1	2	1	1
C15orf55	1	2	4	1
C15orf56	1	2	7	3
C15orf57	56	61	59	56
C15orf58	17	16	19	29
C15orf59	28	18	420	458
C15orf60	1	1	2	1
C15orf61	99	100	106	104
C15orf62	20	23	37	50
C15orf63	300	298	176	191
C16orf11	11	7	660	774
C16orf13	601	589	409	482
C16orf3	7	15	8	9
C16orf42	404	387	263	311
C16orf45	283	281	1454	1646
C16orf46	18	22	42	32
C16orf48	195	215	126	137
C16orf5	321	346	1742	1978
C16orf52	78	77	109	151
C16orf53	550	518	526	560
C16orf54	18	20	5	3
C16orf55	92	96	33	44
C16orf57	389	441	179	221
C16orf58	779	797	485	518
C16orf59	201	232	17	18
C16orf61	97	124	48	51
C16orf62	193	223	236	244
C16orf63	148	145	57	49
C16orf68	125	101	55	63
C16orf7	186	205	372	400
C16orf70	192	192	135	154
C16orf71	8	9	13	11
C16orf72	298	332	188	205
C16orf73	47	35	1	2
C16orf74	39	45	5	5
C16orf75	238	240	10	14
C16orf79	54	46	117	117
C16orf80	266	267	183	180
C16orf81	4	5	20	36
C16orf86	23	33	79	100
C16orf87	46	55	15	20
C16orf88	229	242	65	45
C16orf89	22	19	76	80
C16orf90	2	1	1	1
C16orf91	95	87	43	50
C16orf92	1	1	2	1
C16orf93	40	54	11	11
C17orf100	36	34	27	35
C17orf101	331	332	115	162
C17orf102	1	1	23	25
C17orf103	146	123	123	158
C17orf104	13	15	4	6
C17orf105	1	1	1	2
C17orf106	87	92	32	45
C17orf107	9	7	92	91
C17orf108	23	25	193	173
C17orf28	157	158	1138	1268
C17orf37	205	206	203	196
C17orf39	141	169	127	134
C17orf42	43	46	12	20
C17orf44	6	7	3	4
C17orf46	5	3	2	1
C17orf47	4	2	2	1
C17orf48	26	24	11	16
C17orf49	203	262	177	198
C17orf50	2	1	4	3
C17orf51	141	173	535	540
C17orf53	115	118	9	11
C17orf55	38	38	2	2
C17orf56	225	217	106	144
C17orf57	15	11	2	3
C17orf58	107	118	52	48
C17orf59	88	95	113	133
C17orf60	3	5	2	1
C17orf61	120	131	44	66
C17orf62	492	498	265	274
C17orf63	298	308	242	270
C17orf64	1	2	1	1
C17orf65	97	85	23	25
C17orf66	3	1	1	2
C17orf67	6	4	1	2
C17orf68	203	210	259	280
C17orf69	32	44	76	84
C17orf70	642	613	271	306
C17orf71	195	226	67	78
C17orf72	11	20	19	25
C17orf73	2	1	1	1
C17orf74	2	4	1	1
C17orf75	59	71	49	57
C17orf76	46	37	67	72
C17orf77	3	1	1	1
C17orf78	1	3	1	2
C17orf79	245	246	267	315
C17orf80	160	180	97	90
C17orf81	307	304	205	239
C17orf82	9	9	1	1
C17orf85	252	203	112	117
C17orf86	118	111	40	55
C17orf87	1	1	3	2
C17orf88	1	1	2	2
C17orf89	185	171	97	129
C17orf90	203	259	93	103
C17orf91	58	66	28	40
C17orf95	163	145	40	35
C17orf96	342	376	133	152
C17orf97	26	33	35	33
C17orf98	1	2	1	1
C17orf99	11	17	1	1
C18orf1	96	109	470	506
C18orf10	429	471	263	294
C18orf16	1	2	3	5
C18orf18	39	36	40	27
C18orf19	210	222	40	51
C18orf2	10	8	1	1
C18orf21	48	63	25	32
C18orf22	208	220	113	96
C18orf25	170	174	131	141
C18orf32	64	56	197	192
C18orf34	1	1	3	1
C18orf45	67	66	27	35
C18orf54	34	45	11	10
