Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm	UHR_1.rlog	UHR_2.rlog	brain_1.rlog	brain_2.rlog
MYLK3	16.6101	-0.553751	0.5854	-0.945401	0.344454	0.415781	25	23	13	9	21.02	18.67	16.2	10.55	4.36	4.2	4.02	3.47
MYLK4	8.50656	1.71805	0.810257	2.11024	0.0348376	0.0535067	4	5	11	11	3.36	4.06	13.71	12.9	1.98	2.18	3.63	3.56
MYLPF	1.72402	0.096126	1.38187	0.0695613	0.944543	NA	2	2	1	2	1.68	1.62	1.25	2.35	0.76	0.73	0.57	1.01
MYNN	64.8197	-0.0354817	0.299394	-0.118511	0.905663	0.923232	75	84	51	55	63.07	68.17	63.55	64.49	5.98	6.09	5.99	6.01
MYO10	951.019	-0.855534	0.089138	-9.59765	8.17889e-22	4.3251e-21	1458	1509	530	591	1226.03	1224.66	660.43	692.96	10.26	10.26	9.37	9.44
MYO15A	40.5992	2.93399	0.45397	6.42822	1.29107e-10	4.27578e-10	8	14	49	71	6.73	11.36	61.06	83.25	2.92	3.58	5.88	6.32
MYO15B	269.857	1.22876	0.157491	7.80167	6.10922e-15	2.48418e-14	206	184	295	332	173.22	149.33	367.6	389.28	7.44	7.23	8.52	8.6
MYO16	44.7348	3.66049	0.481921	7.51036	5.89629e-14	2.30415e-13	11	4	63	75	9.25	3.25	78.5	87.94	3.3	2.06	6.24	6.4
MYO18A	1056.01	1.00226	0.0864047	11.5995	4.14441e-31	2.8339e-30	825	878	1086	1249	693.74	712.56	1353.27	1464.47	9.44	9.48	10.4	10.52
MYO18B	17.1106	-3.47575	0.78754	-4.23512	2.28426e-05	5.18294e-05	38	39	2	2	31.95	31.65	2.49	2.35	4.87	4.86	1.79	1.72
MYO19	431.779	-2.49268	0.147668	-16.8716	7.27936e-64	9.37765e-63	827	951	106	109	695.42	771.8	132.09	127.8	9.44	9.59	7.06	7.01
MYO1A	5.87689	-1.37332	0.963959	-1.41276	0.157727	0.210215	13	8	3	2	10.93	6.49	3.74	2.35	3.25	2.63	2.03	1.59
MYO1B	200.59	-2.04446	0.197092	-10.3663	3.53028e-25	2.06405e-24	373	410	64	65	313.65	332.74	79.75	76.21	8.29	8.37	6.33	6.27
MYO1C	634.969	-1.86666	0.113529	-16.4395	9.97667e-61	1.23492e-59	1164	1251	215	237	978.8	1015.27	267.91	277.89	9.93	9.99	8.07	8.12
MYO1D	359.854	-0.448772	0.134217	-3.34356	0.000827109	0.00161017	500	506	236	268	420.45	410.65	294.08	314.23	8.71	8.68	8.2	8.3
MYO1E	315.388	-1.31422	0.148343	-8.85794	8.15076e-19	3.89788e-18	530	560	147	152	445.68	454.48	183.18	178.22	8.8	8.82	7.52	7.48
MYO1F	52.6607	0.151472	0.335138	0.451973	0.651288	0.70921	53	68	41	51	44.57	55.19	51.09	59.8	5.49	5.78	5.68	5.9
MYO1G	334.21	-4.20738	0.226889	-18.466	3.87419e-76	5.98385e-75	789	746	31	25	663.47	605.43	38.63	29.31	9.36	9.23	5.31	4.93
MYO1H	2.04287	0.427797	1.32791	0.32227	0.747248	NA	3	1	2	2	2.52	0.81	2.49	2.35	1.17	0.36	1.15	1.1
MYO3A	2.55025	-0.715561	1.25251	-0.568284	0.569842	0.636233	4	4	1	2	3.36	3.25	1.25	2.35	1.59	1.55	0.81	1.26
MYO3B	8.01833	-2.2806	0.919723	-2.42499	0.0153089	0.0250079	18	15	1	3	15.14	12.17	1.25	3.52	3.73	3.45	1.16	2
MYO5A	1281.43	1.97747	0.0813005	24.3219	1.15024e-130	3.23431e-129	611	645	1640	1744	513.79	523.46	2043.61	2044.87	9.01	9.03	11	11
MYO5B	57.7902	-1.36803	0.338416	-4.03882	5.3721e-05	0.000118326	108	94	26	27	90.82	76.29	32.4	31.66	6.48	6.24	5.04	5.01
MYO5C	91.4545	0.0905437	0.260509	0.347568	0.728165	0.776113	119	95	78	78	100.07	77.1	97.2	91.46	6.64	6.27	6.6	6.51
MYO6	254.945	0.860114	0.158251	5.43504	5.47843e-08	1.54145e-07	225	213	254	291	189.2	172.86	316.51	341.2	7.57	7.44	8.3	8.41
MYO7A	63.1032	0.683692	0.303519	2.2525	0.0242908	0.0383141	56	61	62	67	47.09	49.51	77.26	78.56	5.57	5.64	6.26	6.29
MYO7B	34.6916	-2.35516	0.497755	-4.70596	2.52669e-06	6.27061e-06	75	66	14	4	63.07	53.56	17.45	4.69	5.92	5.7	4.16	2.55
MYO9A	125.194	0.893287	0.221009	4.04168	5.30702e-05	0.000117069	98	114	126	144	82.41	92.52	157.01	168.84	6.37	6.54	7.29	7.39
MYO9B	1087.62	-0.0920188	0.0849414	-1.08332	0.278666	0.346232	1339	1379	806	939	1125.96	1119.15	1004.36	1100.99	10.14	10.13	9.97	10.1
MYOC	1.3293	0.81223	1.47801	0.548102	0.583622	NA	1	1	2	1	0.84	0.81	2.49	1.17	0.08	0.05	0.8	0.27
MYOCD	3.36455	1.80479	1.18632	1.50008	0.133592	0.181594	1	2	6	3	0.84	1.62	7.48	3.52	0.52	0.97	2.48	1.68
MYOD1	1.72402	0.096126	1.38187	0.0695613	0.944543	NA	2	2	1	2	1.68	1.62	1.25	2.35	0.76	0.73	0.57	1.01
MYOF	300.602	-3.19819	0.193079	-16.5368	1.99187e-61	2.49104e-60	629	685	52	45	528.92	555.92	64.8	52.76	9.04	9.11	6.04	5.75
MYOG	2.85013	2.06534	1.26778	1.58753	0.112392	0.155608	1	1	5	3	0.84	0.81	6.23	3.52	0.42	0.39	2.16	1.57
MYOM1	47.3296	2.91826	0.411163	7.06503	1.60585e-12	5.87739e-12	13	13	66	73	10.93	10.55	82.24	85.59	3.54	3.49	6.32	6.37
MYOM2	95.6496	3.86124	0.346962	11.057	2.02856e-28	1.28681e-27	13	16	126	172	10.93	12.99	157.01	201.67	3.56	3.78	7.27	7.62
MYOM3	20.1756	-3.18098	0.695342	-4.46126	8.14804e-06	1.93171e-05	44	45	2	4	37	36.52	2.49	4.69	5.11	5.09	1.84	2.45
MYOT	12.2872	2.53054	0.745394	3.35778	0.000785698	0.00153329	5	3	20	15	4.2	2.43	24.92	17.59	2.25	1.67	4.48	4.02
MYOZ1	3.9511	0.992465	1.0689	0.926642	0.354113	0.425223	3	3	4	5	2.52	2.43	4.98	5.86	1.51	1.48	2.19	2.37
MYOZ2	3.10647	2.20914	1.24568	1.72171	0.0851215	0.120974	1	1	3	6	0.84	0.81	3.74	7.04	0.44	0.41	1.66	2.34
MYOZ3	14.1861	0.512169	0.644432	0.794751	0.426758	0.499194	18	10	9	19	15.14	8.12	11.21	22.28	3.9	3.11	3.52	4.4
MYPN	41.1911	-4.50012	0.658617	-6.51282	7.37513e-11	2.47663e-10	95	97	4	1	79.89	78.72	4.98	1.17	6.25	6.23	2.56	1.34
MYPOP	241.863	2.04251	0.170904	11.948	6.65376e-33	4.74581e-32	116	112	309	336	97.54	90.9	385.05	393.97	6.62	6.52	8.58	8.61
MYRIP	168.096	5.56003	0.385441	14.1369	2.2489e-45	2.11691e-44	5	11	259	287	4.2	8.93	322.74	336.51	2.41	3.29	8.31	8.37
MYSM1	40.0734	-0.236036	0.383228	-0.615866	0.537983	0.607273	56	49	26	35	47.09	39.77	32.4	41.04	5.55	5.31	5.03	5.36
MYST1	315.121	0.486056	0.144713	3.35876	0.000782944	0.00152809	302	334	275	335	253.95	271.06	342.68	392.79	7.99	8.08	8.42	8.62
MYST2	255.656	0.284063	0.163385	1.73862	0.0821023	0.117129	255	304	205	261	214.43	246.72	255.45	306.03	7.75	7.95	8	8.26
MYST3	560.647	0.255288	0.108719	2.34815	0.018867	0.0303957	594	644	492	518	499.49	522.65	613.08	607.36	8.96	9.03	9.26	9.25
MYST4	260.871	0.656755	0.15419	4.25937	2.05006e-05	4.66904e-05	244	246	250	279	205.18	199.65	311.53	327.13	7.68	7.64	8.28	8.35
MYT1	279.22	5.32597	0.283003	18.6388	1.55634e-77	2.46903e-76	14	18	431	472	11.77	14.61	537.07	553.43	3.67	3.95	9.05	9.1
MYT1L	615.259	8.68729	0.53162	15.0009	7.24291e-51	7.54208e-50	4	2	951	1084	3.36	1.62	1185.04	1271.01	2.21	1.6	10.2	10.3
MZF1	426.129	0.803367	0.126264	6.36255	1.9843e-10	6.49199e-10	387	364	418	480	325.43	295.41	520.87	562.81	8.35	8.21	9.02	9.13
N4BP1	334.077	0.5223	0.137369	3.80218	0.00014343	0.000302989	318	346	321	331	267.41	280.8	400	388.1	8.06	8.13	8.64	8.6
N4BP2	40.1373	-2.07791	0.432945	-4.78295	1.72744e-06	4.3411e-06	80	78	9	16	67.27	63.3	11.21	18.76	6.03	5.95	3.61	4.27
N4BP2L1	68.1579	2.30151	0.325827	7.05348	1.74499e-12	6.36805e-12	22	33	94	94	18.5	26.78	117.13	110.22	4.27	4.77	6.84	6.76
N4BP2L2	137.36	0.333719	0.231299	1.44281	0.149073	0.20054	158	136	98	157	132.86	110.37	122.12	184.09	7.05	6.79	6.93	7.52
N4BP3	214.471	0.447473	0.169529	2.63951	0.00830256	0.0142193	225	214	194	216	189.2	173.68	241.74	253.26	7.57	7.44	7.92	7.98
N6AMT1	62.9251	-0.176996	0.308005	-0.57463	0.565541	0.632803	76	86	42	56	63.91	69.79	52.34	65.66	6	6.12	5.72	6.04
N6AMT2	18.7327	0.650762	0.543004	1.19838	0.230768	0.294007	17	18	20	18	14.3	14.61	24.92	21.11	3.87	3.9	4.6	4.38
NAA10	400.04	-0.752782	0.128609	-5.85301	4.82758e-09	1.45867e-08	602	614	239	254	506.22	498.3	297.82	297.82	8.98	8.96	8.22	8.22
NAA11	8.45357	-2.34906	0.907112	-2.53103	0.0113727	0.0190496	17	18	3	1	14.3	14.61	3.74	1.17	3.67	3.7	2.08	1.11
NAA15	193.418	-1.16335	0.186668	-6.23098	4.63515e-10	1.48735e-09	314	334	103	94	264.04	271.06	128.35	110.22	8.04	8.08	7.01	6.79
NAA16	55.1827	-0.263773	0.324753	-0.812173	0.416692	0.489442	70	76	39	44	58.86	61.68	48.6	51.59	5.88	5.94	5.61	5.69
NAA20	180.021	-0.530982	0.188109	-2.82259	0.00476378	0.00844807	243	273	110	134	204.34	221.56	137.07	157.12	7.67	7.79	7.1	7.3
NAA25	142.355	-0.769923	0.209155	-3.68067	0.000232626	0.000480954	211	224	84	90	177.43	181.79	104.67	105.53	7.47	7.5	6.72	6.73
NAA30	142.238	0.890158	0.206119	4.31852	1.57081e-05	3.62032e-05	118	123	151	155	99.23	99.82	188.16	181.74	6.64	6.65	7.55	7.5
NAA35	80.1549	-0.325361	0.27698	-1.1746	0.240154	0.304549	112	104	50	68	94.18	84.4	62.31	79.73	6.55	6.4	5.97	6.32
NAA38	172.616	-0.0917461	0.192682	-0.47615	0.633968	0.694332	193	239	128	149	162.29	193.96	159.5	174.7	7.34	7.6	7.32	7.45
NAA40	224.219	-0.923224	0.172182	-5.36135	8.26026e-08	2.2969e-07	330	382	125	131	277.5	310.02	155.76	153.6	8.11	8.27	7.29	7.27
NAA50	390.043	-1.10445	0.133876	-8.24912	1.59566e-16	6.93864e-16	637	653	188	222	535.65	529.95	234.27	260.3	9.06	9.05	7.88	8.03
NAAA	54.8034	0.0389749	0.324697	0.120035	0.904455	0.922435	61	70	44	48	51.29	56.81	54.83	56.28	5.68	5.83	5.78	5.81
NAALAD2	17.5768	0.570934	0.55794	1.02327	0.306182	0.375815	17	17	16	19	14.3	13.8	19.94	22.28	3.86	3.81	4.3	4.45
NAALADL1	16.8232	0.40457	0.577222	0.700905	0.483362	0.553378	14	21	13	19	11.77	17.04	16.2	22.28	3.6	4.09	4.02	4.44
NAALADL2	6.55625	0.83718	0.891117	0.938975	0.347744	0.419009	5	6	10	4	4.2	4.87	12.46	4.69	2.18	2.34	3.45	2.31
NAB1	175.661	0.673526	0.190826	3.52949	0.000416354	0.000840371	145	183	169	189	121.93	148.52	210.59	221.61	6.94	7.22	7.72	7.79
NAB2	470.774	0.550296	0.117702	4.67532	2.93493e-06	7.23465e-06	454	471	437	490	381.77	382.25	544.55	574.53	8.58	8.58	9.09	9.16
NACA	999.247	-1.06269	0.0885091	-12.0062	3.29833e-33	2.37767e-32	1597	1676	534	536	1342.91	1360.19	665.42	628.47	10.39	10.41	9.38	9.3
NACA2	194.801	-0.987918	0.182935	-5.39961	6.67875e-08	1.86839e-07	299	329	102	114	251.43	267.01	127.1	133.67	7.97	8.06	7	7.07
NACAD	762.673	5.3576	0.176408	30.2625	3.57362e-201	1.79664e-199	45	42	1171	1296	37.84	34.09	1459.19	1519.58	5.28	5.13	10.5	10.56
NACAP1	34.4649	-0.391527	0.4224	-0.926763	0.35405	0.425208	40	55	29	20	33.64	44.64	36.14	23.45	5.07	5.46	5.17	4.58
NACC1	1048.09	-0.29826	0.0864852	-3.44867	0.000563349	0.0011174	1376	1424	718	840	1157.07	1155.67	894.7	984.91	10.18	10.17	9.81	9.94
NACC2	199.841	2.15978	0.192534	11.2132	3.51187e-29	2.2721e-28	97	79	263	278	81.57	64.11	327.72	325.96	6.36	6.02	8.35	8.34
NADK	357.324	-1.21665	0.143457	-8.48	2.25193e-17	1.01418e-16	620	590	159	197	521.36	478.83	198.13	230.99	9.02	8.9	7.64	7.85
NADSYN1	255.861	-0.786487	0.159811	-4.92101	8.61007e-07	2.21644e-06	384	401	142	169	322.9	325.44	176.95	198.16	8.33	8.34	7.47	7.63
NAE1	148.693	-1.32841	0.213613	-6.21673	5.07611e-10	1.62499e-09	246	270	63	77	206.86	219.12	78.5	90.28	7.69	7.77	6.31	6.5
NAF1	54.549	-0.863325	0.338394	-2.55023	0.0107653	0.0181204	84	87	26	38	70.64	70.61	32.4	44.56	6.13	6.13	5.05	5.49
NAGA	219.765	-1.49795	0.179135	-8.35975	6.28526e-17	2.77716e-16	381	406	87	103	320.38	329.5	108.41	120.77	8.32	8.36	6.77	6.92
NAGK	193.314	0.649908	0.177163	3.6684	0.000244069	0.000503756	182	182	191	200	153.04	147.71	238.01	234.5	7.26	7.21	7.89	7.87
NAGLU	268.383	-1.8945	0.169439	-11.1765	5.31446e-29	3.41817e-28	511	514	85	103	429.7	417.15	105.92	120.77	8.74	8.7	6.74	6.92
NAGPA	192.802	0.572092	0.180778	3.16461	0.00155291	0.00293109	185	190	200	181	155.57	154.2	249.22	212.23	7.28	7.27	7.96	7.73
NAGS	18.8097	-0.209666	0.552938	-0.379125	0.704595	0.755905	25	24	10	19	21.02	19.48	12.46	22.28	4.38	4.28	3.7	4.45
NAIF1	91.3124	-0.821472	0.260796	-3.14918	0.00163727	0.00308402	132	151	53	56	111	122.55	66.04	65.66	6.79	6.93	6.05	6.05
NAIP	2.51317	0.439404	1.25387	0.350317	0.726101	0.774337	2	3	1	4	1.68	2.43	1.25	4.69	0.94	1.25	0.76	1.86
NALCN	186.173	3.94692	0.253793	15.4954	3.72734e-54	4.10031e-53	32	22	270	310	26.91	17.85	336.45	363.48	4.79	4.23	8.38	8.49
NAMPT	133.085	-0.815232	0.227075	-3.58962	0.000331161	0.000674312	193	219	64	96	162.29	177.73	79.75	112.56	7.34	7.47	6.33	6.82
NANOG	2.25712	-1.14574	1.31984	-0.856091	0.391948	0.463667	4	4	1	1	3.36	3.25	1.25	1.17	1.5	1.47	0.71	0.67
NANOS1	61.0491	0.308691	0.307404	1.0042	0.315281	0.385849	63	69	53	59	52.98	56	66.04	69.18	5.73	5.81	6.04	6.11
NANOS2	1.51379	0.404298	1.43013	0.282614	0.777473	NA	1	2	1	2	0.84	1.62	1.25	2.35	0.2	0.62	0.44	0.89
NANOS3	24.4769	3.0504	0.57453	5.2539	1.48912e-07	4.05843e-07	5	7	33	40	4.2	5.68	41.12	46.9	2.32	2.66	5.28	5.46
NANP	45.2479	-2.34931	0.418065	-5.59544	2.20067e-08	6.3352e-08	90	94	12	12	75.68	76.29	14.95	14.07	6.21	6.22	3.98	3.9
NANS	271.76	-1.52322	0.16273	-9.35816	8.11398e-21	4.15552e-20	488	489	106	126	410.36	396.86	132.09	147.74	8.68	8.63	7.05	7.21
NAP1L1	796.603	-1.2626	0.0992381	-12.7223	4.44805e-37	3.4912e-36	1306	1419	363	413	1098.21	1151.62	452.34	484.25	10.1	10.17	8.82	8.92
NAP1L2	366.421	5.36915	0.251338	21.2002	9.50529e-100	1.95064e-98	20	21	592	592	16.82	17.04	737.69	694.13	4.15	4.17	9.51	9.43
NAP1L3	484.026	5.58236	0.23216	23.8772	5.29006e-126	1.41278e-124	23	24	751	820	19.34	19.48	935.82	961.46	4.35	4.35	9.86	9.9
NAP1L4	785.624	0.0176795	0.0960616	0.184043	0.853979	0.881785	931	960	605	705	782.87	779.11	753.89	826.62	9.61	9.61	9.56	9.69
NAP1L5	436.373	4.1481	0.174369	23.7442	1.26033e-124	3.3154e-123	49	63	668	700	41.2	51.13	832.4	820.76	5.4	5.7	9.69	9.67
NAP1L6	4.61798	2.30479	1.11566	2.02128	0.0432509	0.0653644	2	1	10	3	1.68	0.81	12.46	3.52	1.05	0.52	3.21	1.76
NAPA	1077.51	1.86363	0.091995	20.257	3.08105e-91	5.70856e-90	512	613	1329	1472	430.54	497.49	1656.07	1725.94	8.75	8.96	10.69	10.75
NAPB	1529.34	5.248	0.125878	41.6268	0	0	80	109	2334	2604	67.27	88.46	2908.4	3053.23	6.09	6.48	11.5	11.57
NAPEPLD	144.29	1.875	0.215468	8.69883	3.35321e-18	1.56269e-17	75	74	179	197	63.07	60.06	223.05	230.99	5.99	5.92	7.79	7.84
NAPG	227.745	1.6708	0.172306	9.69515	3.16177e-22	1.69549e-21	131	132	265	310	110.16	107.13	330.22	363.48	6.79	6.75	8.36	8.5
NAPRT1	263.684	-0.619481	0.15905	-3.8947	9.83213e-05	0.000210666	406	367	165	179	341.4	297.85	205.61	209.88	8.41	8.22	7.69	7.72
NAPSA	6.97524	0.299017	0.870767	0.343404	0.731295	0.778645	9	6	3	10	7.57	4.87	3.74	11.73	2.88	2.37	2.1	3.4
NAPSB	17.187	4.3712	0.84467	4.83787	1.31237e-06	3.32902e-06	2	1	24	31	1.68	0.81	29.91	36.35	1.27	0.73	4.74	5.01
NARF	471.637	-0.849806	0.12484	-6.80685	9.97554e-12	3.50763e-11	722	748	246	312	607.13	607.05	306.54	365.83	9.24	9.24	8.26	8.52
NARFL	272.898	0.837073	0.151754	5.51592	3.46958e-08	9.88267e-08	233	241	272	308	195.93	195.59	338.94	361.13	7.62	7.61	8.4	8.49
NARG2	101.652	-1.1726	0.256726	-4.56583	4.97534e-06	1.20244e-05	152	190	52	51	127.82	154.2	64.8	59.8	6.99	7.26	6.03	5.92
NARS	676.159	0.127127	0.103259	1.23115	0.218268	0.27991	757	808	598	569	636.56	655.75	745.17	667.16	9.31	9.36	9.54	9.38
NARS2	117.598	-1.26517	0.237234	-5.33098	9.76834e-08	2.70084e-07	189	214	56	58	158.93	173.68	69.78	68.01	7.3	7.43	6.14	6.1
NASP	622.298	-1.97355	0.121862	-16.192	5.74757e-59	6.93582e-58	1107	1299	190	228	930.87	1054.23	236.76	267.33	9.86	10.04	7.89	8.07
NAT1	9.30406	-2.17358	0.879232	-2.43219	0.0150077	0.0245571	10	28	3	2	8.41	22.72	3.74	2.35	3.03	4.3	2.1	1.65
NAT10	409.436	-1.08999	0.12978	-8.39806	4.53898e-17	2.01929e-16	652	698	208	225	548.26	566.48	259.19	263.82	9.1	9.14	8.02	8.05
NAT14	323.896	0.985085	0.14147	6.96306	3.32968e-12	1.19989e-11	254	272	359	353	213.59	220.75	447.35	413.9	7.74	7.79	8.8	8.69
NAT15	545.092	0.290325	0.111522	2.6033	0.00923312	0.0157194	571	617	462	532	480.15	500.74	575.7	623.78	8.91	8.97	9.17	9.28
NAT2	1.74241	0.109534	1.37966	0.0794407	0.936682	NA	2	2	2	1	1.68	1.62	2.49	1.17	0.76	0.73	1.06	0.53
NAT6	88.5411	-0.103571	0.259448	-0.399195	0.68975	0.742066	110	112	74	67	92.5	90.9	92.21	78.56	6.53	6.51	6.53	6.3
NAT8	2.98147	0.0692378	1.18961	0.0582312	0.953564	0.962894	3	4	4	1	2.52	3.25	4.98	1.17	1.38	1.62	2.03	0.82
NAT8B	1.3293	0.81223	1.47801	0.548102	0.583622	NA	1	1	2	1	0.84	0.81	2.49	1.17	0.08	0.05	0.8	0.27
NAT8L	2893.34	4.06864	0.0752631	54.0459	0	0	384	403	4385	4656	322.9	327.06	5464.16	5459.24	8.34	8.36	12.41	12.41
NAT9	268.602	-0.471888	0.157852	-2.98935	0.00279572	0.00509808	350	407	169	204	294.31	330.31	210.59	239.19	8.2	8.37	7.72	7.9
NAV1	550.963	0.434174	0.115557	3.75723	0.000171802	0.000360148	514	622	501	548	432.22	504.8	624.3	642.54	8.76	8.98	9.29	9.33
NAV2	432.367	-0.222325	0.122702	-1.8119	0.0700016	0.101408	544	584	313	348	457.45	473.96	390.03	408.04	8.84	8.89	8.61	8.67
NAV3	153.918	2.96104	0.234022	12.6343	1.36687e-36	1.05839e-35	43	41	221	231	36.16	33.27	275.39	270.85	5.21	5.09	8.09	8.07
NBAS	308.436	-0.130679	0.150504	-0.86827	0.385246	0.457281	348	434	227	261	292.63	352.22	282.87	306.03	8.19	8.46	8.14	8.26
NBEA	381.435	3.02753	0.153413	19.722	1.39553e-86	2.44859e-85	97	104	537	589	81.57	84.4	669.16	690.61	6.36	6.41	9.38	9.43
NBEAL1	21.0528	0.276358	0.530776	0.520707	0.602571	0.665401	19	27	24	14	15.98	21.91	29.91	16.42	4.03	4.45	4.86	4.06
NBEAL2	474.832	-1.52245	0.127179	-11.9693	5.14466e-33	3.68743e-32	837	870	182	224	703.83	706.06	226.79	262.64	9.46	9.46	7.83	8.04
NBL1	1083.56	0.768394	0.0826217	9.30013	1.40277e-20	7.13215e-20	943	998	1091	1170	792.97	809.95	1359.5	1371.84	9.63	9.66	10.41	10.42
NBN	115.167	-0.657443	0.233139	-2.81963	0.00480786	0.00852281	161	181	66	82	135.38	146.89	82.24	96.15	7.08	7.19	6.37	6.59
NBPF1	66.5207	0.406961	0.311547	1.30628	0.191459	0.249598	81	57	54	72	68.11	46.26	67.29	84.42	6.09	5.54	6.07	6.39
NBPF10	10.0543	0.372514	0.732217	0.508783	0.610904	0.673136	13	8	7	12	10.93	6.49	8.72	14.07	3.43	2.79	3.15	3.74
NBPF14	9.87783	-0.236302	0.729805	-0.323684	0.746177	0.791849	13	13	6	9	10.93	10.55	7.48	10.55	3.43	3.38	2.97	3.38
NBPF15	5.43717	0.633458	0.955595	0.66286	0.50742	0.576781	5	5	8	3	4.2	4.06	9.97	3.52	2.14	2.1	3.1	1.97
NBPF16	1.64844	-0.582513	1.42213	-0.407715	0.683483	NA	4	1	1	1	3.36	0.81	1.25	1.17	1.25	0.2	0.47	0.43
NBPF3	24.5134	0.450649	0.476829	0.945118	0.344599	0.415927	23	27	23	24	19.34	21.91	28.66	28.14	4.29	4.46	4.82	4.8
NBPF4	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA	2	1	1	1	1.68	0.81	1.25	1.17	0.49	0.05	0.29	0.25
NBPF7	1.3293	0.81223	1.47801	0.548102	0.583622	NA	1	1	2	1	0.84	0.81	2.49	1.17	0.08	0.05	0.8	0.27
NBPF9	11.6727	-1.09427	0.699502	-1.56001	0.118757	0.163403	18	21	6	6	15.14	17.04	7.48	7.04	3.87	4.02	2.99	2.92
NBR1	642.544	0.421251	0.103432	4.07272	4.64675e-05	0.000102866	664	666	571	648	558.36	540.5	711.52	759.79	9.13	9.08	9.47	9.57
NBR2	34.1044	-0.78994	0.421021	-1.87527	0.0607562	0.0892522	49	56	23	18	41.2	45.45	28.66	21.11	5.35	5.49	4.85	4.44
NCALD	551.671	4.52847	0.169093	26.7221	2.60638e-157	9.56729e-156	61	49	850	901	51.29	39.77	1059.19	1056.44	5.7	5.35	10.04	10.04
NCAM1	2205.36	4.24265	0.0878634	48.2684	0	0	249	286	3282	3659	209.38	232.11	4089.71	4290.24	7.72	7.86	12	12.06
NCAM2	152.278	2.62791	0.227125	11.559	6.6494e-31	4.52913e-30	46	56	203	232	38.68	45.45	252.96	272.02	5.3	5.53	7.97	8.07
NCAN	506.122	7.54197	0.405954	17.8711	1.98221e-71	2.8839e-70	4	8	816	851	3.36	6.49	1016.82	997.81	2.23	2.92	9.98	9.95
NCAPD2	851.214	-3.48682	0.125129	-27.8442	1.26509e-170	5.12638e-169	1820	1967	114	116	1530.43	1596.36	142.06	136.01	10.58	10.64	7.16	7.1
NCAPD3	366.832	-2.43353	0.155151	-15.676	2.20746e-55	2.49241e-54	729	771	95	94	613.01	625.72	118.38	110.22	9.25	9.28	6.9	6.8
NCAPG	105.136	-5.43995	0.54085	-9.61613	6.83574e-22	3.62466e-21	241	258	4	3	202.66	209.38	4.98	3.52	7.63	7.68	2.64	2.28
NCAPG2	271.666	-3.5263	0.217165	-16.1961	5.3725e-59	6.49215e-58	572	640	41	30	480.99	519.4	51.09	35.18	8.9	9.01	5.7	5.18
NCAPH	143.753	-5.71965	0.505107	-10.8566	1.8551e-27	1.1441e-26	321	364	4	4	269.93	295.41	4.98	4.69	8.05	8.18	2.67	2.59
NCAPH2	496.659	0.0273471	0.114368	0.239116	0.811015	0.846676	592	599	401	429	497.81	486.13	499.69	503.01	8.96	8.93	8.96	8.97
NCBP1	202.92	-1.30379	0.184488	-7.06542	1.60133e-12	5.86209e-12	336	364	101	92	282.54	295.41	125.86	107.87	8.14	8.2	6.98	6.76
NCBP2	295.278	-0.616024	0.15439	-3.98989	6.61052e-05	0.000144246	387	480	184	202	325.43	389.55	229.28	236.85	8.35	8.6	7.84	7.89
NCCRP1	3.1917	-0.0964067	1.16336	-0.0828782	0.933948	0.94608	4	4	4	1	3.36	3.25	4.98	1.17	1.69	1.66	2.08	0.86
NCDN	4409.9	4.16274	0.0667047	62.3952	0	0	560	568	6588	7248	470.9	460.97	8209.32	8498.4	8.88	8.85	13	13.05
NCEH1	301.328	0.88459	0.145431	6.08243	1.18371e-09	3.7108e-09	260	252	320	327	218.63	204.52	398.75	383.41	7.77	7.68	8.64	8.58
NCF1	2.11845	1.01816	1.32134	0.767322	0.44289	0.51436	1	2	2	3	0.84	1.62	2.49	3.52	0.38	0.81	1.16	1.47
NCF1B	1.51379	0.404298	1.43013	0.282614	0.777473	NA	1	2	1	2	0.84	1.62	1.25	2.35	0.2	0.62	0.44	0.89
NCF1C	1.52112	0.396512	1.42922	0.27745	0.781434	NA	2	1	1	2	1.68	0.81	1.25	2.35	0.64	0.18	0.44	0.89
NCF2	10.027	-0.0814918	0.729832	-0.111655	0.911097	0.92784	11	14	10	6	9.25	11.36	12.46	7.04	3.22	3.48	3.59	2.9
NCF4	25.4571	-0.291659	0.48064	-0.606712	0.544042	0.612615	36	32	14	24	30.27	25.97	17.45	28.14	4.9	4.7	4.17	4.8
NCK1	77.8763	-0.420565	0.276461	-1.52112	0.128231	0.175106	106	110	56	54	89.14	89.27	69.78	63.32	6.47	6.48	6.13	5.99
NCK2	496.966	0.703551	0.115481	6.09232	1.11288e-09	3.49688e-09	462	453	486	534	388.49	367.64	605.61	626.12	8.6	8.52	9.24	9.29
NCKAP1	770.739	0.881934	0.0965259	9.13671	6.43833e-20	3.20292e-19	666	646	790	865	560.04	524.27	984.42	1014.23	9.13	9.04	9.94	9.98
NCKAP1L	94.5592	-2.3417	0.297893	-7.84513	4.32495e-15	1.76931e-14	169	215	25	26	142.11	174.49	31.15	30.49	7.14	7.43	5	4.97
