Feature.ID	baseMean	log2(brain/UHR)	lfcSE	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm	UHR_1.rlog	UHR_2.rlog	brain_1.rlog	brain_2.rlog
NGLY1	142.764	-1.23066	0.221208	1.21015e-08	3.54834e-08	217	272	66	73	182.47	220.75	82.24	85.59	7.51	7.78	6.37	6.43
NGRN	1271.06	1.87354	0.083209	7.41322e-113	1.73199e-111	628	689	1560	1751	528.08	559.17	1943.92	2053.08	9.05	9.13	10.92	11
NHEDC1	5.49795	0.497649	0.791691	0.357364	0.42835	6	3	6	6	5.05	2.43	7.48	7.04	2.34	1.59	2.78	2.71
NHEDC2	169.09	1.51726	0.199757	1.05112e-14	4.23684e-14	100	109	218	198	84.09	88.46	271.65	232.16	6.4	6.48	8.08	7.85
NHEJ1	61.2098	-0.740625	0.322493	0.015202	0.0248471	77	112	33	41	64.75	90.9	41.12	48.07	6.01	6.49	5.38	5.6
NHLH1	10.7006	1.46703	0.79198	0.0170884	0.0277341	3	8	13	15	2.52	6.49	16.2	17.59	1.72	2.76	3.9	4.01
NHLH2	22.4064	2.77334	0.644643	2.50218e-06	6.21243e-06	10	2	30	36	8.41	1.62	37.38	42.21	3.14	1.36	5.13	5.3
NHLRC1	19.8875	1.53016	0.573952	0.00222507	0.00411046	12	10	21	30	10.09	8.12	26.17	35.18	3.4	3.13	4.66	5.06
NHLRC2	34.2358	-0.671551	0.416558	0.0768749	0.110407	42	63	17	25	35.32	51.13	21.18	29.31	5.14	5.65	4.44	4.88
NHLRC3	80.5356	-0.166543	0.262946	0.51093	0.580207	103	104	62	63	86.61	84.4	77.26	73.87	6.43	6.4	6.27	6.21
NHLRC4	13.5257	-0.519691	0.598149	0.288586	0.35709	18	23	5	12	15.14	18.67	6.23	14.07	3.89	4.17	2.81	3.8
NHP2	338.129	-0.595601	0.137479	1.20489e-05	2.81018e-05	484	504	216	228	406.99	409.03	269.16	267.33	8.67	8.67	8.07	8.06
NHP2L1	1017.29	0.461697	0.0854517	5.90709e-08	1.65886e-07	994	1077	926	1028	835.85	874.06	1153.89	1205.35	9.71	9.77	10.17	10.23
NHS	59.0953	0.267061	0.31322	0.370808	0.442538	52	77	48	60	43.73	62.49	59.81	70.35	5.46	5.96	5.9	6.13
NHSL1	272.712	-1.18087	0.161242	1.16917e-13	4.50864e-13	481	438	131	143	404.47	355.47	163.24	167.67	8.66	8.47	7.36	7.39
NHSL2	48.0263	2.89365	0.420468	9.6799e-13	3.58547e-12	13	13	72	69	10.93	10.55	89.72	80.9	3.54	3.49	6.44	6.29
NICN1	243.529	1.73157	0.167944	1.78376e-25	1.05026e-24	138	132	310	311	116.04	107.13	386.29	364.65	6.87	6.75	8.59	8.5
NID1	491.708	-2.99241	0.152291	9.01202e-87	1.5876e-85	1004	1114	101	79	844.26	904.09	125.86	92.63	9.72	9.82	6.99	6.55
NID2	167.56	-3.36421	0.26513	1.42509e-37	1.13503e-36	369	372	24	24	310.29	301.9	29.91	28.14	8.26	8.22	4.95	4.87
NIF3L1	106.783	-0.697799	0.239764	0.00268836	0.0049161	148	175	64	69	124.45	142.02	79.75	80.9	6.96	7.14	6.32	6.34
NIN	231.294	-0.265612	0.161962	0.096381	0.135212	296	317	165	182	248.91	257.27	205.61	213.4	7.96	8.01	7.69	7.74
NINJ1	344.75	-0.543846	0.13643	5.66922e-05	0.000124474	484	509	218	245	406.99	413.09	271.65	287.27	8.67	8.69	8.09	8.17
NINJ2	76.5738	1.01137	0.28357	0.00020106	0.000418382	61	59	74	98	51.29	47.88	92.21	114.91	5.69	5.6	6.52	6.83
NINL	251.623	-0.366774	0.157407	0.0182501	0.0294804	346	342	168	195	290.95	277.56	209.35	228.64	8.18	8.12	7.71	7.84
NIP7	116.389	-2.26005	0.272122	2.18084e-17	9.83423e-17	237	232	24	41	199.29	188.28	29.91	48.07	7.62	7.54	4.95	5.61
NIPA1	442.958	1.45919	0.124475	3.62746e-32	2.54691e-31	284	285	513	565	238.81	231.3	639.25	662.47	7.9	7.86	9.32	9.37
NIPA2	256.084	-0.672988	0.156991	1.40043e-05	3.2451e-05	373	392	156	169	313.65	318.13	194.39	198.16	8.29	8.31	7.61	7.63
NIPAL1	3.1733	-0.044241	0.812973	0.926544	0.939991	4	4	3	2	3.36	3.25	3.74	2.35	1.72	1.68	1.82	1.39
NIPAL2	43.909	1.24201	0.3802	0.000457015	0.000917587	35	25	54	50	29.43	20.29	67.29	58.63	4.9	4.39	6.04	5.85
NIPAL3	974.348	2.82459	0.103427	5.41317e-165	2.08746e-163	260	322	1412	1414	218.63	261.33	1759.5	1657.94	7.78	8.03	10.78	10.69
NIPAL4	23.4477	3.70694	0.697694	2.09621e-08	6.04736e-08	3	4	33	40	2.52	3.25	41.12	46.9	1.74	1.99	5.26	5.44
NIPBL	316.983	-0.892081	0.150788	2.12806e-09	6.55759e-09	479	523	157	209	402.79	424.45	195.64	245.06	8.65	8.73	7.62	7.94
NIPSNAP1	514.449	-0.399351	0.115805	0.00051094	0.00101886	685	735	335	399	576.01	596.5	417.44	467.83	9.17	9.22	8.71	8.87
NIPSNAP3A	49.2246	-0.238562	0.332274	0.446228	0.51721	70	60	35	39	58.86	48.69	43.61	45.73	5.87	5.61	5.45	5.52
NIPSNAP3B	6.46426	0.500129	0.75262	0.352401	0.423538	5	6	5	9	4.2	4.87	6.23	10.55	2.19	2.35	2.63	3.25
NISCH	2478.4	2.4818	0.0667809	4.90297e-303	4.94411e-301	883	937	3333	3631	742.51	760.44	4153.26	4257.41	9.54	9.57	12.02	12.05
NIT1	188.01	0.0145208	0.177058	0.934715	0.946584	222	231	148	165	186.68	187.47	184.42	193.47	7.54	7.55	7.53	7.6
NIT2	80.107	-1.23685	0.301036	1.7703e-05	4.06035e-05	142	134	27	50	119.41	108.75	33.64	58.63	6.89	6.75	5.11	5.88
NKAIN1	192.687	1.47482	0.185896	7.71219e-16	3.25754e-15	121	123	214	258	101.75	99.82	266.67	302.51	6.68	6.65	8.05	8.23
NKAIN2	132.5	7.17462	0.722091	1.19605e-22	6.49918e-22	3	1	194	243	2.52	0.81	241.74	284.92	1.81	1	7.88	8.12
NKAIN3	3.8863	0.859203	1.0351	0.149689	0.201245	2	2	7	3	1.68	1.62	8.72	3.52	1.08	1.05	2.75	1.77
NKAIN4	109.036	1.00213	0.235399	1.17923e-05	2.75364e-05	83	90	114	129	69.79	73.04	142.06	151.25	6.13	6.2	7.14	7.23
NKAP	75.6474	-0.825992	0.287558	0.00267669	0.00489618	118	119	49	39	99.23	96.58	61.06	45.73	6.62	6.59	5.94	5.53
NKAPL	10.2978	3.43859	1.05516	0.000194784	0.000406334	2	1	16	16	1.68	0.81	19.94	18.76	1.22	0.68	4.09	4.02
NKD1	128.843	-1.78269	0.239476	2.72926e-14	1.08196e-13	248	238	47	47	208.54	193.15	58.57	55.11	7.69	7.58	5.89	5.8
NKD2	103.519	-1.57974	0.266391	9.99778e-10	3.14939e-09	190	189	33	51	159.77	153.39	41.12	59.8	7.31	7.25	5.39	5.91
NKG7	3.87955	-0.0766437	0.782833	0.877183	0.901063	5	5	3	3	4.2	4.06	3.74	3.52	2.04	2	1.92	1.86
NKIRAS1	103.979	2.61187	0.274539	3.23253e-22	1.73237e-21	32	37	146	151	26.91	30.03	181.93	177.05	4.79	4.94	7.49	7.45
NKIRAS2	252.164	-1.36714	0.166201	7.85049e-17	3.45311e-16	444	439	111	120	373.36	356.28	138.32	140.7	8.54	8.47	7.12	7.14
NKPD1	18.1743	0.525793	0.53053	0.248118	0.313132	11	23	19	18	9.25	18.67	23.68	21.11	3.3	4.21	4.53	4.37
NKRF	135.412	0.211185	0.21321	0.311782	0.382127	153	150	102	140	128.66	121.74	127.1	164.15	7.01	6.93	6.99	7.36
NKTR	534.73	-0.358392	0.115164	0.00171264	0.00321665	675	783	385	389	567.61	635.46	479.75	456.11	9.15	9.31	8.91	8.83
NKX1-2	7.10559	-1.96722	1.13375	0.014934	0.0244524	14	16	2	1	11.77	12.99	2.49	1.17	3.37	3.49	1.64	1.06
NKX2-1	2.53861	0.801678	1.14018	0.155542	0.208062	1	1	4	3	0.84	0.81	4.98	3.52	0.39	0.37	1.87	1.52
NKX2-2	66.0534	2.50433	0.34069	3.49362e-14	1.37751e-13	24	22	94	93	20.18	17.85	117.13	109.04	4.38	4.21	6.84	6.74
NKX2-3	2.5754	0.761503	1.13414	0.163923	0.217383	1	1	6	1	0.84	0.81	7.48	1.17	0.29	0.26	2.24	0.53
NKX2-4	8.14205	-2.27877	1.10301	0.00669679	0.0116361	17	18	2	1	14.3	14.61	2.49	1.17	3.65	3.68	1.66	1.08
NKX2-5	12.563	-3.72657	1.11943	0.000250752	0.000516517	26	32	1	1	21.86	25.97	1.25	1.17	4.29	4.52	1.16	1.1
NKX2-6	5.96783	-2.13972	1.30778	0.0172066	0.0278929	12	14	1	1	10.09	11.36	1.25	1.17	3.11	3.25	1.03	0.97
NKX2-8	2.71204	0.601431	0.999437	0.255128	0.320963	2	1	2	5	1.68	0.81	2.49	5.86	0.93	0.42	1.26	2.1
NKX3-1	32.7979	-2.07521	0.495206	6.07255e-06	1.45818e-05	61	70	11	8	51.29	56.81	13.71	9.38	5.64	5.78	3.85	3.36
NKX3-2	19.02	-3.92732	0.935466	7.94187e-06	1.88512e-05	34	54	2	1	28.59	43.82	2.49	1.17	4.73	5.31	1.77	1.19
NKX6-1	3.82237	-0.227539	0.814607	0.650761	0.708768	7	4	4	1	5.89	3.25	4.98	1.17	2.35	1.73	2.16	0.93
NKX6-2	369.725	9.60412	0.968542	1.39077e-21	7.2952e-21	1	1	556	669	0.84	0.81	692.83	784.41	1.14	1.1	9.42	9.6
NKX6-3	7.92531	3.46707	1.24616	0.000979052	0.00189127	1	1	10	15	0.84	0.81	12.46	17.59	0.63	0.6	3.39	3.84
NLE1	170.612	-1.25124	0.198857	1.41392e-10	4.66855e-10	294	291	76	89	247.22	236.17	94.7	104.35	7.94	7.88	6.58	6.71
NLGN1	64.875	1.52258	0.327597	1.09891e-06	2.80785e-06	45	33	67	95	37.84	26.78	83.49	111.39	5.26	4.78	6.37	6.78
NLGN2	1631.6	1.73663	0.0785744	9.06625e-109	2.04206e-107	858	963	1932	2231	721.49	781.54	2407.47	2615.88	9.5	9.61	11.23	11.35
NLGN3	401.1	4.49341	0.196033	9.14698e-117	2.21982e-115	37	45	600	673	31.11	36.52	747.66	789.1	5	5.22	9.54	9.61
NLGN4X	105.593	2.81089	0.282781	4.51442e-24	2.56509e-23	36	26	150	157	30.27	21.1	186.92	184.09	4.95	4.45	7.53	7.5
NLGN4Y	50.599	1.73675	0.364363	5.08641e-07	1.33402e-06	24	30	58	73	20.18	24.35	72.27	85.59	4.38	4.64	6.15	6.39
NLK	269.263	1.57761	0.160496	2.73726e-23	1.51747e-22	172	152	319	351	144.63	123.36	397.51	411.55	7.18	6.95	8.63	8.68
NLN	160.236	-1.35317	0.21172	6.67858e-11	2.24746e-10	250	312	70	77	210.22	253.21	87.23	90.28	7.71	7.98	6.46	6.51
NLRC3	27.3207	0.0858765	0.427891	0.826829	0.859605	26	38	20	27	21.86	30.84	24.92	31.66	4.47	4.94	4.65	4.97
NLRC4	5.61794	0.279641	0.742047	0.591812	0.655055	7	4	6	5	5.89	3.25	7.48	5.86	2.53	1.89	2.8	2.52
NLRC5	74.394	-0.158045	0.274139	0.548301	0.61654	88	103	54	62	74	83.59	67.29	72.7	6.21	6.38	6.08	6.18
NLRP1	98.933	-2.79211	0.31192	6.89563e-20	3.42071e-19	199	222	18	22	167.34	180.17	22.43	25.8	7.37	7.47	4.55	4.74
NLRP11	17.1806	-4.28404	1.07635	2.86593e-05	6.45019e-05	47	33	1	1	39.52	26.78	1.25	1.17	5.14	4.61	1.21	1.14
NLRP12	2.05423	-0.337721	0.930464	0.471148	0.541054	4	3	1	1	3.36	2.43	1.25	1.17	1.44	1.15	0.66	0.62
NLRP14	2.04287	0.147456	0.882433	0.747248	NA	3	1	2	2	2.52	0.81	2.49	2.35	1.17	0.36	1.15	1.1
NLRP2	53.0683	-2.23354	0.398589	4.3332e-09	1.31223e-08	114	100	17	12	95.86	81.16	21.18	14.07	6.55	6.32	4.45	3.91
NLRP3	14.2323	2.22225	0.745597	0.000488978	0.000977399	5	5	24	16	4.2	4.06	29.91	18.76	2.28	2.23	4.76	4.14
NLRP4	2.1298	-0.12503	0.874378	0.784452	0.823796	2	4	1	2	1.68	3.25	1.25	2.35	0.88	1.44	0.7	1.15
NLRP5	1.22066	-0.00535702	0.920198	0.988754	NA	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
NLRP6	4.95478	-0.211301	0.768976	0.679761	0.733658	6	8	1	6	5.05	6.49	1.25	7.04	2.29	2.57	1.08	2.66
NLRP7	3.90225	-1.13732	1.20834	0.0921808	0.129862	7	9	1	1	5.89	7.3	1.25	1.17	2.33	2.57	0.92	0.87
NLRP9	2.34736	-0.202943	0.874291	0.66674	0.722494	4	3	1	2	3.36	2.43	1.25	2.35	1.54	1.25	0.76	1.21
NLRX1	160.283	-0.930163	0.212146	7.17061e-06	1.70968e-05	253	260	70	111	212.75	211.01	87.23	130.15	7.73	7.72	6.46	7.03
NMB	49.1751	-0.260753	0.333468	0.406514	0.478737	63	68	40	33	52.98	55.19	49.84	38.69	5.72	5.78	5.64	5.29
NMBR	1.3293	0.225006	0.944298	0.583622	NA	1	1	2	1	0.84	0.81	2.49	1.17	0.08	0.05	0.8	0.27
NMD3	153.612	-1.25674	0.209445	8.84162e-10	2.79523e-09	255	273	67	81	214.43	221.56	83.49	94.97	7.74	7.79	6.4	6.58
NME1	292.044	-1.8386	0.162555	3.10162e-30	2.07476e-29	544	564	108	101	457.45	457.72	134.58	118.42	8.83	8.83	7.08	6.9
NME2	129.029	-1.15474	0.248786	1.67864e-06	4.22331e-06	253	181	55	75	212.75	146.89	68.54	87.94	7.72	7.19	6.11	6.47
NME2P1	281.498	-2.22852	0.174456	4.9069e-38	3.95119e-37	582	543	81	81	489.4	440.68	100.93	94.97	8.93	8.78	6.67	6.58
NME3	383.262	1.02638	0.134486	1.32821e-14	5.32925e-14	302	306	384	471	253.95	248.34	478.5	552.26	7.99	7.96	8.9	9.11
NME4	663.531	-1.84538	0.113513	5.29531e-60	6.46566e-59	1182	1337	231	245	993.94	1085.07	287.85	287.27	9.95	10.08	8.17	8.17
NME5	12.2315	4.3021	1.13501	4.69385e-05	0.00010387	1	1	21	18	0.84	0.81	26.17	21.11	0.69	0.65	4.48	4.2
NME6	45.6187	-0.965585	0.366579	0.0047458	0.00841704	77	72	25	24	64.75	58.43	31.15	28.14	6	5.85	4.98	4.84
NME7	30.6366	-0.186685	0.407635	0.615922	0.677978	38	42	19	28	31.95	34.09	23.68	32.83	4.99	5.08	4.59	5.03
NMI	26.1272	-1.72732	0.533963	0.000319166	0.000650945	49	51	11	7	41.2	41.39	13.71	8.21	5.32	5.32	3.83	3.19
NMNAT1	38.4519	-0.430903	0.375558	0.21588	0.2777	49	60	24	29	41.2	48.69	29.91	34	5.36	5.59	4.92	5.09
NMNAT2	923.062	6.84956	0.246697	2.78852e-169	1.11962e-167	15	23	1471	1559	12.61	18.67	1833.02	1827.95	3.79	4.3	10.83	10.83
NMNAT3	20.7298	1.87512	0.588774	0.00031873	0.000650282	10	9	21	35	8.41	7.3	26.17	41.04	3.17	2.99	4.66	5.27
NMRAL1	246.174	-0.0958836	0.158805	0.540216	0.609049	288	329	184	210	242.18	267.01	229.28	246.23	7.92	8.06	7.84	7.94
NMT1	1074.8	0.249351	0.0822589	0.00236148	0.00434963	1165	1212	928	1006	979.64	983.62	1156.38	1179.55	9.94	9.94	10.18	10.2
NMT2	118.871	0.70827	0.222207	0.00107055	0.00205986	107	109	117	129	89.98	88.46	145.79	151.25	6.5	6.47	7.18	7.24
NMU	49.3886	-5.10753	0.756165	1.10887e-11	3.88815e-11	126	107	1	3	105.95	86.84	1.25	3.52	6.66	6.38	1.42	2.18
NMUR1	8.679	0.087849	0.642924	0.862348	0.888616	8	12	9	6	6.73	9.74	11.21	7.04	2.81	3.25	3.42	2.86
NMUR2	2.53861	0.801678	1.14018	0.155542	0.208062	1	1	4	3	0.84	0.81	4.98	3.52	0.39	0.37	1.87	1.52
NNAT	304.601	5.3793	0.279495	8.83007e-83	1.47978e-81	17	17	449	538	14.3	13.8	559.5	630.81	3.93	3.88	9.11	9.29
NNMT	168.568	-4.36765	0.331764	4.96421e-40	4.21394e-39	402	377	13	12	338.04	305.96	16.2	14.07	8.38	8.24	4.12	3.93
NNT	563.078	-0.744435	0.112141	2.33726e-11	8.0791e-11	809	903	330	365	680.29	732.85	411.21	427.97	9.41	9.52	8.69	8.74
NOB1	306.637	-1.72989	0.156121	4.5934e-29	2.95982e-28	561	583	115	118	471.74	473.14	143.3	138.36	8.88	8.88	7.17	7.12
NOC2L	573.155	-0.909803	0.11023	9.78255e-17	4.28362e-16	890	925	315	342	748.4	750.7	392.52	401	9.55	9.55	8.62	8.65
NOC3L	52.369	-1.83624	0.375926	2.7109e-07	7.24089e-07	96	105	18	18	80.73	85.21	22.43	21.11	6.31	6.39	4.53	4.45
NOC4L	178.829	-0.667183	0.185968	0.000256447	0.000527939	267	267	108	119	224.52	216.69	134.58	139.53	7.81	7.76	7.08	7.13
NOD1	71.7605	-1.17214	0.304121	5.49599e-05	0.000120949	124	120	29	42	104.27	97.39	36.14	49.25	6.69	6.59	5.2	5.63
NOD2	7.42557	-0.174928	0.679272	0.729516	0.777318	7	13	5	6	5.89	10.55	6.23	7.04	2.61	3.31	2.69	2.82
NODAL	7.12008	1.11937	0.887219	0.0706669	0.10227	5	3	10	8	4.2	2.43	12.46	9.38	2.18	1.62	3.46	3.11
NOG	58.8787	-1.78201	0.353019	1.22715e-07	3.36905e-07	105	119	19	23	88.29	96.58	23.68	26.97	6.44	6.57	4.61	4.79
NOL10	112.447	-1.40083	0.245961	4.72849e-09	1.42946e-08	197	201	51	49	165.66	163.13	63.55	57.45	7.36	7.34	6	5.86
NOL11	143.251	-1.81593	0.228426	5.17984e-16	2.19902e-15	276	267	47	56	232.09	216.69	58.57	65.66	7.85	7.75	5.89	6.05
NOL12	169.934	0.0804933	0.190604	0.668144	0.723613	213	186	147	142	179.11	150.95	183.18	166.5	7.48	7.24	7.52	7.38
NOL3	302.886	-0.863101	0.148432	4.02398e-09	1.22069e-08	465	485	161	193	391.02	393.61	200.62	226.3	8.61	8.62	7.65	7.82
NOL4	71.4882	6.63319	0.832469	4.30079e-15	1.76065e-14	1	2	108	127	0.84	1.62	134.58	148.91	0.95	1.36	7.01	7.16
NOL6	501.596	-0.827565	0.116871	9.78125e-13	3.61995e-12	756	801	296	300	635.72	650.07	368.85	351.75	9.31	9.34	8.53	8.46
NOL7	223.424	-1.01219	0.176055	5.12372e-09	1.54442e-08	384	342	113	130	322.9	277.56	140.81	152.43	8.33	8.11	7.14	7.26
NOL8	103.564	-1.42071	0.257195	1.24692e-08	3.65068e-08	188	180	46	45	158.09	146.08	57.32	52.76	7.29	7.18	5.86	5.74
NOL9	154.55	0.0517047	0.199563	0.792804	0.83043	195	172	117	144	163.97	139.59	145.79	168.84	7.36	7.13	7.19	7.4
NOLC1	773.252	-0.844844	0.0982098	5.32885e-18	2.46118e-17	1145	1265	449	464	962.83	1026.63	559.5	544.05	9.91	10	9.13	9.09
NOM1	186.62	-1.21734	0.199096	4.55406e-10	1.4632e-09	314	322	73	111	264.04	261.33	90.97	130.15	8.04	8.02	6.52	7.03
NOMO1	197.004	-0.162727	0.175195	0.345025	0.416298	237	268	153	154	199.29	217.5	190.65	180.57	7.64	7.76	7.58	7.5
NOMO2	50.7143	-0.542303	0.338013	0.0881337	0.12485	75	73	27	40	63.07	59.24	33.64	46.9	5.97	5.88	5.1	5.55
NOMO3	14.7854	0.203234	0.570084	0.669466	0.724501	24	8	11	16	20.18	6.49	13.71	18.76	4.28	2.84	3.78	4.18
NONO	1548.66	-1.69794	0.0777155	2.51622e-106	5.52561e-105	2794	2944	569	637	2349.46	2389.26	709.03	746.89	11.2	11.22	9.47	9.55
NOP10	209.492	-1.25505	0.189466	1.5865e-11	5.52314e-11	357	362	81	122	300.2	293.79	100.93	143.05	8.22	8.19	6.67	7.16
NOP14	253.089	-1.2024	0.17047	8.36975e-13	3.11003e-12	435	423	106	146	365.79	343.29	132.09	171.19	8.51	8.42	7.05	7.42
NOP16	72.6445	-1.69062	0.321822	4.44345e-08	1.25608e-07	132	140	20	35	111	113.62	24.92	41.04	6.78	6.81	4.69	5.38
NOP2	393.859	-2.232	0.149377	3.75813e-51	3.93437e-50	813	761	109	118	683.65	617.6	135.83	138.36	9.41	9.27	7.1	7.12
NOP56	721.309	-1.3464	0.103083	2.2963e-39	1.9177e-38	1237	1274	315	357	1040.19	1033.94	392.52	418.59	10.02	10.01	8.62	8.71
NOP58	185.168	-1.52583	0.207376	6.23514e-14	2.43386e-13	317	352	91	64	266.56	285.67	113.4	75.04	8.05	8.15	6.83	6.25
NOS1	40.0441	5.35833	0.773043	2.90762e-12	1.05147e-11	3	1	60	70	2.52	0.81	74.77	82.08	1.72	0.86	6.13	6.27
NOS1AP	211.326	3.4984	0.222643	2.15391e-56	2.48145e-55	39	43	290	355	32.79	34.9	361.37	416.24	5.07	5.16	8.48	8.69
NOS2	23.5312	2.88763	0.612774	3.88186e-07	1.02701e-06	6	6	29	41	5.05	4.87	36.14	48.07	2.52	2.48	5.1	5.49
NOS3	70.5974	0.427444	0.284578	0.117476	0.161843	66	78	72	63	55.5	63.3	89.72	73.87	5.8	5.99	6.48	6.2
NOSIP	322.88	-0.195214	0.147342	0.180219	0.236757	419	417	213	286	352.34	338.42	265.42	335.34	8.46	8.4	8.05	8.39
NOSTRIN	16.0913	-1.44342	0.675316	0.0097748	0.0165693	32	28	9	3	26.91	22.72	11.21	3.52	4.67	4.44	3.51	2.18
NOTCH1	768.651	-0.783011	0.0966556	3.90703e-16	1.66917e-15	1172	1185	454	479	985.53	961.71	565.73	561.64	9.94	9.91	9.15	9.13
NOTCH2	718.162	-1.33256	0.10377	3.99575e-38	3.2249e-37	1193	1301	333	340	1003.19	1055.85	414.95	398.66	9.97	10.04	8.7	8.64
NOTCH2NL	38.2875	-0.541997	0.381507	0.124356	0.170238	61	51	25	25	51.29	41.39	31.15	29.31	5.66	5.37	4.97	4.89
NOTCH3	747.692	0.0383577	0.0963019	0.689818	0.742078	892	894	593	662	750.08	725.54	738.94	776.21	9.55	9.5	9.53	9.6
NOTCH4	107.461	3.79175	0.323965	2.40197e-32	1.69208e-31	16	18	154	179	13.45	14.61	191.9	209.88	3.84	3.94	7.56	7.69
NOTUM	381.107	-5.71084	0.766173	6.24262e-15	2.53666e-14	904	911	4	17	760.17	739.34	4.98	19.93	9.56	9.52	2.78	4.39
NOV	60.7521	1.63426	0.32623	1.62674e-07	4.41924e-07	34	35	74	80	28.59	28.4	92.21	93.8	4.87	4.86	6.51	6.53
NOVA1	257.076	4.96094	0.272365	1.48519e-74	2.24648e-73	24	14	400	425	20.18	11.36	498.44	498.32	4.39	3.63	8.95	8.95
NOVA2	208.473	6.09756	0.410473	9.08504e-50	9.26241e-49	7	7	324	357	5.89	5.68	403.74	418.59	2.79	2.74	8.64	8.69
NOX1	2.5754	0.761503	1.13414	0.163923	0.217383	1	1	6	1	0.84	0.81	7.48	1.17	0.29	0.26	2.24	0.53
NOX4	4.40892	-0.421375	0.825886	0.426297	0.49872	9	5	2	3	7.57	4.06	2.49	3.52	2.72	2.03	1.57	1.89
NOX5	18.7184	-2.46464	0.701156	8.23995e-05	0.000177986	37	42	4	4	31.11	34.09	4.98	4.69	4.87	5	2.55	2.47
NOXA1	114.128	1.31724	0.24023	1.72234e-08	4.99671e-08	86	69	126	146	72.32	56	157.01	171.19	6.18	5.82	7.29	7.41
NOXO1	28.8328	1.51316	0.49959	0.000743255	0.00145451	23	10	31	42	19.34	8.12	38.63	49.25	4.29	3.15	5.23	5.57
NPAS1	70.9175	-0.0972708	0.278379	0.71511	0.764987	86	92	57	56	72.32	74.66	71.03	65.66	6.18	6.22	6.15	6.04
NPAS2	243.958	0.371728	0.163563	0.0213083	0.033967	227	287	220	237	190.88	232.92	274.14	277.89	7.58	7.86	8.1	8.12
NPAS3	100.349	3.51231	0.322222	2.07111e-28	1.31285e-27	15	23	138	169	12.61	18.67	171.96	198.16	3.75	4.28	7.4	7.6
NPAS4	17.6168	2.79724	0.719955	1.52639e-05	3.52164e-05	7	2	27	25	5.89	1.62	33.64	29.31	2.67	1.33	4.95	4.76
NPAT	89.2871	-0.736961	0.259359	0.00322461	0.0058389	135	138	52	57	113.52	112	64.8	66.83	6.82	6.8	6.03	6.07
NPB	31.3628	0.678027	0.423772	0.0784391	0.11235	24	32	26	40	20.18	25.97	32.4	46.9	4.37	4.71	5.01	5.52
NPBWR1	3.99622	-0.767737	0.993318	0.18762	0.24531	5	10	2	1	4.2	8.12	2.49	1.17	1.99	2.72	1.48	0.91
NPBWR2	3.12486	1.16487	1.32072	0.082216	0.117215	1	1	4	5	0.84	0.81	4.98	5.86	0.46	0.43	1.97	2.15
NPC1	480.93	0.271701	0.115309	0.017755	0.0287309	516	538	418	454	433.9	436.62	520.87	532.32	8.76	8.77	9.02	9.06
NPC1L1	41.786	-3.00232	0.513698	9.12144e-10	2.88058e-09	78	104	10	4	65.59	84.4	12.46	4.69	5.99	6.34	3.72	2.55
NPC2	302.988	-1.22066	0.152202	4.96148e-16	2.1104e-15	484	547	142	157	406.99	443.93	176.95	184.09	8.67	8.79	7.47	7.53
NPDC1	1193.8	1.70168	0.0852362	3.34705e-89	6.02332e-88	672	684	1406	1623	565.08	555.11	1752.02	1902.99	9.14	9.12	10.77	10.89
NPEPL1	432.39	-0.124004	0.12873	0.329701	0.40083	516	578	302	384	433.9	469.09	376.32	450.25	8.76	8.87	8.56	8.81
NPEPPS	441.304	0.0868374	0.122931	0.47828	0.548311	480	557	362	391	403.63	452.04	451.09	458.45	8.66	8.82	8.82	8.84
NPFF	17.5806	0.460221	0.518411	0.30426	0.373793	15	19	17	18	12.61	15.42	21.18	21.11	3.7	3.96	4.38	4.37
NPFFR1	18.8091	5.05021	1.06677	1.32084e-06	3.35003e-06	1	1	28	33	0.84	0.81	34.89	38.69	0.75	0.71	4.96	5.11
NPFFR2	4.18403	-0.362062	0.816126	0.488312	0.558134	6	7	2	3	5.05	5.68	2.49	3.52	2.25	2.38	1.57	1.88
NPHP1	12.8066	0.711817	0.615285	0.15593	0.208502	11	10	14	14	9.25	8.12	17.45	16.42	3.26	3.09	4.07	3.99
NPHP3	61.9859	-0.139325	0.29755	0.623092	0.684668	76	82	51	46	63.91	66.55	63.55	53.94	6	6.05	5.99	5.76
NPHP4	183.273	-0.483915	0.185587	0.00792878	0.0136257	256	264	110	142	215.27	214.25	137.07	166.5	7.75	7.74	7.1	7.38
NPHS1	3.77033	0.592719	0.923621	0.277801	0.345327	1	4	6	3	0.84	3.25	7.48	3.52	0.6	1.68	2.56	1.76
NPIP	4.76971	0.591844	0.855036	0.284755	0.352997	2	5	6	5	1.68	4.06	7.48	5.86	1.21	2.04	2.71	2.44
NPIPL3	6.82796	-0.0376545	0.687299	0.938899	0.950163	6	11	6	5	5.05	8.93	7.48	5.86	2.42	3.08	2.87	2.59
NPL	17.5343	0.387233	0.519213	0.387703	0.459948	21	14	17	17	17.66	11.36	21.18	19.93	4.14	3.56	4.38	4.3
NPLOC4	1077.04	-0.404576	0.0830059	9.97886e-07	2.55716e-06	1477	1496	742	791	1242	1214.11	924.61	927.46	10.28	10.25	9.85	9.86
