Gene	length
ENSMUSG00000074575	2316
ENSMUSG00000074576	1973
ENSMUSG00000074577	2338
ENSMUSG00000074578	731
ENSMUSG00000074579	1509
ENSMUSG00000074580	1725
ENSMUSG00000074582	4810
ENSMUSG00000074589	1636
ENSMUSG00000074591	2016
ENSMUSG00000074593	443
ENSMUSG00000074594	400
ENSMUSG00000074595	800
ENSMUSG00000074596	557
ENSMUSG00000074603	1348
ENSMUSG00000074604	481
ENSMUSG00000074607	1675
ENSMUSG00000074619	2348
ENSMUSG00000074620	448
ENSMUSG00000074622	3363
ENSMUSG00000074623	637
ENSMUSG00000074625	2028
ENSMUSG00000074627	575
ENSMUSG00000074628	624
ENSMUSG00000074629	1331
ENSMUSG00000074634	1018
ENSMUSG00000074635	1123
ENSMUSG00000074637	2057
ENSMUSG00000074639	1265
ENSMUSG00000074643	846
ENSMUSG00000074646	573
ENSMUSG00000074647	3972
ENSMUSG00000074649	1615
ENSMUSG00000074650	2943
ENSMUSG00000074651	2354
ENSMUSG00000074652	674
ENSMUSG00000074653	1704
ENSMUSG00000074655	2120
ENSMUSG00000074656	2542
ENSMUSG00000074657	6310
ENSMUSG00000074664	939
ENSMUSG00000074665	1479
ENSMUSG00000074671	3072
ENSMUSG00000074673	1284
ENSMUSG00000074676	1311
ENSMUSG00000074677	1356
ENSMUSG00000074678	293
ENSMUSG00000074679	397
ENSMUSG00000074680	561
ENSMUSG00000074681	624
ENSMUSG00000074682	3073
ENSMUSG00000074695	1110
ENSMUSG00000074698	1559
ENSMUSG00000074704	1654
ENSMUSG00000074715	3735
ENSMUSG00000074731	2734
ENSMUSG00000074733	758
ENSMUSG00000074734	2254
ENSMUSG00000074735	990
ENSMUSG00000074736	595
ENSMUSG00000074737	690
ENSMUSG00000074738	2140
ENSMUSG00000074739	1506
ENSMUSG00000074743	3723
ENSMUSG00000074746	7076
ENSMUSG00000074748	2012
ENSMUSG00000074749	636
ENSMUSG00000074753	617
ENSMUSG00000074754	471
ENSMUSG00000074758	991
ENSMUSG00000074763	1976
ENSMUSG00000074764	579
ENSMUSG00000074766	2954
ENSMUSG00000074768	3118
ENSMUSG00000074771	2020
ENSMUSG00000074776	315
ENSMUSG00000074780	426
ENSMUSG00000074781	3851
ENSMUSG00000074782	2083
ENSMUSG00000074783	888
ENSMUSG00000074785	701
ENSMUSG00000074793	2007
ENSMUSG00000074794	2346
ENSMUSG00000074796	2832
ENSMUSG00000074797	656
ENSMUSG00000074800	362
ENSMUSG00000074802	6746
ENSMUSG00000074804	1320
ENSMUSG00000074805	1949
ENSMUSG00000074807	1133
ENSMUSG00000074811	2696
ENSMUSG00000074812	1020
ENSMUSG00000074813	421
ENSMUSG00000074817	4239
ENSMUSG00000074818	3903
ENSMUSG00000074824	4115
ENSMUSG00000074825	1898
ENSMUSG00000074826	1860
ENSMUSG00000074829	795
ENSMUSG00000074830	810
ENSMUSG00000074832	518
ENSMUSG00000074837	714
ENSMUSG00000074841	537
ENSMUSG00000074846	204
ENSMUSG00000074847	1203
ENSMUSG00000074849	3390
ENSMUSG00000074852	1779
ENSMUSG00000074862	1611
ENSMUSG00000074863	1724
ENSMUSG00000074865	1206
ENSMUSG00000074867	2571
ENSMUSG00000074868	744
ENSMUSG00000074870	1441
ENSMUSG00000074871	1204
ENSMUSG00000074872	1028
ENSMUSG00000074873	2796
ENSMUSG00000074874	996
ENSMUSG00000074876	1424
ENSMUSG00000074877	285
ENSMUSG00000074881	2341
ENSMUSG00000074882	1724
ENSMUSG00000074884	1388
ENSMUSG00000074885	429
ENSMUSG00000074886	2546
ENSMUSG00000074887	1407
ENSMUSG00000074890	2552
ENSMUSG00000074892	2892
ENSMUSG00000074895	737
ENSMUSG00000074896	1745
ENSMUSG00000074899	2912
ENSMUSG00000074903	560
ENSMUSG00000074909	4575
ENSMUSG00000074912	819
ENSMUSG00000074913	610
ENSMUSG00000074916	2040
ENSMUSG00000074918	3053
ENSMUSG00000074919	1548
ENSMUSG00000074922	855
ENSMUSG00000074923	3248
ENSMUSG00000074925	2064
ENSMUSG00000074928	536
ENSMUSG00000074930	447
ENSMUSG00000074934	4148
ENSMUSG00000074939	1599
ENSMUSG00000074945	1262
ENSMUSG00000074946	2588
ENSMUSG00000074947	2933
ENSMUSG00000074952	1528
ENSMUSG00000074955	1357
ENSMUSG00000074965	3453
ENSMUSG00000074966	1661
ENSMUSG00000074968	2432
ENSMUSG00000074970	207
ENSMUSG00000074971	2267
ENSMUSG00000074973	168
ENSMUSG00000074978	1124
ENSMUSG00000074981	2779
ENSMUSG00000074985	921
ENSMUSG00000074987	1958
ENSMUSG00000074991	1656
ENSMUSG00000074994	8973
ENSMUSG00000074995	2316
ENSMUSG00000074996	1830
ENSMUSG00000074997	1172
ENSMUSG00000074999	2222
ENSMUSG00000075000	1198
ENSMUSG00000075002	702
ENSMUSG00000075006	312
ENSMUSG00000075010	770
ENSMUSG00000075012	3134
ENSMUSG00000075014	660
ENSMUSG00000075015	504
ENSMUSG00000075020	855
ENSMUSG00000075023	620
ENSMUSG00000075024	2483
ENSMUSG00000075025	772
ENSMUSG00000075027	1225
ENSMUSG00000075028	3012
ENSMUSG00000075029	1099
ENSMUSG00000075031	452
ENSMUSG00000075033	6430
ENSMUSG00000075036	399
ENSMUSG00000075040	706
ENSMUSG00000075042	2500
ENSMUSG00000075044	1850
ENSMUSG00000075045	1854
ENSMUSG00000075046	1756
ENSMUSG00000075053	1306
ENSMUSG00000075054	3436
ENSMUSG00000075061	927
ENSMUSG00000075062	6521
ENSMUSG00000075063	2274
ENSMUSG00000075064	1084
ENSMUSG00000075065	4820
ENSMUSG00000075066	1016
ENSMUSG00000075067	930
ENSMUSG00000075068	3449
ENSMUSG00000075069	4029
ENSMUSG00000075070	647
ENSMUSG00000075072	1907
ENSMUSG00000075073	3053
ENSMUSG00000075074	2183
ENSMUSG00000075075	4898
ENSMUSG00000075078	1764
ENSMUSG00000075079	1560
ENSMUSG00000075081	2066
ENSMUSG00000075084	1455
ENSMUSG00000075085	1840
ENSMUSG00000075086	2328
ENSMUSG00000075088	1516
ENSMUSG00000075090	1386
ENSMUSG00000075091	1198
ENSMUSG00000075092	2389
ENSMUSG00000075093	2472
ENSMUSG00000075094	918
ENSMUSG00000075095	2600
ENSMUSG00000075097	2960
ENSMUSG00000075099	1954
ENSMUSG00000075100	2333
ENSMUSG00000075101	2379
ENSMUSG00000075102	2789
ENSMUSG00000075104	5669
ENSMUSG00000075105	3886
ENSMUSG00000075107	3595
ENSMUSG00000075110	1955
ENSMUSG00000075111	1946
ENSMUSG00000075112	2554
ENSMUSG00000075113	4960
ENSMUSG00000075114	2823
ENSMUSG00000075115	1844
ENSMUSG00000075117	1896
ENSMUSG00000075119	1922
ENSMUSG00000075120	4225
ENSMUSG00000075121	1756
ENSMUSG00000075122	1701
ENSMUSG00000075125	1240
ENSMUSG00000075126	932
ENSMUSG00000075127	1116
ENSMUSG00000075128	1878
ENSMUSG00000075132	3816
ENSMUSG00000075133	2153
ENSMUSG00000075136	1112
ENSMUSG00000075137	1327
ENSMUSG00000075139	985
ENSMUSG00000075140	1995
ENSMUSG00000075141	3501
ENSMUSG00000075142	957
ENSMUSG00000075143	2724
ENSMUSG00000075144	3271
ENSMUSG00000075145	2048
ENSMUSG00000075146	2624
ENSMUSG00000075148	936
ENSMUSG00000075149	1274
ENSMUSG00000075150	2003
ENSMUSG00000075151	1000
ENSMUSG00000075153	1790
ENSMUSG00000075155	968
ENSMUSG00000075156	936
ENSMUSG00000075158	1591
ENSMUSG00000075159	1811
ENSMUSG00000075160	2600
ENSMUSG00000075161	2483
ENSMUSG00000075162	546
ENSMUSG00000075163	2748
ENSMUSG00000075164	2569
ENSMUSG00000075165	991
ENSMUSG00000075166	2693
ENSMUSG00000075167	1284
ENSMUSG00000075168	2949
ENSMUSG00000075169	1916
ENSMUSG00000075170	4568
ENSMUSG00000075171	958
ENSMUSG00000075172	1514
ENSMUSG00000075174	2402
ENSMUSG00000075175	1043
ENSMUSG00000075176	3537
ENSMUSG00000075179	2071
ENSMUSG00000075181	942
ENSMUSG00000075184	1188
ENSMUSG00000075185	942
ENSMUSG00000075186	1330
ENSMUSG00000075187	2098
ENSMUSG00000075188	1646
ENSMUSG00000075189	1296
ENSMUSG00000075190	1174
ENSMUSG00000075192	942
ENSMUSG00000075193	2814
ENSMUSG00000075194	1196
ENSMUSG00000075195	1061
ENSMUSG00000075196	2436
ENSMUSG00000075197	1514
ENSMUSG00000075198	2924
ENSMUSG00000075199	1134
ENSMUSG00000075200	2435
ENSMUSG00000075201	1726
ENSMUSG00000075202	3412
ENSMUSG00000075203	942
ENSMUSG00000075204	3925
ENSMUSG00000075205	1484
ENSMUSG00000075206	984
ENSMUSG00000075208	1982
ENSMUSG00000075209	1017
ENSMUSG00000075210	3076
ENSMUSG00000075211	1519
ENSMUSG00000075212	1336
ENSMUSG00000075214	1410
ENSMUSG00000075215	1915
ENSMUSG00000075217	2272
ENSMUSG00000075218	1410
ENSMUSG00000075219	1445
ENSMUSG00000075220	945
ENSMUSG00000075221	1444
ENSMUSG00000075222	1135
ENSMUSG00000075223	1418
ENSMUSG00000075224	2558
ENSMUSG00000075225	1810
ENSMUSG00000075227	1281
ENSMUSG00000075228	90
ENSMUSG00000075229	970
ENSMUSG00000075232	1079
ENSMUSG00000075245	492
ENSMUSG00000075249	3932
ENSMUSG00000075254	3294
ENSMUSG00000075256	1344
ENSMUSG00000075265	1392
ENSMUSG00000075266	2838
ENSMUSG00000075267	724
ENSMUSG00000075268	561
ENSMUSG00000075269	764
ENSMUSG00000075270	2209
ENSMUSG00000075271	3721
ENSMUSG00000075272	2431
ENSMUSG00000075273	2737
ENSMUSG00000075276	483
ENSMUSG00000075277	1264
ENSMUSG00000075279	580
ENSMUSG00000075284	717
ENSMUSG00000075286	348
ENSMUSG00000075288	348
ENSMUSG00000075289	3968
ENSMUSG00000075296	2141
ENSMUSG00000075297	1054
ENSMUSG00000075302	1659
ENSMUSG00000075304	2100
ENSMUSG00000075307	2529
ENSMUSG00000075312	375
ENSMUSG00000075314	704
ENSMUSG00000075316	7497
ENSMUSG00000075318	1810
ENSMUSG00000075324	2325
ENSMUSG00000075325	2655
ENSMUSG00000075327	3226
ENSMUSG00000075330	746
ENSMUSG00000075334	1460
ENSMUSG00000075335	1963
ENSMUSG00000075359	1851
ENSMUSG00000075370	870
ENSMUSG00000075376	3281
ENSMUSG00000075377	1210
ENSMUSG00000075378	2617
ENSMUSG00000075379	3010
ENSMUSG00000075380	2272
ENSMUSG00000075382	1615
ENSMUSG00000075383	2856
ENSMUSG00000075384	1480
ENSMUSG00000075387	3788
ENSMUSG00000075389	1630
ENSMUSG00000075390	315
ENSMUSG00000075391	555
ENSMUSG00000075394	2052
ENSMUSG00000075395	1115
ENSMUSG00000075402	2312
ENSMUSG00000075405	1501
ENSMUSG00000075408	1551
ENSMUSG00000075410	799
ENSMUSG00000075415	1818
ENSMUSG00000075416	1804
ENSMUSG00000075419	2104
ENSMUSG00000075420	978
ENSMUSG00000075425	369
ENSMUSG00000075427	1511
ENSMUSG00000075431	658
ENSMUSG00000075437	870
ENSMUSG00000075463	1824
ENSMUSG00000075465	1536
ENSMUSG00000075467	2841
ENSMUSG00000075469	1207
ENSMUSG00000075470	3727
ENSMUSG00000075478	4249
ENSMUSG00000075480	309
ENSMUSG00000075485	369
ENSMUSG00000075486	862
ENSMUSG00000075502	2982
ENSMUSG00000075510	1563
ENSMUSG00000075511	1275
ENSMUSG00000075512	372
ENSMUSG00000075514	854
ENSMUSG00000075517	590
ENSMUSG00000075520	6738
ENSMUSG00000075524	4673
ENSMUSG00000075525	618
ENSMUSG00000075528	817
ENSMUSG00000075534	2022
ENSMUSG00000075538	2541
ENSMUSG00000075543	766
ENSMUSG00000075549	2018
ENSMUSG00000075551	2060
ENSMUSG00000075552	2064
ENSMUSG00000075553	2156
ENSMUSG00000075555	472
ENSMUSG00000075558	367
ENSMUSG00000075566	918
ENSMUSG00000075567	593
ENSMUSG00000075569	888
ENSMUSG00000075570	3069
ENSMUSG00000075571	612
ENSMUSG00000075572	408
ENSMUSG00000075573	240
ENSMUSG00000075574	445
ENSMUSG00000075576	713
ENSMUSG00000075581	750
ENSMUSG00000075585	5522
ENSMUSG00000075586	639
ENSMUSG00000075587	555
ENSMUSG00000075588	2381
ENSMUSG00000075589	535
ENSMUSG00000075590	2495
ENSMUSG00000075591	2355
ENSMUSG00000075592	7201
ENSMUSG00000075593	1901
ENSMUSG00000075595	5275
ENSMUSG00000075596	3124
ENSMUSG00000075598	1922
ENSMUSG00000075599	2525
ENSMUSG00000075600	3360
ENSMUSG00000075602	858
ENSMUSG00000075604	3165
ENSMUSG00000075605	545
ENSMUSG00000075609	1278
ENSMUSG00000075610	1437
ENSMUSG00000075611	375
ENSMUSG00000075700	1969
ENSMUSG00000075701	911
ENSMUSG00000075702	972
ENSMUSG00000075703	1775
ENSMUSG00000075704	978
ENSMUSG00000075705	1048
ENSMUSG00000075706	735
ENSMUSG00000075707	1740
ENSMUSG00000075719	171
ENSMUSG00000075726	79
ENSMUSG00000075760	107
ENSMUSG00000075770	77
ENSMUSG00000075826	107
ENSMUSG00000075829	160
ENSMUSG00000075832	107
ENSMUSG00000075833	107
ENSMUSG00000075837	141
ENSMUSG00000075864	107
ENSMUSG00000075874	119
ENSMUSG00000075893	107
ENSMUSG00000075903	107
ENSMUSG00000075906	107
ENSMUSG00000075908	105
ENSMUSG00000075918	119
ENSMUSG00000075934	106
ENSMUSG00000075952	107
ENSMUSG00000075958	106
ENSMUSG00000075968	79
ENSMUSG00000075973	119
ENSMUSG00000075983	106
ENSMUSG00000076005	78
ENSMUSG00000076006	86
ENSMUSG00000076009	75
ENSMUSG00000076010	92
ENSMUSG00000076011	98
ENSMUSG00000076012	82
ENSMUSG00000076014	97
ENSMUSG00000076028	109
ENSMUSG00000076030	103
ENSMUSG00000076031	109
ENSMUSG00000076033	109
ENSMUSG00000076036	109
ENSMUSG00000076037	109
ENSMUSG00000076038	109
ENSMUSG00000076039	108
ENSMUSG00000076041	80
ENSMUSG00000076042	110
ENSMUSG00000076049	79
ENSMUSG00000076050	82
ENSMUSG00000076051	73
ENSMUSG00000076052	90
ENSMUSG00000076060	77
ENSMUSG00000076062	80
ENSMUSG00000076063	74
ENSMUSG00000076064	109
ENSMUSG00000076065	110
ENSMUSG00000076066	110
ENSMUSG00000076067	96
ENSMUSG00000076068	84
ENSMUSG00000076117	110
ENSMUSG00000076118	109
ENSMUSG00000076119	109
ENSMUSG00000076120	98
ENSMUSG00000076121	89
ENSMUSG00000076122	71
ENSMUSG00000076123	79
ENSMUSG00000076126	97
ENSMUSG00000076127	88
ENSMUSG00000076128	109
ENSMUSG00000076129	109
ENSMUSG00000076135	110
ENSMUSG00000076136	109
ENSMUSG00000076137	110
ENSMUSG00000076138	108
ENSMUSG00000076140	85
ENSMUSG00000076141	89
ENSMUSG00000076142	82
ENSMUSG00000076143	109
ENSMUSG00000076144	88
ENSMUSG00000076145	74
ENSMUSG00000076146	109
ENSMUSG00000076147	70
ENSMUSG00000076163	109
ENSMUSG00000076180	110
ENSMUSG00000076190	110
ENSMUSG00000076199	110
ENSMUSG00000076212	109
ENSMUSG00000076214	109
ENSMUSG00000076216	109
ENSMUSG00000076217	84
ENSMUSG00000076218	109
ENSMUSG00000076219	82
ENSMUSG00000076222	109
ENSMUSG00000076227	96
ENSMUSG00000076228	97
ENSMUSG00000076229	82
ENSMUSG00000076230	96
ENSMUSG00000076231	96
ENSMUSG00000076232	93
ENSMUSG00000076233	96
ENSMUSG00000076234	96
ENSMUSG00000076236	96
ENSMUSG00000076237	94
ENSMUSG00000076238	94
ENSMUSG00000076240	109
ENSMUSG00000076241	76
ENSMUSG00000076246	107
ENSMUSG00000076251	109
ENSMUSG00000076252	74
ENSMUSG00000076253	87
ENSMUSG00000076255	83
ENSMUSG00000076256	87
ENSMUSG00000076258	57
ENSMUSG00000076269	95
ENSMUSG00000076270	110
ENSMUSG00000076271	109
ENSMUSG00000076272	99
ENSMUSG00000076274	92
ENSMUSG00000076275	84
ENSMUSG00000076281	57
ENSMUSG00000076282	111
ENSMUSG00000076284	98
ENSMUSG00000076286	100
ENSMUSG00000076287	164
ENSMUSG00000076288	97
ENSMUSG00000076294	96
ENSMUSG00000076300	109
ENSMUSG00000076303	116
ENSMUSG00000076304	110
ENSMUSG00000076305	93
ENSMUSG00000076309	79
ENSMUSG00000076312	79
ENSMUSG00000076313	94
ENSMUSG00000076315	75
ENSMUSG00000076316	91
ENSMUSG00000076318	86
ENSMUSG00000076320	99
ENSMUSG00000076323	99
ENSMUSG00000076327	110
ENSMUSG00000076332	95
ENSMUSG00000076333	88
ENSMUSG00000076335	100
ENSMUSG00000076337	101
ENSMUSG00000076338	72
ENSMUSG00000076343	113
ENSMUSG00000076355	79
ENSMUSG00000076357	85
ENSMUSG00000076360	104
ENSMUSG00000076361	75
ENSMUSG00000076364	100
ENSMUSG00000076366	106
ENSMUSG00000076370	104
ENSMUSG00000076371	109
ENSMUSG00000076372	83
ENSMUSG00000076376	100
ENSMUSG00000076377	83
ENSMUSG00000076379	67
ENSMUSG00000076382	82
ENSMUSG00000076385	106
ENSMUSG00000076387	98
ENSMUSG00000076389	96
ENSMUSG00000076392	109
ENSMUSG00000076394	99
ENSMUSG00000076395	86
ENSMUSG00000076396	92
ENSMUSG00000076398	89
ENSMUSG00000076399	69
ENSMUSG00000076407	110
ENSMUSG00000076424	68
ENSMUSG00000076430	1187
ENSMUSG00000076431	4795
ENSMUSG00000076432	1742
ENSMUSG00000076433	1773
ENSMUSG00000076434	911
ENSMUSG00000076435	762
ENSMUSG00000076436	1760
ENSMUSG00000076437	626
ENSMUSG00000076438	1735
ENSMUSG00000076439	1166
ENSMUSG00000076441	574
ENSMUSG00000076444	76
ENSMUSG00000076445	96
ENSMUSG00000076448	120
ENSMUSG00000076450	95
ENSMUSG00000076451	94
ENSMUSG00000076453	98
ENSMUSG00000076454	76
ENSMUSG00000076455	107
ENSMUSG00000076456	119
ENSMUSG00000076457	97
ENSMUSG00000076458	108
ENSMUSG00000076459	81
ENSMUSG00000076460	100
ENSMUSG00000076461	417
ENSMUSG00000076462	560
ENSMUSG00000076463	455
ENSMUSG00000076465	368
ENSMUSG00000076467	350
ENSMUSG00000076469	340
ENSMUSG00000076470	340
ENSMUSG00000076471	368
ENSMUSG00000076472	370
ENSMUSG00000076473	398
ENSMUSG00000076474	374
ENSMUSG00000076475	566
ENSMUSG00000076476	335
ENSMUSG00000076477	336
ENSMUSG00000076478	346
ENSMUSG00000076479	356
ENSMUSG00000076480	353
ENSMUSG00000076481	334
ENSMUSG00000076483	48
ENSMUSG00000076484	48
ENSMUSG00000076485	52
ENSMUSG00000076486	51
ENSMUSG00000076487	50
ENSMUSG00000076488	53
ENSMUSG00000076489	46
ENSMUSG00000076490	624
ENSMUSG00000076492	50
ENSMUSG00000076493	51
ENSMUSG00000076494	49
ENSMUSG00000076495	49
ENSMUSG00000076496	49
ENSMUSG00000076497	47
ENSMUSG00000076498	692
ENSMUSG00000076499	375
ENSMUSG00000076500	359
ENSMUSG00000076501	501
ENSMUSG00000076505	362
ENSMUSG00000076508	350
ENSMUSG00000076512	377
ENSMUSG00000076514	354
ENSMUSG00000076518	360
ENSMUSG00000076522	378
ENSMUSG00000076523	375
ENSMUSG00000076525	368
ENSMUSG00000076526	346
ENSMUSG00000076530	346
ENSMUSG00000076531	351
ENSMUSG00000076532	358
ENSMUSG00000076533	352
ENSMUSG00000076534	336
ENSMUSG00000076535	362
ENSMUSG00000076536	359
ENSMUSG00000076538	347
ENSMUSG00000076539	324
ENSMUSG00000076540	348
ENSMUSG00000076541	358
ENSMUSG00000076543	394
ENSMUSG00000076545	402
ENSMUSG00000076547	379
ENSMUSG00000076548	348
ENSMUSG00000076549	394
ENSMUSG00000076550	319
ENSMUSG00000076552	333
ENSMUSG00000076555	373
ENSMUSG00000076556	352
ENSMUSG00000076557	334
ENSMUSG00000076562	352
ENSMUSG00000076563	360
ENSMUSG00000076564	377
ENSMUSG00000076569	317
ENSMUSG00000076570	346
ENSMUSG00000076571	359
ENSMUSG00000076572	342
ENSMUSG00000076573	360
ENSMUSG00000076575	364
ENSMUSG00000076576	366
ENSMUSG00000076577	368
ENSMUSG00000076578	360
ENSMUSG00000076580	330
ENSMUSG00000076581	371
ENSMUSG00000076583	365
ENSMUSG00000076586	382
ENSMUSG00000076587	375
ENSMUSG00000076589	395
ENSMUSG00000076591	370
ENSMUSG00000076594	323
ENSMUSG00000076596	358
ENSMUSG00000076598	329
ENSMUSG00000076604	38
ENSMUSG00000076605	41
ENSMUSG00000076606	37
ENSMUSG00000076607	38
ENSMUSG00000076608	40
ENSMUSG00000076609	532
ENSMUSG00000076612	1162
ENSMUSG00000076613	1496
ENSMUSG00000076614	1779
ENSMUSG00000076615	1082
ENSMUSG00000076617	1596
ENSMUSG00000076618	54
ENSMUSG00000076619	48
ENSMUSG00000076620	51
ENSMUSG00000076621	53
ENSMUSG00000076630	23
ENSMUSG00000076632	23
ENSMUSG00000076633	352
ENSMUSG00000076646	346
ENSMUSG00000076652	361
ENSMUSG00000076653	356
ENSMUSG00000076655	414
ENSMUSG00000076661	326
ENSMUSG00000076665	363
ENSMUSG00000076666	342
ENSMUSG00000076668	398
ENSMUSG00000076670	326
ENSMUSG00000076671	330
ENSMUSG00000076672	346
ENSMUSG00000076674	394
ENSMUSG00000076676	353
ENSMUSG00000076677	356
ENSMUSG00000076680	357
ENSMUSG00000076688	352
ENSMUSG00000076695	328
ENSMUSG00000076709	346
ENSMUSG00000076710	322
ENSMUSG00000076731	336
ENSMUSG00000076733	301
ENSMUSG00000076744	368
ENSMUSG00000076745	426
ENSMUSG00000076746	390
ENSMUSG00000076747	317
ENSMUSG00000076749	924
ENSMUSG00000076750	352
ENSMUSG00000076752	914
ENSMUSG00000076754	491
ENSMUSG00000076755	374
ENSMUSG00000076757	985
ENSMUSG00000076758	350
ENSMUSG00000076759	374
ENSMUSG00000076760	385
ENSMUSG00000076761	343
ENSMUSG00000076762	338
ENSMUSG00000076764	340
ENSMUSG00000076770	400
ENSMUSG00000076778	396
ENSMUSG00000076795	336
ENSMUSG00000076796	353
ENSMUSG00000076800	338
ENSMUSG00000076802	326
ENSMUSG00000076821	408
ENSMUSG00000076822	382
ENSMUSG00000076823	350
ENSMUSG00000076824	320
ENSMUSG00000076826	370
ENSMUSG00000076831	328
ENSMUSG00000076839	331
ENSMUSG00000076840	399
ENSMUSG00000076846	390
ENSMUSG00000076848	370
ENSMUSG00000076855	420
ENSMUSG00000076858	458
ENSMUSG00000076861	326
ENSMUSG00000076862	446
ENSMUSG00000076863	360
ENSMUSG00000076864	336
ENSMUSG00000076865	346
ENSMUSG00000076866	397
ENSMUSG00000076867	444
ENSMUSG00000076870	51
ENSMUSG00000076871	59
ENSMUSG00000076873	438
ENSMUSG00000076874	63
ENSMUSG00000076875	63
ENSMUSG00000076876	64
ENSMUSG00000076877	63
ENSMUSG00000076878	66
ENSMUSG00000076879	66
ENSMUSG00000076880	43
ENSMUSG00000076881	63
ENSMUSG00000076882	60
ENSMUSG00000076883	60
ENSMUSG00000076884	63
ENSMUSG00000076885	63
ENSMUSG00000076886	61
ENSMUSG00000076887	57
ENSMUSG00000076888	64
ENSMUSG00000076889	55
ENSMUSG00000076890	61
ENSMUSG00000076891	63
ENSMUSG00000076892	62
ENSMUSG00000076893	60
ENSMUSG00000076894	65
ENSMUSG00000076895	58
ENSMUSG00000076896	57
ENSMUSG00000076897	66
ENSMUSG00000076898	57
ENSMUSG00000076899	59
ENSMUSG00000076900	60
ENSMUSG00000076901	65
ENSMUSG00000076902	59
ENSMUSG00000076903	60
ENSMUSG00000076904	57
ENSMUSG00000076905	63
ENSMUSG00000076906	60
ENSMUSG00000076907	60
ENSMUSG00000076908	57
ENSMUSG00000076909	58
ENSMUSG00000076910	61
ENSMUSG00000076911	66
ENSMUSG00000076912	63
ENSMUSG00000076913	61
ENSMUSG00000076914	60
ENSMUSG00000076915	34
ENSMUSG00000076916	57
ENSMUSG00000076917	58
ENSMUSG00000076918	59
ENSMUSG00000076919	58
ENSMUSG00000076920	37
ENSMUSG00000076921	59
ENSMUSG00000076922	62
ENSMUSG00000076923	62
ENSMUSG00000076924	63
ENSMUSG00000076925	66
ENSMUSG00000076926	66
ENSMUSG00000076927	29
ENSMUSG00000076928	674
ENSMUSG00000076934	391
ENSMUSG00000076937	532
ENSMUSG00000076939	381
ENSMUSG00000076940	357
ENSMUSG00000076941	110
ENSMUSG00000076944	66
ENSMUSG00000076946	81
ENSMUSG00000076948	87
ENSMUSG00000076949	110
ENSMUSG00000076950	110
ENSMUSG00000076951	110
ENSMUSG00000076952	111
ENSMUSG00000076956	102
ENSMUSG00000076958	110
ENSMUSG00000076959	98
ENSMUSG00000076961	110
ENSMUSG00000076964	110
ENSMUSG00000076966	82
ENSMUSG00000076972	79
ENSMUSG00000076976	98
ENSMUSG00000076977	110
ENSMUSG00000076983	90
ENSMUSG00000076987	110
ENSMUSG00000076994	81
ENSMUSG00000076999	96
ENSMUSG00000077001	78
ENSMUSG00000077004	67
ENSMUSG00000077010	86
ENSMUSG00000077015	110
ENSMUSG00000077019	110
ENSMUSG00000077021	85
ENSMUSG00000077022	110
ENSMUSG00000077025	83
ENSMUSG00000077038	121
ENSMUSG00000077039	109
ENSMUSG00000077040	110
ENSMUSG00000077042	78
ENSMUSG00000077049	97
ENSMUSG00000077050	110
ENSMUSG00000077055	82
ENSMUSG00000077058	110
ENSMUSG00000077059	96
ENSMUSG00000077065	66
ENSMUSG00000077081	110
ENSMUSG00000077082	80
ENSMUSG00000077085	110
ENSMUSG00000077086	96
ENSMUSG00000077090	67
ENSMUSG00000077092	65
ENSMUSG00000077095	104
ENSMUSG00000077096	65
ENSMUSG00000077104	100
ENSMUSG00000077107	92
ENSMUSG00000077110	110
ENSMUSG00000077111	83
ENSMUSG00000077113	89
ENSMUSG00000077119	71
ENSMUSG00000077125	110
ENSMUSG00000077127	62
ENSMUSG00000077131	104
ENSMUSG00000077138	110
ENSMUSG00000077142	131
ENSMUSG00000077143	126
ENSMUSG00000077144	120
ENSMUSG00000077146	131
ENSMUSG00000077148	104
ENSMUSG00000077149	132
ENSMUSG00000077150	133
ENSMUSG00000077152	144
ENSMUSG00000077153	131
ENSMUSG00000077155	103
ENSMUSG00000077156	118
ENSMUSG00000077158	129
ENSMUSG00000077160	126
ENSMUSG00000077161	133
ENSMUSG00000077163	107
ENSMUSG00000077166	129
ENSMUSG00000077167	246
ENSMUSG00000077169	133
ENSMUSG00000077171	128
ENSMUSG00000077172	132
ENSMUSG00000077174	123
ENSMUSG00000077175	129
ENSMUSG00000077176	129
ENSMUSG00000077177	132
ENSMUSG00000077178	136
ENSMUSG00000077180	131
ENSMUSG00000077181	132
ENSMUSG00000077184	129
ENSMUSG00000077185	71
ENSMUSG00000077188	132
ENSMUSG00000077190	130
ENSMUSG00000077191	67
ENSMUSG00000077192	132
ENSMUSG00000077194	107
ENSMUSG00000077196	131
ENSMUSG00000077197	131
ENSMUSG00000077199	138
ENSMUSG00000077200	129
ENSMUSG00000077201	133
ENSMUSG00000077202	126
ENSMUSG00000077204	129
ENSMUSG00000077205	133
ENSMUSG00000077207	104
ENSMUSG00000077208	127
ENSMUSG00000077209	132
ENSMUSG00000077212	80
ENSMUSG00000077214	129
ENSMUSG00000077215	127
ENSMUSG00000077217	132
ENSMUSG00000077218	132
ENSMUSG00000077220	66
ENSMUSG00000077221	111
ENSMUSG00000077222	132
ENSMUSG00000077223	128
ENSMUSG00000077224	127
ENSMUSG00000077227	134
