Feature.ID	baseMean	log2(brain/UHR)	lfcSE	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm	UHR_1.rlog	UHR_2.rlog	brain_1.rlog	brain_2.rlog
LTBP4	709.478	-1.2893	0.103504	4.42726e-36	3.38774e-35	1190	1254	318	361	1000.67	1017.71	396.26	423.28	9.97	9.99	8.63	8.73
LTBR	296.894	-2.23165	0.171331	5.08078e-40	4.3108e-39	591	597	92	78	496.97	484.51	114.64	91.46	8.95	8.91	6.85	6.53
LTC4S	16.5501	2.15035	0.717408	0.000243531	0.000502705	6	6	16	31	5.05	4.87	19.94	36.35	2.5	2.46	4.25	5.06
LTF	19.0908	-0.63961	0.514881	0.152704	0.204811	29	30	9	14	24.39	24.35	11.21	16.42	4.58	4.58	3.56	4.05
LTK	27.1506	0.0935737	0.439761	0.813464	0.848525	38	25	17	30	31.95	20.29	21.18	35.18	4.98	4.37	4.43	5.11
LTV1	86.5065	-1.66422	0.292572	2.07974e-09	6.41884e-09	154	169	27	39	129.5	137.16	33.64	45.73	7	7.08	5.11	5.53
LUC7L	305.357	0.103884	0.147278	0.473592	0.543363	323	390	241	284	271.61	316.51	300.31	332.99	8.09	8.31	8.23	8.38
LUC7L2	457.166	-0.50875	0.119431	1.74336e-05	4.00118e-05	638	665	299	324	536.49	539.69	372.58	379.9	9.07	9.08	8.54	8.57
LUC7L3	788.8	0.0585887	0.0940213	0.530015	0.599474	943	927	638	695	792.97	752.32	795.01	814.9	9.63	9.56	9.63	9.67
LUM	165.569	-6.07716	0.562789	4.05515e-28	2.55024e-27	383	409	1	6	322.06	331.93	1.25	7.04	8.31	8.35	1.62	3.03
LUZP1	439.357	1.05587	0.12307	4.79742e-18	2.2204e-17	331	356	463	523	278.34	288.92	576.95	613.23	8.12	8.18	9.17	9.26
LUZP2	19.6838	2.52056	0.670174	1.03855e-05	2.43712e-05	6	6	27	30	5.05	4.87	33.64	35.18	2.52	2.47	4.98	5.04
LUZP4	1.43822	-0.158139	1.18401	0.819038	NA	3	1	1	1	2.52	0.81	1.25	1.17	0.92	0.14	0.39	0.36
LXN	36.9195	-2.35214	0.507772	2.24425e-07	6.02933e-07	82	70	11	7	68.95	56.81	13.71	8.21	6.06	5.79	3.85	3.2
LY6D	4.26262	0.693477	0.917953	0.277208	0.34464	3	3	5	5	2.52	2.43	6.23	5.86	1.54	1.5	2.46	2.4
LY6E	1465.31	-0.0323205	0.0761149	0.66944	0.724501	1761	1828	1110	1291	1480.82	1483.55	1383.17	1513.72	10.53	10.53	10.43	10.56
LY6G5B	62.7606	-0.174111	0.293215	0.532763	0.602117	81	81	47	50	68.11	65.74	58.57	58.63	6.09	6.04	5.87	5.88
LY6G5C	9.43409	1.04602	0.7311	0.0660095	0.09617	5	7	12	11	4.2	5.68	14.95	12.9	2.26	2.6	3.78	3.6
LY6G6C	4.11248	-1.37319	1.24246	0.0769374	0.110452	8	9	1	1	6.73	7.3	1.25	1.17	2.5	2.59	0.94	0.89
LY6G6D	1.62243	0.578975	1.23954	0.421326	NA	1	1	2	2	0.84	0.81	2.49	2.35	0.21	0.19	0.95	0.91
LY6G6F	1.22066	-0.00980782	1.21882	0.988754	NA	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
LY6H	306.048	7.4939	0.55602	6.15589e-43	5.53904e-42	2	5	449	562	1.68	4.06	559.5	658.95	1.59	2.35	9.11	9.34
LY6K	66.0357	-2.44447	0.376515	4.54272e-12	1.627e-11	125	148	19	13	105.11	120.11	23.68	15.24	6.69	6.88	4.61	4.02
LY75	17.1423	0.190943	0.514051	0.6695	0.724501	17	21	12	19	14.3	17.04	14.95	22.28	3.86	4.09	3.92	4.44
LY86	18.8801	-0.298819	0.507853	0.500173	0.569429	19	33	15	12	15.98	26.78	18.69	14.07	4.01	4.7	4.22	3.85
LY9	5.21315	-0.734158	0.884315	0.242037	0.306605	8	10	2	3	6.73	8.12	2.49	3.52	2.64	2.86	1.63	1.95
LY96	7.97434	-1.72825	1.02829	0.0166382	0.0270309	12	21	1	3	10.09	17.04	1.25	3.52	3.21	3.88	1.15	2
LYAR	97.8014	-2.57336	0.308838	4.01641e-18	1.86434e-17	202	206	19	26	169.86	167.18	23.68	30.49	7.39	7.37	4.62	4.97
LYG1	7.69255	0.158418	0.695962	0.771702	0.813523	9	8	4	10	7.57	6.49	4.98	11.73	2.91	2.73	2.44	3.44
LYG2	1.52112	0.190541	1.15778	0.781434	NA	2	1	1	2	1.68	0.81	1.25	2.35	0.64	0.18	0.44	0.89
LYL1	103.476	-2.1454	0.283401	2.51849e-15	1.03975e-14	208	204	26	35	174.91	165.56	32.4	41.04	7.43	7.36	5.06	5.38
LYN	108.049	-1.01129	0.251967	3.11218e-05	6.98468e-05	155	200	48	68	130.34	162.31	59.81	79.73	7.02	7.33	5.92	6.32
LYNX1	1868.35	6.0994	0.141901	0	0	57	72	2981	3115	47.93	58.43	3714.63	3652.39	5.62	5.89	11.86	11.83
LYPD1	35.6063	-0.30501	0.392362	0.397712	0.469663	48	49	18	34	40.36	39.77	22.43	39.87	5.33	5.31	4.52	5.31
LYPD2	1.3293	0.389821	1.24951	0.583622	NA	1	1	2	1	0.84	0.81	2.49	1.17	0.08	0.05	0.8	0.27
LYPD3	59.3742	-3.95778	0.51762	3.44613e-15	1.41606e-14	149	122	4	7	125.29	99.01	4.98	8.21	6.92	6.59	2.64	3.19
LYPD5	58.1221	4.92096	0.582593	6.31383e-18	2.9115e-17	4	4	74	114	3.36	3.25	92.21	133.67	2.08	2.04	6.47	7
LYPD6	38.5013	0.281258	0.372175	0.414684	0.487474	33	50	33	38	27.75	40.58	41.12	44.56	4.81	5.34	5.36	5.47
LYPD6B	12.784	-0.412781	0.585984	0.400213	0.472144	20	17	8	9	16.82	13.8	9.97	10.55	4.03	3.77	3.36	3.43
LYPLA1	65.5264	-1.9104	0.347026	3.76329e-09	1.14498e-08	134	120	22	21	112.68	97.39	27.41	24.62	6.79	6.59	4.82	4.67
LYPLA2	158.737	-1.04068	0.203566	1.61185e-07	4.38134e-07	273	248	81	88	229.56	201.27	100.93	103.18	7.84	7.65	6.67	6.7
LYPLA2P1	33.1795	-0.845493	0.418865	0.0261161	0.0409503	45	62	16	21	37.84	50.32	19.94	24.62	5.23	5.62	4.36	4.64
LYPLAL1	41.1796	-0.186732	0.355244	0.573033	0.639108	54	53	33	30	45.41	43.01	41.12	35.18	5.5	5.42	5.36	5.15
LYRM1	79.3705	-0.177866	0.270546	0.492585	0.561927	107	98	51	72	89.98	79.53	63.55	84.42	6.49	6.31	6	6.4
LYRM2	72.1228	-0.213606	0.279282	0.423488	0.495897	86	103	49	61	72.32	83.59	61.06	71.52	6.18	6.38	5.94	6.16
LYRM4	164.123	-0.539149	0.194159	0.00451686	0.00802967	224	250	99	121	188.36	202.89	123.36	141.87	7.56	7.66	6.95	7.15
LYRM5	24.6686	1.23797	0.488106	0.0039066	0.00700656	15	17	26	34	12.61	13.8	32.4	39.87	3.72	3.84	4.98	5.27
LYRM7	105.976	0.180822	0.251219	0.454784	0.525287	136	103	75	113	114.36	83.59	93.46	132.49	6.84	6.39	6.55	7.04
LYSMD1	104.615	0.792721	0.236013	0.000525426	0.00104584	93	89	105	117	78.2	72.23	130.84	137.18	6.3	6.18	7.03	7.09
LYSMD2	109.076	3.06547	0.287637	1.17612e-27	7.31523e-27	25	30	150	174	21.02	24.35	186.92	204.02	4.45	4.65	7.53	7.65
LYSMD3	64.1683	-0.261896	0.297397	0.354118	0.425223	84	87	39	57	70.64	70.61	48.6	66.83	6.14	6.14	5.61	6.06
LYSMD4	98.5493	0.934192	0.24847	9.76537e-05	0.000209312	87	73	100	117	73.16	59.24	124.61	137.18	6.2	5.9	6.95	7.09
LYST	184.91	0.784158	0.185019	1.54831e-05	3.57081e-05	175	150	183	207	147.16	121.74	228.04	242.71	7.2	6.93	7.83	7.92
LYVE1	14.8959	2.61254	0.815476	8.63686e-05	0.000186124	6	2	18	26	5.05	1.62	22.43	30.49	2.46	1.31	4.37	4.78
LYZ	345.737	-6.68058	0.467241	1.60549e-47	1.57286e-46	809	851	4	6	680.29	690.65	4.98	7.04	9.4	9.42	2.74	3.08
LYZL4	1.60403	0.566152	1.24594	0.431994	NA	1	1	1	3	0.84	0.81	1.25	3.52	0.17	0.14	0.41	1.22
LZIC	47.5178	-0.286248	0.335137	0.362943	0.434333	60	68	32	38	50.45	55.19	39.88	44.56	5.65	5.78	5.33	5.48
LZTFL1	70.2003	0.588517	0.288372	0.0322763	0.0499093	69	64	59	83	58.02	51.94	73.52	97.32	5.86	5.71	6.2	6.59
LZTR1	718.483	0.0214885	0.0971342	0.823533	0.856685	840	887	569	630	706.35	719.86	709.03	738.69	9.46	9.49	9.47	9.53
LZTS1	337.907	0.816525	0.137928	2.16736e-09	6.674e-09	292	297	331	386	245.54	241.04	412.46	452.59	7.94	7.92	8.69	8.82
LZTS2	824.39	0.0758557	0.0912322	0.402207	0.474333	953	990	680	721	801.37	803.45	847.35	845.38	9.65	9.65	9.73	9.72
M6PR	328.722	-1.31008	0.150411	1.00151e-18	4.77256e-18	530	610	161	148	445.68	495.06	200.62	173.53	8.8	8.95	7.65	7.44
MAB21L1	82.2613	6.01416	0.674096	5.31854e-20	2.65413e-19	3	2	129	140	2.52	1.62	160.75	164.15	1.79	1.4	7.28	7.31
MAB21L2	11.7332	-0.476348	0.611506	0.345442	0.416744	17	18	6	9	14.3	14.61	7.48	10.55	3.8	3.83	3	3.41
MACC1	21.6736	-4.48688	1.10811	4.1958e-06	1.02235e-05	51	51	1	1	42.89	41.39	1.25	1.17	5.3	5.25	1.24	1.18
MACF1	1797.96	1.166	0.0699502	9.41521e-63	1.19796e-61	1299	1380	1958	2166	1092.32	1119.96	2439.87	2539.67	10.09	10.13	11.25	11.31
MACROD1	196.252	-1.24191	0.194475	6.30292e-11	2.1243e-10	364	308	84	106	306.09	249.96	104.67	124.29	8.25	7.96	6.72	6.96
MACROD2	42.458	3.65691	0.510068	9.27786e-14	3.592e-13	8	6	63	68	6.73	4.87	78.5	79.73	2.9	2.51	6.23	6.25
MAD1L1	248.593	-0.632604	0.160784	6.53135e-05	0.000142678	369	366	145	176	310.29	297.03	180.68	206.36	8.28	8.21	7.5	7.69
MAD2L1	67.3518	-4.02659	0.490236	3.94453e-17	1.7593e-16	138	171	7	5	116.04	138.78	8.72	5.86	6.82	7.07	3.28	2.81
MAD2L1BP	124.465	-0.744438	0.223492	0.000609645	0.00120514	190	191	66	86	159.77	155.01	82.24	100.84	7.31	7.27	6.37	6.66
MAD2L2	356.33	-1.79024	0.15393	3.52489e-32	2.47589e-31	685	658	110	152	576.01	534.01	137.07	178.22	9.17	9.06	7.11	7.48
MADCAM1	30.383	3.46543	0.593047	4.50657e-10	1.44821e-09	6	5	46	47	5.05	4.06	57.32	55.11	2.53	2.28	5.76	5.7
MADD	1396.15	2.18021	0.0863433	6.73221e-142	2.13605e-140	643	574	1792	2000	540.7	465.84	2233.02	2345.03	9.08	8.87	11.12	11.19
MAEA	511.789	0.287443	0.113389	0.0104401	0.0176068	563	551	443	490	473.42	447.17	552.02	574.53	8.89	8.81	9.11	9.17
MAEL	5.52509	2.46789	1.40772	0.00758591	0.0130788	1	1	7	10	0.84	0.81	8.72	11.73	0.58	0.54	2.84	3.21
MAF	516.223	-0.925039	0.124205	5.67724e-14	2.22003e-13	864	777	265	322	726.53	630.59	330.22	377.55	9.5	9.3	8.37	8.56
MAF1	748.141	0.045553	0.0979299	0.639079	0.698559	874	909	578	682	734.94	737.72	720.25	799.66	9.52	9.53	9.49	9.64
MAFA	4.19509	-0.42205	0.884483	0.496215	0.565436	5	8	3	2	4.2	6.49	3.74	2.35	2.05	2.53	1.93	1.5
MAFB	120.066	0.564329	0.218956	0.00802576	0.013775	112	120	115	124	94.18	97.39	143.3	145.39	6.56	6.61	7.16	7.18
MAFF	176.123	-0.035717	0.181927	0.84099	0.871693	214	218	135	153	179.95	176.92	168.22	179.39	7.49	7.47	7.39	7.49
MAFG	520.241	0.311138	0.112665	0.00529378	0.00932858	532	591	465	490	447.36	479.64	579.44	574.53	8.81	8.91	9.18	9.17
MAFK	696.546	-0.508878	0.100681	3.69685e-07	9.79095e-07	962	1022	477	472	808.94	829.42	594.39	553.43	9.66	9.7	9.22	9.11
MAG	1695.77	8.73566	0.345951	5.68471e-143	1.82681e-141	9	9	2619	2989	7.57	7.3	3263.54	3504.65	3.16	3.12	11.67	11.77
MAGEA1	35.8711	-5.23812	1.04071	5.35331e-08	1.50769e-07	78	93	1	1	65.59	75.48	1.25	1.17	5.95	6.15	1.32	1.25
MAGEA10	31.1593	-4.63663	0.905323	3.86886e-08	1.09818e-07	57	90	2	1	47.93	73.04	2.49	1.17	5.5	6.09	1.82	1.26
MAGEA11	5.33716	-1.81153	1.29866	0.0286399	0.0446958	9	14	1	1	7.57	11.36	1.25	1.17	2.72	3.21	1	0.94
MAGEA12	72.5601	-4.3982	0.515556	3.17129e-18	1.47948e-17	156	181	6	4	131.18	146.89	7.48	4.69	7	7.16	3.09	2.56
MAGEA2	1.22799	-0.0135537	1.2177	0.984455	NA	2	1	1	1	1.68	0.81	1.25	1.17	0.49	0.05	0.29	0.25
MAGEA3	60.3819	-5.96484	1.01248	3.55713e-10	1.14836e-09	128	162	1	1	107.63	131.47	1.25	1.17	6.69	6.97	1.39	1.32
MAGEA4	4.52559	-1.52774	1.26324	0.0543952	0.0807256	9	10	1	1	7.57	8.12	1.25	1.17	2.67	2.75	0.96	0.91
MAGEA5	2.67757	-0.78837	1.16578	0.270775	0.337759	6	4	1	1	5.05	3.25	1.25	1.17	1.99	1.54	0.78	0.74
MAGEA6	52.8746	-5.10102	0.759221	3.13241e-12	1.13042e-11	126	124	3	1	105.95	100.63	3.74	1.17	6.66	6.59	2.27	1.36
MAGEA8	3.08306	-0.277559	0.956366	0.664222	0.720789	4	5	3	1	3.36	4.06	3.74	1.17	1.68	1.87	1.78	0.85
MAGEB16	3.08335	-0.964225	1.18477	0.187632	0.24531	6	6	1	1	5.05	4.87	1.25	1.17	2.06	2.02	0.84	0.8
MAGEB2	15.4622	-3.92174	1.18718	5.74335e-05	0.000126045	34	38	1	1	28.59	30.84	1.25	1.17	4.69	4.79	1.19	1.13
MAGEB3	1.844	-0.395064	1.14832	0.567686	NA	3	3	1	1	2.52	2.43	1.25	1.17	1.12	1.09	0.6	0.56
MAGEB6	2.0469	-0.498785	1.14707	0.473342	NA	3	4	1	1	2.52	3.25	1.25	1.17	1.18	1.41	0.66	0.62
MAGEC1	67.5831	-5.76349	0.844883	1.10432e-12	4.07411e-12	157	166	1	2	132.02	134.72	1.25	2.35	6.99	7.02	1.44	1.83
MAGEC2	53.8013	-5.80615	1.01631	1.11376e-09	3.49904e-09	116	142	1	1	97.54	115.24	1.25	1.17	6.54	6.78	1.38	1.31
MAGEC3	5.99037	0.550078	0.792743	0.350656	0.422047	3	7	7	6	2.52	5.68	8.72	7.04	1.64	2.5	2.99	2.74
MAGED1	1351.81	0.27273	0.0767452	0.000354137	0.000719426	1416	1548	1174	1277	1190.71	1256.31	1462.92	1497.3	10.22	10.3	10.51	10.55
MAGED2	747.234	0.26805	0.0983689	0.00600995	0.0105125	766	875	656	697	644.13	710.12	817.44	817.24	9.33	9.47	9.67	9.67
MAGEE1	370.236	4.11331	0.187922	8.75448e-107	1.93459e-105	43	54	555	605	36.16	43.82	691.59	709.37	5.21	5.48	9.42	9.46
MAGEE2	21.3845	4.2821	0.85264	6.00869e-08	1.68659e-07	2	2	34	34	1.68	1.62	42.37	39.87	1.31	1.27	5.27	5.19
MAGEF1	378.127	0.48418	0.131878	0.000207178	0.0004305	393	367	368	363	330.47	297.85	458.57	425.62	8.37	8.22	8.84	8.73
MAGEH1	222.123	2.64827	0.191674	1.02557e-44	9.54122e-44	70	76	318	317	58.86	61.68	396.26	371.69	5.9	5.96	8.62	8.53
MAGEL2	37.4466	2.0938	0.477631	9.52791e-07	2.44518e-06	21	10	60	42	17.66	8.12	74.77	49.25	4.18	3.16	6.17	5.59
MAGI1	329.227	1.46362	0.142176	1.8219e-25	1.07236e-24	206	214	387	416	173.22	173.68	482.24	487.77	7.44	7.45	8.91	8.93
MAGI2	269.285	4.01308	0.21573	7.49207e-78	1.1918e-76	43	32	409	431	36.16	25.97	509.66	505.35	5.21	4.75	8.98	8.97
MAGI3	122.706	1.32902	0.226572	1.40834e-09	4.3977e-09	82	83	149	144	68.95	67.36	185.67	168.84	6.12	6.09	7.53	7.39
MAGIX	43.9757	2.02482	0.406143	5.35179e-08	1.50751e-07	18	21	57	62	15.14	17.04	71.03	72.7	3.98	4.14	6.11	6.15
MAGOH	75.3969	-1.09374	0.290599	7.6764e-05	0.000166449	121	132	33	44	101.75	107.13	41.12	51.59	6.66	6.73	5.39	5.7
MAGOHB	33.3463	-1.44183	0.45523	0.00038442	0.000778153	65	57	11	16	54.66	46.26	13.71	18.76	5.73	5.5	3.86	4.27
MAGT1	180.473	-1.19163	0.192468	2.4049e-10	7.83301e-10	312	300	84	95	262.36	243.47	104.67	111.39	8.03	7.92	6.72	6.81
MAK	6.14541	0.459313	0.776017	0.42966	0.501918	4	7	4	9	3.36	5.68	4.98	10.55	1.94	2.51	2.36	3.23
MAK16	80.9083	-1.28722	0.291642	3.41503e-06	8.37927e-06	125	158	32	43	105.11	128.23	39.88	50.42	6.71	6.99	5.34	5.67
MAL	494.138	1.76787	0.128931	1.0986e-43	1.00187e-42	258	281	561	710	216.95	228.05	699.06	832.49	7.77	7.84	9.45	9.7
MAL2	239.334	0.935436	0.160641	3.3873e-09	1.03291e-08	198	196	252	271	166.5	159.07	314.02	317.75	7.38	7.32	8.29	8.31
MALAT1	14080.6	0.146406	0.0438657	0.000822989	0.00160268	15733	16634	11695	12810	13229.82	13499.63	14573.17	15019.93	13.69	13.72	13.83	13.87
MALL	2.26416	0.0971768	1.02555	0.882112	0.904907	3	2	3	1	2.52	1.62	3.74	1.17	1.24	0.87	1.58	0.67
MALT1	83.7851	-1.40306	0.287434	2.86828e-07	7.64961e-07	137	162	39	34	115.2	131.47	48.6	39.87	6.84	7.02	5.62	5.34
MAMDC2	11.8092	-0.592863	0.634917	0.252055	0.317621	12	25	6	8	10.09	20.29	7.48	9.38	3.35	4.25	2.99	3.26
MAMDC4	249.058	0.72529	0.160382	4.46351e-06	1.08547e-05	232	219	234	283	195.09	177.73	291.59	331.82	7.61	7.48	8.19	8.37
MAML1	370.4	-0.221943	0.130238	0.0841293	0.119719	481	486	275	290	404.47	394.42	342.68	340.03	8.66	8.62	8.42	8.41
MAML2	97.6009	-0.155036	0.24291	0.508397	0.57763	116	134	80	72	97.54	108.75	99.69	84.42	6.61	6.76	6.64	6.4
MAML3	122.645	0.760461	0.222499	0.000438482	0.000882396	104	113	137	120	87.45	91.71	170.72	140.7	6.46	6.52	7.41	7.13
MAMLD1	153.217	0.945812	0.201869	1.60418e-06	4.04409e-06	112	138	157	180	94.18	112	195.64	211.05	6.57	6.81	7.61	7.72
MAMSTR	36.4309	0.547115	0.385692	0.123404	0.169173	38	31	41	32	31.95	25.16	51.09	37.52	5	4.68	5.65	5.23
MAN1A1	254.754	-2.89254	0.204902	1.83631e-46	1.76644e-45	532	558	37	62	447.36	452.86	46.11	72.7	8.8	8.81	5.56	6.2
MAN1A2	151.72	0.238346	0.196418	0.213242	0.274912	157	179	129	144	132.02	145.27	160.75	168.84	7.05	7.18	7.33	7.4
MAN1B1	520.125	-0.482696	0.11344	1.80467e-05	4.13271e-05	725	746	336	381	609.65	605.43	418.69	446.73	9.25	9.24	8.71	8.8
MAN1C1	212.429	3.32642	0.215298	8.3913e-55	9.3304e-54	50	42	299	342	42.04	34.09	372.58	401	5.42	5.13	8.53	8.63
MAN2A1	144.785	-0.795708	0.208629	9.23192e-05	0.00019846	210	239	78	95	176.59	193.96	97.2	111.39	7.46	7.59	6.61	6.8
MAN2A2	1440.11	1.20817	0.0764122	1.03682e-56	1.20637e-55	1045	1056	1570	1764	878.74	857.02	1956.38	2068.32	9.78	9.74	10.93	11.01
MAN2B1	399.836	-1.68083	0.141819	3.2326e-33	2.33125e-32	703	778	165	146	591.15	631.4	205.61	171.19	9.2	9.3	7.69	7.43
MAN2B2	385.136	0.361164	0.129808	0.00487437	0.00863025	382	433	338	381	321.22	351.41	421.18	446.73	8.33	8.46	8.72	8.8
MAN2C1	664.836	0.147922	0.100173	0.136214	0.184714	757	769	556	602	636.56	624.1	692.83	705.85	9.31	9.29	9.44	9.46
MANBA	130.874	-0.714081	0.21556	0.000669525	0.0013158	199	198	75	87	167.34	160.69	93.46	102.01	7.38	7.32	6.55	6.68
MANBAL	294.744	0.264858	0.144228	0.0621682	0.0911585	312	335	253	281	262.36	271.88	315.26	329.48	8.04	8.09	8.3	8.36
MANEA	33.8731	-0.358367	0.391213	0.319068	0.39013	42	52	23	25	35.32	42.2	28.66	29.31	5.14	5.38	4.85	4.88
MANEAL	269.397	-0.288909	0.157962	0.0626383	0.0918172	373	346	176	225	313.65	280.8	219.31	263.82	8.29	8.13	7.78	8.04
MANF	213.821	-1.71874	0.186516	4.43383e-21	2.28879e-20	403	395	80	82	338.88	320.57	99.69	96.15	8.4	8.32	6.65	6.6
MANSC1	65.4719	1.54659	0.313143	1.61593e-07	4.39176e-07	39	38	81	83	32.79	30.84	100.93	97.32	5.06	4.97	6.64	6.59
MAOA	109.313	1.58763	0.250336	4.28096e-11	1.4588e-10	69	59	121	154	58.02	47.88	150.78	180.57	5.87	5.6	7.23	7.48
MAOB	278.844	3.78829	0.204392	2.23464e-77	3.53234e-76	52	38	425	436	43.73	30.84	529.59	511.22	5.48	4.99	9.04	8.99
MAP1A	6511.51	5.34093	0.0707661	0	0	366	392	10070	10978	307.77	318.13	12548.25	12871.88	8.27	8.32	13.61	13.65
MAP1B	5443.27	3.8807	0.0601696	0	0	833	841	8063	8821	700.47	682.53	10047.32	10342.76	9.45	9.42	13.29	13.33
MAP1D	24.0768	-0.650595	0.469361	0.118447	0.163053	34	40	17	12	28.59	32.46	21.18	14.07	4.82	4.99	4.41	3.88
MAP1LC3A	610.986	4.52801	0.162421	1.38001e-171	5.68395e-170	52	70	918	1023	43.73	56.81	1143.92	1199.48	5.48	5.85	10.15	10.22
MAP1LC3B	610.867	1.59783	0.110616	4.97073e-48	4.90807e-47	367	363	709	816	308.61	294.6	883.49	956.77	8.27	8.21	9.78	9.9
MAP1LC3B2	55.3064	1.06236	0.332585	0.000663422	0.00130454	36	47	53	74	30.27	38.14	66.04	86.77	4.95	5.27	6.03	6.42
MAP1LC3C	3.26354	0.153545	0.910472	0.805704	0.841731	4	3	3	3	3.36	2.43	3.74	3.52	1.73	1.43	1.83	1.77
MAP1S	899.407	1.15599	0.0980775	1.98568e-32	1.40204e-31	689	654	932	1131	579.38	530.77	1161.37	1326.12	9.18	9.05	10.18	10.37
MAP2	1821.47	7.96468	0.255065	8.17508e-216	4.53924e-214	16	18	2947	3058	13.45	14.61	3672.26	3585.55	3.89	3.99	11.84	11.8
MAP2K1	605.116	0.988874	0.106926	1.262e-20	6.42573e-20	489	488	667	667	411.2	396.05	831.15	782.07	8.69	8.63	9.7	9.61
MAP2K2	845.248	0.0628677	0.0918687	0.490536	0.56002	1006	995	675	756	845.94	807.51	841.12	886.42	9.72	9.66	9.72	9.79
MAP2K3	220.537	-1.0446	0.174969	1.20066e-09	3.76194e-09	368	355	123	112	309.45	288.11	153.27	131.32	8.27	8.17	7.26	7.04
MAP2K4	248.635	1.82503	0.16997	7.72226e-28	4.82188e-27	139	122	304	341	116.88	99.01	378.82	399.83	6.88	6.64	8.56	8.64
MAP2K5	152.087	0.236697	0.199011	0.222225	0.284507	162	175	120	154	136.23	142.02	149.53	180.57	7.09	7.15	7.22	7.49
MAP2K6	18.6613	-0.834673	0.533965	0.0691693	0.100302	30	31	11	9	25.23	25.16	13.71	10.55	4.62	4.61	3.81	3.48
MAP2K7	562.058	0.35222	0.112956	0.00165049	0.0031069	580	614	470	577	487.72	498.3	585.67	676.54	8.93	8.96	9.19	9.4
MAP3K1	112.903	-2.03177	0.265793	1.6732e-15	6.95851e-15	211	232	36	35	177.43	188.28	44.86	41.04	7.46	7.54	5.51	5.39
MAP3K10	1173.1	3.24041	0.0970285	1.61029e-245	1.09089e-243	279	263	1671	1844	234.61	213.44	2082.24	2162.12	7.88	7.74	11.02	11.08
MAP3K11	785.698	-0.443908	0.0945033	2.32369e-06	5.77826e-06	1090	1105	539	561	916.58	896.78	671.65	657.78	9.84	9.81	9.39	9.36
MAP3K12	430.889	2.52251	0.141315	1.40708e-72	2.07468e-71	153	154	552	667	128.66	124.98	687.85	782.07	7.02	6.97	9.42	9.61
MAP3K13	32.8978	1.87018	0.4672	7.23903e-06	1.72529e-05	13	18	39	49	10.93	14.61	48.6	57.45	3.54	3.92	5.56	5.79
MAP3K14	141.041	0.00518069	0.201225	0.97893	0.982682	164	177	112	122	137.91	143.65	139.56	143.05	7.11	7.17	7.12	7.16
MAP3K15	11.4506	-2.88121	1.11455	0.00062605	0.00123576	28	23	1	2	23.55	18.67	1.25	2.35	4.38	4.07	1.19	1.64
MAP3K2	77.0372	-0.0331732	0.266479	0.896788	0.916427	89	100	60	66	74.84	81.16	74.77	77.39	6.23	6.34	6.23	6.27
MAP3K3	316.325	-0.114152	0.139624	0.40672	0.478947	389	408	251	251	327.11	331.12	312.77	294.3	8.35	8.37	8.29	8.2
MAP3K4	210.637	0.0535535	0.167988	0.745216	0.791104	248	252	180	175	208.54	204.52	224.3	205.19	7.7	7.68	7.81	7.68
MAP3K5	162.437	2.43858	0.225195	1.27339e-28	8.11583e-28	64	56	199	258	53.82	45.45	247.97	302.51	5.77	5.53	7.94	8.23
MAP3K6	239.434	0.100607	0.158117	0.517229	0.586866	274	285	192	219	230.41	231.3	239.25	256.78	7.85	7.85	7.9	8
MAP3K7	161.574	-0.427534	0.197393	0.0264659	0.0414728	233	218	99	128	195.93	176.92	123.36	150.08	7.61	7.47	6.95	7.23
MAP3K8	22.4924	-0.456345	0.467464	0.272314	0.339252	32	33	15	15	26.91	26.78	18.69	17.59	4.73	4.73	4.24	4.16
MAP3K9	197.73	1.79067	0.186668	1.04975e-22	5.71482e-22	100	111	255	255	84.09	90.08	317.76	298.99	6.41	6.5	8.3	8.22
MAP4	3322.79	1.1173	0.0580569	7.1981e-83	1.20744e-81	2525	2544	3583	3956	2123.26	2064.63	4464.78	4638.47	11.05	11.01	12.12	12.18
MAP4K1	35.7205	-1.79066	0.463464	1.4846e-05	3.42972e-05	66	72	11	13	55.5	58.43	13.71	15.24	5.76	5.83	3.86	3.99
MAP4K2	226.199	0.512412	0.166663	0.00177143	0.0033189	221	228	197	246	185.84	185.04	245.48	288.44	7.54	7.53	7.94	8.17
MAP4K3	98.6104	-0.0241017	0.238278	0.916664	0.932393	118	123	74	88	99.23	99.82	92.21	103.18	6.63	6.64	6.53	6.69
MAP4K4	1409.89	0.539416	0.0775538	2.97808e-12	1.07628e-11	1306	1475	1358	1409	1098.21	1197.06	1692.21	1652.08	10.1	10.23	10.72	10.69
MAP4K5	118.669	-0.217403	0.228983	0.326699	0.398144	132	179	84	97	111	145.27	104.67	113.73	6.8	7.18	6.71	6.83
MAP6	365.459	5.19647	0.242645	2.09937e-102	4.42204e-101	23	23	579	599	19.34	18.67	721.49	702.34	4.34	4.29	9.48	9.44
MAP6D1	422.817	3.77885	0.166371	6.86142e-115	1.63352e-113	70	68	608	699	58.86	55.19	757.63	819.59	5.9	5.81	9.56	9.67
