Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm	UHR_1.rlog	UHR_2.rlog	brain_1.rlog	brain_2.rlog
IKZF2	40.8958	-0.203525	0.379916	-0.535712	0.592158	0.68491	53	53	29	34	44.57	43.01	36.14	39.87	5.47	5.42	5.18	5.32
IKZF3	3.58311	-1.55261	1.38523	-1.12083	0.262361	0.356703	4	9	2	1	3.36	7.3	2.49	1.17	1.72	2.55	1.44	0.87
IKZF4	96.8154	0.700697	0.257911	2.71682	0.00659128	0.0124372	77	102	87	112	64.75	82.78	108.41	131.32	6.03	6.37	6.76	7.03
IKZF5	65.0663	1.16752	0.306498	3.80924	0.000139395	0.000319698	50	47	73	76	42.04	38.14	90.97	89.11	5.41	5.27	6.49	6.46
IL10RA	47.1438	-0.345724	0.361836	-0.955471	0.33934	0.443424	59	69	28	41	49.61	56	34.89	48.07	5.63	5.8	5.14	5.59
IL10RB	87.4726	-1.18877	0.279822	-4.24831	2.1539e-05	5.30926e-05	151	143	50	38	126.98	116.05	62.31	44.56	6.98	6.85	5.97	5.5
IL11	24.0376	-0.881319	0.544637	-1.61818	0.105625	0.159308	51	24	13	15	42.89	19.48	16.2	17.59	5.37	4.3	4.06	4.16
IL11RA	109.788	1.15237	0.237586	4.85033	1.23257e-06	3.39797e-06	82	83	116	135	68.95	67.36	144.55	158.29	6.12	6.08	7.17	7.3
IL12A	4.1984	0.0348596	1.17275	0.0297248	0.976287	0.990479	6	4	4	3	5.05	3.25	4.98	3.52	2.26	1.8	2.24	1.89
IL12RB1	6.79821	0.444932	0.927	0.47997	0.631249	0.722446	5	9	6	7	4.2	7.3	7.48	8.21	2.22	2.84	2.87	2.98
IL12RB2	13.7088	2.02851	0.736172	2.75549	0.00586042	0.0111273	8	5	25	11	6.73	4.06	31.15	12.9	2.83	2.24	4.81	3.65
IL13RA1	155.488	-1.61061	0.217621	-7.401	1.35159e-13	5.63815e-13	256	312	62	65	215.27	253.21	77.26	76.21	7.74	7.98	6.28	6.27
IL13RA2	2.64049	-0.273359	1.48785	-0.183727	0.854227	0.90313	4	3	1	3	3.36	2.43	1.25	3.52	1.6	1.31	0.82	1.64
IL15	5.61794	0.547339	1.02075	0.536213	0.591812	0.684593	7	4	6	5	5.89	3.25	7.48	5.86	2.53	1.89	2.8	2.52
IL15RA	23.789	-0.627242	0.503672	-1.24534	0.213007	0.297731	33	37	14	17	27.75	30.03	17.45	19.93	4.78	4.89	4.16	4.33
IL16	363.208	2.74127	0.153157	17.8984	1.21351e-71	1.91564e-70	105	124	493	554	88.29	100.63	614.33	649.57	6.48	6.66	9.26	9.34
IL17B	2.57598	-0.863289	1.53896	-0.560958	0.574826	0.683183	5	3	2	1	4.2	2.43	2.49	1.17	1.8	1.28	1.3	0.75
IL17C	1.9453	-0.175987	1.71415	-0.102667	0.918227	0.955133	2	3	2	1	1.68	2.43	2.49	1.17	0.83	1.13	1.14	0.6
IL17D	216.782	3.85329	0.234547	16.4287	1.19263e-60	1.59537e-59	31	37	298	375	26.07	30.03	371.34	439.69	4.75	4.95	8.52	8.77
IL17F	1.3293	1.14383	2.08688	0.548102	0.583622	0.68418	1	1	2	1	0.84	0.81	2.49	1.17	0.08	0.05	0.8	0.27
IL17RA	122.828	-0.701431	0.22877	-3.0661	0.00216869	0.0043511	194	174	71	84	163.13	141.21	88.47	98.49	7.34	7.14	6.47	6.63
IL17RB	107.385	0.413056	0.235114	1.75684	0.0789457	0.122528	111	112	99	104	93.34	90.9	123.36	121.94	6.55	6.51	6.94	6.93
IL17RC	170.845	-0.215976	0.190812	-1.13188	0.257684	0.351072	209	236	121	141	175.75	191.53	150.78	165.32	7.46	7.58	7.24	7.37
IL17RD	73.8077	-0.195332	0.285246	-0.684785	0.49348	0.602157	88	103	54	60	74	83.59	67.29	70.35	6.21	6.38	6.08	6.14
IL17RE	70.0395	0.687813	0.29206	2.35504	0.0185206	0.0323863	60	70	71	72	50.45	56.81	88.47	84.42	5.67	5.83	6.46	6.39
IL17REL	3.6653	0.959287	1.26801	0.756531	0.449331	0.557363	4	2	4	4	3.36	1.62	4.98	4.69	1.76	1.1	2.15	2.09
IL18	8.30757	-1.54531	0.903428	-1.7105	0.087174	0.133998	13	17	4	3	10.93	13.8	4.98	3.52	3.37	3.66	2.44	2.07
IL18BP	70.4491	0.51892	0.29437	1.76282	0.0779316	0.121102	74	66	73	64	62.23	53.56	90.97	75.04	5.96	5.75	6.5	6.23
IL18R1	3.28898	1.55782	1.41165	1.10354	0.269792	0.365292	3	1	6	2	2.52	0.81	7.48	2.35	1.36	0.49	2.47	1.3
IL1A	1.63378	-0.769205	1.8957	-0.405764	0.684916	0.768551	2	3	1	1	1.68	2.43	1.25	1.17	0.72	1.01	0.52	0.48
IL1B	10.3325	0.833555	0.754906	1.10418	0.269514	0.365061	9	9	9	13	7.57	7.3	11.21	15.24	2.98	2.93	3.46	3.85
IL1F5	1.22066	-0.0300908	2.13482	-0.0140952	0.988754	0.990479	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
IL1R1	76.53	-0.640321	0.284877	-2.24771	0.0245949	0.0420081	103	123	49	50	86.61	99.82	61.06	58.63	6.43	6.63	5.94	5.88
IL1R2	3.42561	1.20309	1.36517	0.881277	0.378168	0.486081	4	1	2	6	3.36	0.81	2.49	7.04	1.67	0.53	1.39	2.44
IL1RAP	59.291	-1.22315	0.334248	-3.6594	0.000252804	0.000564419	103	98	25	34	86.61	79.53	31.15	39.87	6.42	6.3	4.99	5.33
IL1RAPL1	9.50133	4.45867	1.23111	3.62168	0.000292701	0.000649832	1	1	16	14	0.84	0.81	19.94	16.42	0.66	0.62	4.06	3.8
IL1RAPL2	5.84796	2.22582	1.0874	2.04692	0.0406662	0.066899	2	3	7	9	1.68	2.43	8.72	10.55	1.21	1.54	2.93	3.16
IL1RL1	35.7578	6.41917	1.08114	5.93739	2.89592e-09	9.59355e-09	1	1	57	60	0.84	0.81	71.03	70.35	0.83	0.79	6.04	6.03
IL1RL2	4.60891	3.34764	1.42066	2.35639	0.0184534	0.032282	1	1	5	9	0.84	0.81	6.23	10.55	0.54	0.51	2.37	3
IL1RN	20.6371	-5.05127	1.11794	-4.51839	6.23119e-06	1.6197e-05	48	49	1	1	40.36	39.77	1.25	1.17	5.2	5.18	1.24	1.17
IL20RA	18.1422	4.05408	0.822806	4.92713	8.34448e-07	2.3315e-06	2	3	22	35	1.68	2.43	27.41	41.04	1.32	1.65	4.65	5.21
IL20RB	11.6309	-2.15884	0.823339	-2.62205	0.00874031	0.0161793	21	25	5	2	17.66	20.29	6.23	2.35	4.04	4.22	2.73	1.73
IL21R	24.4748	-0.68404	0.499248	-1.37014	0.170643	0.244352	36	37	17	14	30.27	30.03	21.18	16.42	4.9	4.89	4.42	4.08
IL22RA1	15.6988	-1.90395	0.683751	-2.78457	0.00535987	0.0102293	31	29	4	7	26.07	23.54	4.98	8.21	4.62	4.49	2.55	3.12
IL23A	4.21709	-0.829292	1.20566	-0.687834	0.491557	0.600195	8	5	3	2	6.73	4.06	3.74	2.35	2.57	2.02	1.93	1.5
IL23R	1.43089	-0.450916	1.99113	-0.226463	0.820841	0.877342	2	2	1	1	1.68	1.62	1.25	1.17	0.63	0.6	0.43	0.39
IL24	1.85134	-1.04224	1.82154	-0.572177	0.567202	0.677703	4	2	1	1	3.36	1.62	1.25	1.17	1.36	0.75	0.58	0.54
IL27	1.42356	-0.441859	2.0152	-0.219263	0.826445	0.879651	1	3	1	1	0.84	2.43	1.25	1.17	0.16	0.89	0.39	0.36
IL27RA	84.3618	-1.90009	0.296285	-6.41303	1.4266e-10	5.10568e-10	164	158	29	30	137.91	128.23	36.14	35.18	7.09	6.99	5.21	5.17
IL28RA	36.038	0.710055	0.416403	1.70521	0.0881552	0.135364	40	26	36	38	33.64	21.1	44.86	44.56	5.07	4.44	5.47	5.46
IL29	1.3109	1.12465	2.09456	0.536937	0.591311	0.68418	1	1	1	2	0.84	0.81	1.25	2.35	0.07	0.05	0.3	0.75
IL2RA	1.83265	0.959354	1.773	0.54109	0.588446	0.68418	2	1	2	2	1.68	0.81	2.49	2.35	0.77	0.3	1.07	1.02
IL2RB	8.05512	-2.49053	1.03096	-2.41575	0.0157028	0.0277704	18	15	3	1	15.14	12.17	3.74	1.17	3.73	3.46	2.07	1.11
IL2RG	76.212	-3.79235	0.425883	-8.90469	5.35367e-19	2.79236e-18	178	166	7	10	149.68	134.72	8.72	11.73	7.19	7.04	3.3	3.66
IL31RA	2.25712	-1.45108	1.69501	-0.856091	0.391948	0.500781	4	4	1	1	3.36	3.25	1.25	1.17	1.5	1.47	0.71	0.67
IL32	80.3709	-2.82037	0.342947	-8.22393	1.96942e-16	9.25225e-16	166	175	16	17	139.59	142.02	19.94	19.93	7.1	7.13	4.38	4.38
IL33	15.733	2.89938	0.71982	4.02792	5.62718e-05	0.000134035	5	4	21	25	4.2	3.25	26.17	29.31	2.28	1.99	4.59	4.75
IL34	61.4969	4.57317	0.499466	9.15613	5.37926e-20	2.90859e-19	6	6	101	94	5.05	4.87	125.86	110.22	2.56	2.51	6.92	6.73
IL4	1.53219	0.563712	1.92337	0.293085	0.769457	0.841813	1	2	2	1	0.84	1.62	2.49	1.17	0.21	0.62	0.93	0.41
IL4I1	12.5241	-0.649759	0.710747	-0.914192	0.360616	0.466388	17	20	11	5	14.3	16.23	13.71	5.86	3.81	3.97	3.75	2.72
IL4R	216.938	-1.0737	0.176118	-6.09646	1.08443e-09	3.69743e-09	349	363	120	111	293.47	294.6	149.53	130.15	8.19	8.2	7.23	7.03
IL5RA	2.05423	-1.26112	1.75007	-0.720612	0.471148	0.580002	4	3	1	1	3.36	2.43	1.25	1.17	1.44	1.15	0.66	0.62
IL6	7.41479	-0.81521	0.929134	-0.877387	0.380276	0.48823	10	13	2	7	8.41	10.55	2.49	8.21	3.02	3.3	1.74	2.98
IL6R	50.8206	-0.523281	0.344976	-1.51686	0.129302	0.191287	75	70	34	35	63.07	56.81	42.37	41.04	5.97	5.82	5.41	5.37
IL6ST	592.397	0.179309	0.108848	1.64734	0.099489	0.150843	654	692	477	566	549.95	561.61	594.39	663.64	9.1	9.13	9.22	9.37
IL7	2.3544	0.869247	1.58249	0.54929	0.582806	0.68418	3	1	3	2	2.52	0.81	3.74	2.35	1.24	0.42	1.59	1.18
IL7R	5.02161	-2.19126	1.24156	-1.76493	0.0775753	0.120637	9	11	1	2	7.57	8.93	1.25	2.35	2.73	2.93	1.04	1.5
IL8	30.8723	-3.55785	0.634113	-5.61075	2.01455e-08	6.30692e-08	62	76	4	4	52.14	61.68	4.98	4.69	5.64	5.87	2.58	2.5
IL9	1.53952	0.553036	1.9208	0.28792	0.773408	0.844	2	1	2	1	1.68	0.81	2.49	1.17	0.65	0.18	0.94	0.41
ILDR1	7.41741	-3.49519	1.26968	-2.7528	0.00590874	0.0112149	16	17	1	1	13.45	13.8	1.25	1.17	3.53	3.56	1.07	1.02
ILDR2	18.7271	2.71013	0.654809	4.1388	3.49123e-05	8.45452e-05	8	4	22	32	6.73	3.25	27.41	37.52	2.86	2.02	4.69	5.12
ILF2	571.658	-1.80914	0.118257	-15.2984	7.83992e-53	9.17164e-52	1046	1108	209	211	879.58	899.22	260.44	247.4	9.78	9.81	8.03	7.96
ILF3	2735.2	-0.799351	0.060634	-13.1832	1.09632e-39	1.0002e-38	4173	4238	1592	1713	3509.06	3439.43	1983.79	2008.52	11.78	11.75	10.95	10.97
ILK	607.489	-0.401452	0.109373	-3.67048	0.000242098	0.000541915	818	857	392	476	687.85	695.51	488.47	558.12	9.43	9.44	8.93	9.12
ILKAP	170.627	0.190638	0.188243	1.01272	0.311192	0.412135	185	201	148	153	155.57	163.13	184.42	179.39	7.28	7.35	7.53	7.49
ILVBL	467.644	-0.669946	0.1203	-5.56898	2.56231e-08	7.9693e-08	679	712	280	318	570.97	577.84	348.91	372.86	9.16	9.17	8.45	8.54
IMMP1L	14.0142	0.767232	0.66492	1.15387	0.248553	0.340019	15	10	18	11	12.61	8.12	22.43	12.9	3.66	3.11	4.41	3.69
IMMP2L	26.5303	-1.3303	0.497184	-2.67566	0.00745829	0.0139555	43	49	12	13	36.16	39.77	14.95	15.24	5.15	5.28	3.96	3.98
IMMT	531.063	-0.976354	0.116043	-8.4137	3.97267e-17	1.91992e-16	852	853	275	318	716.44	692.27	342.68	372.86	9.48	9.43	8.42	8.54
IMP3	449.374	-0.49645	0.125937	-3.94204	8.07912e-05	0.000189566	653	620	280	338	549.11	503.17	348.91	396.31	9.1	8.97	8.45	8.63
IMP4	341.51	-0.273054	0.136235	-2.00428	0.0450397	0.0735025	443	462	248	264	372.52	374.94	309.03	309.54	8.54	8.55	8.27	8.27
IMP5	10.014	4.54133	1.22612	3.70381	0.000212382	0.000477816	1	1	12	20	0.84	0.81	14.95	23.45	0.66	0.62	3.69	4.29
IMPA1	73.2309	0.331317	0.283512	1.16862	0.242558	0.332916	78	79	67	68	65.59	64.11	83.49	79.73	6.04	6.01	6.38	6.31
IMPA2	166.295	-3.26433	0.261809	-12.4684	1.11071e-35	9.11472e-35	351	379	20	32	295.15	307.58	24.92	37.52	8.19	8.25	4.7	5.26
IMPACT	69.1816	-0.523125	0.304479	-1.7181	0.0857787	0.132013	83	115	46	48	69.79	93.33	57.32	56.28	6.12	6.53	5.85	5.82
IMPAD1	500.559	0.0534102	0.123555	0.432279	0.665538	0.754192	557	634	372	474	468.38	514.53	463.55	555.77	8.87	9.01	8.86	9.12
IMPDH1	357.587	-1.06062	0.138769	-7.64306	2.12113e-14	9.15962e-14	568	603	178	206	477.63	489.38	221.81	241.54	8.9	8.93	7.8	7.92
IMPDH2	1005.9	-2.33643	0.0983899	-23.7467	1.1893e-124	3.39681e-123	1987	2079	280	270	1670.86	1687.25	348.91	316.58	10.7	10.72	8.45	8.31
IMPG1	4.00425	3.12373	1.47199	2.12211	0.0338285	0.056466	1	1	4	8	0.84	0.81	4.98	9.38	0.5	0.47	2.07	2.8
IMPG2	1.60403	1.53432	1.9526	0.785784	0.431994	0.540211	1	1	1	3	0.84	0.81	1.25	3.52	0.17	0.14	0.41	1.22
INA	1016.56	4.30545	0.122199	35.233	6.25164e-272	5.63596e-270	119	118	1513	1693	100.07	95.77	1885.35	1985.07	6.66	6.59	10.88	10.95
INADL	194.804	2.13612	0.193057	11.0647	1.86042e-28	1.28035e-27	80	95	246	280	67.27	77.1	306.54	328.3	6.09	6.28	8.25	8.35
INCA1	21.2611	0.306062	0.525781	0.582109	0.560493	0.672269	25	21	17	22	21.02	17.04	21.18	25.8	4.39	4.11	4.4	4.67
INCENP	575.145	-1.34287	0.114079	-11.7714	5.47794e-32	4.14814e-31	993	1004	271	267	835.01	814.82	337.69	313.06	9.7	9.67	8.4	8.29
INE1	10.1927	0.18881	0.760459	0.248284	0.803915	0.867438	14	9	8	10	11.77	7.3	9.97	11.73	3.53	2.94	3.32	3.52
INF2	1394.55	0.447056	0.0773351	5.78076	7.43644e-09	2.40122e-08	1377	1482	1245	1421	1157.91	1202.74	1551.4	1666.15	10.18	10.23	10.6	10.7
ING1	188.885	-0.0435186	0.194112	-0.224193	0.822607	0.878735	247	217	128	181	207.7	176.11	159.5	212.23	7.7	7.46	7.32	7.73
ING2	48.9355	-0.151138	0.354755	-0.426036	0.670082	0.757626	54	71	33	44	45.41	57.62	41.12	51.59	5.51	5.84	5.37	5.69
ING3	41.6585	-0.154109	0.384861	-0.400428	0.688841	0.77159	57	49	37	28	47.93	39.77	46.11	32.83	5.58	5.32	5.52	5.05
ING4	176.157	0.890871	0.186921	4.76604	1.87886e-06	5.10348e-06	143	156	182	197	120.25	126.6	226.79	230.99	6.92	6.99	7.82	7.85
ING5	257.289	0.304589	0.158692	1.91937	0.0549372	0.0882913	293	264	221	250	246.38	214.25	275.39	293.13	7.95	7.74	8.1	8.19
INGX	1.3109	1.12465	2.09456	0.536937	0.591311	0.68418	1	1	1	2	0.84	0.81	1.25	2.35	0.07	0.05	0.3	0.75
INHA	47.7311	-1.28634	0.370477	-3.47212	0.000516373	0.00111555	80	84	21	25	67.27	68.17	26.17	29.31	6.05	6.07	4.74	4.9
INHBA	20.8548	-1.84994	0.587856	-3.14693	0.00164997	0.00336757	41	38	7	8	34.48	30.84	8.72	9.38	5.05	4.89	3.24	3.33
INHBB	61.3609	0.367185	0.32096	1.14402	0.252614	0.345004	61	69	45	70	51.29	56	56.07	82.08	5.69	5.81	5.81	6.35
INHBC	6.39533	-2.08781	1.09556	-1.9057	0.0566886	0.0908144	13	12	3	1	10.93	9.74	3.74	1.17	3.26	3.12	2.03	1.07
INHBE	26.2091	-2.93932	0.615167	-4.77808	1.76974e-06	4.81808e-06	63	49	5	5	52.98	39.77	6.23	5.86	5.65	5.25	2.83	2.76
INMT	9.40923	0.233774	0.80044	0.292057	0.770243	0.842431	10	11	5	12	8.41	8.93	6.23	14.07	3.09	3.16	2.74	3.72
INO80	231.432	-0.238457	0.165334	-1.44228	0.149225	0.217613	291	316	161	191	244.7	256.46	200.62	223.95	7.93	8	7.65	7.81
INO80B	235.36	0.848272	0.162333	5.22552	1.7367e-07	5.10123e-07	201	206	242	259	169.02	167.18	301.56	303.68	7.4	7.39	8.23	8.24
INO80C	49.0866	-0.428408	0.359908	-1.19033	0.233918	0.322505	75	61	39	30	63.07	49.51	48.6	35.18	5.97	5.63	5.6	5.15
INO80D	140.935	0.375423	0.208501	1.80058	0.0717693	0.11238	145	152	137	126	121.93	123.36	170.72	147.74	6.93	6.95	7.41	7.21
INO80E	279.988	-0.622567	0.151057	-4.12141	3.76568e-05	9.09365e-05	404	418	177	188	339.72	339.24	220.56	220.43	8.41	8.4	7.79	7.79
INPP1	169.851	1.79242	0.203132	8.82393	1.10511e-18	5.69379e-18	101	83	216	220	84.93	67.36	269.16	257.95	6.42	6.09	8.06	8
INPP4A	582.985	1.4905	0.110063	13.5423	8.8037e-42	8.38158e-41	368	373	681	743	309.45	302.72	848.6	871.18	8.28	8.24	9.73	9.76
INPP4B	59.8192	-0.527469	0.318545	-1.65587	0.0977481	0.148523	83	88	42	39	69.79	71.42	52.34	45.73	6.12	6.15	5.72	5.53
INPP5A	585.183	3.05592	0.128862	23.7147	2.54146e-124	7.22626e-123	163	141	826	904	137.07	114.43	1029.28	1059.95	7.11	6.85	10	10.05
INPP5B	137.029	0.292883	0.212221	1.38008	0.167561	0.240373	157	141	116	134	132.02	114.43	144.55	157.12	7.05	6.84	7.17	7.29
INPP5D	129.049	-0.801909	0.224342	-3.5745	0.000350901	0.000773267	205	192	69	87	172.38	155.82	85.98	102.01	7.42	7.28	6.43	6.68
INPP5E	312.08	0.218718	0.144452	1.51413	0.129993	0.192116	363	335	262	294	305.25	271.88	326.48	344.72	8.25	8.09	8.35	8.43
INPP5F	678	2.30763	0.11162	20.6739	5.95198e-95	1.25519e-93	267	285	864	1006	224.52	231.3	1076.63	1179.55	7.82	7.86	10.07	10.2
INPP5J	203.84	3.64578	0.228657	15.9443	3.12135e-57	3.97418e-56	39	34	301	324	32.79	27.59	375.08	379.9	5.07	4.83	8.54	8.56
INPP5K	225.775	1.20428	0.168416	7.15061	8.63949e-13	3.47884e-12	157	174	258	263	132.02	141.21	321.49	308.37	7.05	7.15	8.32	8.26
INPPL1	1065.49	-1.72466	0.0902114	-19.118	1.78801e-81	3.19058e-80	1974	1986	407	412	1659.93	1611.78	507.16	483.08	10.7	10.65	8.99	8.92
INS-IGF2	2.25712	-1.45108	1.69501	-0.856091	0.391948	0.500781	4	4	1	1	3.36	3.25	1.25	1.17	1.5	1.47	0.71	0.67
INSC	2.7415	1.78028	1.52357	1.16849	0.242608	0.332916	1	2	4	3	0.84	1.62	4.98	3.52	0.48	0.92	1.95	1.6
INSIG1	760.066	-1.12063	0.0991397	-11.3036	1.25986e-29	8.97571e-29	1223	1299	378	415	1028.42	1054.23	471.03	486.59	10	10.04	8.88	8.93
INSIG2	134.324	-0.583423	0.214499	-2.71994	0.0065294	0.0123265	196	194	86	92	164.82	157.44	107.16	107.87	7.36	7.3	6.75	6.76
INSL3	3.68341	2.29529	1.39767	1.64223	0.100542	0.152212	2	1	7	3	1.68	0.81	8.72	3.52	1.02	0.5	2.69	1.7
INSL4	2.26445	-1.4559	1.70011	-0.856355	0.391801	0.500781	5	3	1	1	4.2	2.43	1.25	1.17	1.69	1.2	0.71	0.67
INSL5	1.3293	1.14383	2.08688	0.548102	0.583622	0.68418	1	1	2	1	0.84	0.81	2.49	1.17	0.08	0.05	0.8	0.27
INSM1	97.3585	4.65272	0.407433	11.4196	3.33838e-30	2.41639e-29	13	5	149	161	10.93	4.06	185.67	188.78	3.54	2.34	7.5	7.52
INSM2	12.3424	4.24572	1.03294	4.11034	3.95079e-05	9.52014e-05	1	2	16	23	0.84	1.62	19.94	26.97	0.73	1.19	4.13	4.54
INSR	465.102	1.20125	0.121031	9.92511	3.2375e-23	1.94209e-22	327	356	506	568	274.97	288.92	630.53	665.99	8.11	8.18	9.3	9.38
INSRR	6.00475	1.65685	1.02926	1.60975	0.107452	0.161948	3	4	9	6	2.52	3.25	11.21	7.04	1.62	1.87	3.27	2.72
INTS1	1785.92	-0.355671	0.0706088	-5.03721	4.7237e-07	1.34633e-06	2398	2457	1214	1382	2016.47	1994.02	1512.77	1620.42	10.98	10.96	10.56	10.66
INTS10	213.701	-0.320811	0.171506	-1.87055	0.0614069	0.0977393	280	295	144	171	235.45	239.41	179.44	200.5	7.88	7.9	7.49	7.65
INTS12	52.8549	-0.522413	0.339923	-1.53686	0.124328	0.184533	74	77	31	41	62.23	62.49	38.63	48.07	5.95	5.96	5.29	5.59
INTS2	97.3564	-1.35445	0.273747	-4.94781	7.5055e-07	2.1045e-06	174	165	34	57	146.32	133.91	42.37	66.83	7.18	7.06	5.43	6.07
INTS3	623.499	0.0287327	0.104189	0.275776	0.78272	0.849338	720	775	514	528	605.45	628.97	640.5	619.09	9.24	9.3	9.32	9.27
INTS4	94.7833	-1.18352	0.263541	-4.49083	7.09451e-06	1.83483e-05	149	170	45	51	125.29	137.97	56.07	59.8	6.96	7.1	5.82	5.91
INTS4L1	6.38078	2.05766	1.02964	1.99843	0.0456702	0.0744165	2	4	9	8	1.68	3.25	11.21	9.38	1.24	1.86	3.27	3.06
INTS4L2	1.95235	1.88971	1.8417	1.02607	0.30486	0.405075	1	1	4	1	0.84	0.81	4.98	1.17	0.22	0.2	1.66	0.44
INTS5	276.39	-0.698275	0.152677	-4.57353	4.7957e-06	1.25895e-05	412	416	167	182	346.45	337.61	208.1	213.4	8.43	8.4	7.7	7.74
INTS6	92.6302	-0.616702	0.26398	-2.33617	0.0194824	0.0339435	149	122	59	62	125.29	99.01	73.52	72.7	6.96	6.63	6.21	6.19
INTS7	113.452	-2.27841	0.279048	-8.16492	3.21651e-16	1.49815e-15	201	255	38	26	169.02	206.95	47.35	30.49	7.39	7.68	5.59	4.98
INTS8	115.032	-1.67078	0.248298	-6.72892	1.70923e-11	6.43186e-11	205	219	45	46	172.38	177.73	56.07	53.94	7.42	7.46	5.83	5.77
INTS9	105.634	-0.993212	0.249646	-3.97848	6.9358e-05	0.000163806	153	188	56	61	128.66	152.57	69.78	71.52	7	7.24	6.14	6.17
INTU	23.5688	0.613209	0.504438	1.21563	0.224127	0.310739	25	20	26	21	21.02	16.23	32.4	24.62	4.4	4.06	4.99	4.61
INVS	66.4576	-0.50542	0.302387	-1.67144	0.0946352	0.144197	88	101	43	48	74	81.97	53.58	56.28	6.21	6.35	5.75	5.82
IP6K1	987.885	1.67931	0.0923008	18.1938	5.77427e-74	9.3959e-73	581	557	1162	1333	488.56	452.04	1447.97	1562.96	8.93	8.82	10.5	10.61
IP6K2	647.205	0.389215	0.103029	3.77773	0.000158262	0.00036075	675	682	570	646	567.61	553.49	710.28	757.45	9.15	9.11	9.47	9.56
IP6K3	44.0337	5.11214	0.673165	7.59418	3.09739e-14	1.32789e-13	2	4	64	78	1.68	3.25	79.75	91.46	1.4	2.01	6.24	6.44
IPCEF1	217.444	6.85739	0.505651	13.5615	6.77338e-42	6.48431e-41	4	5	374	338	3.36	4.06	466.04	396.31	2.17	2.35	8.84	8.61
IPMK	13.4348	-0.307516	0.670315	-0.458764	0.646404	0.736281	19	17	7	13	15.98	13.8	8.72	15.24	3.97	3.78	3.21	3.91
IPO11	117.567	-0.787435	0.234343	-3.36019	0.000778894	0.00164825	165	196	65	78	138.75	159.07	81	91.46	7.11	7.31	6.35	6.52
IPO13	732.977	1.65526	0.102783	16.1045	2.3739e-58	3.07604e-57	440	415	872	971	369.99	336.8	1086.6	1138.51	8.53	8.4	10.08	10.15
IPO4	426.023	-3.21676	0.164807	-19.5183	7.67444e-85	1.42562e-83	881	983	66	71	740.83	797.77	82.24	83.25	9.53	9.63	6.38	6.4
IPO5	1074.21	-1.31455	0.0866381	-15.1728	5.35089e-52	6.16877e-51	1807	1904	491	529	1519.5	1545.23	611.84	620.26	10.57	10.59	9.26	9.28
IPO7	531.958	-1.04856	0.12062	-8.69309	3.52706e-18	1.77962e-17	823	914	301	272	692.06	741.77	375.08	318.92	9.43	9.53	8.55	8.32
IPO8	246.746	-0.644861	0.161555	-3.9916	6.56302e-05	0.000155372	358	371	147	172	301.04	301.09	183.18	201.67	8.23	8.23	7.52	7.66
IPO9	773.707	-0.731518	0.0985355	-7.4239	1.13717e-13	4.75726e-13	1120	1219	486	476	941.8	989.3	605.61	558.12	9.88	9.95	9.24	9.13
IPP	43.1151	0.0701218	0.373746	0.187619	0.851176	0.900855	44	58	38	35	37	47.07	47.35	41.04	5.22	5.55	5.56	5.36
IPPK	83.9558	0.205673	0.266328	0.772253	0.439965	0.548788	88	101	70	79	74	81.97	87.23	92.63	6.21	6.36	6.45	6.53
IPW	77.9626	1.73996	0.290819	5.98297	2.19109e-09	7.30953e-09	44	43	90	109	37	34.9	112.15	127.8	5.23	5.15	6.79	6.98
IQCA1	25.2476	3.07508	0.587431	5.23479	1.65169e-07	4.86052e-07	5	8	32	43	4.2	6.49	39.88	50.42	2.32	2.83	5.24	5.57
IQCB1	80.5698	-0.860697	0.283646	-3.0344	0.00241011	0.00480355	117	135	40	55	98.38	109.56	49.84	64.49	6.61	6.77	5.66	6.02
IQCC	42.9383	-0.467672	0.387706	-1.20625	0.227719	0.315054	54	67	22	38	45.41	54.38	27.41	44.56	5.5	5.75	4.81	5.47
IQCD	10.7495	0.330779	0.76694	0.431297	0.666252	0.754642	15	8	6	14	12.61	6.49	7.48	16.42	3.62	2.79	2.97	3.95
IQCE	380.772	1.12363	0.130866	8.58607	8.99925e-18	4.47189e-17	287	293	420	444	241.34	237.79	523.36	520.6	7.92	7.9	9.03	9.02
IQCF1	1.22799	-0.0415279	2.13141	-0.0194838	0.984455	0.990479	2	1	1	1	1.68	0.81	1.25	1.17	0.49	0.05	0.29	0.25
IQCG	22.3214	0.382736	0.514821	0.743436	0.457218	0.565561	22	25	17	25	18.5	20.29	21.18	29.31	4.23	4.35	4.41	4.85
IQCH	6.94119	-1.5125	0.99005	-1.5277	0.126588	0.187681	10	15	2	4	8.41	12.17	2.49	4.69	2.99	3.44	1.71	2.32
IQCJ	1.60403	1.53432	1.9526	0.785784	0.431994	0.540211	1	1	1	3	0.84	0.81	1.25	3.52	0.17	0.14	0.41	1.22
IQCK	61.4915	1.21115	0.325016	3.72642	0.000194215	0.000439335	36	54	73	69	30.27	43.82	90.97	80.9	4.95	5.46	6.49	6.32
