Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm
OXSM	43.2172	-1.35061	0.38684	-3.48726	0.00048799	0.001057	74	77	17	23	62.23	62.49	21.18	26.97
OXSR1	332.518	-1.20941	0.145395	-8.31709	9.01483e-17	4.28379e-16	576	548	159	173	484.36	444.74	198.13	202.85
OXT	3.62822	1.93159	1.15823	1.641	0.100798	0.152536	2	1	4	6	1.68	0.81	4.98	7.04
OXTR	35.7931	-0.606162	0.410912	-1.47466	0.140303	0.205628	52	53	18	29	43.73	43.01	22.43	34
P2RX1	6.10389	-1.15096	0.947952	-1.2071	0.227395	0.314629	9	12	1	5	7.57	9.74	1.25	5.86
P2RX2	12.675	-2.69474	0.792846	-3.3208	0.000897599	0.00188748	27	27	3	2	22.7	21.91	3.74	2.35
P2RX3	1.83265	0.740816	1.36673	0.541294	0.588305	0.684023	2	1	2	2	1.68	0.81	2.49	2.35
P2RX4	146.556	0.701685	0.202856	3.45898	0.000542222	0.00116808	132	138	140	161	111	112	174.45	188.78
P2RX5	97.8654	-0.305443	0.248385	-1.22966	0.218824	0.304185	135	127	66	79	113.52	103.07	82.24	92.63
P2RX6	96.2679	1.50275	0.266339	5.64066	1.694e-08	5.33144e-08	63	58	97	140	52.98	47.07	120.87	164.15
P2RX6P	1.3293	0.812205	1.47743	0.548298	0.583487	0.684023	1	1	2	1	0.84	0.81	2.49	1.17
P2RY1	21.1107	-0.160159	0.513415	-0.31192	0.755101	0.830739	28	26	15	18	23.55	21.1	18.69	21.11
P2RY10	3.27891	-1.77	1.2227	-1.40878	0.158901	0.229316	5	8	1	1	4.2	6.49	1.25	1.17
P2RY11	77.2723	-0.244629	0.2755	-0.887913	0.374588	0.482261	101	102	57	60	84.93	82.78	71.03	70.35
P2RY12	9.51973	3.94169	1.00424	3.61914	0.000295585	0.000655774	1	1	17	13	0.84	0.81	21.18	15.24
P2RY13	6.44127	3.35425	1.07203	2.93894	0.00329334	0.00645634	1	1	9	11	0.84	0.81	11.21	12.9
P2RY14	5.11226	2.49271	1.07229	2.2649	0.023519	0.0403407	2	1	5	10	1.68	0.81	6.23	11.73
P2RY2	16.3221	-0.0995118	0.582921	-0.170703	0.864457	0.911887	17	24	14	12	14.3	19.48	17.45	14.07
P2RY4	2.34736	-0.553241	1.27952	-0.430784	0.666625	0.754794	4	3	1	2	3.36	2.43	1.25	2.35
P2RY6	21.9677	-0.913114	0.518526	-1.75908	0.0785638	0.121966	32	38	11	14	26.91	30.84	13.71	16.42
P4HA1	251.219	-3.20028	0.210085	-15.203	3.3786e-52	3.90211e-51	523	576	36	45	439.79	467.46	44.86	52.76
P4HA2	335.854	-2.64297	0.168195	-15.7012	1.48469e-55	1.82323e-54	670	734	67	86	563.4	595.69	83.49	100.84
P4HA3	3.78198	-0.504017	1.09197	-0.460665	0.645039	0.734934	4	7	3	2	3.36	5.68	3.74	2.35
P4HB	3915.19	-2.45757	0.0598613	-41.0524	0	0	7858	8184	978	1017	6607.76	6641.88	1218.69	1192.45
P4HTM	674.758	2.34378	0.109326	21.4351	6.28683e-102	1.42877e-100	262	275	903	964	220.31	223.18	1125.23	1130.31
PA2G4	538.177	-1.56927	0.120948	-12.973	1.73976e-38	1.53924e-37	945	1005	233	215	794.65	815.63	290.34	252.09
PA2G4P4	42.7163	-1.74865	0.403365	-4.32599	1.51848e-05	3.79711e-05	84	76	14	18	70.64	61.68	17.45	21.11
PAAF1	161.819	0.597142	0.204173	2.92467	0.00344817	0.00674389	147	165	134	190	123.61	133.91	166.98	222.78
PABPC1	2850.22	-2.76997	0.0688238	-40.2433	0	0	5967	6071	573	633	5017.63	4927.03	714.02	742.2
PABPC1L	142.877	-3.79634	0.310188	-12.1583	5.18004e-34	4.11934e-33	326	320	18	13	274.13	259.7	22.43	15.24
PABPC1L2A	11.6084	4.24055	0.972306	3.98173	6.8416e-05	0.000161626	1	1	19	18	0.84	0.81	23.68	21.11
PABPC1L2B	17.2699	4.82371	0.923063	4.68255	2.83323e-06	7.57998e-06	1	1	24	32	0.84	0.81	29.91	37.52
PABPC1P2	17.8855	-3.54119	0.786144	-4.3187	1.56951e-05	3.9211e-05	33	48	2	2	27.75	38.96	2.49	2.35
PABPC3	331.209	-3.24255	0.185385	-17.4634	2.72232e-68	4.07427e-67	725	726	55	49	609.65	589.2	68.54	57.45
PABPC4	889.814	-2.07153	0.100706	-20.567	5.42571e-94	1.12304e-92	1695	1788	261	305	1425.32	1451.08	325.23	357.62
PABPC4L	5.31805	-0.868643	0.972948	-0.889363	0.373808	0.481355	10	7	2	4	8.41	5.68	2.49	4.69
PABPC5	7.84113	1.38165	0.842708	1.63514	0.102019	0.154188	3	7	12	7	2.52	5.68	14.95	8.21
PABPN1	928.019	-0.260679	0.0878892	-2.96598	0.00301716	0.00594187	1197	1253	672	726	1006.55	1016.9	837.38	851.25
PABPN1L	3.78529	0.311675	1.07961	0.288799	0.772735	0.843911	5	3	4	3	4.2	2.43	4.98	3.52
PACRG	15.1461	4.18435	0.860551	4.56444	5.00825e-06	1.31149e-05	1	2	25	23	0.84	1.62	31.15	26.97
PACRGL	36.3602	0.188306	0.401153	0.469431	0.638761	0.729454	46	36	34	30	38.68	29.22	42.37	35.18
PACS1	821.586	0.500121	0.0920894	5.43082	5.60962e-08	1.71004e-07	802	846	766	828	674.4	686.59	954.51	970.84
PACS2	1326.21	2.19644	0.0825793	26.5964	7.46294e-156	2.93913e-154	583	566	1728	1878	490.24	459.35	2153.26	2201.99
PACSIN1	2573.25	6.55604	0.139199	46.9544	0	0	59	71	3985	4452	49.61	57.62	4965.72	5220.04
PACSIN2	656.147	-0.188183	0.107341	-1.75313	0.0795798	0.123351	796	898	462	555	669.35	728.79	575.7	650.75
PACSIN3	295.574	-0.994421	0.150661	-6.59977	4.11799e-11	1.5222e-10	459	495	152	175	385.97	401.73	189.41	205.19
PADI1	5.22048	-1.16856	0.988561	-1.17398	0.240404	0.330416	9	9	2	3	7.57	7.3	2.49	3.52
PADI2	716.445	6.74665	0.269539	24.6946	1.22288e-134	3.8834e-133	13	18	1089	1265	10.93	14.61	1357.01	1483.23
PADI3	3.27891	-1.77	1.2227	-1.40878	0.158901	0.229316	5	8	1	1	4.2	6.49	1.25	1.17
PADI4	3.68341	1.9428	1.16396	1.64277	0.10043	0.152027	2	1	7	3	1.68	0.81	8.72	3.52
PAEP	7.42474	-3.06018	1.04378	-2.7542	0.00588353	0.0111682	17	16	1	1	14.3	12.99	1.25	1.17
PAF1	464.681	0.530072	0.119269	4.44434	8.81637e-06	2.25865e-05	441	480	426	484	370.84	389.55	530.84	567.5
PAFAH1B1	1353.32	1.66944	0.0789048	21.1571	2.37536e-99	5.25396e-98	755	812	1678	1730	634.88	658.99	2090.96	2028.45
PAFAH1B2	543.919	0.769932	0.117651	6.54415	5.98367e-11	2.19056e-10	468	506	505	633	393.54	410.65	629.28	742.2
PAFAH1B3	234.179	-0.211631	0.166453	-1.2714	0.203585	0.285948	298	311	158	202	250.59	252.4	196.88	236.85
PAFAH2	50.1605	-0.962399	0.349597	-2.75145	0.00593318	0.011258	77	84	28	28	64.75	68.17	34.89	32.83
PAG1	170.953	2.46668	0.211307	11.6652	1.92056e-31	1.43548e-30	62	64	246	233	52.14	51.94	306.54	273.2
PAGE1	6.59117	-2.8781	1.06534	-2.55162	0.0107225	0.0195704	14	15	1	1	11.77	12.17	1.25	1.17
PAGE2	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
PAGE4	1.51379	0.404292	1.42957	0.282722	0.77739	0.846161	1	2	1	2	0.84	1.62	1.25	2.35
PAGE5	2.44535	-1.27506	1.31236	-0.95602	0.339062	0.443092	2	7	1	1	1.68	5.68	1.25	1.17
PAH	44.0277	-2.60075	0.44008	-5.87486	4.23205e-09	1.39012e-08	86	98	11	9	72.32	79.53	13.71	10.55
PAICS	588.871	-2.39496	0.124513	-19.2282	2.15156e-82	3.8941e-81	1160	1238	145	166	975.44	1004.72	180.68	194.64
PAIP1	109.728	-0.593044	0.239196	-2.47906	0.0131731	0.0236246	158	162	62	83	132.86	131.47	77.26	97.32
PAIP2	495.794	0.832327	0.119561	6.96148	3.36722e-12	1.31468e-11	394	470	502	550	331.31	381.44	625.54	644.88
PAIP2B	307.29	3.56508	0.187817	18.9545	4.05543e-80	7.14944e-79	64	51	432	508	53.82	41.39	538.32	595.64
PAK1	838.85	2.10581	0.0988266	21.3063	9.91853e-101	2.23015e-99	382	383	1062	1194	321.22	310.83	1323.36	1399.98
PAK1IP1	68.5598	-1.80721	0.321281	-5.61697	1.94331e-08	6.08788e-08	127	132	23	27	106.79	107.13	28.66	31.66
PAK2	309.552	-0.933692	0.146993	-6.35144	2.13303e-10	7.55157e-10	468	517	168	184	393.54	419.58	209.35	215.74
PAK3	25.2527	3.22676	0.579493	5.49875	3.82484e-08	1.17728e-07	6	5	38	38	5.05	4.06	47.35	44.56
PAK4	466.325	-1.00219	0.125259	-8.00048	1.23935e-15	5.61975e-15	720	787	267	246	605.45	638.7	332.71	288.44
PAK6	240.252	4.77907	0.269177	17.6386	1.24456e-69	1.89543e-68	21	19	341	429	17.66	15.42	424.92	503.01
PAK7	111.248	7.44899	0.798569	7.75263	9.00059e-15	3.94673e-14	1	1	177	190	0.84	0.81	220.56	222.78
PALB2	84.5863	-1.59808	0.289678	-5.512	3.54785e-08	1.09433e-07	137	172	36	33	115.2	139.59	44.86	38.69
PALLD	258.822	-0.160025	0.155907	-1.0264	0.304701	0.404864	313	349	190	215	263.2	283.24	236.76	252.09
PALM	1478.33	3.71655	0.0930972	39.9077	0	0	256	249	2204	2345	215.27	202.08	2746.41	2749.55
PALM2	72.5834	3.54205	0.368873	9.54376	1.37749e-21	7.83808e-21	11	16	106	116	9.25	12.99	132.09	136.01
PALM2-AKAP2	1.82532	0.748345	1.36754	0.546262	0.584886	0.684023	1	2	2	2	0.84	1.62	2.49	2.35
PALM3	53.3808	-0.218631	0.347557	-0.629016	0.529339	0.640771	78	61	31	51	65.59	49.51	38.63	59.8
PALMD	26.651	-0.733379	0.469335	-1.56164	0.118373	0.176645	39	42	14	19	32.79	34.09	17.45	22.28
PAM	501.98	0.100873	0.117607	0.857706	0.391055	0.500576	541	633	420	440	454.92	513.72	523.36	515.91
PAMR1	63.2379	3.93128	0.42205	9.21485	3.11724e-20	1.6966e-19	10	8	96	101	8.41	6.49	119.63	118.42
PAN2	413.924	-0.256168	0.134585	-1.90338	0.0569909	0.0912525	484	609	294	331	406.99	494.25	366.35	388.1
PAN3	122.165	-0.206926	0.22401	-0.923715	0.355635	0.460729	163	154	84	104	137.07	124.98	104.67	121.94
PANK1	86.9051	0.220154	0.265446	0.829384	0.406887	0.517436	107	87	72	83	89.98	70.61	89.72	97.32
PANK2	122.498	-0.133722	0.223935	-0.597139	0.550414	0.661736	162	148	100	93	136.23	120.11	124.61	109.04
PANK3	105.316	-0.133378	0.24011	-0.555482	0.578565	0.684023	123	144	86	80	103.43	116.87	107.16	93.8
PANK4	246.058	0.637424	0.161811	3.93929	8.17237e-05	0.000191434	235	231	223	274	197.61	187.47	277.88	321.27
PANX1	109.919	-0.591114	0.235846	-2.5061	0.0122072	0.0220517	164	156	70	75	137.91	126.6	87.23	87.94
PANX2	695.698	3.15657	0.119538	26.3959	1.52508e-153	5.92043e-152	158	181	984	1089	132.86	146.89	1226.16	1276.87
PANX3	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
PAOX	51.1655	1.59667	0.350089	4.55786	5.16774e-06	1.35159e-05	30	31	57	71	25.23	25.16	71.03	83.25
PAPD4	108.445	-0.74357	0.251528	-2.95577	0.00311885	0.0061288	136	194	66	68	114.36	157.44	82.24	79.73
PAPD5	104.172	0.392699	0.237353	1.65451	0.0980241	0.148824	106	112	93	103	89.14	90.9	115.89	120.77
PAPD7	389.94	-0.451101	0.131181	-3.43871	0.000584496	0.00125503	542	549	248	298	455.77	445.55	309.03	349.41
PAPL	47.7194	4.21264	0.514053	8.0387	9.07965e-16	4.13981e-15	4	7	65	86	3.36	5.68	81	100.84
PAPLN	66.1694	0.69665	0.299086	2.3292	0.0198486	0.0345276	61	61	60	76	51.29	49.51	74.77	89.11
PAPOLA	432.074	-0.816575	0.124761	-6.54482	5.95674e-11	2.18112e-10	661	674	246	272	555.83	547	306.54	318.92
PAPOLB	7.0494	-0.633506	0.864839	-0.731248	0.464628	0.573385	13	8	3	6	10.93	6.49	3.74	7.04
PAPOLG	65.9072	-0.212707	0.315623	-0.673902	0.500374	0.609549	66	106	50	51	55.5	86.03	62.31	59.8
PAPPA	54.7299	-3.03222	0.429147	-7.01168	2.3548e-12	9.27777e-12	114	123	13	6	95.86	99.82	16.2	7.04
PAPPA2	8.57538	0.924851	0.78986	1.16999	0.242005	0.332329	5	9	7	12	4.2	7.3	8.72	14.07
PAPSS1	342.295	0.618454	0.139063	4.44728	8.69639e-06	2.22852e-05	301	353	343	343	253.11	286.48	427.41	402.17
PAPSS2	76.1322	-0.917677	0.295127	-3.10846	0.00188062	0.00380647	136	105	40	47	114.36	85.21	49.84	55.11
PAQR3	109.976	0.417912	0.237897	1.75671	0.0789672	0.122541	101	127	109	99	84.93	103.07	135.83	116.08
PAQR4	611.544	0.301989	0.109009	2.77032	0.00560021	0.0106634	640	687	506	614	538.17	557.55	630.53	719.92
PAQR5	40.0421	-1.62764	0.412627	-3.93708	8.24796e-05	0.000193122	79	68	14	18	66.43	55.19	17.45	21.11
PAQR6	1837.17	4.66689	0.100598	46.3579	0	0	163	173	2833	3020	137.07	140.4	3530.21	3541
PAQR7	144.522	-0.417616	0.208702	-2.00092	0.0454012	0.0740099	183	218	94	111	153.88	176.92	117.13	130.15
PAQR8	482.407	2.53703	0.140105	18.1033	3.00079e-73	4.84559e-72	143	200	633	732	120.25	162.31	788.78	858.28
PAQR9	22.519	0.133573	0.497648	0.268419	0.788377	0.853335	23	29	20	19	19.34	23.54	24.92	22.28
PAR-SN	26.593	3.06021	0.552771	5.48222	4.20013e-08	1.28967e-07	6	7	41	38	5.05	5.68	51.09	44.56
PAR1	2.4373	1.25058	1.2758	0.97407	0.330022	0.433122	2	1	3	3	1.68	0.81	3.74	3.52
PAR5	58.0286	3.50049	0.406743	8.54309	1.30675e-17	6.45802e-17	11	11	87	90	9.25	8.93	108.41	105.53
PARD3	180.115	-1.7413	0.203768	-8.5413	1.32721e-17	6.55746e-17	312	361	61	76	262.36	292.98	76.01	89.11
PARD3B	14.1368	0.187891	0.619549	0.303289	0.76167	0.836324	13	19	12	13	10.93	15.42	14.95	15.24
PARD6A	200.749	3.12736	0.210636	14.8269	9.81273e-50	1.08333e-48	50	49	288	309	42.04	39.77	358.88	362.31
PARD6B	66.5467	-2.69076	0.367047	-7.29917	2.89539e-13	1.18981e-12	141	139	11	18	118.57	112.81	13.71	21.11
PARD6G	60.3884	-0.731235	0.316483	-2.30989	0.0208945	0.0361684	86	97	35	40	72.32	78.72	43.61	46.9
PARG	56.4124	-0.172026	0.323725	-0.531374	0.59516	0.68797	68	77	38	50	57.18	62.49	47.35	58.63
PARK2	52.9829	3.74584	0.445886	8.31289	9.34023e-17	4.4362e-16	6	11	77	87	5.05	8.93	95.95	102.01
PARK7	780.347	0.179533	0.0955658	1.87863	0.060295	0.096074	845	928	650	723	710.56	753.14	809.97	847.73
PARL	142.547	-0.299726	0.209191	-1.43275	0.151931	0.221001	182	199	112	99	153.04	161.5	139.56	116.08
PARM1	245.648	4.31601	0.236586	18.169	9.08694e-74	1.47485e-72	29	27	375	400	24.39	21.91	467.29	469.01
PARN	207.955	-0.956522	0.176844	-5.40819	6.36658e-08	1.93335e-07	332	333	109	125	279.18	270.25	135.83	146.56
PARP1	1319.65	-1.10293	0.0812707	-13.5708	5.96803e-42	5.71909e-41	2069	2295	663	725	1739.81	1862.55	826.17	850.07
PARP10	283.014	-0.653471	0.15044	-4.34352	1.40215e-05	3.52054e-05	419	419	175	189	352.34	340.05	218.07	221.61
PARP11	28.3298	-0.17673	0.448592	-0.393937	0.693627	0.775763	32	41	21	23	26.91	33.27	26.17	26.97
PARP12	115.217	-2.67545	0.279658	-9.5434	1.38219e-21	7.86007e-21	247	236	25	26	207.7	191.53	31.15	30.49
PARP14	161.956	-1.17815	0.203558	-5.78644	7.18942e-09	2.32225e-08	283	261	78	86	237.97	211.82	97.2	100.84
PARP15	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
PARP16	85.5648	-0.996056	0.276505	-3.60117	0.00031679	0.000700778	144	132	52	42	121.09	107.13	64.8	49.25
PARP2	151.229	-0.277521	0.202026	-1.37366	0.169548	0.242948	208	193	114	112	174.91	156.63	142.06	131.32
PARP3	145.873	-0.199531	0.204199	-0.977124	0.328508	0.431552	179	199	104	121	150.52	161.5	129.59	141.87
PARP4	165.087	-2.26159	0.227469	-9.93211	3.01789e-23	1.8115e-22	321	342	36	58	269.93	277.56	44.86	68.01
PARP6	338.135	0.862787	0.138555	6.22697	4.75557e-10	1.65345e-09	272	309	344	379	228.72	250.77	428.66	444.38
PARP8	49.4228	0.0138435	0.34305	0.0403545	0.967811	0.990472	59	60	44	38	49.61	48.69	54.83	44.56
PARP9	67.8962	-0.649582	0.303081	-2.14286	0.0321242	0.0538669	97	104	49	38	81.57	84.4	61.06	44.56
PARS2	55.2678	-0.888618	0.337339	-2.63312	0.00846033	0.015687	94	80	28	36	79.04	64.93	34.89	42.21
PART1	80.2551	4.14229	0.392038	10.4549	1.3912e-25	8.90427e-25	9	11	123	129	7.57	8.93	153.27	151.25
PARVA	221.255	-0.467073	0.175574	-2.66017	0.00781021	0.014571	282	341	136	172	237.13	276.74	169.47	201.67
PARVB	217.92	-1.01811	0.185023	-5.50191	3.75699e-08	1.15696e-07	334	374	96	143	280.86	303.53	119.63	167.67
PARVG	37.0549	-0.0655433	0.396712	-0.165213	0.868777	0.915561	39	53	28	32	32.79	43.01	34.89	37.52
PASD1	28.6232	-5.0379	0.880986	-5.05833	4.22948e-07	1.20873e-06	58	78	1	1	48.77	63.3	1.25	1.17
PASK	161.068	-1.22999	0.205434	-5.98573	2.15425e-09	7.1904e-09	251	297	78	81	211.07	241.04	97.2	94.97
PATE3	1.3109	0.797366	1.47986	0.537134	0.591175	0.684023	1	1	1	2	0.84	0.81	1.25	2.35
PATE4	1.52112	0.396509	1.42865	0.277559	0.781351	0.848143	2	1	1	2	1.68	0.81	1.25	2.35
PATL1	244.304	-1.26932	0.167305	-7.58548	3.3126e-14	1.41728e-13	410	427	109	128	344.77	346.54	135.83	150.08
PATL2	3.38352	-0.254919	1.12629	-0.226184	0.821058	0.877474	5	4	3	2	4.2	3.25	3.74	2.35
PATZ1	421.455	-0.215564	0.129914	-1.65927	0.0970619	0.147528	546	551	284	363	459.13	447.17	353.89	425.62
PAWR	63.2921	-3.62867	0.443458	-8.07982	6.48614e-16	2.97586e-15	131	154	6	9	110.16	124.98	7.48	10.55
PAX1	1.3109	0.797366	1.47986	0.537134	0.591175	0.684023	1	1	1	2	0.84	0.81	1.25	2.35
PAX2	15.5663	4.67033	0.93497	4.4979	6.8627e-06	1.77633e-05	1	1	27	23	0.84	0.81	33.64	26.97
PAX3	26.4024	-0.912185	0.477468	-1.90878	0.0562904	0.0902373	37	47	16	14	31.11	38.14	19.94	16.42
PAX5	3.57204	-1.33392	1.15491	-1.14015	0.254225	0.34688	5	8	1	2	4.2	6.49	1.25	2.35
PAX6	223.334	3.33184	0.212724	15.639	3.95117e-55	4.79944e-54	37	60	316	358	31.11	48.69	393.77	419.76
PAX7	15.0357	4.17325	0.86455	4.53362	5.79801e-06	1.51123e-05	1	2	19	29	0.84	1.62	23.68	34
PAX8	25.1838	-1.17295	0.519326	-2.25542	0.0241071	0.0412342	38	47	18	7	31.95	38.14	22.43	8.21
PAX9	18.433	-3.27951	0.743755	-4.27674	1.89653e-05	4.69614e-05	35	47	4	1	29.43	38.14	4.98	1.17
PAXIP1	185.768	-0.14738	0.180884	-0.814769	0.415204	0.527062	230	243	137	155	193.41	197.21	170.72	181.74
PBK	65.8037	-6.20807	0.828001	-6.41543	1.40425e-10	5.02665e-10	148	168	1	1	124.45	136.34	1.25	1.17
PBLD	21.6416	1.15529	0.520145	2.21982	0.0264312	0.0448987	17	15	20	30	14.3	12.17	24.92	35.18
PBOV1	1.51379	0.404292	1.42957	0.282722	0.77739	0.846161	1	2	1	2	0.84	1.62	1.25	2.35
PBRM1	225.879	-0.620057	0.169171	-3.66508	0.000247265	0.000552699	333	330	133	162	280.02	267.82	165.73	189.95
PBX1	401.159	0.99168	0.130512	7.59824	3.00179e-14	1.28778e-13	341	308	427	457	286.75	249.96	532.09	535.84
PBX2	242.711	-0.665387	0.165526	-4.01961	5.82957e-05	0.000138543	369	352	139	172	310.29	285.67	173.21	201.67
PBX3	93.1075	-0.497995	0.264646	-1.88157	0.0598948	0.0954683	143	121	53	75	120.25	98.2	66.04	87.94
PBX4	19.4876	-1.11473	0.554594	-2.00651	0.0448021	0.0731336	32	33	11	9	26.91	26.78	13.71	10.55
PBXIP1	716.247	1.06894	0.102406	10.4381	1.66087e-25	1.06088e-24	516	604	786	820	433.9	490.19	979.44	961.46
PC	784.609	1.39547	0.101874	13.6976	1.04918e-42	1.0198e-41	550	495	886	998	462.49	401.73	1104.05	1170.17
PCA3	1.73508	0.115548	1.38838	0.0832588	0.933646	0.966941	1	3	2	1	0.84	2.43	2.49	1.17
PCBD1	192.074	0.127097	0.18013	0.705589	0.480444	0.589005	203	242	162	170	170.7	196.4	201.87	199.33
PCBD2	28.4156	-0.67529	0.453342	-1.48885	0.136526	0.200634	39	46	18	18	32.79	37.33	22.43	21.11
PCBP1	2085.71	-0.50429	0.0665805	-7.57412	3.61576e-14	1.54386e-13	2853	3073	1406	1448	2399.08	2493.95	1752.02	1697.8
PCBP2	1902.7	-0.890492	0.0686565	-12.9701	1.80784e-38	1.59799e-37	2931	3055	1090	1116	2464.67	2479.34	1358.25	1308.53
PCBP3	175.587	3.15736	0.232643	13.5502	7.90592e-42	7.54573e-41	32	53	245	279	26.91	43.01	305.3	327.13
PCBP4	846.01	2.07932	0.0973718	21.3527	3.6818e-101	8.30785e-100	393	390	1089	1177	330.47	316.51	1357.01	1380.05
PCCA	113.135	0.158929	0.230187	0.69044	0.489917	0.59869	124	135	89	109	104.27	109.56	110.9	127.8
PCCB	281.675	-0.561023	0.153156	-3.66294	0.000249336	0.000556936	416	397	172	205	349.81	322.19	214.33	240.37
PCDH1	582.86	2.50059	0.118553	21.0881	1.02305e-98	2.23684e-97	209	214	803	837	175.75	173.68	1000.62	981.4
PCDH10	310.561	3.3917	0.180786	18.7389	2.3861e-78	4.13373e-77	65	65	428	513	54.66	52.75	533.33	601.5
PCDH11X	9.25635	2.7571	0.867899	3.11437	0.00184335	0.0037362	2	3	17	10	1.68	2.43	21.18	11.73
PCDH11Y	4.97562	2.94861	1.12949	2.48327	0.0130184	0.0233773	1	1	9	6	0.84	0.81	11.21	7.04
PCDH12	16.2396	0.98699	0.586272	1.68272	0.0924299	0.141119	11	15	18	18	9.25	12.17	22.43	21.11
PCDH15	14.7704	3.03235	0.722932	4.12259	3.74638e-05	9.04708e-05	4	3	23	21	3.36	2.43	28.66	24.62
PCDH17	161.501	6.01125	0.444132	13.1065	3.02049e-39	2.72432e-38	6	5	258	269	5.05	4.06	321.49	315.41
PCDH18	30.1314	0.468253	0.431626	1.08488	0.277975	0.374559	30	31	29	29	25.23	25.16	36.14	34
PCDH19	80.6005	3.87932	0.373751	10.2975	7.23487e-25	4.55098e-24	13	11	112	139	10.93	8.93	139.56	162.98
PCDH20	32.0102	5.28269	0.780971	6.19072	5.98886e-10	2.06827e-09	2	1	49	55	1.68	0.81	61.06	64.49
PCDH7	291.558	1.47248	0.154323	9.54073	1.41828e-21	8.0509e-21	200	173	342	368	168.18	140.4	426.17	431.49
PCDH8	176.99	4.69354	0.309373	15.0484	3.53655e-51	4.01625e-50	16	15	238	329	13.45	12.17	296.57	385.76
PCDH9	370.211	5.53232	0.260619	21.0414	2.73882e-98	5.96086e-97	18	19	588	612	15.14	15.42	732.71	717.58
PCDHA1	21.4581	4.35359	0.764783	5.4045	6.49889e-08	1.97227e-07	2	2	38	30	1.68	1.62	47.35	35.18
PCDHA10	21.7883	3.63995	0.667708	5.32557	1.00637e-07	3.01184e-07	4	3	38	29	3.36	2.43	47.35	34
PCDHA11	29.6426	1.19194	0.471287	2.52805	0.0114699	0.0208129	24	19	44	24	20.18	15.42	54.83	28.14
PCDHA12	14.7563	2.07967	0.650375	3.18197	0.00146275	0.00300252	6	7	19	21	5.05	5.68	23.68	24.62
PCDHA13	10.5658	2.09766	0.763849	2.72694	0.00639245	0.0120824	5	4	11	18	4.2	3.25	13.71	21.11
PCDHA2	9.11121	1.84098	0.792705	2.30965	0.0209074	0.0361875	4	5	12	12	3.36	4.06	14.95	14.07
PCDHA3	18.2803	4.11859	0.784593	5.00455	5.5992e-07	1.58659e-06	1	3	25	33	0.84	2.43	31.15	38.69
PCDHA4	13.6793	2.71137	0.72421	3.69746	0.000217769	0.000489182	5	3	16	24	4.2	2.43	19.94	28.14
PCDHA5	20.9807	3.79064	0.698438	5.27367	1.33724e-07	3.96709e-07	4	2	37	28	3.36	1.62	46.11	32.83
PCDHA6	32.469	2.71817	0.480931	5.62223	1.88506e-08	5.90931e-08	9	11	43	51	7.57	8.93	53.58	59.8
PCDHA7	12.0118	1.34004	0.687718	1.94532	0.0517365	0.0835922	6	10	12	17	5.05	8.12	14.95	19.93
PCDHA8	8.48787	2.35952	0.856462	2.71976	0.00653287	0.0123319	2	4	12	12	1.68	3.25	14.95	14.07
PCDHA9	10.602	3.64576	0.914198	3.79017	0.000150542	0.000343935	1	2	17	16	0.84	1.62	21.18	18.76
PCDHAC1	7.56465	1.50776	0.848614	1.77016	0.0767009	0.119444	3	6	8	11	2.52	4.87	9.97	12.9
PCDHAC2	106.248	5.17167	0.437311	11.5666	6.0815e-31	4.49426e-30	7	6	148	196	5.89	4.87	184.42	229.81
PCDHB1	1.3293	0.812205	1.47743	0.548298	0.583487	0.684023	1	1	2	1	0.84	0.81	2.49	1.17
PCDHB10	22.5085	2.36577	0.549312	4.2861	1.81837e-05	4.51082e-05	8	9	29	34	6.73	7.3	36.14	39.87
PCDHB11	9.16437	2.7502	0.861141	3.13043	0.00174552	0.00354964	2	3	12	15	1.68	2.43	14.95	17.59
PCDHB12	12.9724	1.15681	0.651477	1.77395	0.076072	0.118581	9	10	14	16	7.57	8.12	17.45	18.76
PCDHB13	11.4251	-0.426514	0.688974	-0.618697	0.536116	0.647944	13	19	8	8	10.93	15.42	9.97	9.38
PCDHB14	37.0002	1.86292	0.422042	4.40796	1.0435e-05	2.65226e-05	19	19	39	58	15.98	15.42	48.6	68.01
PCDHB15	36.8788	1.62832	0.415804	3.91244	9.1369e-05	0.000212967	24	19	39	54	20.18	15.42	48.6	63.32
PCDHB16	23.6445	0.939318	0.505952	1.856	0.0634533	0.100701	14	25	21	31	11.77	20.29	26.17	36.35
PCDHB17	3.27058	1.31163	1.17222	1.11308	0.265675	0.360487	3	1	5	3	2.52	0.81	6.23	3.52
PCDHB18	10.1136	2.89454	0.848117	3.3404	0.000836574	0.00176403	4	1	15	15	3.36	0.81	18.69	17.59
PCDHB19P	4.09851	1.72948	1.1106	1.54133	0.123236	0.183169	1	3	3	8	0.84	2.43	3.74	9.38
